,NFE2L3 (9603)
ACH-000004,-0.386826589309
ACH-000007,-0.0230622266598
ACH-000009,0.0911345868797
ACH-000011,-0.300405010659
ACH-000012,-0.211540001241
ACH-000013,-0.279942227044
ACH-000014,-0.08724877456380001
ACH-000015,-0.5613670180610001
ACH-000017,-0.168121637151
ACH-000018,-0.165472388616
ACH-000019,-0.23542916815900003
ACH-000021,-0.14260517962400002
ACH-000022,-0.572755557004
ACH-000025,-0.186151868463
ACH-000028,-0.0809568939697
ACH-000030,-0.26103224314199996
ACH-000035,-0.300418665359
ACH-000036,-0.351310255728
ACH-000037,-0.057639845176
ACH-000039,-0.298115725841
ACH-000040,-0.326489889001
ACH-000041,-0.31517795711999996
ACH-000042,-0.38562005329099996
ACH-000045,-0.317771994921
ACH-000047,-0.29690870382
ACH-000052,-0.254801686603
ACH-000053,-0.0375041452699
ACH-000054,-0.295610622973
ACH-000055,-0.245243264347
ACH-000060,-0.26402057074900004
ACH-000067,-0.21535400286999998
ACH-000070,-0.152662057311
ACH-000075,-0.10276010136600001
ACH-000078,-0.285395792905
ACH-000082,-0.35012537840999997
ACH-000085,-0.22658953303100002
ACH-000086,-0.102917377313
ACH-000087,-0.510653656581
ACH-000092,-0.355653082287
ACH-000095,-0.15714766170299999
ACH-000097,-0.24100806978300002
ACH-000098,-0.333078854318
ACH-000099,-0.23808589269000002
ACH-000108,-0.132530102298
ACH-000113,-0.17117673936799999
ACH-000115,-0.280761134129
ACH-000116,-0.21604995667100002
ACH-000118,-0.13752151135
ACH-000120,-0.213053458346
ACH-000123,-0.159984791864
ACH-000127,-0.19742465092099998
ACH-000128,-0.37148677137599995
ACH-000132,-0.306428542704
ACH-000133,-0.13980656974300001
ACH-000137,-0.156934129694
ACH-000138,-0.31556891974199996
ACH-000142,-0.317905617433
ACH-000143,-0.41956201532
ACH-000146,-0.129829218512
ACH-000148,-0.205248226429
ACH-000150,-0.288589463402
ACH-000152,-0.607464322616
ACH-000153,-0.348060952386
ACH-000159,-0.167668267488
ACH-000160,-0.162248289528
ACH-000163,-0.12420061429000001
