,HEMK1 (51409)
ACH-000004,-0.10972976429000002
ACH-000007,-0.0881650099604
ACH-000009,0.121545804779
ACH-000011,0.072863922688
ACH-000012,-0.158323011199
ACH-000013,-0.0009657622772519999
ACH-000014,0.0911492198798
ACH-000015,-0.103950659111
ACH-000017,-0.131383966981
ACH-000018,-0.000950817062278
ACH-000019,-0.23763807735300002
ACH-000021,-0.0137179723675
ACH-000022,-0.128132851561
ACH-000025,-0.07528740399100001
ACH-000028,-0.399288734054
ACH-000030,0.035547696038900005
ACH-000035,-0.0312759150128
ACH-000036,0.0696990270087
ACH-000037,-0.08565872870689999
ACH-000039,0.187557774899
ACH-000040,0.25075092503400004
ACH-000041,0.179497127349
ACH-000042,0.09886122499710001
ACH-000045,0.27096206663899997
ACH-000047,0.045719969403499996
ACH-000052,0.135058452387
ACH-000053,-0.112283341557
ACH-000054,-0.0644391096136
ACH-000055,-0.220131358688
ACH-000060,-0.12263655919000002
ACH-000067,0.00820284501005
ACH-000070,-0.14905102795
ACH-000075,-0.115640953908
ACH-000078,0.0707115191278
ACH-000082,-0.148106628078
ACH-000085,0.031163655908900002
ACH-000086,-0.0163490861914
ACH-000087,-0.160726401946
ACH-000092,0.00601559336765
ACH-000095,0.0917066625451
ACH-000097,-0.0034488228404400004
ACH-000098,-0.019810765263900004
ACH-000099,0.019307192158099996
ACH-000108,0.049704001768500004
ACH-000113,-0.07635215835369999
ACH-000115,-0.099861748694
ACH-000116,0.0102052550238
ACH-000118,-0.14875141807
ACH-000120,-0.09019001332010002
ACH-000123,0.00709339501964
ACH-000127,-0.048125170889699996
ACH-000128,-0.12299023182800001
ACH-000132,-0.0244690411314
ACH-000133,-0.0162188199552
ACH-000137,-0.0626020749951
ACH-000138,-0.221089004049
ACH-000142,0.09058182506330001
ACH-000143,-0.00892160244583
ACH-000146,-0.132079143855
ACH-000148,0.000916080440326
ACH-000150,-0.127960506213
ACH-000152,-0.00918422245526
ACH-000153,-0.256551299575
ACH-000159,0.17450904777100001
ACH-000160,-0.0799462052596
ACH-000163,-0.11962998740700001
ACH-000167,0.0555642128555
ACH-000168,-0.10779346704000002
ACH-000169,-0.159435421877
ACH-000178,0.196079940939
ACH-000182,0.07053328109839999
ACH-000183,0.044369780142400006
ACH-000188,-0.07501923439710001
ACH-000189,0.309696810473
ACH-000190,-0.0656685947168
ACH-000198,-0.0220388760902
ACH-000204,-0.36384500402500003
ACH-000206,-0.025300060246200004
ACH-000207,-0.0186303605655
ACH-000211,-0.0486983988229
ACH-000215,0.14315374134
ACH-000221,-0.282058312909
ACH-000222,-0.0729972683919
ACH-000223,-0.22516016389199997
ACH-000226,-0.020403263011
ACH-000227,0.042896530528499996
ACH-000228,-0.0557452003079
ACH-000231,-0.022985904698400002
ACH-000232,0.255645164677
ACH-000233,0.0135601609314
ACH-000234,-0.07479192478060001
ACH-000235,-0.0294172656262
ACH-000237,0.133848185533
ACH-000238,-0.07974847337220001
ACH-000243,0.118838572282
ACH-000244,-0.20338555828899998
ACH-000246,0.0365846943576
ACH-000248,-0.435948503016
ACH-000250,0.00251750997032
ACH-000251,0.35273406415700004
ACH-000253,-0.08595361909330002
ACH-000255,-0.11127360340600001
ACH-000256,0.0332144829227
ACH-000257,-0.39814721209700005
ACH-000258,0.241042131813
ACH-000259,-0.17725764352899998
ACH-000260,0.057764976431300005
ACH-000261,-0.00204065108268
ACH-000262,0.0336453085732
ACH-000263,-0.464977478113
ACH-000264,-0.09843515968360002
ACH-000265,0.011290334679299997
ACH-000266,-0.0627118683903
ACH-000272,0.00589465605954
ACH-000273,-0.0230000374937
ACH-000274,-0.050417087128
ACH-000277,-0.0403440392895
ACH-000278,0.18391703420699998
ACH-000279,0.0597339500213
ACH-000280,-0.0302633181783
ACH-000281,0.132810334619
ACH-000288,0.07602177312580001
ACH-000291,0.00283663574898
ACH-000293,-0.0321287529624
ACH-000294,0.0798730068526
ACH-000295,0.197533512386
ACH-000296,-0.312322969395
ACH-000302,-0.146679455605
ACH-000304,-0.00426902700035
ACH-000307,-0.028191559544799998
ACH-000308,0.0108301366848
ACH-000310,-0.0876084970154
ACH-000311,0.14973331196599998
ACH-000312,-0.0247903365528
ACH-000315,0.25522295450300003
ACH-000316,0.0480699502933
ACH-000317,-0.209602315972
ACH-000318,-0.20144301877700002
ACH-000319,0.115415574945
ACH-000320,-0.28090363856999995
ACH-000322,-0.337546475728
ACH-000323,0.0660472083589
ACH-000324,0.08595985045980001
ACH-000329,-0.031262454165500005
ACH-000330,0.150893964573
ACH-000331,0.0082283661773
ACH-000332,0.035316785226699995
ACH-000334,0.0959750536554
ACH-000335,-0.0483824637051
ACH-000336,0.104098695087
ACH-000337,-0.319375952752
ACH-000339,0.119897621201
ACH-000341,-0.170157813098
ACH-000348,-0.0335769026626
ACH-000350,0.0030672130469699996
ACH-000352,-0.0484806757071
ACH-000356,-0.08598907678829999
ACH-000361,-0.029408261115099997
ACH-000362,0.0119953476024
ACH-000363,-0.0694893088746
ACH-000364,-0.0413295538661
ACH-000365,-0.056898013277199996
ACH-000366,0.057650961794800004
ACH-000368,0.155752928368
ACH-000374,-0.08194500558389999
ACH-000375,-0.0253358060831
ACH-000376,0.0346694354086
ACH-000381,0.0378874130258
ACH-000383,-0.022505465866200003
ACH-000387,-0.15144995652100002
ACH-000389,0.235576639566
ACH-000390,-0.113174378782
ACH-000393,-0.0322156009148
ACH-000395,0.14073915807700002
ACH-000397,0.14605221184800002
ACH-000401,-0.07755841774069999
ACH-000402,0.137448028434
ACH-000403,-0.0029976140973100003
ACH-000404,-0.468767247248
ACH-000406,-0.036403329556300004
ACH-000407,0.187087164784
ACH-000408,0.126164039934
ACH-000410,-0.0647991674899
ACH-000411,-0.018756101849
ACH-000414,0.04675322835659999
ACH-000415,-0.118773030184
ACH-000416,0.024493480967599995
ACH-000420,0.053717658453699996
ACH-000421,-0.0782012496875
ACH-000424,-0.342742889019
ACH-000425,-0.0377043492938
ACH-000426,0.150023048407
ACH-000427,-0.166417592573
ACH-000433,-0.265582347683
ACH-000436,0.038631341304699994
ACH-000444,-0.005461630962470001
ACH-000445,-0.00411201188446
ACH-000448,0.044123304139
ACH-000450,0.0794747459015
ACH-000452,-0.0712036067255
ACH-000454,-0.05841254866330001
ACH-000458,0.025560113683799998
ACH-000459,0.166413315742
