,GYG1 (2992)
ACH-000004,-0.048742657995100004
ACH-000007,0.00118205140782
ACH-000009,0.08867153087369999
ACH-000011,-0.11109915666200001
ACH-000012,-0.09028375791310002
ACH-000013,-0.08717699056299999
ACH-000014,-0.07205438958310001
ACH-000015,0.00465397009579
ACH-000017,-0.0403775343586
ACH-000018,-0.027295833433599998
ACH-000019,0.0673084085188
ACH-000021,0.047303025090800005
ACH-000022,-0.0420420943319
ACH-000025,0.00120007915508
ACH-000028,-0.114275540136
ACH-000030,-0.008013433742189999
ACH-000035,-0.12194491623600001
ACH-000036,-0.10050234794500001
ACH-000037,-0.111717119889
ACH-000039,0.16126693963400002
ACH-000040,-0.13758810868899998
ACH-000041,-0.247136484099
ACH-000042,-0.0524001147569
ACH-000045,-0.0572574384457
ACH-000047,0.10755190721300001
ACH-000052,-0.0682461724059
ACH-000053,-0.0912032647335
ACH-000054,-0.0782794882175
ACH-000055,0.00344067335197
ACH-000060,-0.172671893268
ACH-000067,0.0165148648147
ACH-000070,-0.11998502613399999
ACH-000075,-0.044963834351
ACH-000078,-0.36237308996
ACH-000082,-0.227059285266
ACH-000085,-0.0566130732166
ACH-000086,-0.0354529510624
ACH-000087,0.00275613210751
ACH-000092,-0.278011024835
ACH-000095,-0.128000943818
ACH-000097,-0.0422947939456
ACH-000098,-0.026164748166299996
ACH-000099,0.00575036111413
ACH-000108,-0.124176645044
ACH-000113,-0.11507537366800001
ACH-000115,-0.034264744200900005
ACH-000116,0.0015468163920499998
ACH-000118,0.0503645296608
ACH-000120,0.054971280774
ACH-000123,-0.053582529312899994
ACH-000127,0.0632158852293
ACH-000128,0.043293062679500005
ACH-000132,0.04379955855769999
ACH-000133,0.0738379200169
ACH-000137,-0.0553276833069
ACH-000138,-0.0323485975267
ACH-000142,-0.021435693021200002
ACH-000143,-0.17081405445700001
ACH-000146,-0.0765652644137
ACH-000148,0.119678900231
ACH-000150,-0.0847359540828
ACH-000152,-0.0822392444738
ACH-000153,-0.47893133799500004
ACH-000159,-0.0480866500085
ACH-000160,-0.0679185066877
ACH-000163,-0.20205979188099998
ACH-000167,-0.19601397727000003
ACH-000168,-0.11070889927899999
ACH-000169,-0.06526487524130001
ACH-000178,0.05340445156930001
ACH-000182,-0.170080211745
ACH-000183,0.111576983199
ACH-000188,-0.071483673228
ACH-000189,-0.000618014793785
ACH-000190,-0.0365172558303
