,MEA1 (4201)
ACH-000395,-0.11775971303200002
ACH-000397,-0.289687051765
ACH-000401,0.278965162474
ACH-000402,-0.5049195046230001
ACH-000403,-0.36998697312600004
ACH-000404,0.220512781063
ACH-000406,-0.0843140978888
ACH-000407,-0.12649178736199998
ACH-000408,-0.249213334002
ACH-000410,-0.152559625207
ACH-000411,-0.004959837907430001
ACH-000414,-0.0926639829128
ACH-000415,-0.337002646601
ACH-000416,-0.14599910704900002
ACH-000420,0.0828385933825
ACH-000421,-0.105247243539
ACH-000424,-0.214402538363
ACH-000425,-0.0333680759522
ACH-000426,-0.106062167504
ACH-000427,-0.468692932477
ACH-000433,-0.128893378466
ACH-000436,0.016235295316
ACH-000444,-0.010773483928100002
ACH-000445,-0.0686849488621
ACH-000448,-0.250385224952
ACH-000450,-0.018939721529900002
ACH-000452,-0.13993439241900002
ACH-000454,-0.398965300618
ACH-000458,-0.244658550654
ACH-000459,0.208340966811
ACH-000460,-0.20905840844700002
ACH-000461,-0.420932612755
ACH-000463,-0.0657188877867
ACH-000464,-0.15703255902000002
ACH-000466,-0.10358700096699999
ACH-000467,0.0719068894086
ACH-000468,-0.220023685524
ACH-000469,-0.152314136065
ACH-000470,-0.39581471875600005
ACH-000471,-0.044613727691099996
ACH-000472,-0.200543219428
ACH-000473,0.17992877583900002
ACH-000475,-0.011959237473799999
ACH-000476,-0.15573002288899998
ACH-000477,0.128114545121
ACH-000480,-0.177850461486
ACH-000481,-0.370470053644
ACH-000483,-0.117751020538
ACH-000484,-0.226972306079
ACH-000485,-0.169179071523
ACH-000486,-0.21909134585
ACH-000487,-0.150351735664
ACH-000488,-0.252109881493
ACH-000490,-0.12350051855000001
ACH-000491,-0.523429646583
ACH-000495,-0.209172050562
ACH-000496,-0.27691808784099997
ACH-000499,-0.376234723195
ACH-000500,0.0231046146716
ACH-000502,-0.255093806945
ACH-000503,0.20535717433800002
ACH-000505,-0.22116734272799998
ACH-000507,-0.0872530617333
ACH-000510,-0.23217932459899998
ACH-000511,-0.302551657338
ACH-000512,-0.118201378627
ACH-000516,-0.07972803884
ACH-000517,-0.36247767144299997
ACH-000518,-0.209573826048
ACH-000520,-0.26752250290699997
ACH-000521,-0.364332985123
ACH-000522,-0.0768350665717
ACH-000524,-0.357594234983
ACH-000527,-0.0923613240404
ACH-000528,-0.09150593257480001
ACH-000537,-0.21321404739500002
ACH-000541,-0.35562654835900004
ACH-000542,-0.0820109003847
ACH-000544,-0.27530990293499996
ACH-000545,-0.330179734171
ACH-000547,-0.135068730303
ACH-000548,-0.303811081024
ACH-000549,-0.15799148897
ACH-000550,-0.244684675503
ACH-000552,-0.268494033322
ACH-000556,-0.20068291318
ACH-000557,-0.0397986756052
ACH-000570,-0.24408999087900002
ACH-000571,-0.204681924343
ACH-000573,-0.0834054338525
ACH-000576,-0.25016507016
ACH-000580,-0.0596605909019
ACH-000584,-0.0714661758456
ACH-000585,-0.212746921362
ACH-000588,0.011788095442299999
ACH-000589,-0.057101985220000005
ACH-000591,-0.0774764951932
ACH-000593,-0.150017967777
ACH-000600,-0.375732388703
ACH-000601,-0.032416420813
ACH-000604,-0.017120852168399998
ACH-000605,-0.23314276749
ACH-000606,-0.289441495422
ACH-000608,-0.36690269329400005
ACH-000614,0.0987138564218
ACH-000616,-0.234643029324
ACH-000618,-0.194960697335
ACH-000619,-0.215912630002
ACH-000620,-0.105752555319
ACH-000621,-0.12288224323699999
ACH-000622,-0.33591933983499994
ACH-000623,-0.00474840106308
ACH-000624,-0.18169537508900002
ACH-000627,-0.14773850508199998
ACH-000630,-0.227157646617
ACH-000632,-0.123940817354
ACH-000633,-0.0507089497506
ACH-000637,-0.136217376958
ACH-000638,-0.305969208309
ACH-000646,-0.17034107333
ACH-000647,-0.20494658167100002
ACH-000648,-0.35719205327200004
ACH-000649,-0.19043147519200002
ACH-000651,-0.0786720224379
ACH-000652,-0.0664187671626
ACH-000653,-0.210860009326
ACH-000657,-0.203953944366
ACH-000658,-0.194271171787
ACH-000661,-0.105288852114
ACH-000662,-0.520895525644
ACH-000663,-0.18654928907200002
ACH-000665,-0.17433671546500001
ACH-000671,-0.206089802308
ACH-000673,-0.306073162095
ACH-000676,-0.107201549514
ACH-000677,0.0498575965216
ACH-000681,-0.0192503095568
ACH-000682,-0.208565883859
ACH-000683,-0.100345844855
ACH-000684,-0.09254966632339999
ACH-000688,-0.133104650011
ACH-000693,-0.0975591167121
ACH-000694,-0.189304065146
ACH-000695,-0.609984094646
ACH-000696,-0.18285515091600002
ACH-000697,-0.18911295861900002
ACH-000699,-0.261789478447
ACH-000701,-0.0793089981031
ACH-000706,-0.014056667454099999
ACH-000711,-0.37767925257
ACH-000713,-0.012192590885299998
ACH-000714,-0.196489041817
ACH-000718,-0.142204251551
ACH-000720,-0.107324544769
ACH-000721,-0.111987354166
ACH-000724,-0.45471987701600003
ACH-000725,-0.205479614583
ACH-000732,-0.141955200772
ACH-000734,-0.043817944376099996
ACH-000735,-0.268446630718
ACH-000736,-0.0913097834056
ACH-000738,-0.059409621127399996
ACH-000746,-0.263575499249
ACH-000747,0.0349854224051
ACH-000748,-0.0970869557323
ACH-000753,-0.319548349214
ACH-000756,-0.00503545179829
ACH-000757,-0.0101595535511
ACH-000758,-0.0162204141687
ACH-000760,-0.019515980029500002
ACH-000763,-0.394217973469
ACH-000764,-0.457912064106
ACH-000765,0.0164355902711
ACH-000766,-0.239373656396
ACH-000767,-0.342192476621
ACH-000768,-0.290932683196
ACH-000769,0.0170906266468
ACH-000770,-0.209629403616
ACH-000771,-0.296866659325
ACH-000773,-0.203706198784
ACH-000776,0.025467662404
ACH-000777,-0.162333035795
ACH-000778,-0.21508381827300002
ACH-000781,-0.158870020482
ACH-000782,-0.12071207836100001
ACH-000783,-0.255586482934
ACH-000784,-0.09107146775979999
ACH-000785,-0.035143527044099995
ACH-000787,-0.0426817857689
ACH-000788,-0.134722437206
ACH-000791,-0.183890232766
ACH-000792,-0.0987134593668
ACH-000794,-0.243421251688
ACH-000796,-0.135854560622
ACH-000799,-0.252048585554
ACH-000800,-0.242857377878
ACH-000802,-0.323344423032
ACH-000804,-0.352374162908
ACH-000805,-0.055419331411800006
ACH-000809,-0.17708626345800002
ACH-000810,-0.44134239118600005
ACH-000811,-0.152545763124
ACH-000817,-0.27069702983399996
ACH-000819,-0.0471858931128
ACH-000820,-0.1512478122
ACH-000821,0.18002667849800003
ACH-000822,-0.272146602099
ACH-000823,-0.141746313116
ACH-000824,-0.33696808934
ACH-000827,-0.29636758460499996
ACH-000829,0.07716698688439999
ACH-000831,-0.149427490175
ACH-000832,-0.230749792241
ACH-000833,0.11058244626399999
ACH-000834,-0.217279865806
ACH-000835,-0.09494752850989999
ACH-000836,-0.21184161010000002
ACH-000837,-0.112322282046
ACH-000838,0.027016009978900003
ACH-000839,-0.42936335449199997
ACH-000840,-0.532095696881
ACH-000841,-0.30215480628400004
ACH-000843,-0.17680376322799998
ACH-000846,-0.22498861545899998
ACH-000847,0.23870616530400002
ACH-000848,0.07000948072549999
ACH-000849,-0.0851598034457
ACH-000851,-0.18044053516300002
ACH-000855,-0.45994440482500004
ACH-000856,-0.025457135843000002
ACH-000858,-0.0030571145261599998
ACH-000859,-0.574622053692
ACH-000861,-0.037966249082800003
ACH-000862,-0.029388605824299998
ACH-000865,0.0427033783189
ACH-000866,-0.179516969738
ACH-000867,-0.253918523126
ACH-000869,-0.0342124679154
ACH-000872,0.00188857028972
ACH-000873,0.34618169225100004
ACH-000876,-0.22124995563799998
ACH-000878,-0.07711694499739999
ACH-000880,-0.09691357882580001
ACH-000881,0.0462988316446
ACH-000882,-0.0622193433861
ACH-000884,0.11062721074899999
ACH-000885,-0.19678302364
ACH-000887,-0.161231321468
ACH-000888,-0.172083374907
ACH-000889,-0.196065926209
ACH-000890,0.000713965717573
ACH-000896,-0.167978302164
ACH-000898,-0.124460296024
ACH-000900,-0.108808718772
ACH-000901,-0.27912215004200003
ACH-000905,-0.229340379682
ACH-000906,-0.18037413951099998
ACH-000907,-0.167121156444
ACH-000910,-0.129093133562
ACH-000911,-0.151067773103
ACH-000912,-0.18389316338599998
ACH-000913,0.0538342599275
ACH-000915,-0.035567383719099996
ACH-000916,0.042664686661
ACH-000917,0.005246566021960001
ACH-000921,0.0551620603064
ACH-000924,-0.173613281795
ACH-000926,-0.255803019327
ACH-000928,-0.0630766952983
ACH-000929,0.15186087795999997
ACH-000932,-0.037371672155699996
ACH-000935,-0.10169870516599999
ACH-000936,-0.246277690139
ACH-000937,-0.28512025713100003
ACH-000938,-0.0150174758467
ACH-000939,-0.151339129943
ACH-000941,-0.339690609618
ACH-000943,-0.10893909239600001
ACH-000946,-0.145249219125
ACH-000947,-0.018557392448
ACH-000948,-0.23840284086599997
ACH-000950,0.138318303821
ACH-000953,-0.266283857941
ACH-000957,-0.101411353211
ACH-000958,-0.33783099736100003
ACH-000960,-0.379033447556
ACH-000963,0.128160077739
ACH-000968,-0.122161399506
ACH-000969,0.0266707094502
ACH-000973,-0.27083916895
ACH-000974,-0.231222351498
ACH-000975,-0.0848123583201
ACH-000976,-0.263827418318
ACH-000978,-0.21436559834600002
ACH-000980,-0.21657395183699998
ACH-000984,0.0312301793066
ACH-000986,-0.185913984516
ACH-000988,0.0281780800622
ACH-000993,0.104672752217
ACH-000994,-0.297894265457
ACH-000996,-0.201036752149
ACH-001001,-0.289057388396
ACH-001020,-0.024082263378699998
ACH-001028,-0.107023270711
ACH-001031,-0.0219730691934
ACH-001038,-0.165571442282
ACH-001048,-0.286421950523
ACH-001050,-0.117296507986
ACH-001053,0.0261083857191
ACH-001054,0.00148115607559
ACH-001061,-0.0264627699394
ACH-001067,-0.171454600564
ACH-001075,0.005986317950729999
ACH-001096,-0.0421161728299
ACH-001128,-0.0896406263902
ACH-001134,-0.00604134840114
ACH-001151,-0.370162859168
ACH-001163,-0.303397684638
ACH-001164,-0.130268317076
ACH-001173,-0.245985234601
ACH-001183,-0.13755090449899998
ACH-001184,-0.069947085268
ACH-001190,-0.13269953558800002
ACH-001192,-0.15521219845
ACH-001193,0.19364774160300002
ACH-001196,0.044682980917
ACH-001197,-0.10235281887
ACH-001205,-0.008515140407520001
ACH-001211,0.16921258165800002
ACH-001212,-0.136512840305
ACH-001228,-0.250440261591
ACH-001232,-0.175548535632
ACH-001239,0.0772380974326
ACH-001274,-0.028267032530400003
ACH-001275,-0.128103798607
ACH-001277,-0.6853655280600001
ACH-001278,0.0534642510568
ACH-001280,-0.05429127474309999
ACH-001283,-0.20034930410000001
ACH-001289,-0.13794852090600002
ACH-001295,-0.144785179932
ACH-001300,-0.263296828047
ACH-001301,0.060157861655699994
ACH-001302,0.025162675684599997
ACH-001303,-0.18427614708700002
ACH-001306,-0.24413369223499998
ACH-001318,-0.004558886397
ACH-001322,-0.289467001053
ACH-001328,-0.368865688232
ACH-001332,-0.211005773534
ACH-001333,0.03970022935669999
ACH-001336,-0.12068309529200001
ACH-001340,-0.230925066215
ACH-001346,-0.23373338345
ACH-001353,-0.27296487979899997
ACH-001354,-0.315306929834
ACH-001367,-0.14745024035
ACH-001368,-0.227363937452
ACH-001374,-0.12379164000800001
ACH-001375,-0.0406132656534
ACH-001377,0.0606999966582
ACH-001380,-0.011632565162
ACH-001391,-0.289877887448
ACH-001407,-0.12711289451
ACH-001408,-0.0856111148953
ACH-001413,-0.21924154931499998
ACH-001430,-0.22792772607200001
ACH-001431,-0.318121862402
ACH-001450,-0.110429931262
ACH-001496,-0.30183499159000005
ACH-001500,-0.115449016396
ACH-001521,-0.472306571202
ACH-001523,-0.336322522962
ACH-001532,-0.142003305743
ACH-001536,-0.09557694898389998
ACH-001550,-0.23367104225000002
ACH-001552,0.0683289696474
ACH-001554,-0.29832234663199997
ACH-001645,0.0005998564052490001
ACH-001654,-0.34551486013000005
ACH-001715,-0.10949298123199999
ACH-001735,-0.394048969652
ACH-001736,-0.34026769998000006
ACH-001737,-0.8617083379539999
ACH-001740,0.127380050728
ACH-001745,-0.005412999538199999
ACH-001750,-0.06470387089369999
ACH-001765,-0.39260676210100004
ACH-001956,-0.265794630681
ACH-001957,-0.00476931728007
