,SARNP (84324)
ACH-000004,-0.39111007176299994
ACH-000007,-0.6106669635540001
ACH-000009,-0.34124489898000004
ACH-000011,-0.6618037649840001
ACH-000012,-0.298269268586
ACH-000013,-0.49847529484499997
ACH-000014,-0.630361341773
ACH-000015,-0.732540006343
ACH-000017,-0.5915162142600001
ACH-000018,-0.442383585919
ACH-000019,-0.792052284682
ACH-000021,-0.652480398949
ACH-000022,-0.552302776923
ACH-000025,-0.502535872504
ACH-000028,-0.9018146286769999
ACH-000030,-0.539154310186
ACH-000035,-0.44253918931100006
ACH-000036,-0.9189738340510001
ACH-000037,-0.688802141348
ACH-000039,-0.907483893716
ACH-000040,-0.627608949586
ACH-000041,-0.432335956832
ACH-000042,-0.817642828609
ACH-000045,-0.343720037401
ACH-000047,-0.38374435240000004
ACH-000052,-0.598158049956
ACH-000053,-0.8717209300669999
ACH-000054,-0.595152217631
ACH-000055,-0.23726317284600001
ACH-000060,-0.47342628397500003
ACH-000067,-0.627508753361
ACH-000070,-0.798531985237
ACH-000075,-0.302299261929
ACH-000078,-0.687212254226
ACH-000082,-0.7567152001790001
ACH-000085,-0.425384170266
ACH-000086,-0.791939166679
ACH-000087,-0.7186900299079999
ACH-000092,-0.504119102937
ACH-000095,-0.738920579219
ACH-000097,-0.733768702225
ACH-000098,-0.577863843192
ACH-000099,-0.549405687745
ACH-000108,-0.465816798431
ACH-000113,-0.674403787074
ACH-000115,-0.7810857445999999
ACH-000116,-0.5505725307689999
ACH-000118,-0.832863605885
ACH-000120,-0.901070313271
ACH-000123,-0.403424513577
ACH-000127,-0.691889490796
ACH-000128,-0.649627431489
ACH-000132,-0.566227404979
ACH-000133,-0.6759209869930001
ACH-000137,-0.548122759187
ACH-000138,-0.719732383996
ACH-000142,-0.20962463112399998
ACH-000143,-0.527479423368
ACH-000146,-0.660764476687
ACH-000148,-0.533656358628
ACH-000150,-0.80646220067
ACH-000152,-0.589714852798
ACH-000153,-0.881783057086
ACH-000159,-0.396518260884
ACH-000160,-0.371595248413
ACH-000163,-0.805853204085
ACH-000167,-0.544486466622
ACH-000168,-0.653243982447
ACH-000169,-0.42948313806
ACH-000178,-0.57076892676
ACH-000182,-0.684162209571
ACH-000183,-0.699694351376
ACH-000188,-0.677111652709
ACH-000189,-0.71273400668
ACH-000190,-0.6818133828659999
ACH-000198,-0.7962928932619999
ACH-000204,-0.26459310224800003
ACH-000206,-1.13667995475
ACH-000207,-0.649487198283
ACH-000211,-1.02016958362
ACH-000215,-0.673673020312
ACH-000221,-0.657126727304
ACH-000222,-0.787179642675
ACH-000223,-0.7794919432709999
ACH-000226,-1.07644043676
ACH-000227,-0.542270301665
ACH-000228,-0.460159585709
ACH-000231,-0.759290965171
ACH-000232,-0.40734424970399996
ACH-000233,-0.5799756114819999
ACH-000234,-0.593071012212
ACH-000235,-0.7005484172740001
ACH-000237,-0.44082074007600003
ACH-000238,-1.10407580625
ACH-000243,-0.42765690856
ACH-000244,-0.7830686328700001
ACH-000246,-0.539396804501
ACH-000248,-0.869374414101
ACH-000250,-0.57067403324
ACH-000251,-0.825268173118
ACH-000253,-0.198048479825
ACH-000255,-0.887745410156
ACH-000256,-1.0316790694600002
ACH-000257,-0.12529578110300002
ACH-000258,-0.601592929605
ACH-000259,-0.926162672227
ACH-000260,-0.7347511620430001
ACH-000261,-0.8658814955740001
ACH-000262,-0.38400897907
ACH-000263,-0.570402003811
ACH-000264,-0.890359135194
ACH-000265,-0.655633600979
ACH-000266,-0.957283192462
ACH-000272,-0.536412474784
ACH-000273,-0.603527452981
ACH-000274,-0.706935309844
ACH-000277,-0.457302273507
ACH-000278,-0.627600891409
ACH-000279,-0.568554301638
ACH-000280,-0.9491982408299999
ACH-000281,-0.615228946966
ACH-000288,-0.7699220101819999
ACH-000291,-0.6031544679909999
ACH-000293,-0.549644522576
ACH-000294,-0.411854961691
ACH-000295,-0.6545960307249999
ACH-000296,-0.618425588758
ACH-000302,-0.548651494506
ACH-000304,-0.7767114762180001
ACH-000307,-0.59458220423
ACH-000308,-0.677166044999
ACH-000310,-0.38429960050800005
ACH-000311,-0.974012559094
ACH-000312,-0.5519285735289999
ACH-000315,-0.34835200689499995
ACH-000316,-0.43520944232600006
ACH-000317,-0.356121783842
ACH-000318,-0.542485813303
ACH-000319,-0.671477896643
ACH-000320,-1.1021956756
ACH-000322,-0.292516406644
ACH-000323,-0.352740347047
ACH-000324,-0.544821233357
ACH-000329,-0.445338876073
ACH-000330,-0.704543535297
ACH-000331,-0.560823551559
ACH-000332,-0.487390817588
ACH-000334,-0.47172473881899996
ACH-000335,-0.9888713026579999
ACH-000336,-0.31008883398000003
ACH-000337,-0.529195727092
ACH-000339,-0.710223712169
ACH-000341,-0.36150719891800004
ACH-000348,-0.619762545413
ACH-000350,-0.590990126713
ACH-000352,-0.7825163381069999
ACH-000356,-0.6101393073529999
ACH-000361,-0.18575612087499999
ACH-000362,-0.7536731496889999
ACH-000363,-0.534937563855
ACH-000364,-0.7297258654709999
ACH-000365,-0.469106334608
ACH-000366,-0.652255709921
ACH-000368,-0.8670441143690001
ACH-000374,-0.91195311123
ACH-000375,-0.5869409123520001
ACH-000376,-0.537542121562
ACH-000381,-0.769393507509
ACH-000383,-0.804671549076
ACH-000387,-1.00172298126
ACH-000389,-0.7116201646529999
ACH-000390,-0.591843134012
ACH-000393,-0.572412261814
ACH-000395,-0.541900548933
ACH-000397,-0.565336958841
ACH-000401,-0.24585908804200002
ACH-000402,-1.1672586122700002
ACH-000403,-0.5527382978809999
ACH-000404,-0.438980865797
ACH-000406,-0.565137907555
ACH-000407,-0.8004254477399999
ACH-000408,-0.48360833767300004
ACH-000410,-0.426601357676
ACH-000411,-0.635867585183
ACH-000414,-1.04167756467
ACH-000415,-0.44998691167300003
ACH-000416,-0.522810845535
ACH-000420,-0.347997902
ACH-000421,-0.42134765850199996
ACH-000424,-0.579929784079
ACH-000425,-0.508494477582
ACH-000426,-1.5190698480200002
ACH-000427,-0.424647467367
ACH-000433,-0.6393200160170001
ACH-000436,-0.5494046866619999
ACH-000444,-0.59432811699
ACH-000445,-0.933991593286
ACH-000448,-0.5637823239940001
ACH-000450,-0.40566151619199997
ACH-000452,-0.738122385783
ACH-000454,-1.05602924676
ACH-000458,-0.638066264165
ACH-000459,-0.401789716163
ACH-000460,-0.756077470299
ACH-000461,-0.351496569118
ACH-000463,-0.49495495097
ACH-000464,-0.968472295511
ACH-000466,-0.504834672179
ACH-000467,-0.385847287796
ACH-000468,-0.689307960343
ACH-000469,-0.574927855254
ACH-000470,-0.352346548168
ACH-000471,-0.586938601596
ACH-000472,-0.687086121456
ACH-000473,-0.607868853392
ACH-000475,-0.805142109893
ACH-000476,-0.354982794124
ACH-000477,-0.264890222831
ACH-000480,-0.744204005418
ACH-000481,-0.439135039938
ACH-000483,-1.1536974630799999
ACH-000484,-0.5293677464150001
ACH-000485,-0.7854933640530001
ACH-000486,-0.795864182242
ACH-000487,-0.339520729856
ACH-000488,-0.798835045611
ACH-000490,-0.719282182912
ACH-000491,-0.959681162769
ACH-000495,-0.476183629592
ACH-000496,-0.743318584234
ACH-000499,-0.263050739765
ACH-000500,-0.565107509535
ACH-000502,-0.741006989809
ACH-000503,-0.37882071086900004
ACH-000505,-0.902709971513
ACH-000507,-0.694006053575
ACH-000510,-0.43384967975
ACH-000511,-0.725858702683
ACH-000512,-0.834883835174
ACH-000516,-0.832724527623
ACH-000517,-0.702211156509
ACH-000518,-0.511038891077
ACH-000520,-0.548380638336
ACH-000521,-1.13283605927
ACH-000522,-0.650695034646
ACH-000524,-0.962105063738
ACH-000527,-0.650005443657
ACH-000528,-0.826261618539
ACH-000537,-0.436936016784
ACH-000541,-0.36932380215599997
ACH-000542,-0.618758112519
ACH-000544,-0.9560616417389999
ACH-000545,-0.373428723569
ACH-000547,-0.920365994743
ACH-000548,-0.459957401245
ACH-000549,-0.566579894859
ACH-000550,-0.495899098298
ACH-000552,-0.385820262873
