,HEXA (3073)
ACH-000004,-0.08096956131710001
ACH-000007,0.0536685679588
ACH-000009,-0.06109331071830001
ACH-000011,0.172563768586
ACH-000012,-0.026181528094599997
ACH-000013,0.0330399323191
ACH-000014,0.101625332853
ACH-000015,0.00134317775571
ACH-000017,0.0242095045936
ACH-000018,0.08648281633210002
ACH-000019,0.0660471829179
ACH-000021,0.0333257429992
ACH-000022,-0.0698947284768
ACH-000025,-0.08432686260399999
ACH-000028,0.105464883866
ACH-000030,-0.05037126314680001
ACH-000035,-0.0123600481773
ACH-000036,0.0627163086659
ACH-000037,0.109986352865
ACH-000039,-0.108371350689
ACH-000040,0.019954021364500002
ACH-000041,0.0497396703156
ACH-000042,0.079403295302
ACH-000045,0.19066089895100002
ACH-000047,-0.0213710570253
ACH-000052,-0.0515697507505
ACH-000053,0.13023369405
ACH-000054,0.06605050314880001
ACH-000055,0.166947983471
ACH-000060,0.0327575808834
ACH-000067,0.04257224465469999
ACH-000070,-0.181658570042
ACH-000075,-0.132747448558
ACH-000078,0.0744358018922
ACH-000082,0.0575405365774
ACH-000085,0.0405739991806
ACH-000086,-0.024708268704
ACH-000087,-0.30466055856999996
ACH-000092,0.054863924446
ACH-000095,0.319692037242
ACH-000097,0.050696258769500006
ACH-000098,0.151720411892
ACH-000099,0.0500232299711
ACH-000108,-0.00965547419053
ACH-000113,0.0971175610832
ACH-000115,-0.105708756891
ACH-000116,0.0007467706270179999
ACH-000118,-0.00375795683709
ACH-000120,-0.0970965284113
ACH-000123,-0.00922145784932
ACH-000127,-0.133618342235
ACH-000128,-0.142373392587
ACH-000132,0.037413119526
ACH-000133,0.0503602406512
ACH-000137,0.23430872424600002
ACH-000138,0.0923653621589
ACH-000142,0.05594769095509999
ACH-000143,0.023242924449299998
ACH-000146,-0.0544662694042
ACH-000148,0.0654938356211
ACH-000150,-0.0197434913687
ACH-000152,0.11668822655500001
ACH-000153,0.25018242162099996
ACH-000159,0.00219249437424
ACH-000160,0.00367670563797
ACH-000163,-0.014762273130000001
ACH-000167,0.208967911704
