,BSPRY (54836)
ACH-000004,-0.02651702755
ACH-000007,0.126921395794
ACH-000009,-0.297074121632
ACH-000011,-0.11666198635399999
ACH-000012,-0.110509153251
ACH-000013,-0.176041836703
ACH-000014,0.046594962748800005
ACH-000015,-0.21784881909200002
ACH-000017,-0.039992164561699996
ACH-000018,-0.11386102123700001
ACH-000019,0.19352891774099998
ACH-000021,-0.0511935441897
ACH-000022,-0.12112095969900001
ACH-000025,0.06339244214100001
ACH-000028,-0.0304335645628
ACH-000030,-0.025042859210200004
ACH-000035,-0.202363631067
ACH-000036,-0.00879071646274
ACH-000037,-0.175154094296
ACH-000039,-0.381524745662
ACH-000040,-0.11155824843800001
ACH-000041,-0.172240096225
ACH-000042,-0.048798851117599996
ACH-000045,0.06541164504790001
ACH-000047,-0.232171307164
ACH-000052,0.188048598299
ACH-000053,-0.15570642745899999
ACH-000054,-0.043816042126599994
ACH-000055,-0.0799831258037
ACH-000060,-0.110335550231
ACH-000067,-0.016016318919799998
ACH-000070,-0.08460333707539999
ACH-000075,-0.128659907162
ACH-000078,-0.1379908921
ACH-000082,-0.12075950265100001
ACH-000085,0.0499559185901
ACH-000086,-0.0731942308694
ACH-000087,0.051482590701199996
ACH-000092,0.0215709344868
ACH-000095,-0.180967562837
ACH-000097,-0.143386587828
ACH-000098,-0.09240888954530001
ACH-000099,-0.064385058693
ACH-000108,-0.0195569709855
ACH-000113,-0.0740373372666
ACH-000115,-0.405124155209
ACH-000116,-0.06441011973590001
ACH-000118,-0.178470533515
ACH-000120,-0.115762181461
ACH-000123,-0.06645857571819999
ACH-000127,-0.12229660128799999
ACH-000128,-0.145269776137
ACH-000132,-0.174310879293
ACH-000133,-0.09698198576860001
ACH-000137,0.005791531529989999
ACH-000138,-0.07197143386860001
ACH-000142,-0.0253688565167
ACH-000143,0.252400560128
ACH-000146,-0.050082272943900004
ACH-000148,-0.09562106642760002
ACH-000150,-0.0173582361272
ACH-000152,-0.137375823727
ACH-000153,0.10016509491100001
ACH-000159,-0.011840622468600001
ACH-000160,-0.176104298238
ACH-000163,-0.29988373979000005
ACH-000167,0.219816233469
ACH-000168,-0.187429263754
ACH-000169,-0.0062162916485100006
ACH-000178,-0.18180398841899997
ACH-000182,-0.14839953750499998
ACH-000183,-0.13939326471400001
ACH-000188,-0.19001002012200002
ACH-000189,-0.16972156168900002
ACH-000190,-0.27899590706300004
ACH-000198,-0.020788176768
ACH-000204,-0.392403468471
ACH-000206,-0.082482577205
ACH-000207,-0.0600068240973
ACH-000211,-0.07644405472139999
ACH-000215,0.0179982038345
ACH-000221,-0.021300822913599998
ACH-000222,-0.07077570379430001
ACH-000223,-0.105573918509
ACH-000226,0.07215781251930001
ACH-000227,-0.012798320665
ACH-000228,-0.111828934943
ACH-000231,0.029388492971299997
ACH-000232,-0.112274969998
ACH-000233,-0.111476683278
ACH-000234,-0.164721407219
ACH-000235,-0.024902360797900005
ACH-000237,-0.131841996286
ACH-000238,-0.182651242504
ACH-000243,-0.0747124260432
ACH-000244,-0.283291703791
ACH-000246,-0.10438904161399999
ACH-000248,0.147182243606
ACH-000250,-0.156187710747
ACH-000251,0.105561084216
ACH-000253,-0.0198791333209
ACH-000255,-0.143629043559
ACH-000256,-0.0701972074013
ACH-000257,0.0341945665356
ACH-000258,-0.040693978182900006
ACH-000259,-0.026185018227400002
ACH-000260,-0.15273746770899999
ACH-000261,-0.00591827628195
ACH-000262,-0.408979942691
ACH-000263,-0.009593329546580001
ACH-000264,-0.0368461031102
ACH-000265,-0.177039464264
ACH-000266,-0.0961789348453
ACH-000272,-0.0995048221568
ACH-000273,0.0551662848421
ACH-000274,-0.14396227307099999
ACH-000277,0.043953457258099994
ACH-000278,-0.17994532654800002
ACH-000279,-0.0468788754189
ACH-000280,-0.132401322174
ACH-000281,-0.18201530563499999
ACH-000288,0.0476468291569
ACH-000291,-0.18176612602699999
ACH-000293,-0.0853696195701
ACH-000294,-0.290457971935
ACH-000295,0.002664949801
ACH-000296,0.255450927394
ACH-000302,-0.0919456730879
ACH-000304,0.12284857236400001
ACH-000307,-0.0255264571045
ACH-000308,-0.0103671935707
ACH-000310,-0.0609739131069
ACH-000311,0.023233496139099998
ACH-000312,-0.09093070353049999
ACH-000315,-0.245012485685
ACH-000316,0.032129417648700004
ACH-000317,-0.000490487200952
ACH-000318,-0.052889746935199995
ACH-000319,0.148979091345
ACH-000320,-0.0186394119451
ACH-000322,-0.111185546063
ACH-000323,0.027947459974500002
ACH-000324,-0.21740525843199998
ACH-000329,-0.106584759245
ACH-000330,0.0503585598634
ACH-000331,-0.131078214985
ACH-000332,-0.114625718683
ACH-000334,-0.211003873409
ACH-000335,-0.323077786895
ACH-000336,-0.341429116748
ACH-000337,0.0465186729589
ACH-000339,-0.09419446126319998
ACH-000341,0.109014902511
ACH-000348,-0.0927682216041
ACH-000350,0.027651979036099998
ACH-000352,-0.11662061563699999
ACH-000356,-0.067536270191
ACH-000361,0.07406816592939999
ACH-000362,-0.05595275305459999
ACH-000363,-0.0970435694792
ACH-000364,-0.0160685881782
ACH-000365,-0.0913088069586
ACH-000366,-0.12068501156400001
ACH-000368,-0.05832685323419999
ACH-000374,-0.034420160689300004
ACH-000375,0.0538614068668
ACH-000376,-0.138702117827
ACH-000381,-0.0187297915093
ACH-000383,-0.11441299939999999
ACH-000387,-0.20743662958200002
ACH-000389,-0.0755155235126
ACH-000390,-0.189761125804
ACH-000393,-0.15683578152799998
ACH-000395,-0.35950034304
ACH-000397,-0.142439658367
ACH-000401,-0.211803879363
ACH-000402,0.20359883034499998
ACH-000403,0.0279916334559
ACH-000404,-0.335622581193
ACH-000406,-0.045768749452099994
ACH-000407,-0.136146893712
ACH-000408,0.0361924668747
ACH-000410,-0.0547359597531
ACH-000411,-0.10704721628799999
ACH-000414,-0.10539012554999999
ACH-000415,0.0287809247258
ACH-000416,-0.14765069232300002
ACH-000420,-0.033422009026900006
ACH-000421,-0.143346075958
ACH-000424,0.144501552699
ACH-000425,-0.12032892804000002
ACH-000426,-0.03610407631180001
ACH-000427,-0.04700022188109999
ACH-000433,-0.0454666473723
ACH-000436,-0.24823233925500002
ACH-000444,-0.14190493655
ACH-000445,-0.20195395739900002
ACH-000448,-0.0252565712303
ACH-000450,-0.057051123074
ACH-000452,-0.0784790529218
ACH-000454,0.0198044631623
ACH-000458,-0.18961095662
ACH-000459,-0.25578915829300003
ACH-000460,-0.161506071123
ACH-000461,-0.0137549003205
ACH-000463,-0.08980650381760001
ACH-000464,-0.020411263905099997
ACH-000466,0.005394171820609999
ACH-000467,-0.168309748213
ACH-000468,-0.0666765035906
ACH-000469,-0.160975111841
ACH-000470,0.0250321005332
ACH-000471,-0.0166585602232
ACH-000472,0.0363443950111
ACH-000473,-0.13967216602
ACH-000475,0.0375834011939
ACH-000476,-0.11353151391899999
ACH-000477,0.12371663514499999
ACH-000480,-0.0980855663882
ACH-000481,-0.058859646629099996
ACH-000483,-0.0851862890821
ACH-000484,0.09712736738219999
ACH-000485,-0.129523664703
ACH-000486,-0.014527520390899998
ACH-000487,-0.130040640184
ACH-000488,-0.0537998358575
ACH-000490,-0.10857037597000001
ACH-000491,-0.0973508703176
ACH-000495,-0.139238042436
ACH-000496,0.0020788237126
ACH-000499,0.08352020410630001
ACH-000500,-0.353520168011
ACH-000502,0.0387370616526
ACH-000503,0.0152052352667
ACH-000505,0.0577417267961
ACH-000507,-0.22119745981999997
ACH-000510,-0.08587124601839999
ACH-000511,-0.302765931353
ACH-000512,-0.257513358325
ACH-000516,-0.114365380985
ACH-000517,-0.09761832693
ACH-000518,-0.142757716501
ACH-000520,-0.143516926137
ACH-000521,-0.32783026061500004
ACH-000522,-0.0446487957336
ACH-000524,-0.044763552401300005
ACH-000527,-0.10193156434900001
ACH-000528,-0.165280491903
