,CAMTA2 (23125)
ACH-000004,-0.0879286937672
ACH-000007,0.0326413415965
ACH-000009,-0.312703085649
ACH-000011,0.12168331508300001
ACH-000012,-0.125845622011
ACH-000013,-0.1132136625
ACH-000014,-0.0241049080541
ACH-000015,-0.193329643887
ACH-000017,-0.0950128864161
ACH-000018,-0.05410853524709999
ACH-000019,-0.00834846474349
ACH-000021,0.0112757547995
ACH-000022,-0.246832871714
ACH-000025,-0.0910125845818
ACH-000028,0.0773864364631
ACH-000030,0.0667931166076
ACH-000035,-0.0741680646473
ACH-000036,-0.203082503356
ACH-000037,0.052159877042500004
ACH-000039,0.00269673174967
ACH-000040,-0.19830220969700002
ACH-000041,-0.163301436277
ACH-000042,-0.241340404331
ACH-000045,-0.048817679746
ACH-000047,-0.07662087692210001
ACH-000052,-0.293611330733
ACH-000053,-0.0794901673952
ACH-000054,-0.180685702564
ACH-000055,-0.170840716834
ACH-000060,-0.22661276506099998
ACH-000067,-0.17516533237399998
ACH-000070,-0.07131235317189999
ACH-000075,0.0915466249415
ACH-000078,0.05112867869130001
ACH-000082,-0.257952174114
ACH-000085,-0.526001717833
ACH-000086,-0.0040037682640399995
ACH-000087,0.05157320446619999
ACH-000092,0.0839423717429
ACH-000095,-0.0740397230879
ACH-000097,-0.138031230754
ACH-000098,-0.168200118995
ACH-000099,-0.135522338513
ACH-000108,-0.0789865904532
ACH-000113,-0.102997266707
ACH-000115,-0.15702553971
ACH-000116,-0.013933615032899999
ACH-000118,-0.11602925383
ACH-000120,-0.044743624126000005
ACH-000123,0.0140217819346
ACH-000127,0.034772237040199994
ACH-000128,-0.058980734678300006
ACH-000132,0.016054272488500002
ACH-000133,-0.139401001533
ACH-000137,-0.132107193422
ACH-000138,-0.152578165721
ACH-000142,-0.0473656789182
ACH-000143,0.0630198810481
ACH-000146,-0.000688531421862
ACH-000148,-0.06427361718949999
ACH-000150,-0.0362393919193
ACH-000152,-0.0185941973276
ACH-000153,-0.0428500522979
ACH-000159,0.029764696023499997
ACH-000160,-0.0519422907649
ACH-000163,0.11376567848500001
ACH-000167,-0.210855953506
ACH-000168,-0.33425345838799997
ACH-000169,-0.0009663740365459999
ACH-000178,-0.11953558270400001
ACH-000182,-0.121231840314
ACH-000183,0.0021334273659400003
