,ANKMY1 (51281)
ACH-000004,0.283896120007
ACH-000007,0.29709599164
ACH-000009,0.131063734894
ACH-000011,0.23734415093000003
ACH-000012,0.132539652991
ACH-000013,0.104603862247
ACH-000014,0.08796884593030001
ACH-000015,0.100140814012
ACH-000017,0.14109338595899998
ACH-000018,0.07360019639719999
ACH-000019,0.226366411424
ACH-000021,0.0728679532389
ACH-000022,0.09240112465360001
ACH-000025,0.164701039867
ACH-000028,0.119773459321
ACH-000030,0.218764099478
ACH-000035,0.192826376359
ACH-000036,0.184374738983
ACH-000037,0.017179872207400002
ACH-000039,0.09042791818880001
ACH-000040,0.125680993936
ACH-000041,0.25164604063499996
ACH-000042,0.0962648830579
ACH-000045,0.085434379946
ACH-000047,0.0816389081749
ACH-000052,-0.0298973929368
ACH-000053,-0.008574549680599999
ACH-000054,0.18637988225000002
ACH-000055,0.399445854556
ACH-000060,0.129020435018
ACH-000067,0.0596195101759
ACH-000070,0.106331008959
ACH-000075,0.294037807793
ACH-000078,0.0059434314616899995
ACH-000082,0.0497602491032
ACH-000085,0.0679008244122
ACH-000086,0.14199903766
ACH-000087,0.13022639543
ACH-000092,0.00441103247745
ACH-000095,0.138379161506
ACH-000097,0.190088921881
ACH-000098,0.047545468398599994
ACH-000099,0.157186657025
ACH-000108,0.21884613833500002
ACH-000113,0.18222852438700002
ACH-000115,0.029488452869799998
ACH-000116,0.11612018333900001
ACH-000118,0.047039188167099996
ACH-000120,0.12248052288799999
ACH-000123,0.108016348563
ACH-000127,-0.00232761826014
ACH-000128,0.0781993830544
ACH-000132,0.18620336419300001
ACH-000133,0.172626231188
ACH-000137,0.175475288498
ACH-000138,0.054866203029699995
ACH-000142,0.017503732137400002
ACH-000143,0.036060663696800006
ACH-000146,-0.0038373083187600004
ACH-000148,0.0340708244705
ACH-000150,-0.0199984850259
ACH-000152,0.083857671176
ACH-000153,0.258901366205
ACH-000159,0.241343271726
ACH-000160,-0.00853991761909
ACH-000163,0.203996374074
ACH-000167,-0.07137680906119999
ACH-000168,0.0173435071169
ACH-000169,0.059498656248000006
ACH-000178,0.15462066072300001
ACH-000182,-0.0673336935208
ACH-000183,0.15374667905300002
ACH-000188,0.052825609061400006
ACH-000189,0.385127941528
ACH-000190,0.0633410641971
ACH-000198,0.14022898400699998
ACH-000204,0.233558747288
ACH-000206,0.230112890444
ACH-000207,0.0067798531756499995
ACH-000211,0.0283842524829
ACH-000215,0.0644878699216
ACH-000221,0.137407511105
ACH-000222,-0.08796569375769998
ACH-000223,0.0062389490139
ACH-000226,0.20560297669799998
ACH-000227,-0.11476423894099999
ACH-000228,0.0388555192635
ACH-000231,0.0663202065156
ACH-000232,0.11156460661499999
ACH-000233,0.250954143357
ACH-000234,-0.106147885732
ACH-000235,0.055204386304800006
ACH-000237,0.0622041722379
ACH-000238,0.13331461043600001
ACH-000243,-0.035579536588800004
ACH-000244,-0.0634258566132
ACH-000246,0.240925664747
ACH-000248,0.0471482338221
ACH-000250,0.0149099876732
ACH-000251,0.21363508809999998
ACH-000253,0.126933631918
ACH-000255,0.11706735681500001
ACH-000256,0.0328695143746
ACH-000257,0.104538021905
ACH-000258,0.0446723928638
ACH-000259,-0.0202298930489
ACH-000260,0.100070423834
ACH-000261,0.149113099748
ACH-000262,-0.0644116912912
ACH-000263,0.276899181943
ACH-000264,0.234511115453
ACH-000265,0.13153882546700002
ACH-000266,0.0008617051734139999
ACH-000272,0.07866192803989999
ACH-000273,0.160516080117
ACH-000274,0.154763206139
ACH-000277,0.10794236643300001
ACH-000278,0.328853719734
ACH-000279,0.114486184683
ACH-000280,0.147284862877
ACH-000281,-0.124442553599
ACH-000288,0.09514133059900001
ACH-000291,0.107988804189
ACH-000293,0.0399114682754
ACH-000294,0.08090208130210001
ACH-000295,0.025237214001700002
ACH-000296,-0.0612330816864
ACH-000302,0.17706475245
ACH-000304,-0.138380657124
ACH-000307,0.0812573365126
ACH-000308,-0.021119037367500003
ACH-000310,-0.0429510588387
ACH-000311,-0.12636239691
ACH-000312,-0.12090577789000001
ACH-000315,0.167381426644
ACH-000316,-0.079343455465
ACH-000317,-0.0875614384393
ACH-000318,0.125849756163
ACH-000319,0.227953191435
ACH-000320,0.319449081973
ACH-000322,0.09766342714739999
ACH-000323,0.23160356685
ACH-000324,0.10835879416500001
ACH-000329,-0.00346852098364
ACH-000330,0.17967735048
ACH-000331,0.13218971319700001
ACH-000332,-0.0188310397245
ACH-000334,0.161941391535
ACH-000335,0.09782628719660001
ACH-000336,0.296909588627
ACH-000337,0.104219331583
ACH-000339,0.13862224111500002
ACH-000341,0.07395955747750001
ACH-000348,0.0976489812491
ACH-000350,0.235550366065
ACH-000352,0.07291621344310001
ACH-000356,0.0992827365431
ACH-000361,0.0348855605321
ACH-000362,0.0268461650197
ACH-000363,0.10421624273499999
ACH-000364,0.17280365142499998
ACH-000365,0.025606972903
ACH-000366,0.00948173839336
ACH-000368,0.11268920383600001
ACH-000374,-0.0385596967446
ACH-000375,0.229464758027
ACH-000376,0.106212262253
ACH-000381,0.0752341099763
ACH-000383,0.126933824049
ACH-000387,0.185229717794
ACH-000389,0.145147512828
ACH-000390,0.0411003806709
ACH-000393,0.05420080358919999
ACH-000395,0.0544232861129
ACH-000397,0.08796684355530002
ACH-000401,-0.00639460839629
ACH-000402,0.14347137846799998
ACH-000403,0.0433461619364
ACH-000404,0.398346424151
ACH-000406,0.159940310549
ACH-000407,0.109527226118
ACH-000408,0.208053598693
ACH-000410,0.0591796584936
ACH-000411,0.040841224424999996
ACH-000414,-0.028658044385
ACH-000415,0.184917390843
ACH-000416,0.0927777164828
ACH-000420,0.0241890666723
ACH-000421,0.0846837492451
ACH-000424,0.405660853881
ACH-000425,0.09430739617100001
ACH-000426,0.399602983617
ACH-000427,0.10844853427500001
ACH-000433,0.0280479467821
ACH-000436,0.0726804201403
ACH-000444,0.061696690884199996
ACH-000445,0.0413657478672
ACH-000448,0.20071556359099998
ACH-000450,0.295991858823
ACH-000452,0.0453863697619
ACH-000454,0.17908335190699998
ACH-000458,0.0609847294281
ACH-000459,0.169261045331
ACH-000460,0.06371973436959999
ACH-000461,0.22219684966699998
ACH-000463,0.0827052188693
ACH-000464,0.20808935832699998
ACH-000466,0.0719518585756
ACH-000467,0.11866678840500001
ACH-000468,0.0749332983355
ACH-000469,0.139740830175
ACH-000470,0.120285991383
ACH-000471,0.163837486433
ACH-000472,0.121068713816
ACH-000473,0.0536718474685
ACH-000475,0.152817191921
ACH-000476,0.14656647914999998
ACH-000477,0.0038495475946799997
ACH-000480,0.160287373236
ACH-000481,0.0649186902221
ACH-000483,0.36814193903000003
ACH-000484,0.0580670743909
ACH-000485,-0.06956757829610001
ACH-000486,0.0737644949528
ACH-000487,0.107428029342
ACH-000488,0.101472210989
ACH-000490,0.14107948896400002
ACH-000491,0.24348535003600003
ACH-000495,0.0593772873116
ACH-000496,-0.00401462928776
ACH-000499,0.118756346919
ACH-000500,-0.127014670953
ACH-000502,0.0701747994127
ACH-000503,0.220321236837
ACH-000505,0.122877593853
ACH-000507,0.0471843178283
ACH-000510,0.048423429049
ACH-000511,0.22815309835
ACH-000512,0.128517644628
ACH-000516,0.248953570988
ACH-000517,0.064194252353
ACH-000518,-0.0181532554219
ACH-000520,0.143412665213
ACH-000521,-0.05286595617190001
ACH-000522,0.141775946215
ACH-000524,0.060139030407099996
ACH-000527,0.186268985581
ACH-000528,0.185064094266
ACH-000537,0.275866589392
ACH-000541,0.411928803209
ACH-000542,0.0683850309583
ACH-000544,0.166255705873
ACH-000545,0.231500578554
ACH-000547,0.00471900540368
ACH-000548,0.197675382749
ACH-000549,0.080768521597
ACH-000550,0.199681015468
ACH-000552,-0.0123208362729
ACH-000556,0.09222251440689999
