,PLIN3 (10226)
ACH-000004,-0.150005143121
ACH-000007,-0.220887635852
ACH-000009,-0.15374837650999998
ACH-000011,-0.268726422197
ACH-000012,-0.168481648785
ACH-000013,-0.162593131272
ACH-000014,-0.0330109683009
ACH-000015,-0.250937512773
ACH-000017,-0.243845039227
ACH-000018,-0.12807044084799998
ACH-000019,-0.177581161343
ACH-000021,-0.24819443975699998
ACH-000022,-0.23197039410999998
ACH-000025,-0.212642236891
ACH-000028,-0.258035837609
ACH-000030,-0.256272223556
ACH-000035,-0.27764971764
ACH-000036,-0.272232907145
ACH-000037,-0.09397579463580001
ACH-000039,-0.192687235737
ACH-000040,-0.35351565674999996
ACH-000041,-0.230434469818
ACH-000042,-0.0838360815728
ACH-000045,-0.204354886234
ACH-000047,-0.131833201103
ACH-000052,-0.686135284781
ACH-000053,-0.102466058329
ACH-000054,-0.47356413060400004
ACH-000055,-0.0930830144431
ACH-000060,-0.314272064989
ACH-000067,-0.21167500436500003
ACH-000070,-0.105620734508
ACH-000075,-0.136205969569
ACH-000078,-0.185141777757
ACH-000082,-0.38225137777699997
ACH-000085,-0.32458766943100004
ACH-000086,-0.23404312624200002
ACH-000087,-0.0725312360226
ACH-000092,-0.426703427014
ACH-000095,-0.475191173706
ACH-000097,-0.14624122365999997
ACH-000098,-0.46084029910700003
ACH-000099,-0.350895526141
ACH-000108,-0.225535521851
ACH-000113,-0.35108694224
ACH-000115,-0.543234018471
ACH-000116,-0.20884897600299998
ACH-000118,-0.286687766028
ACH-000120,-0.217040159253
ACH-000123,-0.182796462919
ACH-000127,-0.486878189744
ACH-000128,-0.440763757344
ACH-000132,-0.282681809804
ACH-000133,-0.389021479573
ACH-000137,-0.41340087829300004
ACH-000138,-0.300502383878
ACH-000142,-0.225328698237
ACH-000143,-0.42384429554799996
ACH-000146,-0.230907631239
ACH-000148,-0.221905800209
ACH-000150,-0.19910744532400002
ACH-000152,-0.156867755241
ACH-000153,-0.0712625394685
ACH-000159,-0.24518022133200001
ACH-000160,-0.37662162512599995
