,PCSK7 (9159)
ACH-000004,-0.0593640871304
ACH-000007,-0.0652664931723
ACH-000009,-0.162059882554
ACH-000011,-0.057842158877
ACH-000012,-0.10401320212099999
ACH-000013,-0.0687610398198
ACH-000014,-0.10119443587999999
ACH-000015,-0.0357331029901
ACH-000017,0.18185925012200002
ACH-000018,-0.6686061585840001
ACH-000019,-0.310544792013
ACH-000021,0.07698686654560001
ACH-000022,-0.24929561266300002
ACH-000025,-0.44571584628300004
ACH-000028,0.267133314264
ACH-000030,-0.09075623150460001
ACH-000035,-0.125532458687
ACH-000036,-0.211531840279
ACH-000037,-0.11951427058900001
ACH-000039,-0.0645283847225
ACH-000040,-0.123460067596
ACH-000041,-0.126487819764
ACH-000042,-0.158012895391
ACH-000045,-0.156894834499
ACH-000047,-0.09026890779829999
ACH-000052,-0.0867451502382
ACH-000053,-0.0123121042615
ACH-000054,-0.215003855815
ACH-000055,0.0015533057412
ACH-000060,0.026618191832400002
ACH-000067,0.172038248314
ACH-000070,-0.21433641397
ACH-000075,-0.214665360004
ACH-000078,-0.119331958741
ACH-000082,-0.267573349275
ACH-000085,0.06285279322319999
ACH-000086,-0.20127971737199998
ACH-000087,-0.0960072905875
ACH-000092,-0.128629317076
ACH-000095,-0.010426565374
ACH-000097,-0.079144853865
ACH-000098,-0.110793793216
ACH-000099,-0.110983602194
ACH-000108,0.026192797577400003
ACH-000113,-0.137129522992
ACH-000115,0.1297761738
ACH-000116,-0.123528680439
ACH-000118,-0.0752482129052
ACH-000120,-0.23551367338799997
ACH-000123,-0.07366999891130001
ACH-000127,-0.281017590787
ACH-000128,0.0267801778082
ACH-000132,-0.223339265647
ACH-000133,-0.169150414577
ACH-000137,-0.113977103128
ACH-000138,-0.189847499097
ACH-000142,-0.04205364582480001
ACH-000143,0.012859385394299998
ACH-000146,-0.135893241727
ACH-000148,-0.108535180512
ACH-000150,-0.163515285806
ACH-000152,-0.108858624438
ACH-000153,0.0999566666769
ACH-000159,-0.043706933595599996
ACH-000160,-0.14044608024
ACH-000163,-0.150037923509
ACH-000167,-0.274669068106
