,CRISPLD1 (83690)
ACH-000004,0.0036680516820900002
ACH-000007,0.34876752490099994
ACH-000009,0.373186339753
ACH-000011,0.428435143115
ACH-000012,0.263366909502
ACH-000013,0.22372159601799999
ACH-000014,0.257264648276
ACH-000015,0.30007220010200003
ACH-000017,0.367739774405
ACH-000018,0.233816397533
ACH-000019,0.569178907363
ACH-000021,0.184396142781
ACH-000022,0.31604711244399997
ACH-000025,0.362408021133
ACH-000028,0.296125128124
ACH-000030,0.246858759817
ACH-000035,0.160373347864
ACH-000036,0.34838493000500004
ACH-000037,0.0919745151082
ACH-000039,0.13994192895
ACH-000040,0.292944424734
ACH-000041,0.281188544787
ACH-000042,0.214017129992
ACH-000045,0.48922884981799997
ACH-000047,0.238200174177
ACH-000052,0.28415244924000005
ACH-000053,0.194174190566
ACH-000054,0.172804916171
ACH-000055,0.182976208187
ACH-000060,0.163631309884
ACH-000067,0.284625011977
ACH-000070,0.39116804914700004
ACH-000075,0.378569740503
ACH-000078,0.354751763725
ACH-000082,0.30497755146600003
ACH-000085,0.12307006494799999
ACH-000086,0.300167043021
ACH-000087,0.6923796236159999
ACH-000092,0.204673274749
ACH-000095,0.311072626192
ACH-000097,0.223088452827
ACH-000098,0.283135239925
ACH-000099,0.258303970514
ACH-000108,0.0650174675096
ACH-000113,0.28310361505
ACH-000115,0.43166484019699997
ACH-000116,0.331496417208
ACH-000118,0.182009915412
ACH-000120,0.40266375745800004
ACH-000123,0.20423284949499998
ACH-000127,0.285299376045
ACH-000128,0.218433272679
ACH-000132,0.21604045628199997
ACH-000133,0.214177216981
ACH-000137,0.275024348185
ACH-000138,0.335104795588
ACH-000142,0.431601721733
ACH-000143,0.118193850328
ACH-000146,0.300985783414
ACH-000148,0.21310412394099998
ACH-000150,0.187117705513
ACH-000152,0.253528352239
ACH-000153,0.29569006143599996
ACH-000159,0.183807268463
ACH-000160,0.359054176374
ACH-000163,0.245587223647
ACH-000167,0.08720016316479999
ACH-000168,0.313130682908
ACH-000169,0.350022034362
ACH-000178,0.16921117746800002
ACH-000182,0.14869728004000002
ACH-000183,0.282392926665
ACH-000188,0.114512103778
ACH-000189,0.25876047217
ACH-000190,0.19034627891699998
ACH-000198,0.305020481335
ACH-000204,0.456879478731
ACH-000206,0.23053716364500002
ACH-000207,0.0776579760601
ACH-000211,0.331126363821
ACH-000215,0.32888067399099996
ACH-000221,0.21701489407
ACH-000222,0.21588063171
ACH-000223,0.280831174047
ACH-000226,0.209808458685
ACH-000227,0.172208983028
ACH-000228,0.256960991668
ACH-000231,0.32056952587299997
ACH-000232,0.239962732023
ACH-000233,0.333392133351
ACH-000234,0.00355262213261
ACH-000235,0.280856190159
ACH-000237,0.381290806571
ACH-000238,0.39031149423100003
ACH-000243,0.22775914495400001
ACH-000244,0.4699508126100001
ACH-000246,0.244541478413
ACH-000248,0.296150603048
ACH-000250,0.397252889219
ACH-000251,0.20177418754
ACH-000253,0.22227267178399998
ACH-000255,0.36928834364299995
ACH-000256,0.044056534497499994
ACH-000257,0.46168990370499996
ACH-000258,0.0299766173982
ACH-000259,0.09058705672430001
ACH-000260,0.355808069782
ACH-000261,0.257313751512
ACH-000262,0.227100936837
ACH-000263,0.24666160030499998
ACH-000264,0.147320748357
ACH-000265,0.128469169877
ACH-000266,0.230222616475
ACH-000272,0.267284153165
ACH-000273,0.26268665442600003
ACH-000274,0.234207185288
ACH-000277,0.47806967463
ACH-000278,0.21587093434799998
ACH-000279,0.320339693925
ACH-000280,0.280506033077
ACH-000281,0.0784107453332
ACH-000288,0.336298001642
ACH-000291,0.352967736549
ACH-000293,0.251289063327
ACH-000294,0.145300122088
ACH-000295,0.42219895449699996
ACH-000296,0.35954300483999996
ACH-000302,0.277260169409
ACH-000304,0.170060324446
ACH-000307,0.363410505206
ACH-000308,0.275306588749
ACH-000310,0.18961186832000002
ACH-000311,0.0982364507244
ACH-000312,0.242554230143
ACH-000315,0.414809083769
ACH-000316,0.33435373670400004
ACH-000317,0.281139974857
ACH-000318,0.23192591533799997
ACH-000319,0.160451738711
ACH-000320,0.11036801478
ACH-000322,0.435131342474
ACH-000323,0.23961735868200001
ACH-000324,0.288574909109
ACH-000329,0.24921442976999997
ACH-000330,0.285831302592
ACH-000331,0.321656867276
ACH-000332,0.259444275217
ACH-000334,0.182604439544
ACH-000335,0.153847503529
ACH-000336,0.242995036089
ACH-000337,0.292677799241
ACH-000339,0.264676168016
ACH-000341,0.238976110692
ACH-000348,0.274312117869
ACH-000350,0.23903788286
ACH-000352,0.426250068873
ACH-000356,0.327357005258
ACH-000361,0.41313990906
ACH-000362,0.370483303647
ACH-000363,0.232472490268
ACH-000364,0.174039280672
ACH-000365,0.192739958647
ACH-000366,0.2025827595
ACH-000368,0.523925975986
ACH-000374,0.28401361113400003
ACH-000375,0.358037865277
ACH-000376,0.17591298097
ACH-000381,0.318829327838
ACH-000383,0.287074237234
ACH-000387,0.220405536685
ACH-000389,0.253415727396
ACH-000390,0.206347533572
ACH-000393,0.277073176541
ACH-000395,0.142296151197
ACH-000397,0.37896090737800003
ACH-000401,0.45031922858400003
ACH-000402,0.39984524125299997
ACH-000403,0.122606627891
ACH-000404,0.22957882937899998
ACH-000406,0.259623333541
ACH-000407,0.210878009383
ACH-000408,0.524961616323
ACH-000410,0.214903322214
ACH-000411,0.370281943183
ACH-000414,0.259157544926
ACH-000415,0.230137344279
ACH-000416,0.33416650143300003
ACH-000420,0.26504070747200004
ACH-000421,0.158306217758
ACH-000424,0.357886036021
ACH-000425,0.266943195736
ACH-000426,0.21050156794799998
ACH-000427,0.0341645344703
ACH-000433,0.0766401493217
ACH-000436,0.146529126748
ACH-000444,0.291776221273
ACH-000445,0.266759555857
ACH-000448,0.134540795077
ACH-000450,0.22313632682300003
ACH-000452,0.305581969773
ACH-000454,0.43745540703599994
ACH-000458,0.17344724524500002
ACH-000459,0.369274138168
ACH-000460,0.17858687760400002
ACH-000461,0.425800587971
ACH-000463,0.286168488708
ACH-000464,0.293423506652
ACH-000466,0.13400979854199999
ACH-000467,0.0198396526887
ACH-000468,0.20869876829599998
ACH-000469,0.298185416951
ACH-000470,0.34403911171400003
ACH-000471,0.235167078744
ACH-000472,0.180328521539
ACH-000473,0.42293787154600004
ACH-000475,0.215692673071
ACH-000476,0.31182541717900003
ACH-000477,0.386135709273
ACH-000480,0.27484422883000004
ACH-000481,0.29284647596
ACH-000483,0.236550904632
ACH-000484,0.14435681258400002
ACH-000485,0.222750048533
ACH-000486,0.217984195856
ACH-000487,0.195417388873
ACH-000488,0.186519543164
ACH-000490,0.286377638945
ACH-000491,0.158253551406
ACH-000495,0.284857720158
ACH-000496,0.29786626642700004
ACH-000499,0.243869332335
ACH-000500,0.319946051226
ACH-000502,0.269178588022
ACH-000503,0.0839188370303
ACH-000505,0.23757674910100002
ACH-000507,0.19092290526500003
ACH-000510,0.45282447818599997
ACH-000511,0.251867493456
ACH-000512,0.319652471875
ACH-000516,0.260342366424
ACH-000517,0.259164543983
ACH-000518,0.206307688626
ACH-000520,0.152289503518
ACH-000521,0.26305186006299996
ACH-000522,0.328224453437
ACH-000524,0.39966369279799996
ACH-000527,0.279463573008
ACH-000528,0.22304788955
ACH-000537,0.401530896216
ACH-000541,0.49825440303999996
ACH-000542,0.296628415082
ACH-000544,0.37587072779299996
ACH-000545,0.322354462454
ACH-000547,0.253943821307
ACH-000548,0.254296113637
ACH-000549,0.294825664895
ACH-000550,0.275735902725
ACH-000552,0.237413321219
ACH-000556,0.185052435184
ACH-000557,0.173960975257
ACH-000570,0.380565720093
ACH-000571,0.30654662492
ACH-000573,0.23878779098000003
ACH-000576,0.179557636199
ACH-000580,0.49650842603
ACH-000584,0.319586302725
ACH-000585,0.242586615527
ACH-000588,0.47969916772
ACH-000589,0.144440759876
ACH-000591,0.437854853877
ACH-000593,0.196367765867
ACH-000600,0.391685418425
ACH-000601,0.15417241843499999
ACH-000604,0.0065159800203
ACH-000605,0.43698832497
ACH-000606,0.37488650887100006
ACH-000608,0.246663711404
ACH-000614,0.114574817281
ACH-000616,0.147232641031
ACH-000618,0.25016264041499997
ACH-000619,0.221503964408
ACH-000620,0.321836124708
ACH-000621,0.260123547128
ACH-000622,0.261310033642
ACH-000623,0.264233476606
ACH-000624,0.23131211433600002
ACH-000627,0.268125256725
ACH-000630,0.306798969511
ACH-000632,0.43506811128600004
ACH-000633,0.199325571508
ACH-000637,0.19607009664299999
ACH-000638,0.0716591860709
ACH-000646,0.15738953872300002
ACH-000647,0.2974756878
ACH-000648,0.35985325651600003
ACH-000649,0.32600048292100003
ACH-000651,0.257971870229
ACH-000652,0.27271306620700003
ACH-000653,0.195352759676
ACH-000657,0.143282089619
ACH-000658,0.18812873449499998
ACH-000661,0.344760762559
ACH-000662,0.281963650513
ACH-000663,0.331816008932
ACH-000665,0.25464904417
ACH-000671,0.225088149589
ACH-000673,0.168289013563
ACH-000676,0.340367823855
ACH-000677,0.38086118079099995
