,TESPA1 (9840)
ACH-000004,0.018725236436
ACH-000007,0.031320594893
ACH-000009,0.22099576178199998
ACH-000011,0.181954644014
ACH-000012,0.249067312947
ACH-000013,0.0591747981391
ACH-000014,0.121267782177
ACH-000015,0.12685598739499998
ACH-000017,0.11555192853
ACH-000018,0.18722738833299998
ACH-000019,-0.111492211909
ACH-000021,0.23363665731
ACH-000022,0.296405476604
ACH-000025,0.127212761879
ACH-000028,0.101547135778
ACH-000030,0.156122207002
ACH-000035,0.0268592492115
ACH-000036,0.21982126931999996
ACH-000037,0.141302390466
ACH-000039,0.22139207176399997
ACH-000040,0.020351612087999998
ACH-000041,0.09304077570389999
ACH-000042,0.19434847480099998
ACH-000045,0.164317203266
ACH-000047,0.11241737977199999
ACH-000052,0.157965472103
ACH-000053,0.24074914998100003
ACH-000054,0.215372625158
ACH-000055,0.271882276191
ACH-000060,0.346304139951
ACH-000067,0.15531080331299998
ACH-000070,0.150132191143
ACH-000075,-0.196724463277
ACH-000078,0.296862175392
ACH-000082,0.09637326707489999
ACH-000085,0.12223427894099999
ACH-000086,0.09311704858139999
ACH-000087,0.142437753396
ACH-000092,0.154870510456
ACH-000095,0.270534607105
ACH-000097,0.0258056501013
ACH-000098,0.254649903142
ACH-000099,0.231303215902
ACH-000108,0.285524288795
ACH-000113,-0.0180735231299
ACH-000115,0.204522985841
ACH-000116,0.297135355065
ACH-000118,0.0534323219673
ACH-000120,-0.010185396079600001
ACH-000123,0.317655764302
ACH-000127,0.22672517149799998
ACH-000128,0.21408629378600003
ACH-000132,0.285486994038
ACH-000133,0.177319010679
ACH-000137,0.150501226334
ACH-000138,0.34401691663
ACH-000142,0.09773759884649999
ACH-000143,0.133988193487
ACH-000146,0.11764730989700001
ACH-000148,0.320279369424
ACH-000150,0.174750980693
ACH-000152,0.0641288769037
ACH-000153,0.36594058339599994
ACH-000159,0.21979651177200002
ACH-000160,-0.0879223953465
ACH-000163,0.267697159152
ACH-000167,0.205083441405
ACH-000168,0.114747048957
ACH-000169,0.309392405577
ACH-000178,0.100757591305
ACH-000182,0.246381019321
ACH-000183,0.0864995749303
ACH-000188,0.24629126177400001
ACH-000189,0.176118353772
ACH-000190,-0.048161582497
ACH-000198,0.13629102285800002
ACH-000204,-0.09130593814810001
ACH-000206,0.121244912983
ACH-000207,0.468582593042
ACH-000211,0.22000059372900002
ACH-000215,0.159429750196
ACH-000221,0.217054574635
ACH-000222,0.212490540903
ACH-000223,0.0908144911607
ACH-000226,0.159065853037
ACH-000227,0.37584983259300003
ACH-000228,0.050393632039800004
ACH-000231,0.09536771573460001
ACH-000232,0.240659816311
ACH-000233,0.15699440806099998
ACH-000234,0.221831289007
ACH-000235,0.16689998873700002
ACH-000237,0.243966965664
ACH-000238,0.25714942806999996
ACH-000243,0.131963738361
ACH-000244,0.130254545697
ACH-000246,0.153988746376
ACH-000248,0.197703028974
ACH-000250,0.220493727976
ACH-000251,0.0474646084911
ACH-000253,0.102459225726
ACH-000255,0.253403961082
ACH-000256,0.211830482366
ACH-000257,0.271475155272
ACH-000258,-0.037882216977400004
ACH-000259,0.143719254222
ACH-000260,0.239205055266
ACH-000261,0.145728956694
ACH-000262,0.18885194623799997
ACH-000263,0.101587306524
ACH-000264,0.15353897431500002
ACH-000265,0.08125428812
ACH-000266,0.18230372390299998
ACH-000272,0.33474269088799996
