,ADD3 (120)
ACH-000004,0.026412619402299997
ACH-000007,0.205103472361
ACH-000009,-0.049497590947
ACH-000011,0.0127738171361
ACH-000012,-0.00382869327802
ACH-000013,0.103379443552
ACH-000014,0.0991512306068
ACH-000015,-0.11315944089000002
ACH-000017,-0.0353002575966
ACH-000018,-0.099597080356
ACH-000019,0.012904257652200001
ACH-000021,0.182781293292
ACH-000022,0.224654448118
ACH-000025,-0.073338061402
ACH-000028,0.142392806047
ACH-000030,0.018590826635900004
ACH-000035,0.17183932481400002
ACH-000036,-0.0207740196407
ACH-000037,0.219977409318
ACH-000039,-0.315696135039
ACH-000040,0.04722138958000001
ACH-000041,-0.0743001521117
ACH-000042,-0.127101019209
ACH-000045,0.13691143663799998
ACH-000047,-0.00348869093902
ACH-000052,-0.205050831169
ACH-000053,0.101463435766
ACH-000054,0.055389974742099994
ACH-000055,-0.153687391128
ACH-000060,0.023844874970999998
ACH-000067,-0.0432020849268
ACH-000070,0.148388100637
ACH-000075,-0.293998334708
ACH-000078,0.057048220689
ACH-000082,0.09404744986310001
ACH-000085,-0.21416556071600001
ACH-000086,0.08072372680260001
ACH-000087,-0.020636224512
ACH-000092,0.00467817531154
ACH-000095,-0.0445126563791
ACH-000097,0.0902737510833
ACH-000098,0.07408623788369999
ACH-000099,0.0134966437509
ACH-000108,0.131300120061
ACH-000113,0.0038484157008699996
ACH-000115,0.0431184138296
ACH-000116,-0.058497091988500005
ACH-000118,-0.00127375779729
ACH-000120,0.08484031267110001
ACH-000123,-0.036308636995000004
ACH-000127,-0.0135706197441
ACH-000128,-0.0174236665864
ACH-000132,-0.246369317126
ACH-000133,0.09604882661110001
ACH-000137,0.15676959421599998
ACH-000138,0.128079540713
ACH-000142,0.163403435591
ACH-000143,0.118333667113
ACH-000146,-0.0220584193077
ACH-000148,0.0158923451605
ACH-000150,0.17880131243900002
ACH-000152,-0.00709938418979
ACH-000153,0.339176713056
ACH-000159,-0.07795269292889999
ACH-000160,0.0989654071945
ACH-000163,-0.0507874204074
ACH-000167,-0.0612942962429
ACH-000168,0.0180506522335
ACH-000169,-0.12951295493599999
ACH-000178,0.161905232882
ACH-000182,-0.011546699861700002
ACH-000183,0.139644503664
ACH-000188,0.118992876985
ACH-000189,0.014057905355700001
ACH-000190,-0.00449020333064
ACH-000198,-0.011668278686299998
ACH-000204,0.148942128611
ACH-000206,-0.136077848933
ACH-000207,-0.30754704699499996
ACH-000211,0.00847592921003
ACH-000215,-0.0220662383376
ACH-000221,0.0878929026977
ACH-000222,0.269731292498
ACH-000223,0.0069254304436
