,EIF3F (8665)
ACH-000986,-0.8132521868420001
ACH-000988,-1.20290370586
ACH-000993,-1.1307893167899998
ACH-000994,-1.3346541385
ACH-000996,-0.824508043371
ACH-001001,-0.615488788699
ACH-001020,-1.16628121606
ACH-001028,-1.0925359799299998
ACH-001031,-0.9904296803399999
ACH-001038,-0.944503593549
ACH-001048,-0.975745627641
ACH-001050,-0.9204202982449999
ACH-001053,-1.19460631204
ACH-001054,-1.08996237994
ACH-001061,-0.809374475879
ACH-001067,-0.690269659098
ACH-001075,-0.904898906411
ACH-001096,-0.919723830072
ACH-001128,-0.8466009771680001
ACH-001134,-0.605934970609
ACH-001151,-0.9406992769239999
ACH-001163,-0.742715130224
ACH-001164,-0.9700180831820001
ACH-001173,-0.931111282228
ACH-001183,-1.0663262793600001
ACH-001184,-1.07361023589
ACH-001190,-0.8779131358040001
ACH-001192,-1.09521598824
ACH-001193,-1.2701475740100001
ACH-001196,-0.9520069900579999
ACH-001197,-1.00679791503
ACH-001205,-0.80768184912
ACH-001211,-0.743567180297
ACH-001212,-1.2409166822700002
ACH-001228,-1.12632075272
ACH-001232,-1.2081468628399998
ACH-001239,-1.2217485201
ACH-001274,-0.692557582269
ACH-001275,-0.9774132820229999
ACH-001277,-0.9335274545899999
ACH-001278,-1.13621707061
ACH-001280,-1.38018746931
ACH-001283,-0.993531380289
ACH-001289,-1.04322843991
ACH-001295,-1.06645955534
ACH-001300,-1.05123554358
ACH-001301,-0.892075143162
ACH-001302,-1.23530825494
ACH-001303,-0.733455359498
ACH-001306,-0.8851775568179999
ACH-001318,-1.2141508032700001
ACH-001322,-0.851192996544
ACH-001328,-0.719134200598
ACH-001332,-0.774590254671
ACH-001333,-0.7652926064810001
ACH-001336,-0.789391293295
ACH-001340,-1.25185173479
ACH-001346,-0.954352798855
ACH-001353,-0.731417784257
ACH-001354,-1.30516284467
ACH-001367,-0.726767634297
ACH-001368,-0.963095996694
ACH-001374,-0.957125589279
ACH-001375,-0.767128185321
ACH-001377,-1.02908592774
ACH-001380,-0.962578271182
ACH-001391,-1.0855360544700001
ACH-001407,-0.953558928525
ACH-001408,-1.3800497058899999
ACH-001413,-0.710136231372
ACH-001430,-0.43732318010399995
ACH-001431,-1.08644575831
ACH-001450,-0.980669180893
ACH-001496,-0.9404929457960001
ACH-001500,-0.935227883753
ACH-001521,-0.887644725281
ACH-001523,-1.27020263787
ACH-001532,-1.03951658314
ACH-001536,-1.14111733075
ACH-001550,-0.743490102341
ACH-001552,-1.2773964023
ACH-001554,-1.16082852858
ACH-001645,-1.05863905905
ACH-001654,-1.14065921711
ACH-001715,-0.956118760414
ACH-001735,-0.891469054286
ACH-001736,-0.8147084629610001
ACH-001737,-0.875603115457
ACH-001740,-1.2429045024299998
ACH-001745,-1.09823386916
ACH-001750,-0.923821509815
ACH-001765,-0.837258097871
ACH-001956,-0.9761269942120001
ACH-001957,-1.06978462689
