,EIF3F (8665)
ACH-000004,-1.040856928
ACH-000007,-1.24396320439
ACH-000009,-1.25438644904
ACH-000011,-1.29020896229
ACH-000012,-1.04487684094
ACH-000013,-0.865258510822
ACH-000014,-1.1371861191
ACH-000015,-0.932440686044
ACH-000017,-1.08027670655
ACH-000018,-0.9249231570559999
ACH-000019,-1.05455082602
ACH-000021,-0.976453267023
ACH-000022,-1.11789469706
ACH-000025,-0.961067347589
ACH-000028,-0.890321007224
ACH-000030,-1.08127639506
ACH-000035,-1.05585865771
ACH-000036,-0.7571554552580001
ACH-000037,-1.31858234749
ACH-000039,-1.4533467328
ACH-000040,-0.838324047111
ACH-000041,-1.35873993632
ACH-000042,-0.859703350844
ACH-000045,-1.2017307203399998
ACH-000047,-0.878450811269
ACH-000052,-0.9474659311299999
ACH-000053,-0.7728651901899999
ACH-000054,-0.9186996262039999
ACH-000055,-1.2697130202200002
ACH-000060,-1.03478363584
ACH-000067,-1.0692247464799998
ACH-000070,-1.0861699508299998
ACH-000075,-0.962954269738
ACH-000078,-1.38291488648
ACH-000082,-1.01693196059
ACH-000085,-0.8621814459649999
ACH-000086,-0.783741124473
ACH-000087,-0.729479241182
ACH-000092,-0.950148495881
ACH-000095,-1.15067446975
ACH-000097,-0.953838367373
ACH-000098,-0.7858130596799999
ACH-000099,-1.06949391816
ACH-000108,-0.7054570804989999
ACH-000113,-0.776976610017
ACH-000115,-1.9290812474799999
ACH-000116,-1.2074669527200002
ACH-000118,-0.9504350173010001
ACH-000120,-0.873345344887
ACH-000123,-1.03486852144
ACH-000127,-0.789760527441
ACH-000128,-1.03335733938
ACH-000132,-1.00747259716
ACH-000133,-0.8548760178370001
ACH-000137,-0.847030316221
ACH-000138,-1.0505789351700001
ACH-000142,-1.28688864963
ACH-000143,-1.0231792348100002
ACH-000146,-1.1915303187100001
ACH-000148,-1.1352802981
ACH-000150,-0.658231389045
ACH-000152,-0.8267006172210001
ACH-000153,-0.699871529719
ACH-000159,-1.20582160844
ACH-000160,-0.7858246448999999
ACH-000163,-0.876905959516
ACH-000167,-1.23370004072
ACH-000168,-0.963636898466
ACH-000169,-0.968873455635
ACH-000178,-1.0366532240700002
ACH-000182,-0.78462148591
ACH-000183,-1.18318717119
ACH-000188,-0.562472337447
ACH-000189,-0.543192069475
ACH-000190,-0.745047769763
ACH-000198,-0.9729369725370001
ACH-000204,-0.9311874784659999
ACH-000206,-1.16100893154
ACH-000207,-0.528685190494
ACH-000211,-0.9792667741769999
ACH-000215,-1.16638635037
ACH-000221,-1.02289188343
ACH-000222,-0.982527761824
ACH-000223,-0.817914613087
ACH-000226,-0.769242857874
ACH-000227,-1.2714576281399999
ACH-000228,-0.796757146274
ACH-000231,-0.929826016721
ACH-000232,-1.18718529446
ACH-000233,-1.14451538329
ACH-000234,-1.23999411395
ACH-000235,-0.9277110066099999
ACH-000237,-1.16435280111
ACH-000238,-0.39736417081200004
ACH-000243,-0.9642347595370001
ACH-000244,-0.9107338900190001
ACH-000246,-1.01371880793
ACH-000248,-0.894479303539
ACH-000250,-0.9706934659309999
ACH-000251,-0.5465315671509999
ACH-000253,-0.859695892159
ACH-000255,-0.972197724467
ACH-000256,-1.13420353317
ACH-000257,-0.7168476905169999
ACH-000258,-1.15813935105
ACH-000259,-1.3521512977799999
ACH-000260,-1.12309158703
ACH-000261,-1.00099379378
ACH-000262,-0.974260402755
ACH-000263,-0.818955832165
ACH-000264,-0.7251317389390001
ACH-000265,-1.19091992394
ACH-000266,-0.936863027946
ACH-000272,-0.859077145761
ACH-000273,-1.048687442
ACH-000274,-1.11696605441
ACH-000277,-0.958924345927
ACH-000278,-0.962025052614
ACH-000279,-0.957261395837
ACH-000280,-0.810504088082
ACH-000281,-1.15313692689
ACH-000288,-1.04972745126
ACH-000291,-1.20839236126
ACH-000293,-1.0151332108
ACH-000294,-1.3963752089700001
ACH-000295,-0.5580757894899999
ACH-000296,-0.6607435219169999
ACH-000302,-0.780872813755
ACH-000304,-1.31593743719
ACH-000307,-1.08311555956
ACH-000308,-1.09939470081
ACH-000310,-0.913247355626
ACH-000311,-1.0520776383600001
ACH-000312,-1.01839636815
ACH-000315,-1.16774277424
ACH-000316,-0.857145390185
ACH-000317,-1.04642841112
ACH-000318,-1.16770522843
ACH-000319,-0.976390323
ACH-000320,-0.84534320082
ACH-000322,-0.702889838033
ACH-000323,-1.07732077481
ACH-000324,-0.9602571202179999
ACH-000329,-1.0425052304200002
ACH-000330,-1.31694680454
ACH-000331,-0.993653419754
ACH-000332,-1.09390243832
ACH-000334,-1.15659416924
ACH-000335,-1.0721559627700001
ACH-000336,-0.563510974585
ACH-000337,-1.0563912234100001
ACH-000339,-0.641420600576
ACH-000341,-1.227912009
ACH-000348,-0.8530651271349999
ACH-000350,-1.54403334613
ACH-000352,-0.8521208952
ACH-000356,-1.09060777259
ACH-000361,-1.05630400313
ACH-000362,-1.0127624461
ACH-000363,-1.22890604214
ACH-000364,-0.886671556423
ACH-000365,-1.0761164426
ACH-000366,-1.20271308956
ACH-000368,-1.17747489838
ACH-000374,-0.59923508579
ACH-000375,-1.0809107462799998
ACH-000376,-1.1506698265200002
ACH-000381,-0.7432719941429999
ACH-000383,-0.845230575144
ACH-000387,-0.8445713804699999
ACH-000389,-0.579157932516
ACH-000390,-1.05486236338
ACH-000393,-1.20852437053
ACH-000395,-0.9232110569900001
ACH-000397,-0.918221647298
ACH-000401,-1.17565540655
ACH-000402,-1.56338524905
ACH-000403,-0.7552965939920001
ACH-000404,-1.3962634707
ACH-000406,-1.17247268439
ACH-000407,-0.990485939397
ACH-000408,-0.598929900186
ACH-000410,-1.2423473517499999
ACH-000411,-0.728716256894
ACH-000414,-1.06489063582
ACH-000415,-0.9857795581290001
ACH-000416,-0.9685776939120001
ACH-000420,-0.791871937453
ACH-000421,-1.00927751953
ACH-000424,-1.25828864373
ACH-000425,-1.0195174282500001
ACH-000426,-1.04640454681
ACH-000427,-0.602405194181
ACH-000433,-0.44402643077
ACH-000436,-0.986335059043
ACH-000444,-0.8978445139040001
ACH-000445,-0.728809957694
ACH-000448,-1.01495770608
ACH-000450,-0.939109855266
ACH-000452,-1.0048579717200001
ACH-000454,-1.10752724589
ACH-000458,-0.908125250867
ACH-000459,-0.7755709165360001
ACH-000460,-1.00583961811
ACH-000461,-0.8513150710340001
ACH-000463,-0.9461403615520001
ACH-000464,-0.8245056309100001
ACH-000466,-0.543967962171
ACH-000467,-0.731790950582
ACH-000468,-0.874790332922
ACH-000469,-1.05583018118
ACH-000470,-0.910152473842
ACH-000471,-1.04910488448
ACH-000472,-1.10649425828
ACH-000473,-1.33779900552
ACH-000475,-0.896729235026
ACH-000476,-0.9129982035449999
ACH-000477,-2.0572505647
ACH-000480,-1.5110145822
ACH-000481,-1.12137795537
ACH-000483,-1.53590146387
ACH-000484,-1.1693842489200001
ACH-000485,-0.909601015194
ACH-000486,-0.9013991757269999
ACH-000487,-0.912412226178
ACH-000488,-0.7715921424609999
ACH-000490,-0.94123289979
ACH-000491,-1.1910745391600002
ACH-000495,-0.6217904817800001
ACH-000496,-0.693002629604
ACH-000499,-1.5051724960100001
ACH-000500,-1.62269917419
ACH-000502,-0.768938620288
ACH-000503,-0.756166624488
ACH-000505,-1.04765497086
ACH-000507,-0.97307931988
ACH-000510,-1.13616657558
ACH-000511,-0.7137252731270001
ACH-000512,-0.9457463476019999
ACH-000516,-0.7007167752369999
ACH-000517,-1.00961236064
ACH-000518,-0.7589467572949999
ACH-000520,-1.07171294626
ACH-000521,-1.1423847741
ACH-000522,-1.01616749469
ACH-000524,-1.2806093977600002
ACH-000527,-0.939632152228
ACH-000528,-1.0397481720200001
ACH-000537,-0.888539842922
ACH-000541,-0.986985148282
ACH-000542,-0.902392650697
ACH-000544,-1.0778311168
ACH-000545,-0.9266546103200001
ACH-000547,-1.39062337655
ACH-000548,-0.61874169233
ACH-000549,-0.837265184955
ACH-000550,-1.07846350705
ACH-000552,-0.821404897074
ACH-000556,-1.00668547952
ACH-000557,-1.33235779432
ACH-000570,-1.31132629503
ACH-000571,-1.2098904182999999
ACH-000573,-0.7356560846100001
ACH-000576,-0.673409629408
ACH-000580,-0.944674597045
ACH-000584,-1.0706216259399999
ACH-000585,-1.05157133012
ACH-000588,-1.0856405497900001
ACH-000589,-0.9574625967110001
ACH-000591,-1.00571443529
ACH-000593,-0.9559325965909999
ACH-000600,-1.4563778441100002
ACH-000601,-1.1006066001500001
ACH-000604,-0.938331250746
ACH-000605,-0.969197964827
ACH-000606,-0.7917752070790001
ACH-000608,-1.53636427227
ACH-000614,-0.8582027966760001
ACH-000616,-0.708551650866
ACH-000618,-0.8985838603990001
ACH-000619,-0.639782576444
ACH-000620,-1.27452936736
ACH-000621,-0.924008072579
ACH-000622,-1.39507734607
ACH-000623,-1.1128305803799998
ACH-000624,-1.28735461396
ACH-000627,-0.954598202263
ACH-000630,-0.6938152766410001
ACH-000632,-1.0904992714200001
ACH-000633,-1.61500438866
ACH-000637,-1.02857626559
ACH-000638,-0.95083904161
ACH-000646,-0.988058998211
ACH-000647,-1.23393837285
ACH-000648,-1.09370314222
ACH-000649,-1.06498590234
ACH-000651,-0.9767372595559999
ACH-000652,-1.11913721053
ACH-000653,-0.9691602362999999
ACH-000657,-0.887782429709
ACH-000658,-1.14581133715
ACH-000661,-1.0861689024099999
ACH-000662,-0.267125926197
ACH-000663,-0.820047672822
ACH-000665,-1.10502644085
ACH-000671,-1.2239533602700001
ACH-000673,-0.655690248841
ACH-000676,-0.868542881244
ACH-000677,-0.723756316897
ACH-000681,-1.04758455707
ACH-000682,-0.876687901644
ACH-000683,-1.20892687402
ACH-000684,-0.944879238384
ACH-000688,-0.607185915566
ACH-000693,-0.998258235104
ACH-000694,-0.6861042576909999
ACH-000695,-0.988889259596
ACH-000696,-0.8496661364020001
ACH-000697,-0.7620167577439999
ACH-000699,-0.693316752492
ACH-000701,-0.615272021044
ACH-000706,-1.02771739723
ACH-000711,-1.18400966335
ACH-000713,-0.967039525841
ACH-000714,-1.02421565151
ACH-000718,-1.11000173327
ACH-000720,-0.9669625404700001
ACH-000721,-0.658557928744
ACH-000724,-0.8775412466220001
ACH-000725,-1.04995413592
ACH-000732,-0.989560167313
ACH-000734,-1.14288141695
ACH-000735,-0.7296221665449999
ACH-000736,-0.909219577395
ACH-000738,-0.897762249248
ACH-000746,-1.16785821858
ACH-000747,-0.9633858944470001
ACH-000748,-1.24814492124
ACH-000753,-0.672660530209
ACH-000756,-1.28832309606
ACH-000757,-0.9392851583949999
ACH-000758,-0.9886708179379999
ACH-000760,-1.01594483535
ACH-000763,-0.9898288292980001
ACH-000764,-0.699948848917
ACH-000765,-0.9052649582160001
ACH-000766,-0.8240501276540001
ACH-000767,-1.161250045
ACH-000768,-0.977997025889
ACH-000769,-1.0206541802700002
ACH-000770,-0.8404083727699999
ACH-000771,-0.9556578699700001
ACH-000773,-1.00966979775
ACH-000776,-0.855607153706
ACH-000777,-1.18052854717
ACH-000778,-0.316624535198
ACH-000781,-1.24719158206
ACH-000782,-0.807832863033
ACH-000783,-1.0163714151899998
ACH-000784,-1.32213758712
ACH-000785,-0.996031033705
ACH-000787,-1.00905393144
ACH-000788,-1.0207474239399998
ACH-000791,-1.0251687465500001
ACH-000792,-1.7185836176499998
ACH-000794,-0.812706731075
ACH-000796,-0.8798999572220001
ACH-000799,-0.6820867352600001
ACH-000800,-0.8089341944249999
ACH-000802,-0.8470291556139999
ACH-000804,-1.3934720540099998
ACH-000805,-1.03250077284
ACH-000809,-1.0718747296100002
ACH-000810,-1.3067902177500001
ACH-000811,-0.59569315373
ACH-000817,-0.9031134346680001
ACH-000819,-0.827796254872
ACH-000820,-0.9578134624299999
ACH-000821,-1.19193742922
ACH-000822,-1.0087955645
ACH-000823,-1.2762416942200001
ACH-000824,-1.0669169697
ACH-000827,-1.02490108484
ACH-000829,-0.828728841
ACH-000831,-1.04595402283
ACH-000832,-0.531156445015
ACH-000833,-1.32647599997
ACH-000834,-0.9370796735600001
ACH-000835,-0.719168907498
ACH-000836,-0.8774052329080001
ACH-000837,-0.863545169322
ACH-000838,-1.09198277949
ACH-000839,-0.673959527068
ACH-000840,-1.1137032980500001
ACH-000841,-0.822522964839
ACH-000843,-1.1077669779000001
ACH-000846,-1.0298924598299999
ACH-000847,-1.01401837115
ACH-000848,-1.13657705245
ACH-000849,-0.7756697918790001
ACH-000851,-0.668870048699
ACH-000855,-1.0350367676799999
ACH-000856,-1.06380059248
ACH-000858,-0.8093602116740001
ACH-000859,-0.862433470196
ACH-000861,-0.937828742862
ACH-000862,-1.07512623699
ACH-000865,-0.775070262244
ACH-000866,-1.01285771455
ACH-000867,-1.32454848355
ACH-000869,-0.688171238844
ACH-000872,-0.8259638602089999
ACH-000873,-0.9676944300270001
ACH-000876,-1.1696786084
ACH-000878,-1.17075017653
ACH-000880,-0.852420556096
ACH-000881,-0.9462791826639999
ACH-000882,-1.01937002901
ACH-000884,-0.8342629973800001
ACH-000885,-1.09572224025
ACH-000887,-0.7274922057800001
ACH-000888,-0.744942208072
ACH-000889,-1.07086241464
ACH-000890,-0.838001004855
ACH-000896,-1.0099538284799998
ACH-000898,-0.836607484296
ACH-000900,-0.795293406579
ACH-000901,-0.8430373432870001
ACH-000905,-0.83357502418
ACH-000906,-1.07896640122
ACH-000907,-1.1221459586
ACH-000910,-1.40881153348
ACH-000911,-0.853087338305
ACH-000912,-0.820900110338
ACH-000913,-1.04848616357
ACH-000915,-0.8076915012620001
ACH-000916,-0.594099406711
ACH-000917,-0.8263988476090001
ACH-000921,-0.825637960557
ACH-000924,-1.0899057328100001
ACH-000926,-0.868721672544
ACH-000928,-1.13433434347
ACH-000929,-1.07073323776
ACH-000932,-0.914534800545
ACH-000935,-0.898949100625
ACH-000936,-0.73823095926
ACH-000937,-0.942460517721
ACH-000938,-0.9109332002320001
ACH-000939,-0.946566368207
ACH-000941,-1.1032469564299998
ACH-000943,-1.01689077394
ACH-000946,-0.995992500907
ACH-000947,-0.926435092296
ACH-000948,-1.13231343371
ACH-000950,-1.17778401467
ACH-000953,-1.0535841296700001
ACH-000957,-0.949031021213
ACH-000958,-0.8270106152689999
ACH-000960,-0.937790433268
ACH-000963,-1.35072584428
ACH-000968,-1.00120166797
ACH-000969,-0.863552199169
ACH-000973,-0.811896951637
ACH-000974,-1.12376726075
ACH-000975,-0.9339762965360001
ACH-000976,-0.8410226185359999
ACH-000978,-0.6895114179549999
ACH-000980,-0.973017666822
ACH-000984,-0.9948779292540001
