,TFF1 (7031)
ACH-000004,0.16848234526900002
ACH-000007,0.137774518993
ACH-000009,0.049986612776800006
ACH-000011,-0.0022490448936500003
ACH-000012,-0.037606534866800004
ACH-000013,0.126135556218
ACH-000014,0.260988200118
ACH-000015,0.11902139099199999
ACH-000017,-0.08453697088300001
ACH-000018,0.31826644326
ACH-000019,0.029156371155300002
ACH-000021,0.0770742102921
ACH-000022,0.196754026742
ACH-000025,0.0539824785345
ACH-000028,0.0529147995571
ACH-000030,0.036283861542
ACH-000035,0.18033279944000002
ACH-000036,0.102671809833
ACH-000037,0.035925299168599996
ACH-000039,0.017961166169499998
ACH-000040,0.19645954023200002
ACH-000041,0.0160072870015
ACH-000042,0.025029917808400002
ACH-000045,0.16202506117999999
ACH-000047,0.0125840227769
ACH-000052,0.150066818967
ACH-000053,0.0177033890537
ACH-000054,0.0129109585822
ACH-000055,0.39549087792300003
ACH-000060,-0.0066958236598800005
ACH-000067,0.173912187053
ACH-000070,0.18809863644699998
ACH-000075,-0.0128590265049
ACH-000078,0.00455207889271
ACH-000082,0.169208284898
ACH-000085,0.448698527272
ACH-000086,0.0477695084195
ACH-000087,0.08813895650810001
ACH-000092,0.101980209258
ACH-000095,-0.0013635396290300002
ACH-000097,0.048376164388499995
ACH-000098,0.054545830855800004
ACH-000099,-0.010366591888399999
ACH-000108,0.153319204421
ACH-000113,0.07091890964769999
ACH-000115,0.16651672071100002
ACH-000116,0.0160431757508
ACH-000118,0.166797444284
ACH-000120,0.10313306693
ACH-000123,0.0337116693542
ACH-000127,0.180135148034
ACH-000128,-0.0389207591393
ACH-000132,-0.0259838973558
ACH-000133,0.16541584668099998
ACH-000137,0.244163782882
ACH-000138,0.228853674417
ACH-000142,-0.0387866662769
ACH-000143,0.340925278196
ACH-000146,0.0697383279871
ACH-000148,0.102426671619
ACH-000150,0.006949668220640001
ACH-000152,0.10880408774
ACH-000153,0.133729793161
ACH-000159,0.022185393459999998
ACH-000160,-0.160639302598
ACH-000163,-0.00643161112049
ACH-000167,0.0451484569374
ACH-000168,-0.127542479969
ACH-000169,0.0464922570253
ACH-000178,0.0688382817653
ACH-000182,0.118317868291
ACH-000183,0.180968160006
ACH-000188,-0.042954804122299996
ACH-000189,-0.139722120723
ACH-000190,0.220864751274
ACH-000198,0.0457325123594
ACH-000204,0.0308037842608
ACH-000206,-0.0157614077376
ACH-000207,0.0284476825699
ACH-000211,0.19632350468600002
