,TOB2 (10766)
ACH-000004,0.185998711167
ACH-000007,0.18464522327799998
ACH-000009,0.214407472947
ACH-000011,0.0669046107871
ACH-000012,0.18501976564599998
ACH-000013,-0.0016688627592799999
ACH-000014,0.221494464417
ACH-000015,0.051972259651
ACH-000017,0.0790352758973
ACH-000018,0.190622573937
ACH-000019,-0.0278892848324
ACH-000021,0.15488165713
ACH-000022,0.0845409555662
ACH-000025,0.0200067699279
ACH-000028,0.0596312295972
ACH-000030,0.054216926698900006
ACH-000035,0.164359187917
ACH-000036,0.0286450544729
ACH-000037,0.14874499216700002
ACH-000039,0.239295137912
ACH-000040,0.0540184769215
ACH-000041,0.120231279053
ACH-000042,0.0448505139044
ACH-000045,0.109815304794
ACH-000047,0.076601189456
ACH-000052,-0.08542632484360001
ACH-000053,0.2157197468
ACH-000054,0.147703690054
ACH-000055,0.0979124370586
ACH-000060,-0.058971599166699994
ACH-000067,-0.000522108874504
ACH-000070,0.176810832865
ACH-000075,0.128851664694
ACH-000078,0.258363585883
ACH-000082,0.0339974840708
ACH-000085,0.11453267642
ACH-000086,0.20911981936000001
ACH-000087,0.36411505604999994
ACH-000092,0.051552158397399996
ACH-000095,0.12644358941
ACH-000097,0.104464060628
ACH-000098,0.109471999147
ACH-000099,0.131410420138
ACH-000108,0.0662667176569
ACH-000113,0.150288676422
ACH-000115,0.123324819078
ACH-000116,-0.059592616776599994
ACH-000118,0.09150326039909999
ACH-000120,0.187619883877
ACH-000123,0.213889791241
ACH-000127,0.163108989479
ACH-000128,0.139237273136
ACH-000132,0.0404100430139
ACH-000133,0.0841448487785
ACH-000137,0.0314801115341
ACH-000138,0.130650339702
ACH-000142,0.062931203334
ACH-000143,0.11091440384199999
ACH-000146,0.127153938815
ACH-000148,0.238028458596
ACH-000150,0.27992279646400003
ACH-000152,0.24010958734299997
ACH-000153,0.0441953529894
ACH-000159,0.249022123613
ACH-000160,0.0567759304301
ACH-000163,0.0651219038498
ACH-000167,-0.058959307355000004
ACH-000168,0.0186775758943
ACH-000169,0.076428945481
ACH-000178,0.192988433505
ACH-000182,0.07060899038639999
ACH-000183,0.011287270829200002
ACH-000188,0.18027216344500002
ACH-000189,0.290332282791
ACH-000190,0.0484360272672
ACH-000198,0.006803498503779999
ACH-000204,0.085209268618
ACH-000206,0.36205014139200004
ACH-000207,0.126128137773
ACH-000211,0.0638811450148
ACH-000215,0.127070523183
ACH-000221,0.21572271579900001
ACH-000222,0.237508288646
ACH-000223,0.10847786441099999
ACH-000226,0.16911273185800002
ACH-000227,0.278608520502
ACH-000228,0.0593585205547
ACH-000231,-0.0013326338744799999
ACH-000232,0.115824706565
ACH-000233,0.11741759179099999
ACH-000234,0.12988085612800002
ACH-000235,0.11612074967
ACH-000237,0.152556874676
ACH-000238,0.10596703399599999
ACH-000243,0.160475299791
ACH-000244,0.255428985733
ACH-000246,0.203299708228
ACH-000248,0.10212996466499999
ACH-000250,0.114921388286
ACH-000251,0.09057836890860001
ACH-000253,0.304288567171
ACH-000255,0.051693007341
ACH-000256,0.050672319291
ACH-000257,0.185024924962
ACH-000258,0.0160903355708
ACH-000259,0.24857740019299998
ACH-000260,0.032257117498599996
ACH-000261,0.12159111779699999
ACH-000262,-0.0960087604394
ACH-000263,0.273293639844
ACH-000264,0.033763026519999996
ACH-000265,0.10888695510299999
ACH-000266,0.260293511935
ACH-000272,0.10602281541200001
ACH-000273,0.150559111066
ACH-000274,0.143265227062
ACH-000277,0.0293171122027
ACH-000278,0.15931760552899998
ACH-000279,0.12543883159900002
ACH-000280,0.150675116415
ACH-000281,0.145580157861
ACH-000288,0.03880484891930001
ACH-000291,0.0690644246435
ACH-000293,0.0557433182249
ACH-000294,0.393785810327
ACH-000295,-0.00941849597548
ACH-000296,0.034972103561300004
ACH-000302,0.0751802049085
ACH-000304,0.23330224852899997
ACH-000307,0.115998639974
ACH-000308,0.09807413068630001
ACH-000310,0.2546806625
ACH-000311,0.233319491112
ACH-000312,0.10826823991800001
ACH-000315,0.204303593609
ACH-000316,0.108294557359
ACH-000317,0.25461685799600003
ACH-000318,0.235777949973
ACH-000319,0.097906574884
ACH-000320,0.38378809596600005
ACH-000322,0.11615675167400001
ACH-000323,0.027978496683400002
ACH-000324,0.17338931174000002
ACH-000329,0.183169845943
ACH-000330,0.0700107243473
ACH-000331,0.22907123144699998
ACH-000332,0.16496820326099998
ACH-000334,0.295606622676
ACH-000335,0.102559312484
ACH-000336,0.306729271509
ACH-000337,0.211457594432
ACH-000339,0.221087639654
ACH-000341,0.210903890414
ACH-000348,-0.00036672954374199993
ACH-000350,0.0293530691843
ACH-000352,0.0324282009178
ACH-000356,-0.151245963232
ACH-000361,0.04688435022490001
ACH-000362,0.0686706222334
ACH-000363,0.023369602433000004
ACH-000364,0.0440569614179
ACH-000365,0.139772491428
ACH-000366,0.226798185116
ACH-000368,-0.059321002285699996
ACH-000374,0.215952345941
ACH-000375,-0.0760983308421
ACH-000376,0.184837191744
ACH-000381,0.24639810409000001
ACH-000383,0.17955006605
ACH-000387,0.159380626414
ACH-000389,0.14656930735999998
ACH-000390,0.0220010954284
ACH-000393,0.13335849859
ACH-000395,0.125041654597
ACH-000397,0.079633340699
ACH-000401,0.1525936701
ACH-000402,0.159480075438
ACH-000403,0.136678691283
ACH-000404,-0.047837140659300004
ACH-000406,0.130078383274
ACH-000407,0.22183157170200002
ACH-000408,0.049353144836099996
ACH-000410,0.036784909780800006
ACH-000411,0.218497120357
ACH-000414,0.243442878246
ACH-000415,0.09561885246160001
ACH-000416,0.120692130104
ACH-000420,0.17229353336199998
ACH-000421,0.160067438642
ACH-000424,0.20339555511500002
ACH-000425,0.058806922957
ACH-000426,0.10522979265599999
ACH-000427,0.047431544993699996
ACH-000433,0.139820388996
ACH-000436,0.0227985268122
ACH-000444,-0.00548607416871
ACH-000445,0.232167076884
ACH-000448,0.21544388360999997
ACH-000450,0.279590077234
ACH-000452,0.09945278929469999
ACH-000454,0.0777456785562
ACH-000458,0.10018489732699999
ACH-000459,0.160675843397
ACH-000460,0.07750223322080001
ACH-000461,0.0869527015279
ACH-000463,0.17251706594799998
ACH-000464,0.221538667508
ACH-000466,0.0998167867983
ACH-000467,0.269390354776
ACH-000468,0.24130346565900002
ACH-000469,0.17455768680599998
ACH-000470,0.06893393275160001
ACH-000471,0.140536047303
ACH-000472,0.11535172328400001
ACH-000473,-0.0260993824755
ACH-000475,0.0139377428094
ACH-000476,0.125874344872
ACH-000477,0.046014696849100006
ACH-000480,0.0581537540424
ACH-000481,0.185759983352
ACH-000483,0.0769570362538
ACH-000484,0.0311542893907
ACH-000485,0.308984277031
ACH-000486,0.149475121511
ACH-000487,0.057365117606699996
ACH-000488,0.10529404623500001
ACH-000490,0.18369114796799998
ACH-000491,0.126618103026
ACH-000495,0.214172796153
ACH-000496,0.185332368061
ACH-000499,-0.0173574320763
ACH-000500,0.145986888015
ACH-000502,0.115484733314
ACH-000503,0.14026972413
ACH-000505,0.07913916234160001
ACH-000507,0.24498756998399998
ACH-000510,0.125164989908
ACH-000511,0.120547848184
ACH-000512,-0.28290014331700003
ACH-000516,-0.0203258364173
ACH-000517,0.164559812926
ACH-000518,0.09645296986130002
ACH-000520,0.00996762677036
ACH-000521,0.128587406067
ACH-000522,0.193764876881
ACH-000524,0.131614423322
ACH-000527,0.122868252766
ACH-000528,0.161136819371
ACH-000537,0.0148496195102
ACH-000541,0.312648245936
ACH-000542,0.17929739339499998
ACH-000544,0.147252548421
ACH-000545,0.24138397941700002
ACH-000547,0.144456538848
ACH-000548,0.08792043214199999
ACH-000549,0.056845160735400004
ACH-000550,-0.027495540310800003
ACH-000552,0.11067152090999999
ACH-000556,0.0659115957787
ACH-000557,0.018495435754200002
ACH-000570,-0.0870084640367
ACH-000571,0.0174756641535
ACH-000573,0.134353122047
ACH-000576,0.06808673485519999
ACH-000580,0.227614856684
ACH-000584,0.0234459356982
ACH-000585,0.23138472333500001
ACH-000588,0.264062243129
ACH-000589,0.136882934088
ACH-000591,0.23709039385800001
ACH-000593,0.203065772058
ACH-000600,-0.0354397177163
ACH-000601,0.10455213955399999
ACH-000604,0.311148375799
ACH-000605,0.163021914803
ACH-000606,0.10065749735200001
ACH-000608,0.0636309323133
ACH-000614,0.28078156225
ACH-000616,0.08669556112849999
ACH-000618,0.0351410886873
ACH-000619,-0.0312954142613
ACH-000620,0.266967623314
ACH-000621,0.139818651815
ACH-000622,0.0825868882463
ACH-000623,0.027215936480099998
ACH-000624,0.17475585017
ACH-000627,0.321792778254
ACH-000630,0.069472432018
ACH-000632,0.0449820251086
ACH-000633,0.17002926792
ACH-000637,0.214090718586
ACH-000638,0.16189965669
ACH-000646,0.044210610316300004
ACH-000647,0.156685862406
ACH-000648,0.0881680902136
ACH-000649,0.139189539087
ACH-000651,0.144225213309
ACH-000652,0.164061610433
ACH-000653,0.13440435140999998
ACH-000657,0.15646359923
ACH-000658,0.112758598036
ACH-000661,0.191739628058
ACH-000662,0.235840953802
ACH-000663,0.254693858562
ACH-000665,0.07495370261010001
ACH-000671,0.11901976848300001
ACH-000673,0.08860598966460001
ACH-000676,0.138784201746
ACH-000677,0.0772344162597
ACH-000681,0.274238376171
ACH-000682,0.139672574932
ACH-000683,0.181981277489
ACH-000684,0.237274859083
