,INPP5F (22876)
ACH-000004,-0.018408911557099998
ACH-000007,0.09551142425460002
ACH-000009,0.0423711140079
ACH-000011,0.0745024294266
ACH-000012,-0.0350928250045
ACH-000013,0.16830444789500001
ACH-000014,0.179636052441
ACH-000015,0.0858488889375
ACH-000017,0.188255631278
ACH-000018,0.030629300145
ACH-000019,0.17475842786200002
ACH-000021,0.12396820815099999
ACH-000022,0.10882896672499999
ACH-000025,0.104773094047
ACH-000028,0.016935802806500002
ACH-000030,0.14865724013
ACH-000035,0.159972591917
ACH-000036,-0.054125186456699996
ACH-000037,-0.07578301909110001
ACH-000039,0.245151307342
ACH-000040,-0.050907985708900004
ACH-000041,0.010973732351500001
ACH-000042,-0.035167269540599996
ACH-000045,0.184930408917
ACH-000047,0.300445248564
ACH-000052,0.110878306054
ACH-000053,0.116410624329
ACH-000054,-0.09934220658510001
ACH-000055,0.26808693633999997
ACH-000060,0.0623329662572
ACH-000067,0.10415112974199998
ACH-000070,-0.22160154820500003
ACH-000075,0.126187486326
ACH-000078,0.0950228979024
ACH-000082,-0.047624219806000005
ACH-000085,0.145479065875
ACH-000086,0.0982066857705
ACH-000087,-0.0416427068337
ACH-000092,0.135637523358
ACH-000095,0.140098811565
ACH-000097,0.0656108948855
ACH-000098,-0.046791950115900004
ACH-000099,0.013416333756299999
ACH-000108,0.019466027839099998
ACH-000113,-0.0049715370970699994
ACH-000115,0.128561381927
ACH-000116,0.112539726554
ACH-000118,-0.014146294119799998
ACH-000120,0.0662992917959
ACH-000123,0.0330948511305
ACH-000127,0.026018491924799998
ACH-000128,-0.0346752557417
ACH-000132,-0.0120174481488
ACH-000133,0.0193638178158
ACH-000137,0.110259001283
ACH-000138,0.13173689575
ACH-000142,-0.0051384894475
ACH-000143,0.12148496499000001
ACH-000146,0.0813305166659
ACH-000148,0.028621890365800002
ACH-000150,0.005413250999350001
ACH-000152,0.196272753323
ACH-000153,0.248898949647
ACH-000159,0.0535569598859
ACH-000160,0.164375351194
ACH-000163,-0.164125613722
ACH-000167,0.0857498848247
ACH-000168,0.06284576502169999
ACH-000169,-0.028921942952999997
ACH-000178,0.14283005372000002
ACH-000182,-0.15712612897
ACH-000183,0.0447508244105
ACH-000188,0.0156878197851
ACH-000189,-0.21430970861200002
ACH-000190,0.132400169569
ACH-000198,-0.0395628107007
ACH-000204,0.249558399564
ACH-000206,0.148810014167
ACH-000207,0.18278448630999997
ACH-000211,0.070178724503
ACH-000215,0.152444761652
ACH-000221,0.145344205929
ACH-000222,0.20843238860100002
ACH-000223,0.105428107453
ACH-000226,0.180083907278
ACH-000227,0.0558830869397
ACH-000228,0.09811051243869999
ACH-000231,0.015916452098399998
ACH-000232,-0.0428394329659
ACH-000233,0.16684307892300002
ACH-000234,0.157188934316
ACH-000235,0.114567485326
ACH-000237,0.0718596184211
ACH-000238,0.0697677835234
ACH-000243,0.214681074861
ACH-000244,-0.10847545355999999
ACH-000246,-0.022856820845900003
ACH-000248,0.0740939173068
ACH-000250,0.0589929533382
ACH-000251,0.007374936988999999
ACH-000253,0.115558788399
ACH-000255,0.11518903910499999
ACH-000256,0.0396952123811
ACH-000257,0.0930528841955
ACH-000258,0.019869817235400003
ACH-000259,0.0776188928003
ACH-000260,0.171605131873
ACH-000261,0.252804278099
ACH-000262,-0.096914315885
ACH-000263,0.32697141881499997
ACH-000264,0.114904664736
ACH-000265,0.16033750481200001
ACH-000266,0.0909677069558
ACH-000272,0.032702900611499996
ACH-000273,-0.058021761175699994
ACH-000274,0.042385796132
ACH-000277,0.0386445105603
ACH-000278,0.260310586019
ACH-000279,-0.0955016097858
ACH-000280,0.0606069767
ACH-000281,-0.082667857704
ACH-000288,-0.07171513414860001
ACH-000291,0.170554205337
ACH-000293,0.137365334558
ACH-000294,0.00201617983095
ACH-000295,0.216941807652
ACH-000296,0.030015341347799998
ACH-000302,0.00329636769245
ACH-000304,0.35538564229
ACH-000307,0.183125753851
ACH-000308,0.114913800836
ACH-000310,-0.009167116440370002
ACH-000311,0.0783723112903
ACH-000312,0.194600554366
ACH-000315,0.188374467947
ACH-000316,-0.09650244611759999
ACH-000317,0.00275498213154
ACH-000318,0.16511128868799999
ACH-000319,0.135925647996
ACH-000320,0.112809622564
ACH-000322,0.17773432334199998
ACH-000323,0.113311412971
ACH-000324,0.0856263438648
ACH-000329,0.0555787815835
ACH-000330,0.0525141359322
ACH-000331,0.233962649776
ACH-000332,0.119886242336
ACH-000334,0.168927506321
ACH-000335,0.271454392203
ACH-000336,-0.364866473982
ACH-000337,0.163723362908
ACH-000339,0.012289855959999998
ACH-000341,0.0994421596868
ACH-000348,0.143021604639
ACH-000350,0.0746526270032
ACH-000352,0.0786907345138
ACH-000356,0.043443284695100004
ACH-000361,0.39773291527099996
ACH-000362,-0.0188966058325
ACH-000363,0.193744802439
ACH-000364,0.0283680532712
ACH-000365,0.0892111375492
ACH-000366,0.130781683215
ACH-000368,0.176272380144
ACH-000374,-0.103631857642
ACH-000375,0.07733105371019999
ACH-000376,0.00755597260311
ACH-000381,-0.0203300774563
ACH-000383,0.129767384924
ACH-000387,0.0879841324815
ACH-000389,0.22873134032099998
ACH-000390,0.0318430581757
ACH-000393,0.201163327817
ACH-000395,0.010550406554700001
ACH-000397,0.151488555461
ACH-000401,0.0617379316935
ACH-000402,0.031961878202
ACH-000403,0.102405304408
ACH-000404,0.0662645758615
ACH-000406,0.107564017841
ACH-000407,0.108531192012
ACH-000408,0.16498633640000002
ACH-000410,0.0339821016026
ACH-000411,0.133721493263
ACH-000414,0.198902542082
ACH-000415,0.068932960728
ACH-000416,0.0833759452811
ACH-000420,0.050613531105000005
ACH-000421,0.0590484873674
ACH-000424,0.317878160839
ACH-000425,0.08818505325960001
ACH-000426,0.004813422396989999
ACH-000427,-0.08232589221139999
ACH-000433,0.0556363455375
ACH-000436,0.07719053304830001
ACH-000444,0.00417372715793
ACH-000445,-0.0243341853029
ACH-000448,0.0209505126537
ACH-000450,-0.06612833683590001
ACH-000452,-0.0842139868943
ACH-000454,0.102701558146
ACH-000458,-0.17165963856400002
ACH-000459,0.0873705603356
ACH-000460,0.027856837256299997
ACH-000461,0.0933256253853
ACH-000463,0.164433332048
ACH-000464,0.133229671828
ACH-000466,0.0379065915029
ACH-000467,0.145947545211
ACH-000468,-0.0009387872203110001
ACH-000469,0.0110425813983
ACH-000470,-0.04695475286180001
ACH-000471,0.220082781882
ACH-000472,0.11253889902799999
ACH-000473,0.162652047773
ACH-000475,0.06923474446030001
ACH-000476,0.18490176537900002
ACH-000477,0.140507516725
ACH-000480,0.182548263661
ACH-000481,0.0591537980034
ACH-000483,0.19177265760499998
ACH-000484,0.19952219838
ACH-000485,0.05798756541280001
ACH-000486,0.17875182952
ACH-000487,0.0881194447994
ACH-000488,0.0631119292265
ACH-000490,0.132074285106
ACH-000491,0.176104241057
ACH-000495,0.04386456173830001
ACH-000496,0.1461629125
ACH-000499,0.0825367869386
ACH-000500,0.0352933529953
ACH-000502,0.0769472018503
ACH-000503,-0.0505122668986
ACH-000505,-0.00418604111309
ACH-000507,0.0860889415354
ACH-000510,0.08962520216089999
ACH-000511,0.11839159049100001
ACH-000512,-0.173934395381
ACH-000516,0.181959247808
ACH-000517,0.06548341307630001
ACH-000518,0.00941195368307
ACH-000520,0.0770034264834
ACH-000521,0.22876780339400002
ACH-000522,0.102150516944
ACH-000524,0.266870850725
ACH-000527,0.0464508238294
ACH-000528,0.127104376964
ACH-000537,0.17291955862
ACH-000541,-0.0511637607781
ACH-000542,0.0625048909495
ACH-000544,0.0143866983524
ACH-000545,0.0368694509681
ACH-000547,0.274077384908
ACH-000548,0.0360349540837
ACH-000549,0.25755878918999997
ACH-000550,-0.0650044732343
ACH-000552,0.192220527581
ACH-000556,-0.025311205987400002
ACH-000557,0.058570286533000004
ACH-000570,0.0353637241185
ACH-000571,0.12969869871099998
ACH-000573,-0.0407740111001
ACH-000576,-0.013301343855000002
ACH-000580,0.215089299362
ACH-000584,0.11142722151699999
ACH-000585,0.0763606604761
ACH-000588,0.22760109953899998
ACH-000589,0.0758109775196
ACH-000591,-0.0882048001069
ACH-000593,0.057688759364900005
ACH-000600,-0.05122293100980001
ACH-000601,0.0976625735804
ACH-000604,0.086169496699
ACH-000605,0.0776367409238
ACH-000606,0.038629616748
ACH-000608,0.083152495746
ACH-000614,0.185979883567
ACH-000616,-0.0225810690656
ACH-000618,0.09388803872160001
ACH-000619,-0.0166913451655
ACH-000620,0.22838001392299997
ACH-000621,-0.00535231536129
ACH-000622,0.122378173535
ACH-000623,-0.0014152322784
ACH-000624,0.210846004403
ACH-000627,0.209795133738
ACH-000630,0.0533117535114
ACH-000632,0.06088790488319999
ACH-000633,0.153369129509
ACH-000637,0.0701423426342
ACH-000638,0.169280259623
ACH-000646,-0.157671690298
ACH-000647,0.101100363759
ACH-000648,0.09536745406469999
ACH-000649,0.0969597547589
ACH-000651,0.132504995768
ACH-000652,0.266395521927
ACH-000653,0.20758038831199999
ACH-000657,0.11141761069
ACH-000658,-0.0325586989362
ACH-000661,0.124691401427
ACH-000662,0.044531788185400004
ACH-000663,0.24238023074700002
ACH-000665,0.211087778755
ACH-000671,0.178239578744
ACH-000673,-0.0200581259437
ACH-000676,0.08524700285160002
ACH-000677,0.0315240461296
ACH-000681,0.177103307918
ACH-000682,0.0848744878662
ACH-000683,0.079047643979
ACH-000684,0.0379998690713
ACH-000688,0.152699233146
ACH-000693,0.11421360232899999
ACH-000694,0.18692250219
ACH-000695,-0.238860875238
