,NDEL1 (81565)
ACH-000004,-0.431922715405
ACH-000007,-0.177082479489
ACH-000009,-0.161606531823
ACH-000011,-0.232275359548
ACH-000012,-0.292618243811
ACH-000013,-0.366849982142
ACH-000014,0.0038754037509600003
ACH-000015,-0.303408976502
ACH-000017,-0.0787564452758
ACH-000018,-0.293045192012
ACH-000019,0.0126628877107
ACH-000021,-0.21775726064
ACH-000022,-0.04234723678999999
ACH-000025,-0.40762122401699996
ACH-000028,-0.16654392698599998
ACH-000030,-0.12312788126900001
ACH-000035,-0.320766812726
ACH-000036,-0.29911711942499997
ACH-000037,-0.24007631021499998
ACH-000039,-0.0953277641157
ACH-000040,-0.265141763001
ACH-000041,-0.283041629519
ACH-000042,-0.359493663773
ACH-000045,-0.31953630792
ACH-000047,-0.146074684219
ACH-000052,-0.34551103851099996
ACH-000053,-0.166104738577
ACH-000054,-0.11449834177000001
ACH-000055,-0.21318641564899998
ACH-000060,-0.18962280877700002
ACH-000067,-0.318483924614
ACH-000070,-0.370533217852
ACH-000075,-0.21536910014600003
ACH-000078,-0.461770903669
ACH-000082,-0.48808070007200005
ACH-000085,-0.33334001013500003
ACH-000086,-0.248905475086
ACH-000087,-0.363753117935
ACH-000092,-0.061992747738300005
ACH-000095,-0.19202598171399998
ACH-000097,-0.0616035416142
ACH-000098,-0.127546736576
ACH-000099,-0.247813987854
ACH-000108,-0.10592105480599999
ACH-000113,-0.29571423993
ACH-000115,-0.278991450305
ACH-000116,-0.145523915163
ACH-000118,-0.165297379077
ACH-000120,-0.242097513204
ACH-000123,-0.341092226361
ACH-000127,-0.210577824584
ACH-000128,-0.12471321579000001
ACH-000132,-0.231676854191
ACH-000133,-0.38860681703500005
ACH-000137,-0.18860081808600002
ACH-000138,-0.393429680341
ACH-000142,-0.25537837128199997
ACH-000143,-0.174604363143
ACH-000146,-0.294727282769
ACH-000148,-0.22055491441999997
ACH-000150,-0.433793707657
ACH-000152,-0.251018703786
ACH-000153,-0.383691207096
ACH-000159,-0.192495487049
ACH-000160,-0.0185852087092
ACH-000163,-0.197101283185
ACH-000167,-0.307510891661
ACH-000168,-0.34992058705799994
ACH-000169,-0.107708780836
ACH-000178,-0.305232442789
ACH-000182,-0.16363855427500001
ACH-000183,-0.233732702353
ACH-000188,-0.439598691125
ACH-000189,-0.08654735079939999
ACH-000190,0.0334061614945
ACH-000198,-0.184398359871
ACH-000204,-0.276935249915
ACH-000206,-0.0451840401574
ACH-000207,-0.45367701535099997
ACH-000211,-0.101235921886
ACH-000215,-0.25808667509100003
ACH-000221,-0.186648639937
ACH-000222,-0.28241080985800004
ACH-000223,-0.22595503386100002
ACH-000226,-0.23270383847800002
ACH-000227,-0.17860502137899997
ACH-000228,-0.189517785585
ACH-000231,-0.0485059881015
ACH-000232,-0.09365927442630001
ACH-000233,-0.227028226898
ACH-000234,-0.152395874976
ACH-000235,-0.165266985458
ACH-000237,-0.253674768271
ACH-000238,-0.11711066676899999
ACH-000243,-0.275780763352
ACH-000244,-0.21714936548799998
ACH-000246,-0.32993434016199996
ACH-000248,-0.125116100629
ACH-000250,-0.221161096648
ACH-000251,-0.257332292804
ACH-000253,-0.242336036072
ACH-000255,-0.193439812612
ACH-000256,-0.16853863057
ACH-000257,-0.268658224204
ACH-000258,-0.206559580935
ACH-000259,-0.039310361080199994
ACH-000260,-0.054008990660499995
ACH-000261,-0.0712393310631
ACH-000262,-0.168861443669
ACH-000263,-0.363002669232
ACH-000264,-0.10265673581599999
ACH-000265,-0.411381343003
ACH-000266,-0.205949116342
ACH-000272,-0.06888408550210001
ACH-000273,-0.143256425609
ACH-000274,-0.24328359568100003
ACH-000277,-0.330174587546
ACH-000278,-0.211701853538
ACH-000279,-0.384494014745
ACH-000280,-0.211786996347
ACH-000281,-0.253330205855
ACH-000288,-0.35874328719000004
ACH-000291,-0.215868620516
ACH-000293,-0.503004401946
ACH-000294,-0.382003298638
ACH-000295,-0.128786075277
ACH-000296,-0.384166644736
ACH-000302,-0.228366607322
ACH-000304,-0.143934534186
ACH-000307,-0.0819033049329
ACH-000308,-0.205033929188
ACH-000310,-0.425555912312
ACH-000311,-0.312221757986
ACH-000312,-0.270475734917
ACH-000315,0.0351855128075
ACH-000316,-0.16413873399700002
ACH-000317,0.125077630732
ACH-000318,-0.0728101179945
ACH-000319,-0.264554083151
ACH-000320,-0.18302378207400002
ACH-000322,-0.487814669174
ACH-000323,-0.22409799607500003
ACH-000324,-0.286051642325
ACH-000329,-0.158719125518
ACH-000330,-0.28260810384
ACH-000331,-0.37955476852200004
ACH-000332,-0.37370703457599996
ACH-000334,-0.378293061062
ACH-000335,0.06801836910619999
ACH-000336,-0.5990149493720001
ACH-000337,-0.257843673969
ACH-000339,-0.336169360276
ACH-000341,-0.2949163261
ACH-000348,-0.23965136532099998
ACH-000350,-0.248640893105
ACH-000352,-0.0446108300058
ACH-000356,-0.10075819213300001
ACH-000361,-0.354469203837
ACH-000362,-0.217041457036
ACH-000363,-0.176441345273
ACH-000364,-0.259116214105
ACH-000365,-0.171806369765
ACH-000366,-0.239930172357
ACH-000368,-0.0641986081319
ACH-000374,-0.173248667231
ACH-000375,-0.371547878107
ACH-000376,-0.159371191185
ACH-000381,-0.300821482341
ACH-000383,-0.241160035667
ACH-000387,-0.49564931807400003
ACH-000389,-0.397805379646
ACH-000390,-0.12942087557600002
ACH-000393,-0.20958411079999997
ACH-000395,0.000413889714156
ACH-000397,-0.129377399053
ACH-000401,-0.145961600661
ACH-000402,0.34183758257700003
ACH-000403,-0.135763004777
ACH-000404,-0.032587135477400005
ACH-000406,-0.22754355235800003
ACH-000407,-0.21484800916700003
ACH-000408,-0.251735841279
ACH-000410,-0.0638365530273
ACH-000411,-0.06465189309219999
ACH-000414,-0.0897243314093
ACH-000415,-0.114861079659
ACH-000416,-0.205476853352
ACH-000420,-0.287649915497
ACH-000421,-0.152101638063
ACH-000424,-0.151325987123
ACH-000425,-0.06081227708359999
ACH-000426,-0.259655550565
ACH-000427,-0.19440946006299997
ACH-000433,0.0478839381982
ACH-000436,-0.141416089854
ACH-000444,-0.235400873427
ACH-000445,-0.660902558895
ACH-000448,-0.301279779167
ACH-000450,0.16164161184599998
ACH-000452,-0.12069516219599999
ACH-000454,-0.216662319572
ACH-000458,-0.14615105135700002
ACH-000459,-0.0921228429555
ACH-000460,-0.249806004913
ACH-000461,-0.154779525217
ACH-000463,-0.18535994877700002
ACH-000464,-0.318138060062
ACH-000466,-0.20146083623799999
ACH-000467,-0.244016664445
ACH-000468,-0.233893623142
ACH-000469,-0.195991673448
ACH-000470,-0.326175166822
ACH-000471,-0.252713273609
ACH-000472,-0.254687189963
ACH-000473,-0.245199427027
ACH-000475,-0.169256057361
ACH-000476,-0.22266504840999998
ACH-000477,-0.113180816805
ACH-000480,-0.0220134124273
ACH-000481,-0.146133961623
ACH-000483,-0.17375777088199998
ACH-000484,0.08404229661860001
ACH-000485,-0.275875797579
ACH-000486,-0.201732576209
ACH-000487,-0.35608873476999997
ACH-000488,-0.09383840924589999
ACH-000490,0.0339931730623
ACH-000491,-0.392483861645
ACH-000495,0.173485754036
ACH-000496,-0.22555370821899998
ACH-000499,-0.193338068059
ACH-000500,-0.125283562006
ACH-000502,-0.20311410859499998
ACH-000503,0.0702340087535
ACH-000505,-0.21883724102200003
ACH-000507,-0.0377327392644
ACH-000510,-0.230771741735
ACH-000511,-0.239689029519
ACH-000512,-0.0138176388757
ACH-000516,-0.181659305579
ACH-000517,-0.193487977852
ACH-000518,-0.264620501821
ACH-000520,-0.0783798457875
ACH-000521,-0.0508526427819
ACH-000522,-0.14588316171
ACH-000524,-0.184525380066
ACH-000527,-0.220209392984
ACH-000528,-0.209155615106
ACH-000537,-0.231409327454
ACH-000541,-0.318090635061
ACH-000542,-0.408367365738
ACH-000544,-0.08749209278100001
ACH-000545,-0.265169957061
ACH-000547,0.0298908895843
ACH-000548,-0.119719815398
ACH-000549,-0.170487378123
ACH-000550,-0.357049429401
ACH-000552,-0.254382211545
ACH-000556,-0.184078193576
ACH-000557,-0.20073602505399998
ACH-000570,-0.230349712583
ACH-000571,-0.154420426985
ACH-000573,-0.280339837725
ACH-000576,-0.19564329555999999
ACH-000580,0.061663869438899996
ACH-000584,-0.214162731899
ACH-000585,-0.246141509954
ACH-000588,-0.200945080596
ACH-000589,-0.197271846725
ACH-000591,-0.16880594807
ACH-000593,-0.102866800483
ACH-000600,0.0100327427528
ACH-000601,-0.20975796874000002
ACH-000604,-0.8624005993889999
ACH-000605,-0.0251741386656
ACH-000606,-0.14836963938
ACH-000608,-0.19975201776299997
ACH-000614,0.12227592943099999
ACH-000616,-0.0895536736035
ACH-000618,-0.00656747237175
ACH-000619,-0.126009245251
ACH-000620,-0.162274194786
ACH-000621,-0.419185201483
ACH-000622,-0.226175577332
ACH-000623,-0.168550715248
ACH-000624,-0.256432363536
ACH-000627,-0.46345200687399996
ACH-000630,-0.17176168215399998
ACH-000632,-0.12060118254899999
ACH-000633,-0.233625115726
ACH-000637,-0.296256457233
ACH-000638,-0.101146349821
ACH-000646,-0.16173926322
ACH-000647,-0.22412849701200002
ACH-000648,-0.30684281890500004
ACH-000649,-0.148311276491
ACH-000651,-0.24244701559300003
ACH-000652,-0.0412820668485
ACH-000653,-0.139876250924
ACH-000657,-0.22334353559999998
ACH-000658,-0.140754982133
ACH-000661,0.015638566242200003
ACH-000662,-0.523509741951
ACH-000663,0.006287910505520001
ACH-000665,-0.0432848820727
ACH-000671,-0.189594269304
ACH-000673,-0.307313199604
ACH-000676,0.0736154463132
ACH-000677,-0.0146403477076
ACH-000681,-0.0444067261807
ACH-000682,-0.106298740237
ACH-000683,-0.064930978207
ACH-000684,-0.09778943666470001
ACH-000688,-0.20505642821800002
ACH-000693,-0.0948869222533
ACH-000694,-0.0124563231765
ACH-000695,-0.124908386656
ACH-000696,-0.179231780002
ACH-000697,-0.196212020058
ACH-000699,-0.165401319914
ACH-000701,-0.400516409215
ACH-000706,-0.0807770974703
ACH-000711,-0.282501852338
ACH-000713,-0.21221226117699998
ACH-000714,-0.235225875977
ACH-000718,-0.448369201853
ACH-000720,-0.17305798463
ACH-000721,-0.259488434254
ACH-000724,0.0049823039438400005
ACH-000725,-0.0478090147241
ACH-000732,-0.17028412602499998
ACH-000734,-0.151931333107
ACH-000735,-0.207963383608
ACH-000736,0.0185365351466
ACH-000738,-0.23791174983600002
ACH-000746,-0.12144522446900001
ACH-000747,-0.0798016235528
ACH-000748,-0.209404055559
ACH-000753,-0.21030470457800002
ACH-000756,-0.0727949600373
ACH-000757,-0.273670742759
ACH-000758,-0.193987711327
ACH-000760,-0.219291304119
ACH-000763,-0.13370513353
ACH-000764,-0.570561401039
ACH-000765,0.210368653626
ACH-000766,-0.200677228268
ACH-000767,-0.220752841768
ACH-000768,-0.227992451972
ACH-000769,-0.235689884736
ACH-000770,-0.205440981824
ACH-000771,-0.17438688244800002
ACH-000773,-0.156067460491
ACH-000776,-0.210063253816
ACH-000777,-0.43673978801700003
ACH-000778,-0.110694003067
ACH-000781,-0.204587229144
ACH-000782,-0.10616345202
ACH-000783,-0.265232491472
ACH-000784,-0.0417233411868
ACH-000785,-0.394717005854
ACH-000787,-0.0938375899656
ACH-000788,-0.149522444276
ACH-000791,-0.303128888071
ACH-000792,-0.0444791458163
ACH-000794,-0.19147050033100002
ACH-000796,-0.287788255875
ACH-000799,-0.273251666813
ACH-000800,-0.15098293649
ACH-000802,-0.0706932625204
ACH-000804,-0.149297740573
ACH-000805,-0.0892199897648
ACH-000809,-0.23104894149900002
ACH-000810,-0.17939534617699998
ACH-000811,-0.32160142325
ACH-000817,-0.154789885425
ACH-000819,-0.0561060072246
ACH-000820,0.12509973532
ACH-000821,-0.20000751407900003
ACH-000822,-0.18605793611299998
ACH-000823,-0.0668918973095
ACH-000824,-0.120644321682
ACH-000827,-0.10324979558700001
ACH-000829,-0.18299239265099998
ACH-000831,0.19819231412000002
ACH-000832,-0.0457396317014
ACH-000833,-0.274650635526
ACH-000834,-0.167808361915
ACH-000835,-0.138247756801
ACH-000836,-0.175808539126
ACH-000837,-0.215399316683
ACH-000838,-0.29529228590100004
ACH-000839,-0.36799170004
ACH-000840,-0.151093230648
ACH-000841,0.0536283039534
ACH-000843,-0.0316549440206
ACH-000846,-0.0804668293301
ACH-000847,-0.161489257356
ACH-000848,-0.172239429394
ACH-000849,-0.269829621775
ACH-000851,-0.296716642684
ACH-000855,-0.09326965864150001
ACH-000856,-0.0800060510361
ACH-000858,-0.208862587519
ACH-000859,-0.15724434137499999
ACH-000861,-0.310289558937
ACH-000862,-0.228972308253
ACH-000865,-0.174616889542
ACH-000866,-0.13664847049
ACH-000867,-0.131679983779
ACH-000869,-0.235251308966
ACH-000872,-0.231217220832
ACH-000873,-0.208456241427
ACH-000876,-0.14312374951999998
ACH-000878,-0.11337650794000001
ACH-000880,-0.245109339964
ACH-000881,-0.140735386949
ACH-000882,0.0399545654712
ACH-000884,-0.00748171290166
ACH-000885,-0.239048059318
ACH-000887,-0.285577599862
ACH-000888,-0.230345120161
ACH-000889,-0.109079995829
ACH-000890,-0.466940928337
ACH-000896,-0.0676047470796
ACH-000898,-0.186477952399
ACH-000900,-0.0413865376733
ACH-000901,-0.131015790878
ACH-000905,-0.271407137917
ACH-000906,-0.276661361441
ACH-000907,-0.224362572467
ACH-000910,-0.22950534437800002
ACH-000911,-0.10072361397099999
ACH-000912,-0.14250103027
ACH-000913,-0.2166253641
ACH-000915,-0.17133283859
ACH-000916,-0.230531809938
ACH-000917,-0.19207991512699998
ACH-000921,-0.255455598203
ACH-000924,-0.116436943628
ACH-000926,-0.23260012170000002
ACH-000928,-0.0335440656457
ACH-000929,-0.00577900996589
ACH-000932,-0.149145328601
ACH-000935,-0.0744728186159
ACH-000936,-0.370186271521
ACH-000937,-0.13630512635199998
ACH-000938,-5.90092783168e-05
ACH-000939,-0.21244096668499998
ACH-000941,-0.16412904753
ACH-000943,-0.153332914106
ACH-000946,-0.215661557824
ACH-000947,-0.16965333163899998
ACH-000948,-0.0966414411063
ACH-000950,-0.110601346649
ACH-000953,-0.144835179082
ACH-000957,-0.250081896362
ACH-000958,-0.33444079032699997
ACH-000960,-0.12459818921700001
ACH-000963,-0.151059591768
ACH-000968,-0.229612255383
