,RBKS (64080)
ACH-000004,0.00242627201856
ACH-000007,0.339985343549
ACH-000009,0.00215697678849
ACH-000011,-0.066925194142
ACH-000012,0.0799608179198
ACH-000013,-0.0361279189147
ACH-000014,-0.20016104695700002
ACH-000015,0.18086211192
ACH-000017,-0.0714347596296
ACH-000018,0.0698884563034
ACH-000019,-0.0441863160725
ACH-000021,-0.05182211356000001
ACH-000022,-0.25292513651099996
ACH-000025,0.023583632873400002
ACH-000028,0.039336641059400004
ACH-000030,0.00628418691459
ACH-000035,-0.17558425358899998
ACH-000036,-0.0440917816672
ACH-000037,-0.274819511436
ACH-000039,0.041225903040800004
ACH-000040,-0.0568732407419
ACH-000041,-0.169381087493
ACH-000042,-0.010965643813300001
ACH-000045,-0.0263829280022
ACH-000047,-0.0554586320146
ACH-000052,-0.213130665843
ACH-000053,-0.0971251151642
ACH-000054,-0.065550929786
ACH-000055,-0.11842836316199999
ACH-000060,-0.0266046745922
ACH-000067,-0.05516686556059999
ACH-000070,0.052701468986800004
ACH-000075,0.142384189004
ACH-000078,0.159287894608
ACH-000082,-0.00479922714862
ACH-000085,-0.00400415919518
ACH-000086,-0.0295165074803
ACH-000087,-0.13737568771199998
ACH-000092,-0.054563314274000005
ACH-000095,-0.0294030554266
ACH-000097,-0.027913065734900003
ACH-000098,0.050257840970300005
ACH-000099,-0.0008196787813110001
ACH-000108,-0.0028768121428
ACH-000113,-0.015776157020299997
ACH-000115,0.14280153621400002
ACH-000116,-0.12465694002599999
ACH-000118,0.08974239412969999
ACH-000120,-0.115204372394
ACH-000123,0.0839449817663
ACH-000127,-0.00218984788508
ACH-000128,-0.08626692382000001
ACH-000132,-0.119583473311
ACH-000133,-0.028927224774
ACH-000137,-0.049132133985400006
ACH-000138,0.025808794438400003
ACH-000142,0.0029865969155700002
ACH-000143,-0.2123394603
ACH-000146,-0.0674675688169
ACH-000148,0.07328945032810001
ACH-000150,-0.046514674878699994
ACH-000152,-0.0559783561914
ACH-000153,0.116378710238
ACH-000159,-0.0432237798388
ACH-000160,0.134764587434
ACH-000163,0.0491246863905
ACH-000167,-0.024292147782099996
ACH-000168,-0.0872036774615
ACH-000169,-0.10116415501
ACH-000178,-0.045540971334100004
ACH-000182,0.06787998838819999
ACH-000183,0.041879596797099995
ACH-000188,-0.0299832553077
ACH-000189,-0.29077914542100003
ACH-000190,-0.138932533979
ACH-000198,-0.0119568884038
ACH-000204,0.239709523312
ACH-000206,-0.19126556407
ACH-000207,-0.0948341923381
ACH-000211,-0.07935293927869999
ACH-000215,-0.09733805583869999
ACH-000221,-0.09572395318530001
ACH-000222,-0.0220492794086
ACH-000223,-0.0494617851924
ACH-000226,-0.0593374611748
ACH-000227,-0.14741905735400002
ACH-000228,0.0883517676487
ACH-000231,-0.0581259464607
ACH-000232,0.0735119131155
ACH-000233,0.06429368021319999
ACH-000234,0.166086437756
ACH-000235,0.0109880014182
ACH-000237,-0.056719523402000004
ACH-000238,-0.0504300350651
ACH-000243,-0.0607496867729
ACH-000244,-0.230065292414
ACH-000246,-0.0189903848226
ACH-000248,-0.10699152816
ACH-000250,-0.049465724620400005
ACH-000251,0.20027722747499999
ACH-000253,0.010646900920799998
ACH-000255,0.009507215268569999
ACH-000256,-0.161457622196
ACH-000257,-0.12050620326
ACH-000258,0.0026464890701799995
ACH-000259,-0.0680802705063
ACH-000260,-0.09988186118560001
ACH-000261,0.0463495182653
ACH-000262,0.20478604426199998
ACH-000263,-0.381429389597
ACH-000264,0.143940246706
ACH-000265,0.0743791865855
ACH-000266,-0.0035545162942399997
ACH-000272,-0.0252228808587
ACH-000273,-0.0934558432973
ACH-000274,-0.0525868170156
ACH-000277,-0.165529585983
ACH-000278,0.0370147198842
ACH-000279,-0.0263388798547
ACH-000280,0.044388622958500004
ACH-000281,-0.14593699840500002
ACH-000288,-0.049550850649899995
ACH-000291,0.00198657772713
ACH-000293,0.0491492146781
ACH-000294,-0.0627848092332
ACH-000295,0.06279360908819999
ACH-000296,-0.010116711932200002
ACH-000302,-0.15850566142
ACH-000304,-0.148191758581
ACH-000307,-0.011833660018200002
ACH-000308,-0.168609971379
ACH-000310,0.121984143969
ACH-000311,0.15964303702299998
ACH-000312,-0.107414179769
ACH-000315,-0.08159412010419999
ACH-000316,0.063167011223
ACH-000317,-0.037150819824900004
ACH-000318,-0.248642813904
ACH-000319,0.04817766373599999
ACH-000320,0.154250223519
ACH-000322,0.204195198027
ACH-000323,-0.119650225096
ACH-000324,-0.0857648665363
ACH-000329,-0.0369770586772
ACH-000330,0.15399396428200002
ACH-000331,-0.0356128636446
ACH-000332,0.0536995806123
ACH-000334,0.0521764106296
ACH-000335,-0.150470938821
ACH-000336,0.0460247217806
ACH-000337,-0.159414549319
ACH-000339,0.0578814473044
ACH-000341,0.014095708666700001
ACH-000348,-0.04930343796680001
ACH-000350,-0.0900371130534
ACH-000352,-0.13675402618899998
ACH-000356,-0.19618781212
ACH-000361,-0.22161359350499998
ACH-000362,-0.133252596751
ACH-000363,-0.0142024355829
ACH-000364,-0.21954308086899998
ACH-000365,0.055947330830199996
ACH-000366,-0.0126635594529
ACH-000368,-0.10907396287999999
ACH-000374,-0.0537745563523
ACH-000375,-0.100688248894
ACH-000376,-0.0870081930283
ACH-000381,-0.10905605717900001
ACH-000383,0.00449913490016
ACH-000387,-0.0348208910749
ACH-000389,0.00813249499428
ACH-000390,0.00153705537771
ACH-000393,0.0147552967672
ACH-000395,-0.175315091915
ACH-000397,-0.104448842764
ACH-000401,-0.05494244744559999
ACH-000402,0.00455555838209
ACH-000403,0.012064869572600001
ACH-000404,-0.735797381082
ACH-000406,0.06540014208959999
ACH-000407,-0.226414480767
ACH-000408,-0.08902973269739999
ACH-000410,-0.043553113023199995
ACH-000411,-0.11994662858899999
ACH-000414,0.142156467605
ACH-000415,0.0754138305355
ACH-000416,0.017240226809900002
ACH-000420,0.121549069123
ACH-000421,0.030315980354
ACH-000424,-0.175073132768
ACH-000425,0.0062130169986000005
ACH-000426,-0.22326133863800002
ACH-000427,0.21473463707
ACH-000433,-0.053253758974900006
ACH-000436,0.0296156549628
ACH-000444,0.0656740484685
ACH-000445,0.22126909814100001
ACH-000448,0.0370680671842
ACH-000450,0.0605478246677
ACH-000452,0.0273480972249
ACH-000454,-0.17266135153200002
ACH-000458,0.0310464200318
ACH-000459,0.258239343229
ACH-000460,-0.12962219095
ACH-000461,0.115293478749
ACH-000463,-0.0103032695997
ACH-000464,-0.48024903507
ACH-000466,-0.09988142337030001
ACH-000467,0.09275970336549999
ACH-000468,0.20231955078400002
ACH-000469,0.0101879609631
ACH-000470,-0.11141721759400001
ACH-000471,0.049098666559800004
ACH-000472,-0.043579653847300004
ACH-000473,0.0626950915834
ACH-000475,-0.101191499609
ACH-000476,-0.161751711805
ACH-000477,-0.167629859834
ACH-000480,0.265193646185
ACH-000481,0.0531761789243
ACH-000483,-0.09260939456879999
ACH-000484,0.128229017954
ACH-000485,-0.233593586372
ACH-000486,0.012415486771599999
ACH-000487,-0.0754442233397
ACH-000488,-0.0673331886213
ACH-000490,0.0268482012958
ACH-000491,-0.137634825385
ACH-000495,-0.328505774763
ACH-000496,-0.00445011566339
ACH-000499,0.0346428308214
ACH-000500,0.242604399808
ACH-000502,0.102001394748
ACH-000503,0.08042724747289999
ACH-000505,-0.126118370071
ACH-000507,-0.0238035311643
ACH-000510,0.04666432613580001
ACH-000511,0.08650897144150001
ACH-000512,0.109991731079
ACH-000516,0.0283953832223
ACH-000517,0.0323835507216
ACH-000518,-0.028108300859599998
ACH-000520,0.160294780486
ACH-000521,-0.107315720655
ACH-000522,0.111136641035
ACH-000524,-0.0324951733641
ACH-000527,0.138430389829
ACH-000528,0.0539722325772
ACH-000537,0.0642263860109
ACH-000541,0.144154106388
ACH-000542,-0.0738765986229
ACH-000544,-0.0225807636589
ACH-000545,-0.124341434904
ACH-000547,0.108022066879
ACH-000548,0.0315455638467
ACH-000549,-0.08683190858039999
ACH-000550,-0.0480169556405
ACH-000552,-0.0262146848231
ACH-000556,-0.13983683280099998
ACH-000557,-0.000777257436097
ACH-000570,-0.010828527957799998
ACH-000571,0.0502460536376
ACH-000573,-0.0602844155778
ACH-000576,-0.035205215261400004
ACH-000580,-0.11762594577600001
ACH-000584,-0.06574062500950001
ACH-000585,-0.0440999428572
ACH-000588,0.177888196523
ACH-000589,0.0365971970048
ACH-000591,-0.463485334863
ACH-000593,-0.07027005298899999
ACH-000600,-0.156060851591
ACH-000601,0.016796354176300002
ACH-000604,0.221620194395
ACH-000605,-0.0342231526326
ACH-000606,-0.047392266010999995
ACH-000608,-0.09558090885939999
ACH-000614,-0.00541330725062
ACH-000616,0.0312847539885
ACH-000618,-0.038275737919400005
ACH-000619,-0.0977078644877
ACH-000620,0.0630570944377
ACH-000621,-0.04122373719
ACH-000622,0.036009892123500004
ACH-000623,0.00160615194789
ACH-000624,-0.09165238938439998
ACH-000627,0.011572651986799999
ACH-000630,-0.124852759533
ACH-000632,-0.09569881810839999
ACH-000633,-0.122475817136
ACH-000637,0.010082443937999999
ACH-000638,0.195503370102
ACH-000646,-0.13512857031300002
ACH-000647,-0.0497580146683
ACH-000648,0.039709286488600004
ACH-000649,-0.012191724499800001
ACH-000651,-0.0865807145511
ACH-000652,-0.198761218499
ACH-000653,-0.171453029117
ACH-000657,0.101562115853
ACH-000658,0.00299864242088
ACH-000661,0.276223942672
ACH-000662,-0.9048568764180001
ACH-000663,0.0861376603391
ACH-000665,-0.007074910975439999
ACH-000671,0.103829894363
ACH-000673,-0.005979273627460001
ACH-000676,-0.04501012373459999
ACH-000677,-0.09735675617789999
ACH-000681,-0.0391199689014
ACH-000682,-0.0427629741074
ACH-000683,-0.0853510770882
ACH-000684,-0.320674398379
ACH-000688,-0.09976943136010001
ACH-000693,-0.06178381539419999
ACH-000694,0.0573887257321
ACH-000695,-0.130020685353
ACH-000696,-0.107735672907
ACH-000697,-0.176632870585
ACH-000699,0.017264059534200002
ACH-000701,-0.0436778329205
ACH-000706,0.031039798618400005
ACH-000711,0.016169343822899997
ACH-000713,0.09673248647669999
ACH-000714,-0.08521031449269999
ACH-000718,-0.152609730466
ACH-000720,0.0245662294974
ACH-000721,-0.13679543600299998
ACH-000724,-0.157729283872
ACH-000725,0.327600292949
ACH-000732,0.197584247399
ACH-000734,0.007864272329779999
ACH-000735,-0.023768418124199997
ACH-000736,-0.10843769369999999
ACH-000738,-0.008950494378790001
ACH-000746,-0.0118499650001
ACH-000747,-0.02723145757
ACH-000748,0.008404026636399999
ACH-000753,-0.0755775652252
ACH-000756,-0.109595435838
ACH-000757,0.0505355633026
ACH-000758,0.130886238542
ACH-000760,-0.00140914132065
ACH-000763,-0.127484863279
ACH-000764,-0.18239462306499998
ACH-000765,0.033356228196799995
ACH-000766,0.08561062044119999
ACH-000767,-0.0734611564493
ACH-000768,-0.0137435029079
ACH-000769,-0.0820930791907
ACH-000770,0.030001218439000003
ACH-000771,-0.0314064488586
ACH-000773,0.07457301024060001
ACH-000776,-0.132991732095
ACH-000777,-0.011324317662200002
ACH-000778,-0.004810162297729999
ACH-000781,0.0166865086619
ACH-000782,-0.050214655819
ACH-000783,0.00582303768276
ACH-000784,0.0307907666915
ACH-000785,-0.0579719515963
ACH-000787,0.03672528981
ACH-000788,-0.0699384768287
ACH-000791,0.126384233333
ACH-000792,-0.0658211722531
ACH-000794,-0.150151460224
ACH-000796,-0.0457318422844
ACH-000799,-0.163741253153
ACH-000800,0.24341606491300002
ACH-000802,-0.127572769733
ACH-000804,-0.396483916
ACH-000805,-0.0771528068973
ACH-000809,-0.0348556754754
ACH-000810,-0.041165902956
ACH-000811,0.031908084299
ACH-000817,-0.189539839119
ACH-000819,0.0660682464082
ACH-000820,-0.49190074974200004
ACH-000821,0.32318893871
ACH-000822,0.0640752233507
ACH-000823,-0.12652486647800001
ACH-000824,-0.029147823771900006
ACH-000827,0.0583782532476
ACH-000829,0.030130847783900003
ACH-000831,-0.154660417663
ACH-000832,0.160376340756
ACH-000833,0.13423678523399998
ACH-000834,-0.0101985050344
ACH-000835,0.0808854657203
ACH-000836,-0.208151410827
ACH-000837,0.0038125399497
ACH-000838,0.191767411708
ACH-000839,-0.00810733864278
ACH-000840,-0.190010318601
ACH-000841,0.0497561757436
ACH-000843,-0.0456510011149
ACH-000846,-0.00472943925017
ACH-000847,0.057669579914699995
ACH-000848,0.0647517280595
ACH-000849,0.0734229955404
ACH-000851,0.09455549512900001
ACH-000855,-0.321758811338
ACH-000856,0.007365430784479999
ACH-000858,-0.0776306636575
ACH-000859,0.0012606007921800002
ACH-000861,0.070702516663
ACH-000862,-0.167738338203
ACH-000865,-0.051596035828499996
ACH-000866,-0.06419188728860001
ACH-000867,-0.030209582755999997
ACH-000869,-0.0517435110498
ACH-000872,0.07492985346230001
ACH-000873,0.072872637886
ACH-000876,-0.104081937195
ACH-000878,0.0182083698711
ACH-000880,0.0023100618451599997
ACH-000881,-0.0542814825299
ACH-000882,0.08925173750649999
ACH-000884,0.0690786825133
ACH-000885,-0.14611894129300002
ACH-000887,0.0279602022565
ACH-000888,0.0307880216139
ACH-000889,-0.00583562051126
ACH-000890,0.0480737416425
ACH-000896,-0.10908900353800001
ACH-000898,-0.09108725823750001
ACH-000900,0.166992621338
ACH-000901,-0.0502728492239
ACH-000905,-0.0572184327574
ACH-000906,-0.09915976203389998
ACH-000907,-0.09328299231039999
ACH-000910,0.0756112194201
ACH-000911,0.0165936413189
ACH-000912,0.09979084336869999
ACH-000913,0.125605812239
ACH-000915,0.0291139758118
ACH-000916,-0.0473086965836
ACH-000917,0.121016261633
ACH-000921,-0.101397113989
ACH-000924,-0.000935844419677
ACH-000926,-0.09690995895160001
ACH-000928,0.0145832978707
ACH-000929,-0.170327924399
ACH-000932,-0.0209521198155
ACH-000935,-0.018440478540700002
ACH-000936,0.120191394098
ACH-000937,-0.0219228026917
ACH-000938,-0.021045634131
ACH-000939,-0.011081162625799999
ACH-000941,-0.0822237764078
ACH-000943,0.0436671923967
ACH-000946,0.0776103726333
ACH-000947,0.050552876032199996
ACH-000948,-0.0199155990784
