,FGL2 (10875)
ACH-000004,0.006143194851470001
ACH-000007,0.0492932259043
ACH-000009,-0.00287407892805
ACH-000011,-0.00145343067884
ACH-000012,-0.115736574063
ACH-000013,-0.120330281149
ACH-000014,-0.0021258774815599998
ACH-000015,-0.0677558790223
ACH-000017,0.07152994272850001
ACH-000018,-0.08810789332550001
ACH-000019,0.0493707723431
ACH-000021,-0.295324884906
ACH-000022,0.047495137679399994
ACH-000025,-0.121096591273
ACH-000028,-0.10955292066700001
ACH-000030,-0.0377692487724
ACH-000035,-0.326028574549
ACH-000036,-0.26399855379
ACH-000037,-0.0842231719052
ACH-000039,-0.21215601298099998
ACH-000040,-0.0957132487075
ACH-000041,0.00113128481674
ACH-000042,0.0847298181993
ACH-000045,-0.0132304845951
ACH-000047,-0.051806254934099995
ACH-000052,0.017118442839
ACH-000053,-0.053285211751
ACH-000054,-0.026654106707900003
ACH-000055,0.132337430646
ACH-000060,-0.210402125509
ACH-000067,-0.178019920441
ACH-000070,-0.187241668571
ACH-000075,-0.0690993432387
ACH-000078,-0.19185196786699998
ACH-000082,-0.14343472568399998
ACH-000085,0.121925994774
ACH-000086,0.11068198790799999
ACH-000087,-0.210211682839
ACH-000092,-0.0388250545833
ACH-000095,-0.08313992526219999
ACH-000097,-0.0970217874559
ACH-000098,-0.013309934563400001
ACH-000099,0.0374979771795
ACH-000108,-0.0460366678925
ACH-000113,0.0348841308261
ACH-000115,0.00489114411216
ACH-000116,0.0672835442366
ACH-000118,-0.147228880242
ACH-000120,0.00792161666275
ACH-000123,-0.03986590791109999
ACH-000127,0.0916189799474
ACH-000128,-0.172114309052
ACH-000132,0.028855376219200004
ACH-000133,-0.0033155290023000003
ACH-000137,-0.18892295869000003
ACH-000138,-0.13751727561
ACH-000142,-0.322013857691
ACH-000143,-0.0905133967151
ACH-000146,-0.0958919468842
ACH-000148,-0.017600490854200002
ACH-000150,-0.059085699815999995
ACH-000152,-0.18915207531300002
ACH-000153,-0.196492504118
ACH-000159,-0.24098065022
ACH-000160,0.08296145611539998
ACH-000163,-0.159556549884
ACH-000167,0.0628370757918
ACH-000168,-0.266626763635
ACH-000169,-0.09503688905339999
ACH-000178,-0.14027445945999997
ACH-000182,-0.22537707327599998
ACH-000183,-0.00380351580329
ACH-000188,-0.0602687173636
ACH-000189,-0.452196402751
ACH-000190,-0.17824091045
ACH-000198,-0.0491522318543
ACH-000204,-0.040449548481699994
ACH-000206,-0.10996533881500001
ACH-000207,0.19406139499299999
ACH-000211,-0.0796585804863
ACH-000215,0.011501799197599999
ACH-000221,-0.0427551554161
ACH-000222,-0.184514292687
ACH-000223,-0.0451595488666
ACH-000226,-0.103727239375
ACH-000227,-0.0365849902856
ACH-000228,-0.0789230556637
ACH-000231,0.00653887858809
ACH-000232,-0.0304950178111
ACH-000233,0.0662435018074
ACH-000234,0.09286591098710001
ACH-000235,-0.053873677201500006
ACH-000237,-0.026973527472599998
ACH-000238,0.047986886886599994
ACH-000243,-0.172081711518
ACH-000244,-0.0899060812283
ACH-000246,-0.132091313488
ACH-000248,-0.118363136368
ACH-000250,-0.0989750328519
ACH-000251,-0.242984532005
ACH-000253,-0.0702038805694
ACH-000255,-0.0114016623067
ACH-000256,-0.00108675520944
ACH-000257,-0.091178259894
ACH-000258,-0.575339293746
ACH-000259,0.018029743139900002
ACH-000260,-0.0900943618998
ACH-000261,-0.0428375887825
ACH-000262,-0.09739888529860001
ACH-000263,-0.0147082699184
ACH-000264,-0.10977114718900001
ACH-000265,0.0244015745651
ACH-000266,-0.15130538202500002
ACH-000272,-0.28704124958
ACH-000273,0.0713718237427
ACH-000274,-0.044921550416
ACH-000277,0.103215247171
ACH-000278,0.00567797396833
ACH-000279,-0.093893015205
ACH-000280,0.0145982456731
ACH-000281,0.08013129616619999
ACH-000288,-0.038606611874300006
ACH-000291,0.08848218391280001
ACH-000293,0.0642045570451
ACH-000294,-0.13754414116
ACH-000295,0.0311935676867
ACH-000296,-0.19091462269499998
ACH-000302,0.0356979668599
ACH-000304,0.21190781964299998
ACH-000307,0.071236008278
ACH-000308,0.016418611718899998
ACH-000310,-0.0520189179803
ACH-000311,-0.20425904113200002
ACH-000312,0.00797094695079
ACH-000315,-0.092833132771
ACH-000316,0.12186452123199999
ACH-000317,-0.0563150509657
ACH-000318,-0.0633863312206
ACH-000319,-0.17135595563499997
ACH-000320,-0.105171025812
ACH-000322,-0.31984181232299996
ACH-000323,0.18686675039099998
ACH-000324,-0.07863084666939998
ACH-000329,0.08766178184189999
ACH-000330,0.0950148687954
ACH-000331,-0.062144545061099996
ACH-000332,-0.117372834976
ACH-000334,-0.07878458600589999
ACH-000335,0.0485644001286
ACH-000336,0.12190477959599999
ACH-000337,0.277366882077
ACH-000339,-0.235214125325
ACH-000341,-0.017667226284599997
ACH-000348,-0.209733814419
ACH-000350,0.0303423765142
ACH-000352,-0.068745591594
ACH-000356,-0.301998063357
ACH-000361,-0.175535107713
ACH-000362,-0.162681652746
ACH-000363,0.16720910482100002
ACH-000364,-0.319168929913
ACH-000365,0.0631348653404
ACH-000366,0.0819928766957
ACH-000368,-0.0735654035421
ACH-000374,-0.254306967773
ACH-000375,0.014305280996000001
ACH-000376,-0.11956285220599999
ACH-000381,-0.288233869563
ACH-000383,-0.158844018178
ACH-000387,-0.047245018351600006
ACH-000389,-0.0563594026178
ACH-000390,-0.112731889213
ACH-000393,-0.0384794290782
ACH-000395,0.125554371735
ACH-000397,0.0679365576075
ACH-000401,-0.277390140536
ACH-000402,-0.191741298167
ACH-000403,-0.0326039207131
ACH-000404,0.0387773480854
ACH-000406,-0.0649886581991
ACH-000407,-0.0332481904459
ACH-000408,-0.16250302940199998
ACH-000410,-0.021181930975599998
ACH-000411,-0.043493021377300004
ACH-000414,-0.06265651687269999
ACH-000415,-0.250525277975
ACH-000416,-0.055481454445199994
ACH-000420,-0.302678126582
ACH-000421,-0.0665978196362
ACH-000424,0.28507627795699997
ACH-000425,-0.103270589047
ACH-000426,0.19533392463399998
ACH-000427,0.09751525355799999
ACH-000433,0.014170947005600001
ACH-000436,0.195040835548
ACH-000444,0.08122704013689999
ACH-000445,-0.07978870434780001
ACH-000448,-0.0219873661247
ACH-000450,-0.301151667869
ACH-000452,-0.169982860066
ACH-000454,0.0727214671838
ACH-000458,0.0259035648434
ACH-000459,-0.09071505085550001
ACH-000460,-0.06261715257349999
ACH-000461,0.026535777405300002
ACH-000463,-0.00046462794160699995
ACH-000464,-0.0248242911275
ACH-000466,-0.0127515287742
ACH-000467,-0.165979860237
ACH-000468,0.12499246166200001
ACH-000469,-0.0688483182289
ACH-000470,-0.119542325142
ACH-000471,-0.0179983907156
ACH-000472,-0.080585512878
ACH-000473,-0.10018770124500001
ACH-000475,0.0129950001362
ACH-000476,0.0515340743841
ACH-000477,-0.0267007618879
ACH-000480,0.294646384101
ACH-000481,0.146194232164
ACH-000483,-0.11960450679300001
ACH-000484,0.096527983223
ACH-000485,-0.12077920226
ACH-000486,-0.0563606871834
ACH-000487,-0.06281993822269999
ACH-000488,-0.21858039870299997
ACH-000490,-0.109047606919
ACH-000491,-0.00045238106372599997
ACH-000495,-0.331998409393
ACH-000496,-0.09759635954819999
ACH-000499,-0.1102584206
ACH-000500,0.403968881558
ACH-000502,-0.0955679094059
ACH-000503,-0.0363463000154
ACH-000505,-0.0572158869192
ACH-000507,0.0544384826476
ACH-000510,-0.16164754926
ACH-000511,-0.0528058268188
ACH-000512,0.04340156727109999
ACH-000516,-0.222211273603
ACH-000517,-0.0160108908481
ACH-000518,-0.108528422359
ACH-000520,0.242525259808
ACH-000521,-0.0359123935766
ACH-000522,-0.14575287206700002
ACH-000524,-0.07418298847539999
ACH-000527,-0.132778083381
ACH-000528,-0.155067204232
ACH-000537,-0.050343446443400004
ACH-000541,-0.287230205999
ACH-000542,-0.0382278119759
ACH-000544,-0.10343141354900001
ACH-000545,-0.026424776979700002
ACH-000547,0.25452533175000003
ACH-000548,-0.00593149335112
ACH-000549,0.0663835285791
ACH-000550,-0.09359421786210001
ACH-000552,-0.0367240376227
ACH-000556,0.08962376760330001
ACH-000557,-0.102410457889
ACH-000570,-0.032169668946
ACH-000571,0.09000059677729999
ACH-000573,0.009776529701
ACH-000576,0.0206727087434
ACH-000580,-0.0424438013637
ACH-000584,-0.147114027011
ACH-000585,-0.129609749999
ACH-000588,-0.102422998228
ACH-000589,-0.11077514159900001
ACH-000591,0.07235090687000001
ACH-000593,0.0167115636032
ACH-000600,-0.0552140448714
ACH-000601,-0.117315872783
ACH-000604,0.118513930132
ACH-000605,-0.0930470622055
ACH-000606,-0.12427096778100001
ACH-000608,0.0736226019233
ACH-000614,-0.130708636486
ACH-000616,0.0293786397549
ACH-000618,0.10910105927500001
ACH-000619,-0.17242792745700003
ACH-000620,-0.0536584574393
ACH-000621,-0.244179057947
ACH-000622,-0.0673393746229
ACH-000623,0.0600925792332
ACH-000624,-0.177032597414
ACH-000627,-0.158208307556
ACH-000630,-0.13828471112500001
ACH-000632,-0.04663851829
ACH-000633,0.0452897610059
ACH-000637,-0.0723591311915
ACH-000638,-0.027090645328599998
ACH-000646,-0.165503391896
ACH-000647,0.094526942021
ACH-000648,-0.024017356964199998
ACH-000649,-0.052451636581300004
ACH-000651,0.046244361797000005
