,CC2D2B (387707)
ACH-000004,-0.03173622067740001
ACH-000007,-0.0236888430889
ACH-000009,-0.12776782450899998
ACH-000011,-0.0013749516941300003
ACH-000012,-0.0632705805576
ACH-000013,-0.09855073530410001
ACH-000014,-0.16124493059599998
ACH-000015,-0.194364562055
ACH-000017,-0.22913469895999997
ACH-000018,-0.351729857514
ACH-000019,0.223734282985
ACH-000021,-0.17546541252300002
ACH-000022,0.0169118676064
ACH-000025,-0.07249289829789998
ACH-000028,-0.11453077292500001
ACH-000030,-0.174508748313
ACH-000035,-0.0515576702545
ACH-000036,-0.0015261261014999999
ACH-000037,-0.173055721886
ACH-000039,0.10204239009600001
ACH-000040,0.005527807662430001
ACH-000041,0.028032887976500002
ACH-000042,-0.07213416644739999
ACH-000045,-0.009581138202549999
ACH-000047,0.0547148617861
ACH-000052,-0.289889126521
ACH-000053,-0.020810540167400002
ACH-000054,-0.0643053072021
ACH-000055,-0.050266114359599996
ACH-000060,-0.0280260097222
ACH-000067,-0.19059347132399998
ACH-000070,-0.0737077114019
ACH-000075,0.051446713381300004
ACH-000078,-0.0832118231358
ACH-000082,-0.11539705501700001
ACH-000085,0.07442311740469999
ACH-000086,-0.173749025224
ACH-000087,-0.23312155143399999
ACH-000092,-0.031343230842
ACH-000095,-0.0100219657342
ACH-000097,-0.105197370561
ACH-000098,-0.0613896619149
ACH-000099,-0.107933809176
ACH-000108,-0.155223173478
ACH-000113,-0.0550770286187
ACH-000115,-0.047653479973800004
ACH-000116,-0.136084218709
ACH-000118,-0.170014870701
ACH-000120,-0.0987472327238
ACH-000123,-0.106674301976
ACH-000127,-0.12350445337000002
ACH-000128,0.3605037794
ACH-000132,-0.150952939055
ACH-000133,-0.0798715444815
ACH-000137,-0.0588980041371
ACH-000138,-0.181409807542
ACH-000142,-0.17400382416
ACH-000143,-0.0129600508103
ACH-000146,-0.0772507309003
ACH-000148,-0.152045922821
ACH-000150,-0.108084037646
ACH-000152,-0.18999308825800001
ACH-000153,-0.0437359313956
ACH-000159,-0.10319016215099999
ACH-000160,-0.0889056184578
ACH-000163,-0.0666456823343
ACH-000167,-0.274525978526
ACH-000168,-0.10930675324200001
ACH-000169,-0.10417806437999999
ACH-000178,0.0257967148337
ACH-000182,-0.0788608276346
ACH-000183,0.057846092181900004
ACH-000188,0.0235354055349
ACH-000189,0.0879133756026
ACH-000190,0.155959391992
ACH-000198,0.00764802098121
ACH-000204,-0.267886287422
ACH-000206,0.119738880854
ACH-000207,-0.0822176809859
ACH-000211,-0.08696369816630001
ACH-000215,0.07353837499850001
ACH-000221,0.08340448658689999
