,UCN3 (114131)
ACH-000004,0.018436912746299997
ACH-000007,0.0893652121695
ACH-000009,0.025929706586599998
ACH-000011,0.09859059708560002
ACH-000012,0.19328338474800003
ACH-000013,0.11007898261499999
ACH-000014,0.18724727723999998
ACH-000015,0.184382525366
ACH-000017,0.173610183281
ACH-000018,0.315452708483
ACH-000019,0.0301588878542
ACH-000021,0.0927220441945
ACH-000022,-0.0637963755283
ACH-000025,0.22520611619000003
ACH-000028,0.0784174245019
ACH-000030,0.152853124073
ACH-000035,0.152569564335
ACH-000036,0.15528776922700002
ACH-000037,0.125476955069
ACH-000039,0.0935898947518
ACH-000040,0.0921300503606
ACH-000041,0.140147656411
ACH-000042,0.13537081913899998
ACH-000045,-0.0218319678874
ACH-000047,0.116922589708
ACH-000052,-0.0151727020814
ACH-000053,0.17960579528099999
ACH-000054,0.165416059946
ACH-000055,-0.119846103989
ACH-000060,0.015117636612200001
ACH-000067,-0.116211145141
ACH-000070,0.247083403029
ACH-000075,0.18320513583599998
ACH-000078,0.0340869690904
ACH-000082,0.22648601125599999
ACH-000085,-0.0398247883221
ACH-000086,0.23723802594300003
ACH-000087,0.448275911972
ACH-000092,0.13631554571499999
ACH-000095,0.172840104169
ACH-000097,0.138098499015
ACH-000098,0.0645184888279
ACH-000099,0.146995518232
ACH-000108,0.0366377338236
ACH-000113,0.0922557040934
ACH-000115,0.225024175427
ACH-000116,0.0984055875633
ACH-000118,0.185992793818
ACH-000120,0.284817104624
ACH-000123,0.187436777792
ACH-000127,0.0192259805852
ACH-000128,0.18984169938
ACH-000132,0.135199673673
ACH-000133,0.210865536648
ACH-000137,0.158103949605
ACH-000138,0.164217915851
ACH-000142,0.130733256525
ACH-000143,0.00224554812863
ACH-000146,-0.010711729031200002
ACH-000148,-0.00837795346016
ACH-000150,0.008096813579600001
ACH-000152,0.282369943577
ACH-000153,0.16442098148
ACH-000159,0.187164339843
ACH-000160,0.0361946074955
ACH-000163,0.056273206564
ACH-000167,0.18146076980700002
ACH-000168,0.19105040424000003
ACH-000169,0.114858285245
ACH-000178,0.11089733248299999
ACH-000182,0.20783657056
ACH-000183,0.0830882773719
ACH-000188,0.0335630018488
ACH-000189,-0.23897487848299998
ACH-000190,-0.124297171024
ACH-000198,0.15083298112500002
ACH-000204,0.0471332431423
ACH-000206,-0.0270989297053
ACH-000207,0.176112393398
ACH-000211,0.214084517088
ACH-000215,-0.055125373214
ACH-000221,0.161594267077
ACH-000222,0.440259569186
ACH-000223,0.148483036166
ACH-000226,0.182713540565
ACH-000227,-0.09653552293199999
ACH-000228,-0.05749637234880001
ACH-000231,0.194955475757
ACH-000232,0.0842925336228
ACH-000233,0.132341781995
ACH-000234,0.18773323316100002
ACH-000235,0.12945403000999997
ACH-000237,0.0916944977767
ACH-000238,0.1466647106
ACH-000243,0.20749048351100002
ACH-000244,-0.00216367190502
ACH-000246,0.125762355813
ACH-000248,0.131855159277
ACH-000250,0.0941436801495
ACH-000251,0.021608678181699998
ACH-000253,0.0715571902334
ACH-000255,0.171292940154
ACH-000256,-0.0507619632531
ACH-000257,0.132870692879
ACH-000258,0.0067031222550200005
ACH-000259,0.051480822162800005
ACH-000260,0.207006795332
ACH-000261,0.221603502419
ACH-000262,0.0543435586286
ACH-000263,0.286947008151
ACH-000264,0.0744828567051
