,CAD (790)
ACH-000281,-0.38911389021399995
ACH-000288,-0.315718346967
ACH-000291,-0.14863614366900002
ACH-000293,-0.193532174073
ACH-000294,-0.654755173325
ACH-000295,-0.834187791473
ACH-000296,-0.050443764021300005
ACH-000302,-0.0639146575177
ACH-000304,-0.435062641004
ACH-000307,-0.934593694437
ACH-000308,-0.219554164597
ACH-000310,-0.046621706643699995
ACH-000311,-0.643297513032
ACH-000312,-0.254370434735
ACH-000315,-0.556551637923
ACH-000316,-0.399713048692
ACH-000317,-1.07469498472
ACH-000318,-0.409895774722
ACH-000319,-0.132598211768
ACH-000320,-0.19143668044
ACH-000322,-0.18753028348099998
ACH-000323,-0.22651489097
ACH-000324,-0.536632117029
ACH-000329,-0.156923435459
ACH-000330,-0.564241376049
ACH-000331,0.0272681656887
ACH-000332,0.043341819687599994
ACH-000334,-0.504008934804
ACH-000335,-0.141812028344
ACH-000336,-0.188001061087
ACH-000337,-0.534038691116
ACH-000339,-1.19394959151
ACH-000341,-0.203529951087
ACH-000348,-0.409539400378
ACH-000350,-0.31229807211399996
ACH-000352,-0.392898866217
ACH-000356,-0.828013383178
ACH-000361,-0.49582614209799997
ACH-000362,-0.91118915316
ACH-000363,-1.06839415178
ACH-000364,-0.14831182140000002
ACH-000365,-0.22167898506900002
ACH-000366,-1.02785398813
ACH-000368,-0.37309191223000004
ACH-000374,-0.0943963215755
ACH-000375,-0.622611884591
ACH-000376,0.014120229972000001
ACH-000381,-1.0461363706
ACH-000383,-1.16714684413
ACH-000387,-1.22167330553
ACH-000389,-0.211082290453
ACH-000390,-0.930176985067
ACH-000393,-0.33868462625100004
ACH-000395,-0.20491559059599998
ACH-000397,-0.0958075029916
ACH-000401,-1.09963826252
ACH-000402,-0.40519318098800006
ACH-000403,-0.07703776094610001
ACH-000404,-0.611727039422
ACH-000406,-1.16619563443
ACH-000407,-0.18549777098099998
ACH-000408,-0.31877055243700003
ACH-000410,-0.05612316731369999
ACH-000411,-0.731786959782
ACH-000414,-0.41689666321400004
ACH-000415,-0.155253622235
ACH-000416,-1.01435174328
ACH-000420,-0.19511576333500003
ACH-000421,-0.483367875761
ACH-000424,-0.08506849671769999
ACH-000425,-0.9250846268899999
ACH-000426,-1.4520204958399998
ACH-000427,-0.505859920744
ACH-000433,-0.27766919749200003
ACH-000436,-0.298428110871
ACH-000444,-0.409026674255
ACH-000445,-0.321557867497
ACH-000448,-0.779382018881
ACH-000450,-0.119452055724
ACH-000452,-0.266334801701
ACH-000454,-0.714954166591
ACH-000458,-0.42045743362
ACH-000459,-1.15963891403
ACH-000460,-0.701625002184
ACH-000461,-0.814008994338
ACH-000463,-0.327963625687
ACH-000464,-0.378437951743
ACH-000466,-0.544957820851
ACH-000467,-0.583673744833
ACH-000468,-0.506048240691
ACH-000469,-0.22894149004099998
ACH-000470,-0.140457752549
ACH-000471,-0.14974105987400002
ACH-000472,-0.145357042027
ACH-000473,0.129794686774
ACH-000475,-0.375896064758
ACH-000476,0.102363514036
ACH-000477,-0.494958937814
ACH-000480,0.0469856751886
ACH-000481,-0.44201207505
ACH-000483,-0.09437007079769999
ACH-000484,-0.11352523092700001
ACH-000485,-0.979029415097
ACH-000486,-0.423535612073
ACH-000487,-0.6991501295
ACH-000488,-0.026265390647499998
ACH-000490,-0.0673884719862
ACH-000491,-0.0544951546792
ACH-000495,-0.284507401398
ACH-000496,-0.5253581927250001
ACH-000499,-0.33462402860199997
ACH-000500,-0.425173362223
ACH-000502,-0.14344742916
ACH-000503,-0.236520321643
ACH-000505,-0.38356300357900003
ACH-000507,-0.747954243488
ACH-000510,-0.188705299609
ACH-000511,-0.26609525792100003
ACH-000512,-0.620777922716
ACH-000516,-0.33457735088
ACH-000517,-0.417558544028
ACH-000518,-0.196810029884
ACH-000520,-0.144445006914
ACH-000521,-0.3010931884
ACH-000522,-0.41485133052
ACH-000524,-0.12335891817900001
ACH-000527,0.0931194174198
ACH-000528,0.0377443659249
ACH-000537,-0.162636581267
ACH-000541,-0.0251642998196
ACH-000542,-0.46359949818999996
ACH-000544,-0.413451812474
ACH-000545,-0.326065929199
ACH-000547,-0.22189846170699998
ACH-000548,-0.140271618629
ACH-000549,-0.283199646308
ACH-000550,-0.388562597928
ACH-000552,-0.5449344897680001
ACH-000556,0.041915569022499995
ACH-000557,-1.2822869521200002
ACH-000570,-0.0400652694399
ACH-000571,-0.24627935426199998
ACH-000573,-1.08164549742
ACH-000576,-0.697550944717
ACH-000580,-0.388257792165
ACH-000584,-0.29370648172499997
ACH-000585,-0.36620901834700004
ACH-000588,-0.935933901892
ACH-000589,-0.20499959432
ACH-000591,-0.581564760882
ACH-000593,-0.342256683216
ACH-000600,-0.201312284762
ACH-000601,-0.7870314372220001
ACH-000604,-0.8029690100329999
ACH-000605,-0.5493818742409999
ACH-000606,0.102990092859
ACH-000608,-0.212404232555
ACH-000614,-1.26532088547
ACH-000616,-0.26410589095
ACH-000618,-0.793171594501
ACH-000619,-0.511278650653
ACH-000620,-0.351130744713
ACH-000621,-0.320982970764
ACH-000622,-0.417999931207
ACH-000623,-0.14114137014
ACH-000624,-0.930113885193
ACH-000627,-0.319770187215
ACH-000630,-0.103043743785
ACH-000632,-0.237480410498
ACH-000633,-0.101888757648
ACH-000637,-0.0996113978784
ACH-000638,-0.9670335580789999
ACH-000646,-0.26490240503
ACH-000647,-0.31357714123
ACH-000648,-0.492746673601
ACH-000649,-0.427658398737
ACH-000651,-0.6818941553579999
ACH-000652,-0.762894255788
ACH-000653,-1.03456157986
ACH-000657,0.021285095751799998
ACH-000658,-1.24441430433
ACH-000661,-0.986448181637
ACH-000662,-0.203297202291
ACH-000663,-0.233135228
ACH-000665,-0.489599311083
ACH-000671,-0.23257646163000004
ACH-000673,-0.0454848604856
ACH-000676,-0.9072172650589999
ACH-000677,-0.43427137688600004
ACH-000681,-0.0894166840186
ACH-000682,-0.147268442178
ACH-000683,-0.33636279920699996
ACH-000684,-0.569724880373
ACH-000688,-0.489948112202
ACH-000693,-0.367304432602
ACH-000694,-0.06178879291130001
ACH-000695,-0.21996109219999999
ACH-000696,-0.386110325688
ACH-000697,-0.43718744605899995
ACH-000699,-0.372191014216
ACH-000701,-0.0916680303872
ACH-000706,-0.146184732409
ACH-000711,-0.901486478619
ACH-000713,-0.147964264217
ACH-000714,-0.78473442618
ACH-000718,-0.728241236337
ACH-000720,0.006244156600829999
ACH-000721,-0.828354339299
ACH-000724,-0.21779967959600002
ACH-000725,-0.538236007867
ACH-000732,-0.07678881564830001
ACH-000734,-0.451243927469
ACH-000735,-0.495422296322
ACH-000736,-0.638889332217
ACH-000738,0.0712671705492
ACH-000746,-0.40089838058300004
ACH-000747,-0.584158062306
ACH-000748,-0.08642596044260001
ACH-000753,-1.0034077614399999
ACH-000756,0.033431846343200004
ACH-000757,-0.17142212800099998
ACH-000758,-0.252898476949
ACH-000760,-0.104807210584
ACH-000763,-0.662464152389
ACH-000764,-0.848975233707
ACH-000765,-0.716770754136
ACH-000766,-0.41537061454999996
ACH-000767,-0.544392453645
ACH-000768,-0.816230810561
ACH-000769,-0.0640273196051
ACH-000770,-0.815740799902
ACH-000771,-0.0799029459376
ACH-000773,-0.9935918230580001
ACH-000776,-0.300740178109
ACH-000777,-0.8092337985870001
ACH-000778,-0.373744588024
ACH-000781,-0.473694150023
ACH-000782,-0.623841647353
ACH-000783,-0.10071802506699999
ACH-000784,-0.35322132984
ACH-000785,-0.243344696904
ACH-000787,-0.722590427156
ACH-000788,0.0004917124346669999
ACH-000791,-0.45662225853999994
ACH-000792,-0.21010377159200003
ACH-000794,-0.585618199052
ACH-000796,-0.34355561989699995
ACH-000799,-0.215208415568
ACH-000800,-0.402867466767
ACH-000802,-0.07869333510089999
ACH-000804,-0.7262257844359999
ACH-000805,-0.621609901417
ACH-000809,-0.20774776241
ACH-000810,-0.239630557848
ACH-000811,-0.258049470508
ACH-000817,-1.05014858636
ACH-000819,-0.460931488389
ACH-000820,-0.681576235245
ACH-000821,-0.637720619897
ACH-000822,-0.6878112248430001
ACH-000823,-0.0760972890183
ACH-000824,-0.125276777937
ACH-000827,-0.516902235732
ACH-000829,-0.352795136823
ACH-000831,-0.037710648796900004
ACH-000832,-0.339021798939
ACH-000833,-0.286570817954
ACH-000834,-0.16535916134099998
ACH-000835,-0.44335003868100004
ACH-000836,-0.7489270816850001
ACH-000837,-0.700631272178
ACH-000838,-1.11638983835
ACH-000839,-0.11678320614700001
ACH-000840,-0.208475251233
ACH-000841,-0.636460292287
ACH-000843,-0.809944444021
ACH-000846,0.197175528303
ACH-000847,-0.35257197643700006
ACH-000848,-0.32039681904399997
ACH-000849,-0.0906594159849
ACH-000851,-0.9288643576119999
ACH-000855,-0.321974074573
ACH-000856,-0.5617589076
ACH-000858,0.0243717225409
ACH-000859,-0.992725882686
ACH-000861,-0.25954024118200003
ACH-000862,-0.150625126815
ACH-000865,-0.045138431573900004
ACH-000866,-0.483637431992
ACH-000867,-0.644573928307
ACH-000869,-0.339645874055
ACH-000872,-0.4106067863699999
ACH-000873,-0.956457608781
ACH-000876,-0.742501760859
ACH-000878,-0.49726511097599996
ACH-000880,-0.550727563051
ACH-000881,-0.322332247779
ACH-000882,-0.496860621885
ACH-000884,-0.0633423253991
ACH-000885,-0.0931050619341
ACH-000887,-0.163366784967
ACH-000888,-0.530772443602
ACH-000889,-1.13324982338
ACH-000890,-0.144578395871
ACH-000896,-0.917606529445
ACH-000898,-0.779046743268
ACH-000900,-0.115045181942
ACH-000901,-0.248201364733
ACH-000905,-0.2534702706
ACH-000906,-0.33011860480599997
ACH-000907,-0.25365811260800003
ACH-000910,-0.8248490789409999
ACH-000911,-0.600224607786
ACH-000912,-0.316705516856
ACH-000913,-0.326865826122
ACH-000915,-0.685813116918
ACH-000916,-0.289048300049
ACH-000917,-0.0436164479716
ACH-000921,-1.07741146329
ACH-000924,0.018288208190599998
ACH-000926,-0.32773907582
ACH-000928,-0.567256801433
ACH-000929,-0.329455937678
ACH-000932,-0.701413227008
ACH-000935,-0.063505741726
ACH-000936,-0.463621018812
ACH-000937,-0.842978031981
ACH-000938,-0.7873111536220001
ACH-000939,0.07113586603080001
ACH-000941,-0.0614846424036
ACH-000943,-0.8188508294769999
ACH-000946,-0.34268581481399996
ACH-000947,-0.0410019277349
ACH-000948,-0.645389594554
ACH-000950,-0.541627539578
ACH-000953,-0.672671906882
ACH-000957,0.299619806286
ACH-000958,-0.35852276175
ACH-000960,-0.5698905771980001
ACH-000963,-0.404132140469
ACH-000968,-0.052340914339999996
ACH-000969,-0.523541506599
ACH-000973,-1.19104919269
ACH-000974,-0.787680446371
ACH-000975,-0.8591851936830001
ACH-000976,-0.6219973547559999
ACH-000978,-0.10307658445399999
ACH-000980,-0.30220350450399996
ACH-000984,-0.153009039717
ACH-000986,-0.9123383109540001
ACH-000988,-0.36204564719800003
ACH-000993,-0.09378991445019999
ACH-000994,-0.78295775794
ACH-000996,0.047827549154400004
ACH-001001,0.15088236470799998
ACH-001020,-0.0675307205258
ACH-001028,-0.333540357127
ACH-001031,0.09632053770839999
ACH-001038,-0.121019662677
ACH-001048,0.0516899533648
ACH-001050,-0.143662435658
ACH-001053,-0.510230018692
ACH-001054,-0.881266461162
ACH-001061,-0.6294190879339999
ACH-001067,-0.252185025372
ACH-001075,0.00774966913729
ACH-001096,-0.122446571864
ACH-001128,-0.5076025079640001
ACH-001134,-0.7728670983179999
ACH-001151,-0.9653425234559999
ACH-001163,-0.253853714247
ACH-001164,-0.38486255924199997
ACH-001173,-0.018277074237099997
ACH-001183,-0.08763523528270001
ACH-001184,-0.765133713044
ACH-001190,-0.300810746878
ACH-001192,-0.265286289645
ACH-001193,-0.39966702935500004
ACH-001196,-0.33206926929999997
ACH-001197,-0.495734536583
ACH-001205,-0.337066323782
ACH-001211,-0.552082412696
ACH-001212,-0.290002342631
ACH-001228,-0.217913302223
ACH-001232,-0.152069644461
ACH-001239,-0.0014430497048299998
ACH-001274,-0.6108797855
ACH-001275,-0.0630199407583
ACH-001277,-0.31201262434
ACH-001278,-0.587062818054
ACH-001280,-0.203376522359
ACH-001283,-0.067626909096
ACH-001289,-0.0330970398241
ACH-001295,0.039070849548
ACH-001300,-0.290021158772
ACH-001301,-0.11810041466499999
ACH-001302,-0.359587470654
ACH-001303,-0.07494865966030001
ACH-001306,-0.314687732013
ACH-001318,-0.217813625528
ACH-001322,0.00409400735669
ACH-001328,-0.123165079395
ACH-001332,-0.296307219282
ACH-001333,0.0545702062016
ACH-001336,-0.263315522496
ACH-001340,0.0743999700108
ACH-001346,-0.20413881017000002
ACH-001353,-0.243115838209
ACH-001354,-0.40733999005099997
ACH-001367,-0.663981911378
ACH-001368,-0.7612383174699999
ACH-001374,-0.35015374793000004
ACH-001375,-0.395913564855
ACH-001377,-0.0726794572309
ACH-001380,-1.09363188021
ACH-001391,-0.547073806574
ACH-001407,-0.636985484747
ACH-001408,-0.184991913855
ACH-001413,0.215609780304
ACH-001430,-0.191707968808
ACH-001431,-0.7951589184550001
ACH-001450,-0.495837884889
ACH-001496,-0.524225298398
ACH-001500,-0.164797945683
ACH-001521,-0.19662907941100002
ACH-001523,-0.17779042991
ACH-001532,-0.167576446191
ACH-001536,0.11330966259099999
ACH-001550,-0.27861414477400004
ACH-001552,-0.14053372242
ACH-001554,-0.37214759108999995
ACH-001645,-0.319257605196
ACH-001654,-0.0030737195503200004
ACH-001715,-0.386882683618
ACH-001735,-0.845849488329
ACH-001736,-0.8194010299429999
ACH-001737,0.00107483874134
ACH-001740,-0.53748719637
ACH-001745,-0.600177353673
ACH-001750,0.31841661272599997
ACH-001765,-0.713722640264
ACH-001956,-0.00811792398668
ACH-001957,-0.232769710628
