,GRIP1 (23426)
ACH-000004,-0.114925177365
ACH-000007,-0.0837459619555
ACH-000009,-0.142518547349
ACH-000011,0.10996573913100001
ACH-000012,0.026566641660199997
ACH-000013,0.00487569613426
ACH-000014,0.041045381409
ACH-000015,-0.029088193566799998
ACH-000017,-0.0827684641608
ACH-000018,0.0969320080463
ACH-000019,0.08783016082589999
ACH-000021,-0.0820962035429
ACH-000022,-0.051585845111
ACH-000025,0.0036252511045899998
ACH-000028,-0.0495360141175
ACH-000030,-0.0631474657263
ACH-000035,-0.17223845281800002
ACH-000036,-0.103200691692
ACH-000037,-0.0423740069041
ACH-000039,-0.14654981570800002
ACH-000040,0.0171641809929
ACH-000041,-0.0776505319262
ACH-000042,-0.0923195702942
ACH-000045,-0.121716039801
ACH-000047,0.00896469855242
ACH-000052,0.0753590342964
ACH-000053,-0.093567094409
ACH-000054,-0.0137701718242
ACH-000055,-0.12797051025599998
ACH-000060,0.0854480094894
ACH-000067,0.019478977451200002
ACH-000070,-0.225859600057
ACH-000075,-0.036164038398599996
ACH-000078,0.0387017476535
ACH-000082,0.040993934866
ACH-000085,0.0462239267898
ACH-000086,-0.240456087841
ACH-000087,0.0708584746029
ACH-000092,-0.0229102119265
ACH-000095,-0.0251570901578
ACH-000097,0.00427586730648
ACH-000098,0.019457084378599998
ACH-000099,-0.0213146639146
ACH-000108,0.117288790719
ACH-000113,-0.0825090547814
ACH-000115,0.0239903806889
ACH-000116,-0.126480720568
ACH-000118,-0.13080690683
ACH-000120,-0.09801597130760001
ACH-000123,-0.189749768977
ACH-000127,-0.0757992186143
ACH-000128,-0.1476918065
ACH-000132,-0.0487142727623
ACH-000133,-0.18487174388799998
ACH-000137,-0.049025106005
ACH-000138,-0.0826074614967
ACH-000142,-0.0176488299893
ACH-000143,-0.14338929153899999
ACH-000146,0.015246624241799999
ACH-000148,-0.199455983102
ACH-000150,-0.131453754946
ACH-000152,-0.10075185559599999
ACH-000153,-0.22265243265299997
ACH-000159,0.140909303654
ACH-000160,0.22449140071499998
ACH-000163,0.027867485663600002
ACH-000167,0.162577496457
ACH-000168,0.08937257935969999
ACH-000169,0.0391774967614
ACH-000178,-0.00141837368831
ACH-000182,-0.00991622519593
ACH-000183,-0.034650284308599996
ACH-000188,-0.010331230565
ACH-000189,0.22376734580200003
ACH-000190,0.057407506701800004
ACH-000198,-0.0932183929875
ACH-000204,-0.0482635551431
ACH-000206,-0.0483113242499
ACH-000207,0.041066663847
ACH-000211,-0.005905287751289999
ACH-000215,-0.041261028488800006
ACH-000221,-0.0113907936992
ACH-000222,-0.0636045273813
ACH-000223,-0.0821634099527
ACH-000226,-0.136636355879
ACH-000227,-0.191617993088
ACH-000228,-0.0136754567425
ACH-000231,0.05057462613969999
ACH-000232,-0.129470215441
ACH-000233,0.121396623696
ACH-000234,-0.41069923380900003
ACH-000235,-0.0257483071465
ACH-000237,-0.00691198743794
ACH-000238,-0.122108681252
ACH-000243,-0.0876358958811
ACH-000244,0.0990630719183
ACH-000246,0.024516634693
