,HIST1H2BO (8348)
ACH-000004,0.0101881882866
ACH-000007,-0.16616687237
ACH-000009,-0.027618470060299997
ACH-000011,-0.0535088089042
ACH-000012,0.0562139739548
ACH-000013,-0.032456971674700005
ACH-000014,-0.197234059415
ACH-000015,0.045717958834
ACH-000017,0.0123112916906
ACH-000018,0.103075496933
ACH-000019,-0.20983151969099997
ACH-000021,-0.0394908674068
ACH-000022,-0.069610781134
ACH-000025,-0.0896378802279
ACH-000028,-0.297630144078
ACH-000030,0.0607870498719
ACH-000035,-0.104787037679
ACH-000036,-0.067656546577
ACH-000037,0.180033411873
ACH-000039,0.145608123724
ACH-000040,0.0076241603987500005
ACH-000041,-0.11029671677200001
ACH-000042,0.042125300421
ACH-000045,-0.0920538959729
ACH-000047,0.022319885998299996
ACH-000052,0.032509643319200004
ACH-000053,-0.0038439286098
ACH-000054,0.11850273861300001
ACH-000055,-0.267189909866
ACH-000060,0.07522516582010001
ACH-000067,-0.127648926303
ACH-000070,0.06347114708330001
ACH-000075,0.144548393055
ACH-000078,-0.0863732437375
ACH-000082,-0.0743241273301
ACH-000085,0.119409508573
ACH-000086,-0.024765783281
ACH-000087,0.07560930459819999
ACH-000092,0.0039041653330200003
ACH-000095,-0.158313629489
ACH-000097,-0.055248954621000004
ACH-000098,0.0134696206503
ACH-000099,-0.121875312476
ACH-000108,-0.0220760517122
ACH-000113,-0.0750435698947
ACH-000115,-0.24927342463100002
ACH-000116,0.0349571153897
ACH-000118,-0.203708661955
ACH-000120,-0.14203458817700002
ACH-000123,-0.138161503341
ACH-000127,0.0315022762915
ACH-000128,0.054106537359800005
ACH-000132,-0.0764892751535
ACH-000133,-0.0760140535371
ACH-000137,0.06315184995419999
ACH-000138,-0.046376563717999995
ACH-000142,0.0943800769933
ACH-000143,0.008307133265689999
ACH-000146,0.037115509772000004
ACH-000148,0.0597251079722
ACH-000150,0.036978559925599994
ACH-000152,0.0435379945682
ACH-000153,0.0327430170474
ACH-000159,0.00704182543246
ACH-000160,0.33330741160599997
ACH-000163,0.0146519100801
ACH-000167,0.338364955547
ACH-000168,-0.242104721042
ACH-000169,-0.17906208398499998
ACH-000178,0.114145320593
ACH-000182,0.045696540420300004
ACH-000183,0.06385864133880001
ACH-000188,-0.0230482183574
ACH-000189,-0.17901454627799998
ACH-000190,0.35015827202600003
ACH-000198,-0.0619718377788
ACH-000204,0.123077111447
ACH-000206,-0.24582936930500002
ACH-000207,-0.303150842965
ACH-000211,0.0643234031118
ACH-000215,-0.052409424253
ACH-000221,0.08475140298280001
ACH-000222,0.122109954259
ACH-000223,-0.18682037412
ACH-000226,-0.0764716659577
ACH-000227,-0.21544368077799997
ACH-000228,-0.033517996748900006
ACH-000231,-0.0518041112547
ACH-000232,-0.000257319402808
ACH-000233,-0.12897828582100002
ACH-000234,-0.118860354149
ACH-000235,0.0304327443933
ACH-000237,0.0389068490152
ACH-000238,-0.0385932206245
ACH-000243,0.0117666717243
ACH-000244,-0.0063491748838300005
ACH-000246,-0.0332620949283
ACH-000248,0.197396077328
ACH-000250,-0.00866768491918
ACH-000251,0.057688426606300004
ACH-000253,-0.11828452787699999
ACH-000255,0.0702064108412
ACH-000256,-0.0174499215831
ACH-000257,0.07123230088160001
ACH-000258,-0.0606500995258
ACH-000259,-0.0981209789323
ACH-000260,-0.0285602955579
ACH-000261,-0.013782283743
ACH-000262,-0.186631269279
ACH-000263,-0.217234498217
ACH-000264,-0.111973577796
ACH-000265,0.0476517823537
ACH-000266,-0.021570765828
ACH-000272,0.0194369849289
ACH-000273,-0.032332038848599996
ACH-000274,0.0632790438506
ACH-000277,0.0614993298245
ACH-000278,0.0380874682051
ACH-000279,-0.149298690781
ACH-000280,0.022524828182299998
ACH-000281,-0.0083997895249
ACH-000288,0.0105405409112
ACH-000291,0.0525702889864
ACH-000293,0.095628071556
ACH-000294,0.0863413422532
ACH-000295,-0.132980783645
ACH-000296,0.0247269142362
ACH-000302,0.09503156789419999
ACH-000304,-0.082779995662
ACH-000307,-0.0438215197939
ACH-000308,-0.014717338420799999
ACH-000310,-0.022493870324400003
ACH-000311,-0.125231784151
ACH-000312,0.00825986359497
ACH-000315,-0.159117368344
ACH-000316,0.00217014742636
ACH-000317,-0.12760003364800002
ACH-000318,0.0402353577225
ACH-000319,-0.058624520684599994
ACH-000320,-0.110870180808
ACH-000322,-0.0588026008932
ACH-000323,0.036626213875
ACH-000324,-0.08899629522420001
ACH-000329,-0.156989195626
ACH-000330,0.163585884169
ACH-000331,-0.0288910379354
ACH-000332,-0.0706927661126
ACH-000334,-0.116950694548
ACH-000335,0.0051606700045
ACH-000336,-0.0447008502976
ACH-000337,-0.0019331756246300002
ACH-000339,-0.05177242485380001
ACH-000341,-0.0028666477099299997
ACH-000348,0.0702686544854
ACH-000350,-0.012100529757100001
ACH-000352,0.0009841779655269999
ACH-000356,0.106694534068
ACH-000361,0.22619088466099999
ACH-000362,-0.170668230215
ACH-000363,0.0402254427224
ACH-000364,0.0666348417919
ACH-000365,0.0102485969037
ACH-000366,0.08188397680750001
ACH-000368,0.00117976968425
ACH-000374,-0.18751198765500002
ACH-000375,0.204372515586
ACH-000376,0.0683892065749
ACH-000381,-0.056411343887999996
ACH-000383,-0.00485288176044
ACH-000387,-0.050173110840099996
ACH-000389,-0.08722339052169999
ACH-000390,-0.09173351655269998
ACH-000393,-0.00881914793728
