,EFCC1 (79825)
ACH-000004,-0.238955368977
ACH-000007,-0.186188136443
ACH-000009,-0.052197678767599995
ACH-000011,-0.372440171994
ACH-000012,-0.129876387457
ACH-000013,-0.034950508435
ACH-000014,-0.31974163011
ACH-000015,-0.054011874299099996
ACH-000017,-0.204951478906
ACH-000018,-0.09339735946489999
ACH-000019,-0.329957316536
ACH-000021,0.0144158894894
ACH-000022,-0.301314397563
ACH-000025,-0.226861950603
ACH-000028,-0.324830293827
ACH-000030,-0.156568242409
ACH-000035,-0.341637843857
ACH-000036,-0.180617573772
ACH-000037,-0.427515714053
ACH-000039,-0.25248353785300004
ACH-000040,0.09383549678960001
ACH-000041,-0.308118517485
ACH-000042,-0.05818119269719999
ACH-000045,0.0383837292465
ACH-000047,-0.193207920837
ACH-000052,0.11352569401799999
ACH-000053,-0.15883610992799999
ACH-000054,-0.16945676411200003
ACH-000055,-0.403687447486
ACH-000060,-0.474214883366
ACH-000067,0.028899187829800003
ACH-000070,-0.14348458930400002
ACH-000075,-0.359449095849
ACH-000078,0.126933591423
ACH-000082,-0.17476760540600003
ACH-000085,-0.353588303852
ACH-000086,-0.245015808446
ACH-000087,-0.171008549232
ACH-000092,-0.19674028889000003
ACH-000095,-0.0895535718527
ACH-000097,-0.09626520741280001
ACH-000098,-0.163933831578
ACH-000099,-0.105844479137
ACH-000108,-0.22057104661899998
ACH-000113,-0.178390072696
ACH-000115,-0.12407097263
ACH-000116,0.0593462386955
ACH-000118,-0.0295613638557
ACH-000120,-0.23409159610199998
ACH-000123,0.0022005446109299998
ACH-000127,-0.141114563868
ACH-000128,-0.403166412426
ACH-000132,-0.0754600799131
ACH-000133,-0.23972201476399999
ACH-000137,-0.34683256039800003
ACH-000138,-0.0344036104912
ACH-000142,-0.33565637733900006
ACH-000143,-0.07647238648389999
ACH-000146,-0.036266597688599994
ACH-000148,-0.0859830222043
ACH-000150,-0.289591148392
ACH-000152,-0.248036075449
ACH-000153,0.31880254535
ACH-000159,-0.129795174055
ACH-000160,-0.129129013869
ACH-000163,-0.24985821445700002
ACH-000167,-0.209313775152
ACH-000168,-0.379609980686
ACH-000169,-0.260133867618
ACH-000178,-0.0849852018806
ACH-000182,-0.024909446934599996
ACH-000183,-0.353426549215
ACH-000188,-0.410850747562
ACH-000189,-0.344243740942
ACH-000190,-0.432837000796
ACH-000198,-0.107935973324
ACH-000204,0.0730309819986
ACH-000206,-0.0504758444598
ACH-000207,0.0488275014133
ACH-000211,0.00439320636154
ACH-000215,0.10037242667099999
ACH-000221,-0.22051841741300002
ACH-000222,0.182752740544
ACH-000223,-0.13477344935000002
ACH-000226,-0.00229106569535
ACH-000227,-0.109955769215
ACH-000228,-0.306655867485
ACH-000231,-0.10029324148
ACH-000232,-0.338082113716
ACH-000233,0.0324729567068
ACH-000234,0.09775541256480001
ACH-000235,-0.0850003838838
ACH-000237,-0.0994933989721
ACH-000238,0.121703321423
ACH-000243,-0.0486606545024
ACH-000244,0.0714478017688
ACH-000246,-0.11923657339600001
ACH-000248,0.0954103607781
ACH-000250,-0.19104974721700002
ACH-000251,0.03184256328
ACH-000253,-0.123100095267
ACH-000255,-0.214665923589
ACH-000256,-0.131791345119
ACH-000257,-0.293185608442
ACH-000258,0.127653733409
ACH-000259,-0.09704216819869999
ACH-000260,-0.18408837067000003
ACH-000261,-0.185072216235
ACH-000262,-0.143603600449
ACH-000263,-0.34939978963600005
ACH-000264,-0.297243973209
ACH-000265,0.0237021800899
ACH-000266,0.0539737628419
ACH-000272,-0.206184262344
ACH-000273,0.0741309212846
ACH-000274,-0.145192784115
ACH-000277,-0.19364041049800002
ACH-000278,-0.192441743266
ACH-000279,-0.161066799738
ACH-000280,-0.424271313544
ACH-000281,0.07065890660469999
ACH-000288,-0.08394764278169999
ACH-000291,0.0340876551309
ACH-000293,-0.11818153225299999
ACH-000294,0.00811127456314
ACH-000295,-0.231408217966
ACH-000296,-0.0643883296795
ACH-000302,-0.271787892576
ACH-000304,-0.153522381636
