,SECTM1 (6398)
ACH-000004,-0.203990847407
ACH-000007,0.109495692667
ACH-000009,-0.23365881367600003
ACH-000011,-0.0024337322180100003
ACH-000012,-0.187899623848
ACH-000013,-0.08879319129110001
ACH-000014,-0.22486466346500003
ACH-000015,-0.096846298592
ACH-000017,-0.173974470556
ACH-000018,-0.19841819833799998
ACH-000019,-0.228889832543
ACH-000021,-0.186844315673
ACH-000022,0.030713002119400003
ACH-000025,0.10570668406400001
ACH-000028,-0.155861562813
ACH-000030,-0.123426246888
ACH-000035,0.09349416302510001
ACH-000036,-0.230866676423
ACH-000037,-0.22034438561900002
ACH-000039,-0.315197382938
ACH-000040,-0.199927066506
ACH-000041,-0.184284323862
ACH-000042,-0.32102684427
ACH-000045,-0.24962097918
ACH-000047,-0.359104807913
ACH-000052,-0.059101960053199995
ACH-000053,-0.11501078440899999
ACH-000054,-0.113300578639
ACH-000055,-0.0083048307152
ACH-000060,-0.0320941202875
ACH-000067,-0.064740583011
ACH-000070,-0.1593377617
ACH-000075,0.160051411976
ACH-000078,-0.21764505044100002
ACH-000082,-0.0953289449022
ACH-000085,-0.18028881272599998
ACH-000086,-0.137111024166
ACH-000087,-0.3051048838
ACH-000092,-0.0040177107095399995
ACH-000095,-0.170285090212
ACH-000097,-0.0499484131387
ACH-000098,-0.0443201382682
ACH-000099,-0.308858599136
ACH-000108,-0.036298111400699995
ACH-000113,-0.0355854985635
ACH-000115,-0.34743704657700003
ACH-000116,0.000793318039923
ACH-000118,-0.212656431392
ACH-000120,-0.24087106583
ACH-000123,-0.211497943187
ACH-000127,-0.05884593964930001
ACH-000128,-0.20291407654899998
ACH-000132,-0.00564183455771
ACH-000133,0.0656899252461
ACH-000137,0.0569424639241
ACH-000138,-0.09990063485860001
ACH-000142,-0.352316316999
ACH-000143,-0.16993179046
ACH-000146,-0.288312679946
ACH-000148,-0.152827409084
ACH-000150,-0.21429358134799997
ACH-000152,-0.24131587671100002
ACH-000153,-0.08165557780669999
ACH-000159,-0.18107180170899997
ACH-000160,-0.242142990946
ACH-000163,-0.13669859032099999
ACH-000167,0.14031689551100002
ACH-000168,-0.29687641161899997
ACH-000169,-0.035966394716
ACH-000178,0.014887688646200001
ACH-000182,-0.0702661054611
ACH-000183,-0.170560876945
ACH-000188,-0.00125613817754
ACH-000189,-0.041466040300800006
ACH-000190,-0.144366937619
ACH-000198,-0.010513545873399999
ACH-000204,0.148400678023
ACH-000206,0.049178283980199994
ACH-000207,-0.241020668806
ACH-000211,-0.12577076834599998
ACH-000215,-0.194231672854
ACH-000221,-0.010710262778100001
ACH-000222,-0.190200326406
ACH-000223,-0.08469121621680001
ACH-000226,0.093038090651
ACH-000227,-0.0412853028482
ACH-000228,-0.12042580114
ACH-000231,-0.18034681921100001
ACH-000232,0.0882160429108
ACH-000233,-0.144711833295
ACH-000234,-0.16429715046399998
ACH-000235,-0.120887896874
ACH-000237,-0.00614966227218
ACH-000238,-0.0166951090669
ACH-000243,-0.12196901284499999
ACH-000244,-0.468464658927
ACH-000246,-0.134077393563
ACH-000248,-0.296408238416
ACH-000250,-0.165940579788
ACH-000251,-0.163083730527
ACH-000253,-0.130123484269
ACH-000255,-0.158661379141
ACH-000256,-0.184708561828
ACH-000257,-0.331065827633
ACH-000258,0.150133574006
ACH-000259,-0.168366791702
ACH-000260,-0.193056864414
ACH-000261,-0.213766902707
ACH-000262,-0.077582871417
ACH-000263,-0.28361159898000005
ACH-000264,-0.23307703616300002
ACH-000265,0.022781222327400003
ACH-000266,-0.28856258361299997
ACH-000272,0.00913624351867
ACH-000273,-0.06326357637880001
ACH-000274,-0.19591650058899998
ACH-000277,-0.263283739937
ACH-000278,-0.086504724171
ACH-000279,-0.321547345873
ACH-000280,-0.166929719777
ACH-000281,-0.342588188704
ACH-000288,-0.24135387442200001
ACH-000291,-0.025780467939299997
ACH-000293,0.236344857955
ACH-000294,-0.391875269525
ACH-000295,-0.48653014309799997
ACH-000296,-0.027453363058299998
ACH-000302,-0.009389621600190001
ACH-000304,0.11635494450999999
ACH-000307,-0.06158508354719999
ACH-000308,-0.0876995630291
ACH-000310,-0.5808447880919999
ACH-000311,-0.18408057665199998
ACH-000312,-0.22725566483000004
ACH-000315,0.00520017036698
ACH-000316,-0.193857827368
ACH-000317,-0.147815111576
ACH-000318,0.0259654044492
ACH-000319,0.00414514333463
ACH-000320,-0.150241374433
ACH-000322,0.0708133804743
ACH-000323,-0.396399554198
ACH-000324,-0.24428834836599997
ACH-000329,-0.22130592547400002
ACH-000330,0.061492631846400005
ACH-000331,0.13256211767599999
ACH-000332,-0.136309383324
ACH-000334,0.04735901380990001
ACH-000335,0.120769700009
ACH-000336,0.024577083742999998
ACH-000337,-0.22031781732500003
ACH-000339,-0.249315199823
ACH-000341,-0.1525414493
ACH-000348,-0.10513585926
ACH-000350,-0.375852343644
ACH-000352,-0.303506392576
ACH-000356,-0.009796625317559999
ACH-000361,-0.24667300994600003
ACH-000362,-0.26341843022
ACH-000363,-0.0695209896043
ACH-000364,0.0450966356757
ACH-000365,-0.180840426635
ACH-000366,-0.044634505274
ACH-000368,-0.033489162756
ACH-000374,-0.09001682261959999
ACH-000375,-0.156330074176
ACH-000376,-0.0373697824402
ACH-000381,0.026238130307800003
ACH-000383,-0.18075803503600002
ACH-000387,-0.248207962678
ACH-000389,0.185992921361
ACH-000390,-0.21675793174199998
ACH-000393,0.00392488525679
ACH-000395,-0.419738626035
ACH-000397,-0.134609823215
ACH-000401,-0.17148783192400002
ACH-000402,0.235698453424
ACH-000403,-0.11343532436100001
ACH-000404,-0.41911685321599995
ACH-000406,-0.255747542442
ACH-000407,-0.110432635748
ACH-000408,-0.105504163445
ACH-000410,-0.020696418775
ACH-000411,-0.186345505887
ACH-000414,-0.168857826087
ACH-000415,-0.1355769143
ACH-000416,-0.0936388144078
ACH-000420,-0.10643327681399999
ACH-000421,-0.0441598943734
ACH-000424,0.00172588910657
ACH-000425,-0.0724509664959
ACH-000426,0.0467271408789
ACH-000427,-0.241980665779
ACH-000433,-0.420102660181
ACH-000436,-0.021069988207400005
ACH-000444,-0.061899303768
ACH-000445,-0.110831032458
ACH-000448,-0.035883374051099995
ACH-000450,-0.19512344897999997
ACH-000452,-0.10277818938100002
ACH-000454,-0.040560948316599996
ACH-000458,-0.15732686490199999
ACH-000459,-0.166885675639
ACH-000460,-0.15263232158
ACH-000461,-0.174078700175
ACH-000463,-0.10596365998299999
ACH-000464,-0.08266934835510001
ACH-000466,-0.157128794331
ACH-000467,-0.11817819942
ACH-000468,-0.198891824761
ACH-000469,-0.124650547567
ACH-000470,0.10781906630799999
ACH-000471,-0.144550143658
ACH-000472,-0.350303987688
ACH-000473,-0.36484692111999995
ACH-000475,-0.0786630471584
ACH-000476,-0.09254189782479999
ACH-000477,-0.13876568329800001
ACH-000480,-0.159514890982
ACH-000481,0.0667420125772
ACH-000483,0.107175709286
ACH-000484,0.137786188535
ACH-000485,-0.20971630473900002
ACH-000486,-0.23028965246999997
ACH-000487,-0.16966674383000002
ACH-000488,-0.20716470087900002
ACH-000490,-0.0728114170097
ACH-000491,-0.162326399879
ACH-000495,-0.100875106576
ACH-000496,-0.132545009813
ACH-000499,0.0757725945056
ACH-000500,0.136349889798
ACH-000502,-0.26494355826099997
ACH-000503,-0.14392130872300002
ACH-000505,-0.197901439851
ACH-000507,-0.0319236231958
ACH-000510,-0.18917677646699999
ACH-000511,-0.033798040736
ACH-000512,-0.0180932241577
ACH-000516,0.00334986673456
ACH-000517,-0.0958903175282
ACH-000518,-0.00181484889027
ACH-000520,-0.0741762344828
ACH-000521,-0.10684632971899999
ACH-000522,-0.118039554378
ACH-000524,-0.0840839585974
ACH-000527,-0.0802225831724
ACH-000528,-0.145916743685
ACH-000537,-0.145032385861
ACH-000541,0.0518057176872
ACH-000542,-0.0704902245885
ACH-000544,0.046367875108699996
ACH-000545,-0.139433618704
ACH-000547,0.025393008487
ACH-000548,-0.026055253050599997
ACH-000549,-0.11866726037599999
ACH-000550,-0.196310256704
ACH-000552,-0.0749613131851
ACH-000556,-0.35598283337
ACH-000557,-0.152080690733
ACH-000570,-0.26000397700399996
ACH-000571,-0.14250031009400002
ACH-000573,-0.053751438263300005
ACH-000576,-0.0779135561188
ACH-000580,-0.206030137244
ACH-000584,-0.268032689995
ACH-000585,-0.0344755575551
ACH-000588,-0.214071772319
ACH-000589,-0.06800795792169999
ACH-000591,-0.254928569495
ACH-000593,-0.145545866361
ACH-000600,-0.0967808937262
ACH-000601,-0.112225163218
ACH-000604,-0.15666819054199999
ACH-000605,0.0657422210979
ACH-000606,-0.120186775882
ACH-000608,-0.042532321564
ACH-000614,0.147078227649
ACH-000616,-0.14441005965
ACH-000618,-0.284430730451
ACH-000619,-0.122346091303
ACH-000620,-0.0190059535414
ACH-000621,-0.311509331934
ACH-000622,-0.22892005163899998
ACH-000623,-0.237061867828
ACH-000624,-0.0848418728899
ACH-000627,-0.16153287824999998
ACH-000630,-0.028776888969000002
ACH-000632,-0.051141838509
ACH-000633,-0.42400639486999997
ACH-000637,-0.132632811835
ACH-000638,-0.033291869064
ACH-000646,-0.229062451956
ACH-000647,0.0209348099721
ACH-000648,-0.0161483705724
ACH-000649,-0.20101706210499998
ACH-000651,-0.198942953127
