,MDH1B (130752)
ACH-000004,-0.0245411524889
ACH-000007,0.151982082659
ACH-000009,-0.192011625182
ACH-000011,0.26509248507399996
ACH-000012,-0.164934192681
ACH-000013,0.038414901043699996
ACH-000014,0.0229585638552
ACH-000015,-0.030071684426099997
ACH-000017,0.176637969317
ACH-000018,-0.306969822086
ACH-000019,0.504447005329
ACH-000021,0.03730837976
ACH-000022,0.17856070823399997
ACH-000025,0.11979666828
ACH-000028,0.217440675502
ACH-000030,0.104458966866
ACH-000035,0.351099595925
ACH-000036,0.18117776443199998
ACH-000037,-0.060304231756
ACH-000039,-0.014363441491200002
ACH-000040,0.11114056039
ACH-000041,0.0390376929894
ACH-000042,0.0119937095189
ACH-000045,0.017856477832500002
ACH-000047,0.163230952626
ACH-000052,-0.048325175416
ACH-000053,-0.130398400495
ACH-000054,-0.0343558619275
ACH-000055,-0.08721222548480001
ACH-000060,0.148616971885
ACH-000067,-0.023707734871999998
ACH-000070,0.190653426251
ACH-000075,-0.100932458902
ACH-000078,-0.127319065862
ACH-000082,0.07273920641289999
ACH-000085,0.114006613815
ACH-000086,0.10469318141
ACH-000087,0.059652012482400006
ACH-000092,-0.0021893214919899997
ACH-000095,0.117925388996
ACH-000097,-0.00379858224092
ACH-000098,-0.053341410025300004
ACH-000099,-0.050899487199200004
ACH-000108,-0.00017555188266699998
ACH-000113,0.0787871472402
ACH-000115,0.06706640439780001
ACH-000116,0.0487438285482
ACH-000118,-0.00116239348678
ACH-000120,-0.00774191056403
ACH-000123,0.015215845491799999
ACH-000127,0.10827906992000001
ACH-000128,0.231638405499
ACH-000132,0.150260586206
ACH-000133,-0.120192034975
ACH-000137,-0.0365092085725
ACH-000138,0.0316958559842
ACH-000142,0.050418035325
ACH-000143,0.182400459397
ACH-000146,0.11163568684399999
ACH-000148,-0.049397961714500005
ACH-000150,0.0253631968118
ACH-000152,0.054252472102300005
ACH-000153,-0.041640187158599996
ACH-000159,0.154392915724
ACH-000160,0.061121931586199996
ACH-000163,-0.104105032234
ACH-000167,-0.0221368350001
ACH-000168,-0.0037718448856299998
ACH-000169,0.109443309264
ACH-000178,0.00328883421477
ACH-000182,-0.0681017996776
ACH-000183,-0.11387284988600001
ACH-000188,-0.0255337618445
ACH-000189,0.024951115398400003
ACH-000190,-0.05367498900780001
ACH-000198,0.10083296050200001
ACH-000204,-0.0539506666054
ACH-000206,0.183033807094
ACH-000207,0.153764074133
ACH-000211,0.05531820004980001
ACH-000215,0.204129140108
ACH-000221,0.04615602186480001
ACH-000222,0.0823135435978
ACH-000223,-0.0231283628117
ACH-000226,0.013052113642500002
ACH-000227,-0.107706064327
ACH-000228,-0.0634619824168
ACH-000231,-0.0226688226571
ACH-000232,0.0949222342374
ACH-000233,0.102536094514
ACH-000234,0.109893661909
ACH-000235,0.0174752997377
ACH-000237,0.150795078282
ACH-000238,0.0128876301177
ACH-000243,0.0165190352978
ACH-000244,-0.139180144798
ACH-000246,-0.054320490111800006
ACH-000248,-0.0405830195943
ACH-000250,0.12098645354399999
