,GSDMB (55876)
ACH-000004,-0.133105982236
ACH-000007,-0.051599611458
ACH-000009,-0.39666866342600005
ACH-000011,-0.0697406655277
ACH-000012,-0.40389548206
ACH-000013,-0.248122039465
ACH-000014,-0.141355961847
ACH-000015,-0.19891688881900002
ACH-000017,-0.7397881726209999
ACH-000018,0.0492162608719
ACH-000019,-0.173659352036
ACH-000021,-0.47500788011100004
ACH-000022,-0.16712541025
ACH-000025,0.0201072583975
ACH-000028,-0.288952328129
ACH-000030,-0.225379916478
ACH-000035,-0.267946823058
ACH-000036,-0.11844702138699999
ACH-000037,0.246324016595
ACH-000039,-0.284072806181
ACH-000040,-0.151353888251
ACH-000041,-0.169504309582
ACH-000042,-0.213537869294
ACH-000045,-0.20276587454599998
ACH-000047,-0.155392323648
ACH-000052,-0.0761172766234
ACH-000053,-0.34927070116
ACH-000054,-0.21539320819200003
ACH-000055,-0.13922326616
ACH-000060,-0.19532751472399998
ACH-000067,-0.272030887667
ACH-000070,-0.055444974067900006
ACH-000075,-0.348211130074
ACH-000078,-0.40483361192100004
ACH-000082,-0.16503427797800002
ACH-000085,-0.266618958218
ACH-000086,-0.07300988712539999
ACH-000087,-0.08901956972380001
ACH-000092,-0.0677599583473
ACH-000095,-0.312891274036
ACH-000097,-0.052467534322
ACH-000098,-0.309734606411
ACH-000099,-0.337549642242
ACH-000108,-0.271047830062
ACH-000113,-0.0401670134289
ACH-000115,-0.30980377054200003
ACH-000116,-0.21959797834800002
ACH-000118,-0.36464954283
ACH-000120,-0.254646546011
ACH-000123,-0.144343203678
ACH-000127,-0.2704505658
ACH-000128,-0.161478928332
ACH-000132,-0.31355107555399997
ACH-000133,-0.19594285734499997
ACH-000137,-0.341796151265
ACH-000138,-0.547981521046
ACH-000142,-0.565845212391
ACH-000143,0.144032920082
ACH-000146,-0.212115487542
ACH-000148,-0.175231610785
ACH-000150,-0.27769202445
ACH-000152,-0.23220947193000005
ACH-000153,-0.285355925841
ACH-000159,-0.14090499089800002
ACH-000160,-0.45333260454400004
ACH-000163,-0.332003368471
ACH-000167,-0.30994377558
ACH-000168,-0.428334222469
ACH-000169,-0.10997274645300001
ACH-000178,-0.233458929528
ACH-000182,-0.148741281472
ACH-000183,-0.48988132671400003
ACH-000188,-0.310300175577
ACH-000189,0.054321269101800004
ACH-000190,-0.212558742928
ACH-000198,-0.339252896771
ACH-000204,-0.29594482918299997
ACH-000206,-0.00681308345571
ACH-000207,-0.214358226422
ACH-000211,-0.244830911074
ACH-000215,-0.20513093936700003
ACH-000221,-0.234826148123
ACH-000222,-0.315094960012
ACH-000223,0.029737503670399998
ACH-000226,-0.411162058525
ACH-000227,-0.15567489646299998
ACH-000228,-0.49238680674699997
ACH-000231,-0.293526889412
ACH-000232,-0.106214247705
ACH-000233,-0.160954950779
ACH-000234,-0.0638438498066
ACH-000235,-0.19945168074099998
ACH-000237,-0.29407852477699997
ACH-000238,-0.39294054499200004
ACH-000243,-0.478911639082
ACH-000244,0.19228392854
ACH-000246,-0.0946014075812
ACH-000248,-0.627659526734
ACH-000250,-0.186453289069
ACH-000251,-0.147022747101
ACH-000253,-0.306068235499
ACH-000255,-0.424119787195
ACH-000256,-0.102840334018
ACH-000257,0.055732741648399996
ACH-000258,-0.158583594519
ACH-000259,-0.285470076176
ACH-000260,-0.276223689004
ACH-000261,-0.162111803473
ACH-000262,-0.240340964533
ACH-000263,-0.13360950391100002
ACH-000264,-0.183451171638
ACH-000265,-0.191063129555
ACH-000266,-0.19247339501
ACH-000272,-0.10433695010399999
ACH-000273,-0.0422676272615
ACH-000274,-0.308461426717
ACH-000277,0.0321725449302
ACH-000278,-0.20850014248100002
ACH-000279,-0.251271936458
ACH-000280,-0.215672890761
ACH-000281,-0.16284604519200002
ACH-000288,-0.334536008251
ACH-000291,-0.13849672981
ACH-000293,-0.0882995984383
ACH-000294,-0.178456350599
ACH-000295,-0.321614557485
ACH-000296,-0.10086906234300001
ACH-000302,-0.21474442382699999
ACH-000304,-0.406611161057
ACH-000307,-0.132698760254
ACH-000308,-0.257174783896
ACH-000310,-0.108557601645
ACH-000311,-0.0991801756477
ACH-000312,-0.409119783201
ACH-000315,0.12126329547800001
ACH-000316,-0.141465113242
ACH-000317,-0.315188614189
ACH-000318,-0.232101032386
