,AHCTF1 (25909)
ACH-000248,-0.9332714903899999
ACH-000250,-0.9639644463200001
ACH-000251,-0.863752513925
ACH-000253,-1.065613313
ACH-000255,-1.0411831860299998
ACH-000256,-1.00169817989
ACH-000257,-0.730461545318
ACH-000258,-0.595803604218
ACH-000259,-1.01861552963
ACH-000260,-0.945696355115
ACH-000261,-1.1361394486299998
ACH-000262,-1.0564222464
ACH-000263,-1.24121753673
ACH-000264,-1.1477015977299998
ACH-000265,-1.03385432531
ACH-000266,-1.10598669081
ACH-000272,-0.909753211267
ACH-000273,-1.14767608952
ACH-000274,-0.8490064077539999
ACH-000277,-0.9027129187559999
ACH-000278,-1.00001004427
ACH-000279,-1.03522655773
ACH-000280,-0.880456433374
ACH-000281,-0.977500583952
ACH-000288,-1.08743970294
ACH-000291,-1.1552324654200001
ACH-000293,-1.1290069838099999
ACH-000294,-1.31224024192
ACH-000295,-1.0921790808
ACH-000296,-0.990350550312
ACH-000302,-0.621150205574
ACH-000304,-0.623252715078
ACH-000307,-1.00109408904
ACH-000308,-1.0647596805
ACH-000310,-1.2811386035899999
ACH-000311,-1.02669123244
ACH-000312,-1.0370346388200002
ACH-000315,-1.14485303976
ACH-000316,-0.8328236597769999
ACH-000317,-0.723176088384
ACH-000318,-1.10309185652
ACH-000319,-0.998411655564
ACH-000320,-1.2592340916
ACH-000322,-1.15593519859
ACH-000323,-1.29478854038
ACH-000324,-0.9317640909170001
ACH-000329,-0.7065466348549999
ACH-000330,-1.24424353954
ACH-000331,-1.07502104532
ACH-000332,-1.30469010763
ACH-000334,-1.28243809294
ACH-000335,-1.22017253771
ACH-000336,-0.933693126522
ACH-000337,-1.29990622059
ACH-000339,-1.17037158376
ACH-000341,-1.30061923868
ACH-000348,-1.12152721397
ACH-000350,-1.04750076038
ACH-000352,-0.9100024894259999
ACH-000356,-1.0149921789299998
ACH-000361,-1.55254721993
ACH-000362,-1.1500459840200001
ACH-000363,-1.15034512366
ACH-000364,-1.08485677116
ACH-000365,-1.3978186217500002
ACH-000366,-1.04780235822
ACH-000368,-0.856712333967
ACH-000374,-0.819456636764
ACH-000375,-1.17523405331
ACH-000376,-1.00602210092
ACH-000381,-1.0793909102500001
ACH-000383,-1.15770755515
ACH-000387,-1.1966053462200001
ACH-000389,-1.00016512094
ACH-000390,-1.02439666032
ACH-000393,-1.46027352956
ACH-000395,-1.01292580095
ACH-000397,-1.0444120477399998
ACH-000401,-1.12499381596
ACH-000402,-1.13657798361
ACH-000403,-1.32956282747
ACH-000404,-0.851659079492
ACH-000406,-1.08432042879
ACH-000407,-0.8774699671610001
ACH-000408,-0.661278412113
ACH-000410,-1.07582402236
ACH-000411,-0.8477497954950001
ACH-000414,-0.98410376623
ACH-000415,-0.8885748481579999
ACH-000416,-1.21741655486
ACH-000420,-0.8118686611589999
ACH-000421,-1.0131091939799999
ACH-000424,-1.27689810411
ACH-000425,-0.943360430232
ACH-000426,-0.7087825366230001
ACH-000427,-1.42481513526
ACH-000433,-1.06814397021
ACH-000436,-1.01363733582
ACH-000444,-1.24056014356
ACH-000445,-0.997735415283
ACH-000448,-1.18922749579
ACH-000450,-0.944663717112
ACH-000452,-0.982183927608
ACH-000454,-1.02957321937
ACH-000458,-1.04774181637
ACH-000459,-0.8476290194130001
ACH-000460,-0.873088331902
ACH-000461,-0.90050741594
ACH-000463,-0.9789348106839999
ACH-000464,-0.582634679457
ACH-000466,-0.821764860581
ACH-000467,-1.21916967484
ACH-000468,-1.68184656428
ACH-000469,-0.984342517917
ACH-000470,-1.5009769552599999
ACH-000471,-1.05679744013
ACH-000472,-1.25826231741
ACH-000473,-0.975415860064
ACH-000475,-0.856337248263
ACH-000476,-0.968376616022
ACH-000477,-0.836127020056
ACH-000480,-0.781922568425
ACH-000481,-1.08932318042
ACH-000483,-1.12251957151
ACH-000484,-1.5178343761500002
ACH-000485,-1.4638635529700001
ACH-000486,-1.0559318014899999
ACH-000487,-1.14042042966
ACH-000488,-0.981698948368
ACH-000490,-1.01506313619
ACH-000491,-0.743682109104
ACH-000495,-1.14585809296
ACH-000496,-1.16815273172
ACH-000499,-1.00689761485
ACH-000500,-0.744481530466
ACH-000502,-1.20288262175
ACH-000503,-0.758131875617
ACH-000505,-1.36155442199
ACH-000507,-1.17630214194
ACH-000510,-1.0215751397700001
ACH-000511,-1.07316339549
ACH-000512,-1.06048064294
ACH-000516,-1.38242639661
ACH-000517,-1.15643092088
ACH-000518,-0.949030586482
ACH-000520,-1.06987408748
ACH-000521,-0.900161238925
ACH-000522,-1.22457880281
ACH-000524,-1.0827759798
ACH-000527,-0.986633951603
ACH-000528,-0.9650583118989999
ACH-000537,-1.09292675598
ACH-000541,-1.16071945106
ACH-000542,-1.01454805941
ACH-000544,-0.719291218499
ACH-000545,-1.02498020815
ACH-000547,-1.4253481621000001
ACH-000548,-0.9804708857819999
ACH-000549,-0.9998222776369999
ACH-000550,-1.28709567436
ACH-000552,-1.12941419214
ACH-000556,-0.940774018749
ACH-000557,-1.2432945994
ACH-000570,-0.77058862162
ACH-000571,-0.81450387941
ACH-000573,-0.895476190544
ACH-000576,-0.902442495537
ACH-000580,-1.12806322454
ACH-000584,-1.0636843494
ACH-000585,-0.8792368168770001
ACH-000588,-1.3033884024200002
ACH-000589,-1.04484689663
ACH-000591,-0.927269804614
ACH-000593,-0.9132969894159999
ACH-000600,-1.0219160486299999
ACH-000601,-0.881334005088
ACH-000604,-1.39005131877
ACH-000605,-1.20423446814
ACH-000606,-0.8940521695710001
ACH-000608,-1.38121075207
ACH-000614,-1.08333538842
ACH-000616,-1.00362080749
ACH-000618,-0.980485615332
ACH-000619,-0.990167162379
ACH-000620,-0.890464234512
ACH-000621,-1.17090676746
ACH-000622,-1.3501635086200001
ACH-000623,-0.9041137020219999
ACH-000624,-1.00163906388
ACH-000627,-1.2451447883700002
ACH-000630,-0.988368973554
ACH-000632,-0.916182020405
ACH-000633,-0.9348571459639999
ACH-000637,-0.9190817621590001
ACH-000638,-0.8557346374410001
ACH-000646,-1.13270880278
ACH-000647,-0.9971690536560001
ACH-000648,-0.71705310421
ACH-000649,-0.7560665721240001
ACH-000651,-1.09361564623
ACH-000652,-1.2004365197
ACH-000653,-1.1262549882700001
ACH-000657,-0.952645435076
ACH-000658,-1.2349890289
ACH-000661,-0.9079737551070001
ACH-000662,-1.12782522634
ACH-000663,-0.730239528056
ACH-000665,-0.978255901166
ACH-000671,-1.27353239017
ACH-000673,-1.2966807702399998
ACH-000676,-1.07140285564
ACH-000677,-1.16649175748
ACH-000681,-0.839217563574
ACH-000682,-0.9476308318529999
ACH-000683,-0.8871175058030001
ACH-000684,-0.797895462598
ACH-000688,-1.29593399654
ACH-000693,-0.965917395795
ACH-000694,-0.95180349887
ACH-000695,-0.789057208458
ACH-000696,-1.01084728484
ACH-000697,-1.08793478878
ACH-000699,-1.2320856949299999
ACH-000701,-0.9725304396009999
ACH-000706,-1.13220482972
ACH-000711,-1.07697726787
ACH-000713,-0.9228492215530001
ACH-000714,-0.986514080981
ACH-000718,-1.06856303207
ACH-000720,-1.0597470225399999
ACH-000721,-1.36926334345
ACH-000724,-1.1003053751799998
ACH-000725,-1.253116376
ACH-000732,-1.11814860529
ACH-000734,-0.8485959910950001
ACH-000735,-0.890725410605
ACH-000736,-0.9663440516700001
ACH-000738,-0.9884457298980001
ACH-000746,-1.39823017056
ACH-000747,-0.9761798161830001
ACH-000748,-0.939189395641
ACH-000753,-0.967278721397
ACH-000756,-0.838462352551
ACH-000757,-1.17968203788
ACH-000758,-1.00060062768
ACH-000760,-0.894116412123
ACH-000763,-0.84535166636
ACH-000764,-0.984709470598
ACH-000765,-0.978077661054
ACH-000766,-0.990056464386
ACH-000767,-1.25700580112
ACH-000768,-0.998989578074
ACH-000769,-0.999196041674
ACH-000770,-1.0865287835200002
ACH-000771,-1.04160884084
ACH-000773,-1.01850070169
ACH-000776,-0.724532035695
ACH-000777,-0.930668931364
ACH-000778,-1.2003875041
ACH-000781,-1.11001578835
ACH-000782,-0.8847444817919999
ACH-000783,-1.33219825797
ACH-000784,-0.816616047016
ACH-000785,-1.09553671501
ACH-000787,-1.06211453278
ACH-000788,-0.926132444732
ACH-000791,-1.0687898047600002
ACH-000792,-1.02807481323
ACH-000794,-0.929132778137
ACH-000796,-1.210494084
ACH-000799,-1.03962168843
ACH-000800,-1.02446673009
ACH-000802,-0.999181665312
ACH-000804,-0.914924154103
ACH-000805,-1.1549031977600002
ACH-000809,-1.24468933687
ACH-000810,-0.646574303938
ACH-000811,-1.21761579531
ACH-000817,-1.08083743807
ACH-000819,-1.0562602460700001
ACH-000820,-1.07036480142
ACH-000821,-1.08840375182
ACH-000822,-1.25357394286
ACH-000823,-0.8982978730519999
ACH-000824,-0.9670478007269999
ACH-000827,-0.9082676245710001
ACH-000829,-0.9387530170999999
ACH-000831,-0.9157334751899999
ACH-000832,-1.0531465929200001
ACH-000833,-0.9403145417409999
ACH-000834,-1.20063538679
ACH-000835,-1.28384910186
ACH-000836,-1.1084686664399999
ACH-000837,-0.931798701875
ACH-000838,-1.48334283617
ACH-000839,-0.926497256761
ACH-000840,-0.8881129952660001
ACH-000841,-1.0104008722799998
ACH-000843,-0.7301566345649999
ACH-000846,-1.10871223924
ACH-000847,-1.03984043251
ACH-000848,-1.0338061326
ACH-000849,-1.16219522873
ACH-000851,-1.1096387673
ACH-000855,-0.861595833937
ACH-000856,-1.07157117653
ACH-000858,-1.0904650093100001
ACH-000859,-0.8749526295260001
ACH-000861,-0.9641577369740001
ACH-000862,-1.10873965329
ACH-000865,-1.0485338325799998
ACH-000866,-0.860743369279
ACH-000867,-0.8459379402680001
ACH-000869,-1.25466680064
ACH-000872,-1.01046510208
ACH-000873,-1.3299285990799998
ACH-000876,-1.27278289723
ACH-000878,-0.891121012237
ACH-000880,-1.0145525797600001
ACH-000881,-0.8572176451019999
ACH-000882,-1.0596397246
ACH-000884,-1.0397351624
ACH-000885,-1.0774237284000001
ACH-000887,-0.9681592799259999
ACH-000888,-1.15809714999
ACH-000889,-0.956834866011
ACH-000890,-0.7198249172310001
ACH-000896,-0.830987073998
ACH-000898,-1.0298120640700001
ACH-000900,-1.1005023032899999
ACH-000901,-1.18086788717
ACH-000905,-0.9362933822299999
ACH-000906,-1.03841394516
ACH-000907,-1.2689699853
ACH-000910,-0.920682624335
ACH-000911,-0.8534890338359999
ACH-000912,-1.0790423507
ACH-000913,-0.769203623642
ACH-000915,-0.943576337084
ACH-000916,-1.3499604978
ACH-000917,-1.01949933949
ACH-000921,-1.08201968801
ACH-000924,-0.935080831707
ACH-000926,-1.19357336172
ACH-000928,-1.26615293999
ACH-000929,-0.915220962281
ACH-000932,-1.09671522894
ACH-000935,-0.909403619124
ACH-000936,-0.9292844036939999
ACH-000937,-1.2515599419
ACH-000938,-1.0782955092
ACH-000939,-1.1603142542
ACH-000941,-1.08452868261
ACH-000943,-0.9632187877949999
ACH-000946,-1.13936121524
ACH-000947,-0.7691545417829999
ACH-000948,-0.8862337103479999
ACH-000950,-1.05206572706
ACH-000953,-1.4483313478400002
ACH-000957,-1.2566479398100001
ACH-000958,-0.666744387342
ACH-000960,-1.23707519848
ACH-000963,-1.11360579562
ACH-000968,-1.16906922535
ACH-000969,-1.28990210613
ACH-000973,-1.1227519677
ACH-000974,-1.0250329146100001
ACH-000975,-1.17646789436
ACH-000976,-1.08406089221
ACH-000978,-1.0179226079
ACH-000980,-1.0063714082200002
ACH-000984,-1.23058530805
ACH-000986,-1.14770741019
ACH-000988,-1.21046869718
ACH-000993,-1.0764703631399999
ACH-000994,-0.9021945043680001
ACH-000996,-1.3189141963700002
ACH-001001,-0.928350373959
ACH-001020,-1.18777474536
ACH-001028,-1.0671699759
ACH-001031,-0.890476597374
ACH-001038,-1.3115326035200001
ACH-001048,-1.14099144484
ACH-001050,-0.952786165006
ACH-001053,-1.04078348892
ACH-001054,-0.8072667839450001
ACH-001061,-1.16889605873
ACH-001067,-1.11803544093
ACH-001075,-0.7873244736149999
ACH-001096,-0.97027282525
ACH-001128,-1.43025375234
ACH-001134,-1.1909021286900001
ACH-001151,-1.04993751878
ACH-001163,-1.35744853635
ACH-001164,-0.898679013245
ACH-001173,-1.09119081998
ACH-001183,-0.9394441494600001
ACH-001184,-1.03419454334
ACH-001190,-1.145678376
ACH-001192,-1.09180555182
ACH-001193,-0.96197135948
ACH-001196,-0.919861622882
ACH-001197,-0.904550813353
ACH-001205,-0.985141409984
ACH-001211,-1.3290256331799999
ACH-001212,-1.1615823093100002
ACH-001228,-1.09541078447
ACH-001232,-0.995867176938
ACH-001239,-1.08226434187
ACH-001274,-0.891118881114
ACH-001275,-0.970442602306
ACH-001277,-1.0626771022600001
ACH-001278,-0.918592218739
ACH-001280,-1.30695587855
ACH-001283,-1.1813980917
ACH-001289,-1.11406833839
ACH-001295,-1.20807487396
ACH-001300,-1.0306131060700001
ACH-001301,-1.13380573304
ACH-001302,-1.5215206282499998
ACH-001303,-1.18940421615
ACH-001306,-1.16059089819
ACH-001318,-0.922445377886
ACH-001322,-1.22883436051
ACH-001328,-0.9543789873799999
ACH-001332,-1.0313531977
ACH-001333,-0.962201927384
ACH-001336,-1.1521069744399999
ACH-001340,-0.6823521290710001
ACH-001346,-1.0364641287799998
ACH-001353,-1.14035223919
ACH-001354,-1.14414867909
ACH-001367,-1.1357870664799998
ACH-001368,-1.00464116451
ACH-001374,-0.9963772943420001
ACH-001375,-1.04036214911
ACH-001377,-0.7963151788889999
ACH-001380,-1.10831637531
ACH-001391,-1.31195489376
ACH-001407,-0.7299352916580001
ACH-001408,-0.8086229340369999
ACH-001413,-1.09870874062
ACH-001430,-1.12436748869
ACH-001431,-0.933616766946
ACH-001450,-1.01016713639
ACH-001496,-1.10307277225
ACH-001500,-1.08875655535
ACH-001521,-1.1308374426999999
ACH-001523,-0.947105583936
ACH-001532,-0.975160358035
ACH-001536,-0.942591263847
ACH-001550,-1.18343286206
ACH-001552,-1.14356421794
ACH-001554,-1.04633624312
ACH-001645,-1.0216316565799999
ACH-001654,-1.05762991616
ACH-001715,-1.31821014529
ACH-001735,-0.9805438166150001
ACH-001736,-1.2651128403
ACH-001737,-1.53231458028
ACH-001740,-0.867326295994
ACH-001745,-0.880504172018
ACH-001750,-1.0654512867200001
ACH-001765,-1.22112276808
ACH-001956,-1.10698236123
ACH-001957,-1.01336223963
