,LIG3 (3980)
ACH-000004,-0.424014657069
ACH-000007,-0.489760048691
ACH-000009,-0.557122625897
ACH-000011,-0.290881573083
ACH-000012,-0.601013272974
ACH-000013,-0.356928293795
ACH-000014,-0.464716986477
ACH-000015,-0.371431152224
ACH-000017,-0.323852299826
ACH-000018,-0.47466972819
ACH-000019,-0.43521760765399997
ACH-000021,-0.396109277173
ACH-000022,-0.41984380181000003
ACH-000025,-0.40282807989299996
ACH-000028,-0.6241580715039999
ACH-000030,-0.41976959725999996
ACH-000035,-0.588872109252
ACH-000036,-0.303294972
ACH-000037,-0.20424290599
ACH-000039,-0.548102434116
ACH-000040,-0.295104096712
ACH-000041,-0.398462300877
ACH-000042,-0.36895149051200005
ACH-000045,-0.439138975371
ACH-000047,-0.513766231294
ACH-000052,-0.45759234434199997
ACH-000053,-0.314999161264
ACH-000054,-0.21714192405000002
ACH-000055,-0.151993062577
ACH-000060,-0.337442680637
ACH-000067,-0.318540638891
ACH-000070,-0.0310448697498
ACH-000075,-0.270093079447
ACH-000078,-0.281810184779
ACH-000082,-0.436336367451
ACH-000085,-0.328906197971
ACH-000086,-0.627806317498
ACH-000087,-0.31962832593199997
ACH-000092,-0.239560593074
ACH-000095,-0.258434961292
ACH-000097,-0.284608660752
ACH-000098,-0.378024665584
ACH-000099,-0.27547441007199996
ACH-000108,-0.285753288627
ACH-000113,-0.586810810025
ACH-000115,-0.47005250901100004
ACH-000116,-0.29516447300099996
ACH-000118,-0.831437348554
ACH-000120,-0.28178314303700003
ACH-000123,-0.48122742714199995
ACH-000127,-0.444792144243
ACH-000128,-0.428087116562
ACH-000132,-0.46370707218999996
ACH-000133,-0.321838542784
ACH-000137,-0.29150351364300003
ACH-000138,-0.538870812011
ACH-000142,-0.431728636278
ACH-000143,-0.28371086504500004
ACH-000146,-0.499190341246
ACH-000148,-0.509706819112
ACH-000150,-0.57470811102
ACH-000152,-0.529710751349
ACH-000153,-0.658939302947
ACH-000159,-0.24707594356600002
ACH-000160,-0.642844601032
ACH-000163,-0.365524992976
ACH-000167,-0.330114496831
ACH-000168,-0.605542015504
ACH-000169,-0.309330907982
ACH-000178,-0.537568702288
ACH-000182,-0.364037649656
ACH-000183,-0.301399559488
ACH-000188,-0.489965414316
ACH-000189,-0.438278730357
ACH-000190,-0.41939741658
ACH-000198,-0.509685062672
ACH-000204,-0.463418291632
ACH-000206,-0.47367128202799996
ACH-000207,-0.604822498348
ACH-000211,-0.373964557734
ACH-000215,-0.317117128297
ACH-000221,-0.719960369458
