,PFKFB2 (5208)
ACH-000004,-0.26337658139000003
ACH-000007,-0.328007846256
ACH-000009,-0.36503731199600004
ACH-000011,-0.0643260708704
ACH-000012,-0.290879198833
ACH-000013,-0.10144336800300001
ACH-000014,-0.34744435757200004
ACH-000015,0.004696317384609999
ACH-000017,-0.198078247778
ACH-000018,-0.29329197922
ACH-000019,-0.5184626355349999
ACH-000021,-0.155504574935
ACH-000022,-0.156546433387
ACH-000025,-0.257888674208
ACH-000028,-0.18683140955299998
ACH-000030,-0.0726240386168
ACH-000035,-0.0416785680652
ACH-000036,-0.250797082123
ACH-000037,-0.37124069517499997
ACH-000039,0.013557670205299998
ACH-000040,-0.188640260824
ACH-000041,-0.20049265817200002
ACH-000042,-0.198029782694
ACH-000045,-0.19438805559
ACH-000047,-0.254492264254
ACH-000052,-0.136503370484
ACH-000053,-0.183318327881
ACH-000054,-0.212719686046
ACH-000055,-0.24639132120499999
ACH-000060,-0.101244701544
ACH-000067,-0.180928763385
ACH-000070,-0.328997485512
ACH-000075,-0.00800699910688
ACH-000078,-0.004648297656229999
ACH-000082,-0.286343888957
ACH-000085,-0.520805158658
ACH-000086,-0.33159845133099997
ACH-000087,-0.028045615525199998
ACH-000092,-0.156826825487
ACH-000095,-0.0931765090341
ACH-000097,-0.318472533704
ACH-000098,-0.231968067308
ACH-000099,-0.107900226301
ACH-000108,-0.0907027048952
ACH-000113,-0.27962165427700003
ACH-000115,0.0304215958226
ACH-000116,0.013798384331
ACH-000118,-0.126926894052
ACH-000120,-0.317583677525
ACH-000123,-0.036498239278
ACH-000127,-0.191038094232
ACH-000128,-0.223507486545
ACH-000132,-0.315629587408
ACH-000133,-0.15016262508199998
ACH-000137,-0.25904536554499996
ACH-000138,-0.15072086154699998
ACH-000142,-0.264437836599
ACH-000143,-0.08745391712230001
ACH-000146,-0.0912441775801
ACH-000148,-0.21892727238600002
ACH-000150,-0.0712445997543
ACH-000152,-0.101276897602
ACH-000153,-0.0309056474849
ACH-000159,-0.178473294571
ACH-000160,-0.36711965429300003
ACH-000163,-0.125606559503
ACH-000167,-0.20383276214999999
ACH-000168,-0.43325602002400004
ACH-000169,-0.14144321434499998
ACH-000178,-0.19543134221900002
ACH-000182,-0.0550412199031
ACH-000183,-0.229444490981
ACH-000188,-0.0729973633014
ACH-000189,-0.327851552379
ACH-000190,-0.166196017795
ACH-000198,-0.236704092471
ACH-000204,-0.0365744861271
ACH-000206,-0.255289637011
ACH-000207,0.030887408733999998
ACH-000211,-0.0504784973097
ACH-000215,-0.27507651138
ACH-000221,-0.0985424365713
ACH-000222,-0.13701717389499998
ACH-000223,-0.200098662925
ACH-000226,-0.340079683879
ACH-000227,-0.220771806855
ACH-000228,-0.215786523481
ACH-000231,-0.141059230036
ACH-000232,-0.125149026926
ACH-000233,-0.318783768435
ACH-000234,-0.218550257036
ACH-000235,-0.320776842407
ACH-000237,-0.19169287669799998
ACH-000238,-0.09578586170499999
ACH-000243,-0.238519316435
ACH-000244,-0.0764534523787
ACH-000246,-0.191149413383
ACH-000248,-0.08968573192639999
ACH-000250,-0.139816153625
ACH-000251,-0.277838599138
ACH-000253,-0.222409194902
ACH-000255,-0.17239551299000003
ACH-000256,0.0181226941573
ACH-000257,0.191134428515
ACH-000258,-0.30458294501600003
ACH-000259,-0.15277493017000002
ACH-000260,-0.195930391384
ACH-000261,-0.0872650531614
ACH-000262,0.030605944133200003
ACH-000263,-0.46692533062299996
ACH-000264,-0.210525249881
ACH-000265,0.0318961885902
ACH-000266,-0.134956195246
ACH-000272,-0.269681837811
ACH-000273,-0.113271215641
ACH-000274,-0.198263591479
ACH-000277,-0.358310773653
ACH-000278,-0.0729145475161
ACH-000279,-0.0525320729106
ACH-000280,-0.14443082422
ACH-000281,-0.154394837514
ACH-000288,-0.164589423067
ACH-000291,-0.124168847965
ACH-000293,-0.0509032669922
ACH-000294,-0.037667957736699995
ACH-000295,-0.251386038627
ACH-000296,0.0682818213295
ACH-000302,-0.031047307826900003
ACH-000304,0.0921530049048
ACH-000307,-0.0613894152252
ACH-000308,-0.18719777964200002
ACH-000310,-0.14310856355
ACH-000311,-0.19092252350400002
ACH-000312,-0.222907351432
ACH-000315,-0.339934603017
ACH-000316,-0.29817251096700004
ACH-000317,-0.09886049062899999
ACH-000318,-0.233584957861
ACH-000319,-0.0532625227362
ACH-000320,-0.379935233054
ACH-000322,-0.19293168040800002
ACH-000323,-0.320977061666
ACH-000324,-0.269120901584
ACH-000329,-0.180038736389
ACH-000330,-0.46135261357699997
ACH-000331,-0.21855225473499998
ACH-000332,-0.171688045746
ACH-000334,-0.288019701904
