,MYO3B (140469)
ACH-000004,-0.47302959708000003
ACH-000007,-0.09152293405339999
ACH-000009,-0.48906009684600005
ACH-000011,-0.206311124086
ACH-000012,-0.180428090932
ACH-000013,-0.222664748276
ACH-000014,-0.33716958783900003
ACH-000015,-0.224774203347
ACH-000017,0.09528275527669999
ACH-000018,-0.25373493149799997
ACH-000019,-0.293481241191
ACH-000021,-0.130909576513
ACH-000022,-0.260930084721
ACH-000025,-0.17573084031199998
ACH-000028,-0.269102211857
ACH-000030,-0.259885441471
ACH-000035,-0.219682470353
ACH-000036,-0.145294429868
ACH-000037,-0.132669371338
ACH-000039,-0.26744702101
ACH-000040,-0.0985776772174
ACH-000041,-0.23336866601599998
ACH-000042,-0.263812214035
ACH-000045,-0.253078846232
ACH-000047,-0.119351213028
ACH-000052,-0.180634769414
ACH-000053,-0.165354080829
ACH-000054,-0.23591383278499997
ACH-000055,-0.044414921517900004
ACH-000060,-0.0708415324983
ACH-000067,-0.237224120849
ACH-000070,0.00699159000427
ACH-000075,-0.187752690859
ACH-000078,-0.106020135225
ACH-000082,-0.13475403624399998
ACH-000085,-0.140242115488
ACH-000086,-0.246209011958
ACH-000087,-0.04487682095869999
ACH-000092,-0.22061930809900002
ACH-000095,-0.222263502664
ACH-000097,-0.12613017507899998
ACH-000098,-0.18631659267
ACH-000099,-0.377669148323
ACH-000108,-0.163839196603
ACH-000113,-0.270822392691
ACH-000115,-0.106662212282
ACH-000116,-0.0822774031912
ACH-000118,-0.0866168932298
ACH-000120,-0.226218793974
ACH-000123,-0.163643109573
ACH-000127,-0.17606829557599998
ACH-000128,-0.13507776910900002
ACH-000132,-0.542398740123
ACH-000133,-0.17475527876
ACH-000137,-0.1429968859
ACH-000138,-0.411672871407
ACH-000142,-0.0997882163174
ACH-000143,-0.306325196584
ACH-000146,-0.140943572622
ACH-000148,-0.20885406822900002
ACH-000150,-0.088862844296
ACH-000152,-0.132302524651
ACH-000153,-0.154534145257
ACH-000159,-0.490799364714
ACH-000160,-0.261203195645
ACH-000163,-0.10554397097000001
ACH-000167,-0.04969849407409999
ACH-000168,-0.433056473719
ACH-000169,-0.139454840095
ACH-000178,-0.150062477235
ACH-000182,-0.156788956746
ACH-000183,-0.145294864504
ACH-000188,-0.0269629426491
ACH-000189,-0.262609320509
ACH-000190,-0.326723089448
ACH-000198,-0.244810201998
ACH-000204,-0.286932045663
ACH-000206,-0.266425707603
ACH-000207,-0.0938283983495
ACH-000211,-0.242100105905
ACH-000215,-0.122655660344
ACH-000221,-0.272554374828
ACH-000222,-0.170191912544
ACH-000223,-0.324257369761
ACH-000226,-0.203169268486
ACH-000227,-0.21249576851100002
ACH-000228,-0.235932974907
ACH-000231,-0.21599566502599998
ACH-000232,-0.156759673411
ACH-000233,-0.136512428126
ACH-000234,-0.0935763954183
ACH-000235,-0.189640438416
ACH-000237,-0.036654086339
ACH-000238,-0.234057994955
ACH-000243,-0.23686691431999995
ACH-000244,-0.195722578468
ACH-000246,-0.19384869682999997
ACH-000248,-0.059483322685
ACH-000250,-0.123959615647
ACH-000251,-0.143435834701
ACH-000253,-0.10164009848200001
ACH-000255,-0.19402641588
ACH-000256,0.039343385596
ACH-000257,0.0487488508226
ACH-000258,-0.0930232398992
ACH-000259,-0.19479198167300002
ACH-000260,-0.199079657093
ACH-000261,-0.141992683479
ACH-000262,-0.008098605773180001
ACH-000263,-0.256813378011
ACH-000264,-0.08271567393450001
ACH-000265,-0.19659742378199999
ACH-000266,-0.159237989668
ACH-000272,-0.423781233476
ACH-000273,-0.22339608882
ACH-000274,-0.118782426908
ACH-000277,0.241487799975
ACH-000278,-0.195784858923
ACH-000279,-0.130004081645
ACH-000280,-0.34440654449600006
ACH-000281,-0.16961349014600002
ACH-000288,-0.241979930741
ACH-000291,-0.312801649899
ACH-000293,-0.0979643695298
ACH-000294,-0.500782111162
ACH-000295,-0.503665245331
ACH-000296,-0.34629836026999994
ACH-000302,-0.156230714885
ACH-000304,-0.36787790959600003
ACH-000307,-0.115977082096
ACH-000308,-0.16754986818
ACH-000310,-0.321803138796
ACH-000311,-0.24694585979800002
ACH-000312,-0.134773771865
ACH-000315,0.173910994998
ACH-000316,-0.12238797627
ACH-000317,-0.48538435047600004
ACH-000318,-0.264209089754
ACH-000319,0.06314014205580001
ACH-000320,-0.32853159574900004
ACH-000322,-0.326718195185
ACH-000323,-0.012891884382700001
ACH-000324,-0.225687665524
ACH-000329,-0.208437299047
ACH-000330,-0.07334452690889999
ACH-000331,-0.175711374892
ACH-000332,-0.182783151684
ACH-000334,-0.00446873387125
ACH-000335,-0.283606417637
ACH-000336,-0.311630194035
ACH-000337,-0.0767073867905
ACH-000339,-0.19672462999
ACH-000341,-0.0729686826248
ACH-000348,-0.04665795175419999
ACH-000350,-0.233718035532
ACH-000352,-0.18420747141899999
ACH-000356,0.171984385346
ACH-000361,-0.19321440329599998
ACH-000362,-0.39997796379199996
ACH-000363,-0.198468560957
ACH-000364,-0.231681856533
ACH-000365,-0.298332461167
ACH-000366,-0.0703484223609
ACH-000368,-0.21502812783599998
ACH-000374,-0.223827295518
ACH-000375,-0.266242522908
ACH-000376,-0.290645908068
ACH-000381,-0.367512210056
ACH-000383,-0.23002077458
ACH-000387,-0.24638835671700002
ACH-000389,-0.09954410572339999
ACH-000390,-0.322091267777
ACH-000393,-0.4488327223
ACH-000395,-0.27544979832
ACH-000397,-0.196563017977
ACH-000401,-0.44153355897
ACH-000402,-0.142284630978
ACH-000403,-0.167399775703
ACH-000404,-0.0276562559508
ACH-000406,-0.282116893558
ACH-000407,-0.351530193175
ACH-000408,0.026166634516599997
ACH-000410,-0.193067758105
ACH-000411,-0.278169190711
ACH-000414,-0.183350616523
ACH-000415,-0.12350502490599999
ACH-000416,-0.183768209819
ACH-000420,-0.10149182936899999
ACH-000421,-0.140952608858
ACH-000424,-0.00303514217214
ACH-000425,-0.163534212556
ACH-000426,-0.295780391726
ACH-000427,-0.0482355807109
ACH-000433,-0.325626340143
ACH-000436,-0.163590629535
ACH-000444,-0.06949391929830001
ACH-000445,-0.0953075439017
ACH-000448,-0.0684046083881
ACH-000450,-0.22733240754700001
ACH-000452,-0.200964653445
ACH-000454,-0.100161309258
ACH-000458,-0.0545090728908
ACH-000459,-0.30078028998000006
ACH-000460,-0.37329462188100004
ACH-000461,-0.036470209008499996
ACH-000463,-0.22428978737100003
ACH-000464,-0.0471213315459
ACH-000466,-0.215685401443
ACH-000467,-0.18115706702799997
ACH-000468,-0.262133300309
ACH-000469,0.0169704056128
ACH-000470,-0.28476404409899997
ACH-000471,-0.141085779882
ACH-000472,-0.170649668059
ACH-000473,-0.0598218135315
ACH-000475,-0.23527551199400001
ACH-000476,0.13654074803400001
ACH-000477,-0.102003390704
ACH-000480,-0.0751937272977
ACH-000481,-0.145843092009
ACH-000483,-0.115497473032
ACH-000484,-0.14144639779100002
ACH-000485,-0.21451667378
ACH-000486,-0.17861204995299998
ACH-000487,-0.278952833636
ACH-000488,-0.198195841001
ACH-000490,-0.177480429554
ACH-000491,-0.11300628045999998
ACH-000495,-0.298997854895
ACH-000496,-0.467464160321
ACH-000499,-0.101972598922
ACH-000500,-0.566941704606
ACH-000502,-0.15699528367499999
ACH-000503,-0.165111909728
ACH-000505,-0.199116225959
ACH-000507,-0.231004818333
ACH-000510,-0.144518374438
ACH-000511,-0.11933393191
ACH-000512,-0.19264611934700002
ACH-000516,-0.22021628483199998
ACH-000517,-0.0691838370735
ACH-000518,-0.025108039547999998
ACH-000520,-0.151296738494
ACH-000521,-0.149121672836
ACH-000522,-0.161309834997
ACH-000524,-0.151908175053
ACH-000527,-0.11775962676799999
ACH-000528,-0.268375506042
ACH-000537,-0.11089373640399999
ACH-000541,-0.347184733207
ACH-000542,-0.26461426649500003
ACH-000544,-0.298734367746
ACH-000545,-0.14418230072799998
ACH-000547,-0.36021262570100004
ACH-000548,-0.21291539753
ACH-000549,-0.349657003186
ACH-000550,-0.376077322068
ACH-000552,-0.29774669410300003
ACH-000556,-0.199866789569
ACH-000557,-0.324395383829
ACH-000570,-0.161820304734
ACH-000571,-0.061016067730099995
ACH-000573,-0.16630503901
ACH-000576,-0.11622947733200001
ACH-000580,-0.245275689796
ACH-000584,-0.239364609718
ACH-000585,-0.18617471043699999
ACH-000588,-0.158817385352
ACH-000589,-0.321914296626
ACH-000591,-0.341205101956
ACH-000593,-0.331669928145
ACH-000600,-0.15224755908600002
ACH-000601,-0.300364389364
ACH-000604,-0.023595685839
ACH-000605,-0.213858307733
ACH-000606,-0.176058524201
ACH-000608,-0.0794344265951
ACH-000614,-0.23454015944
ACH-000616,-0.0105041577126
ACH-000618,-0.07858373048810001
ACH-000619,-0.33700075314499994
ACH-000620,-0.14522055586
ACH-000621,-0.23920840100699997
ACH-000622,-0.20342512253800002
ACH-000623,-0.218388206992
ACH-000624,-0.12468702114399999
ACH-000627,-0.240026589333
ACH-000630,-0.31403904946899996
ACH-000632,-0.22057323573000004
ACH-000633,-0.194804563504
ACH-000637,0.0129313997398
ACH-000638,-0.200924050326
ACH-000646,0.0433575568994
ACH-000647,-0.057777422769200004
ACH-000648,-0.313823265729
ACH-000649,-0.166012138818
ACH-000651,-0.287846813079
ACH-000652,-0.137846795472
ACH-000653,-0.0508065991538
ACH-000657,-0.233074635772
ACH-000658,-0.170033897222
ACH-000661,-0.022431618590199997
ACH-000662,0.0131134900701
ACH-000663,-0.06607653550130001
ACH-000665,-0.45579735992200004
ACH-000671,-0.28260746278
ACH-000673,-0.163803951619
ACH-000676,-0.115410414321
ACH-000677,0.0437339038275
ACH-000681,-0.17657137742600001
ACH-000682,-0.298977254107
ACH-000683,-0.19048780442699997
ACH-000684,-0.041148804148699994
ACH-000688,-0.0363446612325
ACH-000693,-0.32727545469999997
ACH-000694,-0.18969084677700002
ACH-000695,-0.181458870312
ACH-000696,-0.181593014336
ACH-000697,-0.117667297612
ACH-000699,-0.154923564655
