,LST1 (7940)
ACH-000004,-0.40421961084700003
ACH-000007,-0.5169760153399999
ACH-000009,-0.603894122186
ACH-000011,-0.449922929445
ACH-000012,-0.581315526107
ACH-000013,-0.58317872255
ACH-000014,-0.673330025597
ACH-000015,-0.440039729134
ACH-000017,-0.5129430083340001
ACH-000018,-0.577683807731
ACH-000019,-0.486823079889
ACH-000021,-0.441420166557
ACH-000022,-0.471726812861
ACH-000025,-0.599667467073
ACH-000028,-0.346955416617
ACH-000030,-0.5812502912049999
ACH-000035,-0.47085732911399997
ACH-000036,-0.425404698219
ACH-000037,-0.26734753513099996
ACH-000039,-0.706115008725
ACH-000040,-0.24740884088399998
ACH-000041,-0.225664359902
ACH-000042,-0.573966116001
ACH-000045,-0.39848787308899997
ACH-000047,-0.364706302598
ACH-000052,-0.24126998632399999
ACH-000053,-0.47837186578999996
ACH-000054,-0.30050891174100003
ACH-000055,-0.43771523203199997
ACH-000060,-0.5351181732620001
ACH-000067,-0.572344057314
ACH-000070,-0.139529464013
ACH-000075,-0.39839127816500003
ACH-000078,-0.470838919923
ACH-000082,-0.284143339996
ACH-000085,-0.654989596986
ACH-000086,-0.619192814603
ACH-000087,-0.417089501919
ACH-000092,-0.5106155367899999
ACH-000095,-0.455115268401
ACH-000097,-0.288112088976
ACH-000098,-0.443921579178
ACH-000099,-0.491186913864
ACH-000108,-0.691581976236
ACH-000113,-0.48855719892099997
ACH-000115,-0.6997192454060001
ACH-000116,-0.537565894727
ACH-000118,-0.458289632386
ACH-000120,-0.5920180887950001
ACH-000123,-0.559218826742
ACH-000127,-0.41103073585100003
ACH-000128,-0.499179977113
ACH-000132,-0.48980930284400004
ACH-000133,-0.6017695905
ACH-000137,-0.38641966761200003
ACH-000138,-0.7238844175779999
ACH-000142,-0.512139931285
ACH-000143,-0.526608048486
ACH-000146,-0.481208795579
ACH-000148,-0.408735065975
ACH-000150,-0.387756535766
ACH-000152,-0.35960812129299996
ACH-000153,-0.41068842620800006
ACH-000159,-0.5170417188040001
ACH-000160,-0.501283794112
ACH-000163,-0.44312112047799995
ACH-000167,-0.758887950715
ACH-000168,-0.25802472472
ACH-000169,-0.37314194533100004
ACH-000178,-0.322630837458
ACH-000182,-0.450426572404
ACH-000183,-0.365830348076
ACH-000188,-0.517831395205
ACH-000189,-0.316479321299
ACH-000190,-0.484877371494
ACH-000198,-0.533332906753
ACH-000204,-0.40647347822499996
ACH-000206,-0.5075708937569999
ACH-000207,-0.628605911505
ACH-000211,-0.46080341001
ACH-000215,-0.565791276381
ACH-000221,-0.42828492754600006
ACH-000222,-0.418983698802
ACH-000223,-0.574942012759
ACH-000226,-0.439340205685
ACH-000227,-0.629468497938
ACH-000228,-0.723872997024
ACH-000231,-0.4557008675
ACH-000232,-0.39705818411300003
ACH-000233,-0.6012603686300001
ACH-000234,-0.57594296894
ACH-000235,-0.550485898671
ACH-000237,-0.45074661774700003
ACH-000238,-0.536577450553
ACH-000243,-0.49532071663099997
ACH-000244,-0.732086690669
ACH-000246,-0.401591279045
ACH-000248,-0.509986275206
ACH-000250,-0.43033477732500003
ACH-000251,-0.39669367782799997
ACH-000253,-0.397136068909
ACH-000255,-0.582074007764
ACH-000256,-0.338403244727
ACH-000257,-0.0007419475942489999
ACH-000258,-0.510500992387
ACH-000259,-0.386522863752
ACH-000260,-0.47306787391500005
ACH-000261,-0.48460811315499996
ACH-000262,-0.201271433006
ACH-000263,-0.00513340985072
ACH-000264,-0.36933933331200003
ACH-000265,-0.611530223508
ACH-000266,-0.525600580905
ACH-000272,-0.434156234727
ACH-000273,-0.602835499644
ACH-000274,-0.468217930454
ACH-000277,-0.573576297724
ACH-000278,-0.37143827311899996
ACH-000279,-0.474477214164
ACH-000280,-0.560286631796
ACH-000281,-0.708728423943
ACH-000288,-0.512664003651
ACH-000291,-0.40358014439
ACH-000293,-0.156697189895
ACH-000294,-0.514665547087
ACH-000295,-0.692802690475
ACH-000296,-0.746855747782
ACH-000302,-0.490473683798
ACH-000304,-0.04794264289609999
ACH-000307,-0.490339054419
ACH-000308,-0.480384859007
ACH-000310,-0.67426425255
ACH-000311,-0.692634385837
ACH-000312,-0.727837740428
ACH-000315,-0.40578779186999997
ACH-000316,-0.210517086005
ACH-000317,-0.51720884244
ACH-000318,-0.536120621961
ACH-000319,-0.479676474897
ACH-000320,-0.9319742939390001
ACH-000322,-0.25446547751
ACH-000323,-0.447974435275
ACH-000324,-0.592656947748
ACH-000329,-0.446994717213
ACH-000330,-0.697532932532
ACH-000331,-0.50667805333
ACH-000332,-0.596780349476
ACH-000334,-0.242429135161
ACH-000335,-0.471105720622
ACH-000336,-0.582694776709
ACH-000337,-0.7312772507340001
ACH-000339,-0.421056875404
ACH-000341,-0.304532941774
ACH-000348,-0.367510237834
ACH-000350,-0.496083827988
ACH-000352,-0.3240657075
ACH-000356,-0.353029472257
ACH-000361,-0.378501444238
ACH-000362,-0.648634491392
ACH-000363,-0.44337257172600003
ACH-000364,-0.44231217867
ACH-000365,-0.262704377489
ACH-000366,-0.420055681991
ACH-000368,-0.6019568602790001
ACH-000374,-0.847098604048
ACH-000375,-0.572945915003
ACH-000376,-0.35559407057
ACH-000381,-0.423184306264
ACH-000383,-0.5349577651640001
ACH-000387,-0.420073283803
ACH-000389,-0.264942089106
ACH-000390,-0.5608912514600001
ACH-000393,-0.852143681294
ACH-000395,-0.457062470465
ACH-000397,-0.38723412240099997
ACH-000401,-0.320130385568
ACH-000402,-0.350121736079
ACH-000403,-0.449031672447
ACH-000404,-0.65295463674
ACH-000406,-0.577987913455
ACH-000407,-0.354699592118
ACH-000408,-0.7331512910100001
ACH-000410,-0.25795436403
ACH-000411,-0.361876699899
ACH-000414,-0.631482214597
ACH-000415,-0.597201525695
ACH-000416,-0.396725180787
ACH-000420,-0.49360127541999993
ACH-000421,-0.500439284748
ACH-000424,-0.275816621324
ACH-000425,-0.464802170942
ACH-000426,-0.468387314071
ACH-000427,-0.44993297610399996
ACH-000433,-0.63059180551
ACH-000436,-0.49183004577399997
ACH-000444,-0.417567734437
ACH-000445,-0.44968682994599996
ACH-000448,-0.358075016456
ACH-000450,-0.471350694929
ACH-000452,-0.49777495458000004
ACH-000454,-0.731770603889
ACH-000458,-0.38404306008100003
ACH-000459,0.00478436773545
ACH-000460,-0.43554763812799996
ACH-000461,-0.301266710244
ACH-000463,-0.422030425375
ACH-000464,-0.430441382838
ACH-000466,-0.42642496095700005
ACH-000467,-0.482399470779
ACH-000468,-0.593566265104
ACH-000469,-0.280912809958
ACH-000470,-0.622501994231
ACH-000471,-0.350466679484
ACH-000472,-0.378907758574
ACH-000473,-0.37206379978
ACH-000475,-0.35028457109
ACH-000476,-0.453664354754
ACH-000477,-0.251681707454
ACH-000480,-0.295499384247
ACH-000481,-0.608149674358
ACH-000483,-0.43084953822
ACH-000484,-0.241128730255
ACH-000485,-0.424790288602
ACH-000486,-0.5796352969699999
ACH-000487,-0.41003273197800005
ACH-000488,-0.49031868541199997
ACH-000490,-0.611719650246
ACH-000491,-0.28331998151500004
ACH-000495,-0.44105544179399997
ACH-000496,-0.492576888104
ACH-000499,-0.402027390406
ACH-000500,-0.151570400996
ACH-000502,-0.475832737588
ACH-000503,-0.61856413217
ACH-000505,-0.5580629615380001
ACH-000507,-0.40595525437700003
ACH-000510,-0.38744704551700004
ACH-000511,-0.300591554525
ACH-000512,-0.7046498231280001
ACH-000516,-0.575686129745
ACH-000517,-0.454688805434
ACH-000518,-0.437041327096
ACH-000520,-0.274483366241
ACH-000521,-0.5836181669330001
ACH-000522,-0.46113269399400003
ACH-000524,-0.5900044154730001
ACH-000527,-0.38838954515600005
ACH-000528,-0.485534530448
ACH-000537,-0.541040523896
ACH-000541,-0.459126513878
ACH-000542,-0.40246518599500003
ACH-000544,-0.755984417747
ACH-000545,-0.469123746889
ACH-000547,-0.48744052288999995
ACH-000548,-0.543254600789
ACH-000549,-0.623737877693
ACH-000550,-0.551394699431
ACH-000552,-0.35527064181900003
ACH-000556,-0.564286186433
ACH-000557,-0.127163208961
ACH-000570,-0.27806314178
ACH-000571,-0.255904665681
ACH-000573,-0.271130010272
ACH-000576,-0.518381301154
ACH-000580,-0.201066210437
ACH-000584,-0.334438480724
ACH-000585,-0.511026358992
ACH-000588,-0.422421862093
ACH-000589,-0.367393645703
ACH-000591,-0.504468856141
ACH-000593,-0.484986005219
ACH-000600,-0.643985564366
ACH-000601,-0.508102235308
ACH-000604,-0.323360668292
ACH-000605,-0.652274584618
ACH-000606,-0.768225929752
ACH-000608,-0.7116858660050001
ACH-000614,-0.187853079118
ACH-000616,-0.553617114688
ACH-000618,-0.456205700751
ACH-000619,-0.54648224821
ACH-000620,-0.265494406421
ACH-000621,-0.6217518342230001
ACH-000622,-0.470779834506
ACH-000623,-0.471821603636
ACH-000624,-0.46610145499899996
ACH-000627,-0.5221677357760001
ACH-000630,-0.476528807787
ACH-000632,-0.31325830381700004
ACH-000633,-0.434325992696
ACH-000637,-0.385948984212
ACH-000638,-0.619292348652
ACH-000646,-0.7068152815800001
ACH-000647,-0.53305902906
ACH-000648,-0.40919048486599996
ACH-000649,-0.38855030590000006
ACH-000651,-0.404167186589
ACH-000652,-0.5288827246310001
ACH-000653,-0.450139637815
ACH-000657,-0.39611637387299997
ACH-000658,-0.521027337677
ACH-000661,-0.43619276191699996
ACH-000662,-0.45738223310099996
ACH-000663,-0.603876551709
ACH-000665,-0.483245126214
ACH-000671,-0.25964096009
ACH-000673,-0.420617344947
ACH-000676,-0.461150505577
ACH-000677,-0.43285156422700005
ACH-000681,-0.617384829173
ACH-000682,-0.584189467641
ACH-000683,-0.559394452604
ACH-000684,-0.35482644490599996
ACH-000688,-0.642011994481
ACH-000693,-0.598554186078
ACH-000694,-0.48304187726099995
ACH-000695,-0.14973168179500002
ACH-000696,-0.439235984739
ACH-000697,-0.297642378705
ACH-000699,-0.41021131825
ACH-000701,-0.7077331931999999
ACH-000706,-0.451331966327
ACH-000711,-0.486109523286
ACH-000713,-0.7334276164839999
ACH-000714,-0.521931228247
ACH-000718,-0.483844314728
ACH-000720,-0.514607804228
ACH-000721,-0.6485272746630001
ACH-000724,-0.324501305124
ACH-000725,-0.242679117996
ACH-000732,-0.524997514729
ACH-000734,-0.530069799992
ACH-000735,-0.397039855644
ACH-000736,-0.31416170166900004
ACH-000738,-0.42100321791100004
ACH-000746,-0.360732744136
ACH-000747,-0.457807063509
ACH-000748,-0.328370610812
ACH-000753,-0.415095881717
ACH-000756,-0.21720221350000002
ACH-000757,-0.5241217641579999
ACH-000758,-0.603903504991
ACH-000760,-0.36649110089599995
ACH-000763,-0.628861262423
ACH-000764,-1.05974748588
ACH-000765,-0.505723238185
ACH-000766,-0.510444022243
ACH-000767,-0.510407800222
ACH-000768,-0.410793576786
ACH-000769,-0.588220813368
ACH-000770,-0.420293923438
ACH-000771,-0.329823274104
ACH-000773,-0.553802674306
ACH-000776,-0.5451198291
ACH-000777,-0.6939167912909999
ACH-000778,-0.483022382552
ACH-000781,-0.701588924594
ACH-000782,-0.302109993693
ACH-000783,-0.5927201931889999
ACH-000784,-0.5302382994
ACH-000785,-0.48859637710000003
ACH-000787,-0.468260085468
ACH-000788,-0.367476574819
ACH-000791,-0.557398323412
ACH-000792,-0.373034999274
ACH-000794,-0.31202302819
ACH-000796,-0.35962828837899996
ACH-000799,-0.454260898177
ACH-000800,-0.297820110569
ACH-000802,-0.510236569612
ACH-000804,-0.462519543284
ACH-000805,-0.220624706041
ACH-000809,-0.28862726398899996
ACH-000810,-0.337432488364
ACH-000811,-0.413427085677
ACH-000817,-0.476661424354
ACH-000819,-0.395930409193
ACH-000820,-0.139848478009
ACH-000821,-0.326023035741
ACH-000822,-0.32833732585299996
ACH-000823,-0.37795515265
ACH-000824,-0.525774822118
ACH-000827,-0.279035971392
ACH-000829,-0.614013901337
ACH-000831,-0.509656045611
ACH-000832,-0.391753910453
ACH-000833,-0.185292191752
ACH-000834,-0.5113009655080001
ACH-000835,-0.322527698159
ACH-000836,-0.431105349732
ACH-000837,-0.506816134218
ACH-000838,-0.44030351265900003
ACH-000839,-0.32393638174199996
ACH-000840,-0.0678183717507
ACH-000841,-0.570522007705
ACH-000843,-0.0963412139235
ACH-000846,-0.179882044265
ACH-000847,-0.623323246723
ACH-000848,-0.490474249554
ACH-000849,-0.499945917914
ACH-000851,-0.584290062578
ACH-000855,-0.37905820673199997
ACH-000856,-0.608537028075
ACH-000858,-0.433940441272
ACH-000859,-0.6302807963139999
ACH-000861,-0.409378322971
ACH-000862,-0.508934774477
ACH-000865,-0.607292864012
ACH-000866,-0.38550513867799996
ACH-000867,-0.48743500521000005
ACH-000869,-0.353851397641
ACH-000872,-0.52234359557
ACH-000873,-0.433415308512
ACH-000876,-0.47625405627800005
ACH-000878,-0.574289790499
ACH-000880,-0.325357618405
ACH-000881,-0.37339252768799996
ACH-000882,-0.493654071632
ACH-000884,-0.388759044625
ACH-000885,-0.316315973555
ACH-000887,-0.458058812221
ACH-000888,-0.40332479198
ACH-000889,-0.869518631238
ACH-000890,-0.342234859903
ACH-000896,-0.388363293701
ACH-000898,-0.348409885075
ACH-000900,-0.422655626754
ACH-000901,-0.493320139825
ACH-000905,-0.494533705765
ACH-000906,-0.45267136825599996
ACH-000907,-0.308985909879
ACH-000910,-0.472958829003
ACH-000911,-0.49266546754900004
ACH-000912,-0.475219572482
ACH-000913,-0.637761760304
ACH-000915,-0.216620260933
ACH-000916,-0.45567704383999996
ACH-000917,-0.387289564255
ACH-000921,-0.524485183613
ACH-000924,-0.454924731614
ACH-000926,-0.7119279656209999
ACH-000928,-0.413818924946
ACH-000929,-0.554125732403
ACH-000932,-0.297021746666
ACH-000935,-0.38042286416500004
ACH-000936,-0.35729784751800003
ACH-000937,-0.305312160645
ACH-000938,-0.30617263003199996
ACH-000939,-0.431891227588
ACH-000941,-0.609553177015
ACH-000943,-0.378467102425
ACH-000946,-0.41230304500200005
ACH-000947,-0.39072021317199995
ACH-000948,-0.48372882715800003
ACH-000950,-0.4232325494
ACH-000953,-0.365642020866
ACH-000957,-0.39560596825499994
ACH-000958,-0.321785510606
ACH-000960,-0.39396044905199995
ACH-000963,-0.477845615142
ACH-000968,-0.700214614623
ACH-000969,-0.427776494971
ACH-000973,-0.516130703372
ACH-000974,-0.31744830361
ACH-000975,-0.41627329223000004
ACH-000976,-0.331820651193
ACH-000978,-0.541200598942
ACH-000980,-0.42013363058200004
ACH-000984,-0.210566735368
ACH-000986,-0.515227895838
ACH-000988,-0.250976368755
ACH-000993,-0.272835185607
ACH-000994,-0.403961902886
ACH-000996,-0.383828491692
ACH-001001,-0.496358547643
ACH-001020,-0.7756739112119999
ACH-001028,-0.343791676223
ACH-001031,-0.556686139931
ACH-001038,-0.400835309419
ACH-001048,-0.40617408328000004
ACH-001050,-0.44413586661399995
ACH-001053,-0.319150078653
ACH-001054,-0.512435226461
ACH-001061,-0.518878621606
ACH-001067,-0.463025087676
ACH-001075,-0.493082976959
ACH-001096,-0.45995123327299997
ACH-001128,-0.531370253015
ACH-001134,-0.305077638456
ACH-001151,-0.570300408624
ACH-001163,-0.46668806728
ACH-001164,0.039625126213599995
ACH-001173,-0.383764450824
ACH-001183,-0.60923073954
ACH-001184,-0.335064614683
ACH-001190,-0.512864627091
ACH-001192,-0.40371910897299995
ACH-001193,-0.388504801233
ACH-001196,-0.24128831827799999
ACH-001197,-0.549103835841
ACH-001205,-0.427140742912
ACH-001211,-0.48086696168799997
ACH-001212,-0.40457250042
ACH-001228,-0.4051809267
ACH-001232,-0.441193933245
ACH-001239,-0.373768069816
ACH-001274,-0.251282897782
ACH-001275,-0.6244963841100001
ACH-001277,-0.262951687028
ACH-001278,-0.492068381867
ACH-001280,-0.38357473793200003
ACH-001283,-0.469574161103
ACH-001289,-0.448301860037
ACH-001295,-0.494890255066
ACH-001300,-0.386161953626
ACH-001301,-0.344150804567
ACH-001302,-0.637569077053
ACH-001303,-0.505732796187
ACH-001306,-0.37015166149400003
ACH-001318,-0.37100475220299994
ACH-001322,-0.778509612658
ACH-001328,-0.46074415462499996
ACH-001332,-0.568623794871
ACH-001333,-0.0661673215826
ACH-001336,-0.42731374651299997
ACH-001340,-0.403543481872
ACH-001346,-0.44613363902599995
ACH-001353,-0.43550659417800003
ACH-001354,-0.450568075601
ACH-001367,-0.385593411537
ACH-001368,-0.554267017381
ACH-001374,-0.514656673623
ACH-001375,-0.397394391285
ACH-001377,-0.398005470348
ACH-001380,-0.33044467438999997
ACH-001391,-0.330769186675
ACH-001407,-0.5532023402690001
ACH-001408,-0.473777088754
ACH-001413,-0.377589808727
ACH-001430,-0.46005617895
ACH-001431,-0.5101628737789999
ACH-001450,-0.0360660691004
ACH-001496,-0.478700746597
ACH-001500,-0.493479587594
ACH-001521,-0.7442878481190001
ACH-001523,-0.410875777701
ACH-001532,-0.286107665957
ACH-001536,-0.310479117324
ACH-001550,-0.6330129426359999
ACH-001552,-0.509260515858
ACH-001554,-0.420207234299
ACH-001645,-0.169651665762
ACH-001654,-0.518538376798
ACH-001715,-0.433005790261
ACH-001735,-0.45456745595700004
ACH-001736,-0.47957886484800005
ACH-001737,-0.0554954779196
ACH-001740,-0.212787287358
ACH-001745,-0.449443676746
ACH-001750,-0.535320288578
ACH-001765,-0.678049115041
ACH-001956,-0.257715174908
ACH-001957,-0.459811206734
