,PARD6G (84552)
ACH-000198,-0.08396697687650001
ACH-000204,0.0258425518132
ACH-000206,0.00270751729704
ACH-000207,-0.0374330032872
ACH-000211,-0.193163977513
ACH-000215,-0.162082185357
ACH-000221,0.0018432232854400001
ACH-000222,-0.374914784108
ACH-000223,-0.354277098832
ACH-000226,0.033280749647499996
ACH-000227,-0.0955212805751
ACH-000228,-0.0793887103703
ACH-000231,-0.137817642481
ACH-000232,-0.24216494911800002
ACH-000233,-0.146925105092
ACH-000234,0.049063822389699994
ACH-000235,-0.18336819693700002
ACH-000237,-0.241859872033
ACH-000238,-0.704186022036
ACH-000243,-0.183615059742
ACH-000244,-0.07747301787710001
ACH-000246,-0.162852698598
ACH-000248,-0.134304244165
ACH-000250,-0.274940828102
ACH-000251,-0.263517593547
ACH-000253,-0.21378437352600002
ACH-000255,-0.0463517443712
ACH-000256,-0.233075998213
ACH-000257,-0.0704616115885
ACH-000258,-0.17196978149999997
ACH-000259,-0.27433723492600004
ACH-000260,-0.211361867738
ACH-000261,-0.20591764024300002
ACH-000262,-0.0454863087713
ACH-000263,-0.015235889659599999
ACH-000264,-0.20162791897100002
ACH-000265,0.043352102422500004
ACH-000266,-0.263294410751
ACH-000272,-0.21481148455200003
ACH-000273,-0.408701460307
ACH-000274,-0.192269643109
ACH-000277,-0.272041010981
ACH-000278,-0.420480260386
ACH-000279,-0.049593835807400004
ACH-000280,-0.0909315477846
ACH-000281,-0.220092338052
ACH-000288,-0.18779096950899998
ACH-000291,-0.146458560151
ACH-000293,-0.490541634937
ACH-000294,-0.409509919083
ACH-000295,0.052284052670999996
ACH-000296,-0.166442392063
ACH-000302,-0.20417702670600002
ACH-000304,-0.0591162026339
ACH-000307,-0.201560896105
ACH-000308,-0.211336433965
ACH-000310,-0.277548897271
ACH-000311,-0.139525218514
ACH-000312,-0.156648793735
ACH-000315,-0.000538101004693
ACH-000316,-0.17664131437800001
ACH-000317,-0.129503550525
ACH-000318,-0.405499597968
ACH-000319,-0.086335733347
ACH-000320,-0.094540331697
ACH-000322,-0.553571512812
ACH-000323,-0.136933430228
ACH-000324,-0.12586502966600002
ACH-000329,-0.198036935179
ACH-000330,-0.0606864566911
ACH-000331,-0.0381171991237
ACH-000332,-0.126069834151
ACH-000334,-0.337839699978
ACH-000335,-0.0611672032891
ACH-000336,0.0708698909565
ACH-000337,-0.123232169921
ACH-000339,-0.141473775162
ACH-000341,-0.274028816492
ACH-000348,-0.151363351532
ACH-000350,-0.302541237886
ACH-000352,-0.190864273195
ACH-000356,-0.20285867982099998
ACH-000361,-0.262390950822
ACH-000362,-0.0933873671112
ACH-000363,-0.194283045785
ACH-000364,-0.312945905808
ACH-000365,-0.0455035873681
ACH-000366,-0.19693162956799998
ACH-000368,-0.41093894870700004
ACH-000374,-0.374738412265
ACH-000375,-0.324231808151
ACH-000376,-0.0620700593123
ACH-000381,-0.395644374356
ACH-000383,-0.286434995094
ACH-000387,-0.074828501132
ACH-000389,-0.198933378299
ACH-000390,0.006391067082050001
ACH-000393,-0.0981017200445
ACH-000395,-0.15994737769200001
ACH-000397,-0.116452488309
ACH-000401,-0.229354665519
ACH-000402,-0.521045984642
ACH-000403,-0.22721157949
ACH-000404,0.027105826477099998
ACH-000406,-0.19616491752300003
ACH-000407,-0.0918448349586
ACH-000408,-0.19492519617899998
ACH-000410,-0.240508474054
ACH-000411,-0.207101432448
ACH-000414,-0.293918458741
ACH-000415,-0.07689343308589999
ACH-000416,-0.222169963881
ACH-000420,-0.09853353209629999
ACH-000421,-0.128640749623
ACH-000424,-0.168051040165
ACH-000425,0.056400591654699996
ACH-000426,0.21575452672899997
ACH-000427,-0.19632968473600002
ACH-000433,-0.195683849844
ACH-000436,-0.424757727542
ACH-000444,-0.101375325101
ACH-000445,-0.0509820634609
ACH-000448,-0.18063623462099998
ACH-000450,-0.056791859958499995
ACH-000452,-0.140430149698
ACH-000454,-0.37523547302
ACH-000458,-0.09643295248510002
ACH-000459,-0.353166636967
ACH-000460,-0.026631036964699997
ACH-000461,0.07688925738869999
ACH-000463,-0.202356285343
ACH-000464,-0.0678407128318
ACH-000466,-0.17823838793699998
ACH-000467,-0.13685387043400002
ACH-000468,-0.23104641768599998
ACH-000469,-0.145121275436
ACH-000470,-0.0858740257732
ACH-000471,-0.18525962929099998
ACH-000472,-0.212285064394
ACH-000473,-0.0705977459373
ACH-000475,-0.177620394182
ACH-000476,-0.210310928727
ACH-000477,-0.23934980264400002
ACH-000480,-0.19569640568500002
ACH-000481,-0.118868348212
ACH-000483,0.042373163844699996
ACH-000484,-0.295264304736
ACH-000485,-0.292125698526
ACH-000486,0.0217439468444
ACH-000487,-0.09468872507710001
ACH-000488,-0.0788691644401
ACH-000490,0.003790665919
ACH-000491,-0.111104065724
ACH-000495,-0.142093800943
ACH-000496,-0.161341237282
ACH-000499,-0.006510587205449999
ACH-000500,-0.397232109906
ACH-000502,-0.286412788603
ACH-000503,-0.0492770396832
ACH-000505,-0.286455249234
ACH-000507,0.0646257944029
ACH-000510,-0.115832239443
ACH-000511,-0.10305042502299999
ACH-000512,-0.316593353829
ACH-000516,-0.116827491242
ACH-000517,-0.249328328328
ACH-000518,0.083456115163
ACH-000520,-0.125058970737
ACH-000521,-0.35455701319300004
ACH-000522,-0.153208054099
ACH-000524,-0.169055515516
ACH-000527,-0.098569617302
ACH-000528,-0.22972586356
ACH-000537,-0.218057228125
ACH-000541,-0.15180916086500001
ACH-000542,-0.23554296457899998
ACH-000544,0.10110393243100001
ACH-000545,-0.293965366384
ACH-000547,0.0964159024245
ACH-000548,-0.145139853408
ACH-000549,-0.0441340418511
ACH-000550,-0.273443486539
ACH-000552,-0.191050344067
ACH-000556,-0.277032380442
ACH-000557,-0.35122915460799997
ACH-000570,-0.0815062790929
ACH-000571,-0.229082045495
ACH-000573,-0.22577491786999998
ACH-000576,-0.0626418090572
ACH-000580,-0.28443979669
ACH-000584,-0.262540182309
ACH-000585,-0.012740633299100001
ACH-000588,0.0934081837387
ACH-000589,-0.20754580416700003
ACH-000591,-0.209821517713
ACH-000593,-0.301061497904
ACH-000600,-0.157512224938
ACH-000601,-0.259371906472
ACH-000604,-0.8211110382790001
ACH-000605,-0.129404831058
ACH-000606,-0.148800938123
ACH-000608,-0.279932214691
ACH-000614,-0.305478443066
ACH-000616,-0.148635023023
ACH-000618,-0.24515196011999998
ACH-000619,-0.289390490146
ACH-000620,-0.10717045751399999
ACH-000621,-0.318723109697
ACH-000622,-0.13523428317
ACH-000623,-0.350635507674
ACH-000624,-0.20388145353300002
ACH-000627,-0.271004057307
ACH-000630,-0.166395752335
ACH-000632,-0.13497025479
ACH-000633,-0.17129616549899998
ACH-000637,0.053980446283099996
ACH-000638,-0.219638448722
ACH-000646,-0.0698769293898
ACH-000647,-0.265132077039
ACH-000648,-0.382566347654
ACH-000649,-0.23847160061
ACH-000651,-0.11035962646500001
ACH-000652,-0.210886273803
ACH-000653,-0.0856983999003
ACH-000657,-0.014224911685
ACH-000658,-0.157210461919
ACH-000661,-0.138459403345
ACH-000662,0.241432163935
ACH-000663,-0.549675849522
ACH-000665,-0.117081811327
ACH-000671,-0.0245267942728
ACH-000673,-0.24003445584600003
ACH-000676,-0.0956051997501
ACH-000677,-0.178325141239
ACH-000681,-0.12421657897
ACH-000682,-0.24367972467399998
ACH-000683,-0.308101167418
ACH-000684,0.06405992345030001
ACH-000688,0.0618521920321
ACH-000693,-0.0903233989363
ACH-000694,-0.023361520912700003
ACH-000695,-0.18608425526
ACH-000696,-0.140977223014
ACH-000697,0.12241901940700001
ACH-000699,-0.118194526719
ACH-000701,-0.23559417582199998
ACH-000706,-0.0937953414908
ACH-000711,-0.096918263151
ACH-000713,0.07302005340139998
ACH-000714,-0.34038483665799996
ACH-000718,-0.279844078266
ACH-000720,-0.129676139073
ACH-000721,-0.0543288767944
ACH-000724,-0.168176717329
ACH-000725,-0.026582887481400003
ACH-000732,-0.165348605497
ACH-000734,-0.0466950005123
ACH-000735,-0.21793426642799998
ACH-000736,-0.0979221983674
ACH-000738,-0.175147838431
ACH-000746,-0.0182498569452
ACH-000747,0.092685197754
ACH-000748,-0.188685832936
ACH-000753,-0.143280289729
ACH-000756,-0.394404059155
ACH-000757,-0.129204535742
ACH-000758,-0.187700064134
ACH-000760,-0.184229778148
ACH-000763,-0.0700815313881
ACH-000764,0.231116143979
ACH-000765,-0.14926291854499998
ACH-000766,-0.234449550575
ACH-000767,-0.21512577115200002
ACH-000768,0.06711809779109999
ACH-000769,-0.186113839564
ACH-000770,-0.152908287
ACH-000771,-0.17158342364300003
ACH-000773,-0.208722121724
ACH-000776,-0.36699482725
ACH-000777,-0.16156300722300002
ACH-000778,-0.105928472304
ACH-000781,-0.319036467264
ACH-000782,-0.408520064904
ACH-000783,-0.417492977627
ACH-000784,-0.263109343481
ACH-000785,-0.265872455007
ACH-000787,-0.21469605134
ACH-000788,-0.17422492596900002
ACH-000791,-0.141224855343
ACH-000792,-0.35994976421999997
ACH-000794,-0.20628206391399997
ACH-000796,-0.179756983709
ACH-000799,-0.316897852347
ACH-000800,-0.327230285377
ACH-000802,-0.08753490972689999
ACH-000804,-0.118570350572
ACH-000805,-0.09818394801489999
ACH-000809,-0.264247329378
ACH-000810,-0.5453657340479999
ACH-000811,-0.236621132727
ACH-000817,-0.09048874137150001
ACH-000819,-0.24693334156
ACH-000820,-0.226990841842
ACH-000821,-0.19335417703299998
ACH-000822,-0.0687604790407
ACH-000823,-0.38175318089500004
ACH-000824,-0.34121545714
ACH-000827,-0.127563626908
ACH-000829,-0.074684882742
ACH-000831,-0.026397281069299998
ACH-000832,-0.191969906243
ACH-000833,0.410092364397
ACH-000834,-0.08248179054110001
ACH-000835,-0.17879061273299998
ACH-000836,0.0523102419637
ACH-000837,-0.062427335426099996
ACH-000838,-0.128205100744
ACH-000839,-0.035068206928699996
ACH-000840,-0.367943130185
ACH-000841,-0.170973869754
ACH-000843,-0.22791171272900002
ACH-000846,-0.233072834182
ACH-000847,0.050793363737599996
ACH-000848,-0.130031126492
ACH-000849,-0.0035703702481799998
ACH-000851,0.049959517013
ACH-000855,-0.210204140495
ACH-000856,-0.296841848824
ACH-000858,-0.30548558746
ACH-000859,0.20771819177099998
ACH-000861,-0.08380598152660002
ACH-000862,-0.287865202864
ACH-000865,-0.19204357369000002
ACH-000866,-0.224201946765
ACH-000867,-0.126622163349
ACH-000869,-0.215874122157
ACH-000872,-0.169182700038
ACH-000873,0.07485251708860001
ACH-000876,-0.31084366069499997
ACH-000878,0.229875000019
ACH-000880,-0.046708419021199994
ACH-000881,-0.0975343830569
ACH-000882,-0.149641866491
ACH-000884,-0.0121960050447
ACH-000885,-0.302464483045
ACH-000887,-0.305426649531
ACH-000888,-0.20603173884300002
ACH-000889,-0.10710869338500001
ACH-000890,-0.0183688304637
ACH-000896,-0.06575719106599999
ACH-000898,-0.083051386184
ACH-000900,-0.106689615549
ACH-000901,-0.126413933039
ACH-000905,-0.22735206882
ACH-000906,-0.17156125911200001
ACH-000907,-0.461204725292
ACH-000910,-0.0366600774801
ACH-000911,-0.18795154928399999
ACH-000912,-0.11046321144200001
ACH-000913,-0.09355022697969999
ACH-000915,-0.13484917813300001
ACH-000916,-0.213354625891
ACH-000917,-0.19997990044199998
ACH-000921,-0.15808506372099998
ACH-000924,-0.174720271041
ACH-000926,-0.234984216567
ACH-000928,-0.45717123102799995
ACH-000929,-0.0015952454571900002
ACH-000932,-0.22628802977899998
ACH-000935,-0.355478102252
ACH-000936,-0.0532487243386
ACH-000937,-0.13589955296599998
ACH-000938,-0.229521711967
ACH-000939,-0.328660422279
ACH-000941,0.04477143638930001
ACH-000943,-0.189953214406
ACH-000946,-0.46391452734800004
ACH-000947,-0.319871505092
ACH-000948,-0.415840355888
ACH-000950,-0.343122119782
ACH-000953,-0.43275115168899997
ACH-000957,-0.216107028064
ACH-000958,-0.14067801350700002
ACH-000960,-0.132521115967
ACH-000963,0.0833916963778
ACH-000968,-0.207756417848
ACH-000969,-0.0714784427192
ACH-000973,-0.236056131457
ACH-000974,-0.159344270673
ACH-000975,-0.147360236481
ACH-000976,-0.343805599758
ACH-000978,-0.116910280353
ACH-000980,-0.21738403225400002
ACH-000984,-0.136557369479
ACH-000986,-0.08256944141739998
ACH-000988,-0.185096768969
ACH-000993,-0.362200936114
ACH-000994,-0.286490862526
ACH-000996,0.224361214026
ACH-001001,-0.149342468434
ACH-001020,-0.215341167987
ACH-001028,-0.211255233365
ACH-001031,-0.160833573745
ACH-001038,-0.140070630577
ACH-001048,-0.152612052169
ACH-001050,-0.127582626683
ACH-001053,-0.387667077938
ACH-001054,-0.154882192246
ACH-001061,-0.0582958995787
ACH-001067,-0.0582315854043
ACH-001075,-0.217763151982
ACH-001096,0.0005733246383159999
ACH-001128,-0.349618258513
ACH-001134,-0.0548551256916
ACH-001151,-0.264503841801
ACH-001163,-0.21092976386300002
ACH-001164,-0.36467929663000004
ACH-001173,-0.193902073271
ACH-001183,0.0344068687309
ACH-001184,-0.251927810293
ACH-001190,-0.177701337202
ACH-001192,-0.11950941765699999
ACH-001193,-0.104486411926
ACH-001196,0.025783893648900002
ACH-001197,-0.355306085789
ACH-001205,0.0103881724829
ACH-001211,-0.0587203250092
ACH-001212,-0.33832779434
ACH-001228,-0.46349732903499996
ACH-001232,-0.195929700049
ACH-001239,-0.269322870841
ACH-001274,-0.247274280722
ACH-001275,-0.293660167701
ACH-001277,-0.17890168306600002
ACH-001278,-0.321651138147
ACH-001280,-0.447247036266
ACH-001283,-0.235460152506
ACH-001289,-0.210036902541
ACH-001295,-0.30146347438099996
ACH-001300,0.0679198664935
ACH-001301,-0.0420717192492
ACH-001302,-0.541482235178
ACH-001303,-0.17535731112199998
ACH-001306,-0.143743145123
ACH-001318,0.047743996452900006
ACH-001322,-0.276791007558
ACH-001328,-0.235547380052
ACH-001332,-0.410333527346
ACH-001333,-0.46558165608400004
ACH-001336,-0.156947478554
ACH-001340,-0.155685190494
ACH-001346,-0.22004677516600002
ACH-001353,-0.37792331885200003
ACH-001354,-0.361187854925
ACH-001367,-0.16501113963300001
ACH-001368,-0.139434289109
ACH-001374,0.0377850909248
ACH-001375,-0.426669613544
ACH-001377,-0.444140685814
ACH-001380,-0.00723764349251
ACH-001391,-0.281161987322
ACH-001407,-0.134276487916
ACH-001408,-0.134638733741
ACH-001413,-0.22262034194400002
ACH-001430,-0.26861217381999997
ACH-001431,-0.32307468526099997
ACH-001450,-0.192061788906
ACH-001496,-0.24178321242400003
ACH-001500,-0.157257780162
ACH-001521,-0.000854991883519
ACH-001523,-0.333560161961
ACH-001532,-0.0544735591333
ACH-001536,-0.0305740441088
ACH-001550,-0.04118209947530001
ACH-001552,-0.140075974724
ACH-001554,-0.143704574036
ACH-001645,-0.122417738475
ACH-001654,-0.24967323553399998
ACH-001715,0.0190079235312
ACH-001735,-0.134470793801
ACH-001736,-0.09700631313960001
ACH-001737,-0.397186230642
ACH-001740,-0.273969541532
ACH-001745,-0.169357301028
ACH-001750,-0.444326462288
ACH-001765,-0.00420451462067
ACH-001956,-0.08169812046739999
ACH-001957,-0.289924377906
