,CAMP (820)
ACH-000310,-0.146147942026
ACH-000311,-0.056494106815
ACH-000312,-0.0450524913461
ACH-000315,0.0261777419317
ACH-000316,-0.0786262958337
ACH-000317,-0.06360919501540001
ACH-000318,-0.040495985594800006
ACH-000319,0.11099074874600001
ACH-000320,0.161479226829
ACH-000322,0.141185438368
ACH-000323,-0.290770838396
ACH-000324,-0.00679390023248
ACH-000329,0.012493264119200001
ACH-000330,-0.115108643337
ACH-000331,-0.140686250486
ACH-000332,-0.132103503609
ACH-000334,-0.0013139899462799999
ACH-000335,-0.15090280404200002
ACH-000336,-0.393273072089
ACH-000337,-0.163969122253
ACH-000339,-0.078504786351
ACH-000341,-0.129532669606
ACH-000348,0.028491531783599998
ACH-000350,0.0025448421599499997
ACH-000352,-0.020707437635400002
ACH-000356,-0.115409514839
ACH-000361,-0.158495598207
ACH-000362,-0.0703144349658
ACH-000363,-0.0676997133747
ACH-000364,-0.10156514218900001
ACH-000365,-0.0634562168971
ACH-000366,0.0431527339683
ACH-000368,-0.013497166779499999
ACH-000374,-0.160245025357
ACH-000375,-0.189413505892
ACH-000376,-0.11207271088
ACH-000381,-0.296473672194
ACH-000383,0.062428161764400004
ACH-000387,-0.149765688248
ACH-000389,-0.0892247169022
ACH-000390,-0.155290736807
ACH-000393,-0.152518598707
ACH-000395,-0.341624115286
ACH-000397,-0.06736747181559999
ACH-000401,-0.121603073883
ACH-000402,0.285138440249
ACH-000403,-0.07436746267910001
ACH-000404,-0.184774339981
ACH-000406,-0.0918455758267
ACH-000407,-0.183990980035
ACH-000408,0.28274905964200003
ACH-000410,-0.292500724888
ACH-000411,0.0776367140782
ACH-000414,0.00655583025418
ACH-000415,-0.232442086084
ACH-000416,-0.0316147674153
ACH-000420,-0.160646626926
ACH-000421,0.0349543310277
ACH-000424,-0.0911505677409
ACH-000425,-0.17042212696400003
ACH-000426,0.0385330141854
ACH-000427,-0.0556841993996
ACH-000433,-0.144161925412
ACH-000436,0.027722295975900004
ACH-000444,-0.159805225273
ACH-000445,-0.319778658019
ACH-000448,-0.088701087553
ACH-000450,-0.314717555333
ACH-000452,-0.19100297727899998
ACH-000454,-0.237232158881
ACH-000458,-0.08476090076239999
ACH-000459,-0.11142163477099999
ACH-000460,-0.133695996101
ACH-000461,-0.111859731864
ACH-000463,-0.11752186402
ACH-000464,-0.163237616598
ACH-000466,0.00295030919052
ACH-000467,-0.114962729976
ACH-000468,-0.221514784302
ACH-000469,0.0253398830449
ACH-000470,-0.0179856877893
ACH-000471,-0.0606233618377
ACH-000472,-0.056763763487400004
ACH-000473,-0.223872486554
ACH-000475,-0.038810129368599997
ACH-000476,0.0142173824337
ACH-000477,-0.22521102749400002
ACH-000480,0.0502497973712
ACH-000481,-0.06846040611269999
ACH-000483,0.0117666879749
ACH-000484,0.0642857329241
ACH-000485,0.183342966335
ACH-000486,-0.152622010739
ACH-000487,-0.0470677426963
ACH-000488,-0.11083117997000001
ACH-000490,-0.22555448648600002
ACH-000491,-0.20616306243000002
ACH-000495,-0.285915649567
ACH-000496,-0.062168983858900004
ACH-000499,0.00788259060618
ACH-000500,-0.432086486253
ACH-000502,-0.0489533427298
ACH-000503,0.0319261220758
ACH-000505,0.0969094698946
ACH-000507,0.09548374578389998
ACH-000510,-0.15426543885500002
ACH-000511,-0.165014642483
ACH-000512,-0.08601567474050001
ACH-000516,-0.050097259451800005
ACH-000517,-0.134565403162
ACH-000518,-0.0582298064494
ACH-000520,-0.12340923183599999
ACH-000521,0.134714888638
ACH-000522,-0.10017961285
ACH-000524,-0.195501857689
ACH-000527,-0.070698155835
ACH-000528,-0.028134151978599996
ACH-000537,-0.12294582299699999
ACH-000541,-0.0564748355171
ACH-000542,-0.0961523686346
ACH-000544,-0.0771179714084
ACH-000545,-0.12534907704099998
ACH-000547,0.18032099472
ACH-000548,-0.125560125505
ACH-000549,-0.149877186956
ACH-000550,-0.136114362513
ACH-000552,-0.0295149812764
ACH-000556,-0.056571863722
ACH-000557,0.11716853918600001
ACH-000570,-0.111226854311
ACH-000571,-0.010994924035
ACH-000573,0.0487498520631
ACH-000576,-0.0548955094332
ACH-000580,0.0632054198607
ACH-000584,-0.0878583209175
ACH-000585,-0.018127506259900002
ACH-000588,-0.00626985224719
ACH-000589,-0.0562730789592
ACH-000591,0.0656229082071
ACH-000593,-0.0943936553754
ACH-000600,-0.182316636758
ACH-000601,-0.0666637899032
ACH-000604,-0.152856299335
ACH-000605,-0.244471048266
ACH-000606,-0.11083481465600001
ACH-000608,-0.229578130897
ACH-000614,-0.0859987995022
ACH-000616,-0.0867761857505
ACH-000618,-0.180478132057
ACH-000619,-0.147329119234
ACH-000620,-0.07683456832239999
ACH-000621,-0.0844831728685
ACH-000622,-0.07832658402869999
ACH-000623,-0.00867527892361
ACH-000624,-0.122014903139
ACH-000627,-0.136924544704
ACH-000630,-0.149943883866
ACH-000632,-0.060439696201300006
ACH-000633,-0.255699379939
ACH-000637,-0.0719014793685
ACH-000638,-0.150371520439
ACH-000646,0.038869533632699994
ACH-000647,-0.113931082292
ACH-000648,0.06673451147630001
ACH-000649,-0.0635844061905
ACH-000651,-0.18021719119399998
ACH-000652,-0.184546865507
ACH-000653,-0.150782202725
ACH-000657,-0.13209992929199998
ACH-000658,-0.09722869003210001
ACH-000661,-0.092835055735
ACH-000662,-0.405362691318
ACH-000663,-0.150385014033
ACH-000665,-0.164316345801
ACH-000671,-0.263472342002
ACH-000673,-0.043151481617
ACH-000676,-0.134959267949
ACH-000677,-0.24493200081
ACH-000681,-0.0726212223307
ACH-000682,-0.0750476908292
ACH-000683,-0.100159530568
ACH-000684,-0.045414768275300006
ACH-000688,-0.181128278549
ACH-000693,-0.255406908811
ACH-000694,-0.135150214956
ACH-000695,0.18180040721000001
ACH-000696,-0.103128492672
ACH-000697,-0.117541770496
ACH-000699,-0.159506261137
ACH-000701,-0.051454635149600005
ACH-000706,-0.07907855027710001
ACH-000711,-0.00123542424027
ACH-000713,-0.0343812882424
ACH-000714,-0.010276176005899999
ACH-000718,-0.165747736257
ACH-000720,-0.19269016851
ACH-000721,-0.11751740724700001
ACH-000724,-0.11481499899900001
ACH-000725,-0.055804313601
ACH-000732,-0.302296297208
ACH-000734,-0.212563857542
ACH-000735,-0.109201923662
ACH-000736,-0.0629723070915
ACH-000738,-0.0765394151679
ACH-000746,0.00754253067567
ACH-000747,0.04590181887630001
ACH-000748,0.157168141534
ACH-000753,-0.062065476401800004
ACH-000756,-0.046396987203800005
ACH-000757,-0.0450584805742
ACH-000758,-0.188737994564
ACH-000760,-0.120145151475
ACH-000763,-0.14764519316
ACH-000764,-0.369568568782
ACH-000765,0.100968602531
ACH-000766,-0.170222991868
ACH-000767,-0.023102783774900004
ACH-000768,-0.0876312854091
ACH-000769,-0.09780373770680001
ACH-000770,-0.0354120260115
ACH-000771,-0.0282158708462
ACH-000773,-0.239075158015
ACH-000776,-0.202577705462
ACH-000777,-0.237084500076
ACH-000778,-0.286214032782
ACH-000781,-0.049986326630300004
ACH-000782,-0.0160267949653
ACH-000783,-0.019392588121
ACH-000784,-0.18778479308899998
ACH-000785,0.068626164043
ACH-000787,-0.18467263812800003
ACH-000788,-0.0570050718022
ACH-000791,-0.122286531618
ACH-000792,0.056331918819900004
ACH-000794,0.0238724369099
ACH-000796,-0.0303012435317
ACH-000799,-0.29463031833000003
ACH-000800,-0.10679168594900001
ACH-000802,-0.012797261181900001
ACH-000804,-0.10534356166200001
ACH-000805,-0.0799042757757
ACH-000809,-0.0116820110302
ACH-000810,-0.465497182184
ACH-000811,-0.207393993177
ACH-000817,-0.132351364799
ACH-000819,-0.256027364335
ACH-000820,-0.280885898982
ACH-000821,-0.0482483844317
ACH-000822,-0.465408106276
ACH-000823,-0.138863342753
ACH-000824,0.0396771511949
ACH-000827,-0.15349185684
ACH-000829,-0.0788782893167
ACH-000831,-0.0401519508461
ACH-000832,-0.04852082649759999
ACH-000833,-0.483349620621
ACH-000834,-0.219660891221
ACH-000835,-0.04909859384330001
ACH-000836,-0.199890237666
ACH-000837,-0.131661919902
ACH-000838,0.157321959006
ACH-000839,0.0125965249138
ACH-000840,-0.215051699839
ACH-000841,-0.14874726282700002
ACH-000843,0.047881788108800005
ACH-000846,-0.302025966144
ACH-000847,-0.28176689888900003
ACH-000848,-0.005290509481029999
ACH-000849,-0.00362082396398
ACH-000851,-0.287671762462
ACH-000855,0.014029390583
ACH-000856,-0.057079595687300005
ACH-000858,-0.270848019127
ACH-000859,-0.0183147751031
ACH-000861,-0.17813578812800002
ACH-000862,-0.09873977347169999
ACH-000865,-0.140089549176
ACH-000866,-0.0788291793812
ACH-000867,-0.0512365365376
ACH-000869,-0.195995938454
ACH-000872,0.010213037940399999
ACH-000873,-0.342062660967
ACH-000876,-0.192012992382
ACH-000878,-0.23735277847800001
ACH-000880,0.10622560927000001
ACH-000881,-0.040506188905000004
ACH-000882,0.0039184635713200005
ACH-000884,0.07736182212710001
ACH-000885,-0.119710809754
ACH-000887,-0.180627948131
ACH-000888,-0.24031893160999998
ACH-000889,-0.0063104067000200005
ACH-000890,0.20785462077599998
ACH-000896,-0.0739557430173
ACH-000898,-0.055654953057500005
ACH-000900,-0.0222983757198
ACH-000901,-0.144477289319
ACH-000905,-0.17251138142
ACH-000906,-0.07226511777089999
ACH-000907,-0.0665659339794
ACH-000910,-0.0630898963572
ACH-000911,-0.0880995052224
ACH-000912,-0.102953586145
ACH-000913,0.133488880713
ACH-000915,-0.0167386350802
ACH-000916,-0.178555646068
ACH-000917,-0.116274448775
ACH-000921,-0.127842725926
ACH-000924,-0.048437040341
ACH-000926,-0.04910918973669999
ACH-000928,0.0352306116719
ACH-000929,0.18534049208099998
ACH-000932,-0.108998051557
ACH-000935,0.046851989870800005
ACH-000936,-0.0203624606387
ACH-000937,-0.23583200623599998
ACH-000938,-0.07358542221410001
ACH-000939,-0.0851616004765
ACH-000941,-0.10292945082800001
ACH-000943,-0.07919107320669999
ACH-000946,-0.180283004597
ACH-000947,-0.138881652765
ACH-000948,-0.0034933377321300003
ACH-000950,-0.304762705666
ACH-000953,-0.209434735312
ACH-000957,0.11709397682900001
ACH-000958,0.152332604782
ACH-000960,-0.023818030126
ACH-000963,-0.06857707896069999
ACH-000968,-0.0107488162208
ACH-000969,-0.08955141566680001
ACH-000973,-0.07375707024269999
ACH-000974,-0.12739840999000002
ACH-000975,-0.148573490045
ACH-000976,-0.0650595555275
ACH-000978,0.09336098736880001
ACH-000980,-0.0812350802903
ACH-000984,0.009089517043059998
ACH-000986,-0.200863980729
ACH-000988,-0.0917224790426
ACH-000993,-0.135040461718
ACH-000994,-0.26800830233
ACH-000996,-0.0131541249856
ACH-001001,-0.0529866238155
ACH-001020,0.251848565078
ACH-001028,-0.08400735924519999
ACH-001031,0.0139930681575
ACH-001038,0.026988239894900002
ACH-001048,-0.0302263986722
ACH-001050,0.0114214417273
ACH-001053,-0.106370469616
ACH-001054,-0.045605914615099996
ACH-001061,-0.16670224125299998
ACH-001067,-0.0669816939598
ACH-001075,0.08981467692980001
ACH-001096,-0.128930694957
ACH-001128,-0.439545260382
ACH-001134,-0.112887580239
ACH-001151,-0.184940487575
ACH-001163,-0.209443642899
ACH-001164,-0.249475160953
ACH-001173,-0.160598472155
ACH-001183,-0.191125333851
ACH-001184,-0.200192862135
ACH-001190,0.07715904474280001
ACH-001192,-0.0337638892926
ACH-001193,-0.389725661541
ACH-001196,-0.18057228377700002
ACH-001197,-0.306794575187
ACH-001205,-0.303607336566
ACH-001211,-0.328931852634
ACH-001212,-0.14293321837
ACH-001228,-0.11233038707000001
ACH-001232,-0.0589806501891
ACH-001239,-0.0695977825305
ACH-001274,-0.0963102270899
ACH-001275,-0.164849774887
ACH-001277,-0.164324788304
ACH-001278,-0.11942993300100001
ACH-001280,-0.181767391174
ACH-001283,-0.20278919356199998
ACH-001289,0.0750815027356
ACH-001295,-0.0798071081619
ACH-001300,-0.174311741439
ACH-001301,-0.158193946566
ACH-001302,0.18415619840199998
ACH-001303,-0.06877516993860001
ACH-001306,0.006643036165210001
ACH-001318,-0.0847085902376
ACH-001322,-0.18296936664799998
ACH-001328,-0.0671131308523
ACH-001332,-0.0106485307131
ACH-001333,-0.212105105319
ACH-001336,-0.0983456771882
ACH-001340,-0.121476224802
ACH-001346,-0.09652881681160001
ACH-001353,-0.08450023880429999
ACH-001354,-0.0911058724842
ACH-001367,-0.19397880076699997
ACH-001368,-0.171375994315
ACH-001374,-0.010842608836700001
ACH-001375,0.0406520404981
ACH-001377,-0.0212892007817
ACH-001380,-0.232782745381
ACH-001391,-0.05546930529019999
ACH-001407,-0.179873943367
ACH-001408,-0.0725923886731
ACH-001413,-0.048383115792800004
ACH-001430,0.25024248370900004
ACH-001431,-0.00720412699074
ACH-001450,0.024648371608000003
ACH-001496,-0.14429840437000002
ACH-001500,-0.17557660338300002
ACH-001521,0.106594002511
ACH-001523,-0.0349322784873
ACH-001532,-0.0579716170206
ACH-001536,-0.119414687233
ACH-001550,-0.114541027002
ACH-001552,-0.013852236981600001
ACH-001554,-0.133063703674
ACH-001645,-0.14066104972500001
ACH-001654,-0.07511784291410001
ACH-001715,-0.0264455093494
ACH-001735,-0.0506488512026
ACH-001736,-0.177546755493
ACH-001737,0.253890840126
ACH-001740,-0.121723947997
ACH-001745,-0.0636850723699
ACH-001750,-0.208078071531
ACH-001765,0.024123784273200003
ACH-001956,-0.18583301391100002
ACH-001957,-0.173443674765
