,POU5F1B (5462)
ACH-000248,-0.746313287131
ACH-000250,-0.651670777743
ACH-000251,-0.658921840179
ACH-000253,-0.624154987176
ACH-000255,-0.667946702708
ACH-000256,-0.826030595871
ACH-000257,-0.373984076901
ACH-000258,-0.561928063291
ACH-000259,-0.7389263522949999
ACH-000260,-0.598642484239
ACH-000261,-0.600314385309
ACH-000262,-0.466259681325
ACH-000263,-0.533858960173
ACH-000264,-0.69339083779
ACH-000265,-0.844743103547
ACH-000266,-0.711999190632
ACH-000272,-0.63790364634
ACH-000273,-0.646388994404
ACH-000274,-0.661257559322
ACH-000277,-0.517553438823
ACH-000278,-0.535188474388
ACH-000279,-0.836336136506
ACH-000280,-0.773541242228
ACH-000281,-0.805794286935
ACH-000288,-0.5618019693249999
ACH-000291,-0.7957825742569999
ACH-000293,-0.761112349211
ACH-000294,-0.8396141085109999
ACH-000295,-0.562966063149
ACH-000296,-1.05220648921
ACH-000302,-0.7326319646289999
ACH-000304,-0.7465086682790001
ACH-000307,-0.799191497659
ACH-000308,-0.8043768859110001
ACH-000310,-0.8512943129699999
ACH-000311,-0.323124317273
ACH-000312,-0.570998004115
ACH-000315,-0.923701919698
ACH-000316,-0.592162265784
ACH-000317,-0.656942793045
ACH-000318,-0.690146990513
ACH-000319,-0.853689115639
ACH-000320,-0.541057013556
ACH-000322,-0.510216766518
ACH-000323,-0.573994236614
ACH-000324,-0.759149656892
ACH-000329,-0.703139418469
ACH-000330,-0.588063836298
ACH-000331,-0.583216285908
ACH-000332,-0.795240304781
ACH-000334,-0.5867934268689999
ACH-000335,-0.37259600261299997
ACH-000336,-1.13210558008
ACH-000337,-0.7998332175890001
ACH-000339,-0.615413819167
ACH-000341,-0.6128009358950001
ACH-000348,-0.632180616492
ACH-000350,-0.849186358527
ACH-000352,-0.776642031559
ACH-000356,-0.316345961131
ACH-000361,-0.544161889538
ACH-000362,-0.5649820427269999
ACH-000363,-0.8446634074330001
ACH-000364,-0.7202679192810001
ACH-000365,-0.548326845681
ACH-000366,-0.657208993381
ACH-000368,-0.8142254347969999
ACH-000374,-0.577591325683
ACH-000375,-0.819655695847
ACH-000376,-0.897162586074
ACH-000381,-0.874178374418
ACH-000383,-0.659186187648
ACH-000387,-0.856010821548
ACH-000389,-0.636652152944
ACH-000390,-0.8101785534170001
ACH-000393,-0.6430910169430001
ACH-000395,-0.841698150202
ACH-000397,-0.749949967156
ACH-000401,-0.805562203401
ACH-000402,-0.216615452091
ACH-000403,-0.9069071343520001
ACH-000404,-0.46464953945799997
ACH-000406,-0.524630300395
ACH-000407,-0.626018441992
ACH-000408,-0.914528319625
ACH-000410,-0.613938108902
ACH-000411,-0.840479062115
ACH-000414,-0.7277942041140001
ACH-000415,-0.6673490970279999
ACH-000416,-0.653349463896
ACH-000420,-0.738116762863
ACH-000421,-0.6745838492749999
ACH-000424,-0.824511953406
ACH-000425,-0.6999866364139999
ACH-000426,-1.07408443335
ACH-000427,-0.645277184017
ACH-000433,-0.6229258812039999
ACH-000436,-0.8538007401350001
ACH-000444,-0.797811686204
ACH-000445,-0.5272928656920001
ACH-000448,-0.84513281263
ACH-000450,-0.5464749297820001
ACH-000452,-0.61396633222
ACH-000454,-0.665163698584
ACH-000458,-0.686605445528
ACH-000459,-0.445345142128
ACH-000460,-0.528507778059
ACH-000461,-0.5972945156189999
ACH-000463,-0.452644300949
ACH-000464,-0.8920920483299999
ACH-000466,-1.0268693568
ACH-000467,-0.662300024214
ACH-000468,-0.830931400975
ACH-000469,-0.5003798244550001
ACH-000470,-0.952906571767
ACH-000471,-0.573790721713
ACH-000472,-1.0363282405299998
ACH-000473,-0.735213012441
ACH-000475,-0.6704278938830001
ACH-000476,-0.791707208676
ACH-000477,-0.556834832007
ACH-000480,-0.6439315568330001
ACH-000481,-0.552368985872
ACH-000483,-0.400058322065
ACH-000484,-0.848552731099
ACH-000485,-0.5130517439500001
ACH-000486,-0.752248959445
ACH-000487,-0.7850850110969999
ACH-000488,-0.64914554661
ACH-000490,-0.8042048438539999
ACH-000491,-0.444429303924
ACH-000495,-0.71197099823
ACH-000496,0.0143884683519
ACH-000499,-0.6853591469820001
ACH-000500,-0.6782080279449999
ACH-000502,-0.595675712491
ACH-000503,-0.657427950216
ACH-000505,-0.887344268581
ACH-000507,-0.850290583901
ACH-000510,-0.551939311679
ACH-000511,-0.631868800141
ACH-000512,-0.869194554593
ACH-000516,-0.6853621013600001
ACH-000517,-0.587950951505
ACH-000518,-0.804002662279
ACH-000520,-0.7756768219399999
ACH-000521,-0.80443820731
ACH-000522,-0.714031785141
ACH-000524,-0.7087896526459999
ACH-000527,-0.71252399583
ACH-000528,-0.7211117137
ACH-000537,-0.49508009054799995
ACH-000541,-0.6868988691719999
ACH-000542,-0.857299732155
ACH-000544,-0.842075799807
ACH-000545,-0.651461055118
ACH-000547,-0.516079280355
ACH-000548,-0.8564536110430001
ACH-000549,-0.552362437571
ACH-000550,-0.763501931044
ACH-000552,-0.677925224625
ACH-000556,-0.621668006382
ACH-000557,-0.940990642444
ACH-000570,-0.78262768997
ACH-000571,-0.611140263353
ACH-000573,-0.647400014875
ACH-000576,-0.40660830434100004
ACH-000580,-0.8090031248199999
ACH-000584,-0.800916147982
ACH-000585,-0.754693748551
ACH-000588,-0.7513912373530001
ACH-000589,-0.8727359367120001
ACH-000591,-0.343231191632
ACH-000593,-0.793912345326
ACH-000600,-0.756135554171
ACH-000601,-0.6624754837569999
ACH-000604,-1.0523589091
ACH-000605,-0.7011929666210001
ACH-000606,-0.6948790684289999
ACH-000608,-0.904560745821
ACH-000614,-0.7783857136329999
ACH-000616,-0.629878547103
ACH-000618,-0.6755957460269999
ACH-000619,-0.623500977282
ACH-000620,-0.8142046032410001
ACH-000621,-0.7097378937569999
ACH-000622,-0.7385424846330001
ACH-000623,-0.71527189647
ACH-000624,-0.58230152212
ACH-000627,-0.762844770527
ACH-000630,-0.9066617077200001
ACH-000632,-0.531778898698
ACH-000633,-0.926914837108
ACH-000637,-0.7089148710969999
ACH-000638,-0.8223764875390001
ACH-000646,-0.737880538609
ACH-000647,-0.787055174003
ACH-000648,-0.563282392862
ACH-000649,-0.6532754817490001
ACH-000651,-0.39778788576800006
ACH-000652,-1.03131149767
ACH-000653,-0.881942956575
ACH-000657,-0.692197544675
ACH-000658,-1.1203085269600002
ACH-000661,-0.39862447765799996
ACH-000662,-0.536978603095
ACH-000663,-0.91889098291
ACH-000665,-0.6565708867019999
ACH-000671,-0.695919598766
ACH-000673,-0.6860005794830001
ACH-000676,-0.813787871892
ACH-000677,-0.604321336756
ACH-000681,-0.7263672230410001
ACH-000682,-0.796972764132
ACH-000683,-0.967541484237
ACH-000684,-0.66859762031
ACH-000688,-0.7634303937029999
ACH-000693,-0.655919438375
ACH-000694,-0.64190095217
ACH-000695,-0.7160237257709999
ACH-000696,-0.596491765739
ACH-000697,-0.380766179968
ACH-000699,-0.497258375565
ACH-000701,-0.7093057455959999
ACH-000706,-0.714407486849
ACH-000711,-0.684042740265
ACH-000713,-0.651205036211
ACH-000714,-0.928233054665
ACH-000718,-0.7210595720540001
ACH-000720,-0.7598691401309999
ACH-000721,-0.541554288925
ACH-000724,-0.964301536385
ACH-000725,-0.968687146628
ACH-000732,-0.6775832066680001
ACH-000734,-0.6938525831029999
ACH-000735,-0.8880703303849999
ACH-000736,-0.720326436576
ACH-000738,-0.598548318275
ACH-000746,-0.727913013994
ACH-000747,-0.6838396847849999
ACH-000748,-0.559179425102
ACH-000753,-0.741706424103
ACH-000756,-0.7015120955259999
ACH-000757,-0.80285302373
ACH-000758,-0.91040436245
ACH-000760,-0.520876036739
ACH-000763,-0.9757424547
ACH-000764,-0.482471641929
ACH-000765,-0.762359911193
ACH-000766,-0.715202866144
ACH-000767,-0.707573809149
ACH-000768,-0.718676755677
ACH-000769,-0.915826559095
ACH-000770,-0.700787777001
ACH-000771,-0.636304698553
ACH-000773,-0.775214080228
ACH-000776,-0.623505488102
ACH-000777,-0.798439494386
ACH-000778,-0.412560919448
ACH-000781,-0.7400163829180001
ACH-000782,-0.584818638591
ACH-000783,-0.849486437921
ACH-000784,-0.7933521783849999
ACH-000785,-0.8361489292700001
ACH-000787,-0.669683633927
ACH-000788,-0.629683142626
ACH-000791,-0.540184807948
ACH-000792,-0.720481378698
ACH-000794,-0.632388671286
ACH-000796,-0.8058718540819999
ACH-000799,-0.38250786683300003
ACH-000800,-0.145090296483
ACH-000802,-1.0077603746200001
ACH-000804,-0.717624118755
ACH-000805,-0.7128296585539999
ACH-000809,-0.6743461828049999
ACH-000810,-0.37767164851400004
ACH-000811,-0.7666408251279999
ACH-000817,-0.607464603783
ACH-000819,-0.706730775621
ACH-000820,-0.6387483371630001
ACH-000821,-1.0910269351000002
ACH-000822,-0.754667125569
ACH-000823,-0.723954038865
ACH-000824,-0.624024804478
ACH-000827,-0.5917111723740001
ACH-000829,-0.670651649014
ACH-000831,-0.622910357079
ACH-000832,-0.6899842590530001
ACH-000833,-0.7564577923420001
ACH-000834,-0.7417345678470001
ACH-000835,-0.7375423305
ACH-000836,-0.971464790088
ACH-000837,-0.63256842225
ACH-000838,-0.798116736391
ACH-000839,-0.517454870889
ACH-000840,-0.832083022871
ACH-000841,-0.7538546182699999
ACH-000843,-0.6424861782519999
ACH-000846,-0.8358990870499999
ACH-000847,-0.986919634308
ACH-000848,-0.84478432837
ACH-000849,-0.680090858538
ACH-000851,-0.8571603785430001
ACH-000855,-0.572611027252
ACH-000856,-0.7315188174259999
ACH-000858,-0.677927320959
ACH-000859,-0.589249259271
ACH-000861,-0.745370098592
ACH-000862,-0.8416591901450001
ACH-000865,-0.678810280777
ACH-000866,-0.6660622361540001
ACH-000867,-0.756376296302
ACH-000869,-0.628291117381
ACH-000872,-0.6816519963609999
ACH-000873,-0.667645831359
ACH-000876,-0.671661694472
ACH-000878,-0.0238560115697
ACH-000880,-0.7967499134360001
ACH-000881,-0.661526807977
ACH-000882,-0.7047602496340001
ACH-000884,-0.7973374219600001
ACH-000885,-0.734319396743
ACH-000887,-0.7208061093629999
ACH-000888,-0.604559273556
ACH-000889,-0.873339957641
ACH-000890,-0.7720087396240001
ACH-000896,-0.871093409843
ACH-000898,-0.605706216572
ACH-000900,-0.688955067635
ACH-000901,-0.698860735557
ACH-000905,-0.814620997223
ACH-000906,-0.6862452772759999
ACH-000907,-0.758496691966
ACH-000910,-0.769653793503
ACH-000911,-0.7433032683480001
ACH-000912,-0.707144655954
ACH-000913,-0.795805172863
ACH-000915,-0.778254878581
ACH-000916,0.0539864006834
ACH-000917,-0.45115747451000004
ACH-000921,-0.601904656243
ACH-000924,-0.803075188508
ACH-000926,-0.769188697745
ACH-000928,-0.571415769072
ACH-000929,-0.946130446664
ACH-000932,-0.677457645387
ACH-000935,-0.933901644599
ACH-000936,-0.709135434945
ACH-000937,-0.542010360942
ACH-000938,-0.635508545009
ACH-000939,-0.9150615720749999
ACH-000941,-0.74233856847
ACH-000943,-0.717705979658
ACH-000946,-0.603281023284
ACH-000947,-0.7078899644519999
ACH-000948,-0.644417536034
ACH-000950,-0.8903968659170001
ACH-000953,-0.771766619602
ACH-000957,-0.9007058729940001
ACH-000958,-0.44063179337200004
ACH-000960,-0.5495114918999999
ACH-000963,-0.795245607595
ACH-000968,-0.6213995824580001
ACH-000969,-0.708338811758
ACH-000973,-0.541017591844
ACH-000974,-0.801208075812
ACH-000975,-0.599138085778
ACH-000976,-0.622293681133
ACH-000978,-0.553864671891
ACH-000980,-0.687076466998
ACH-000984,-0.7375114156899999
ACH-000986,-0.8370161461329999
ACH-000988,-0.6172509288600001
ACH-000993,-0.607292927218
ACH-000994,-0.7155844256270001
ACH-000996,-0.8130616911640001
ACH-001001,-0.5118003387619999
ACH-001020,-0.837347738266
ACH-001028,-0.723649299167
ACH-001031,-0.696134966926
ACH-001038,-0.6935656648109999
ACH-001048,-0.6868395070540001
ACH-001050,-0.785946685694
ACH-001053,-0.766806989243
ACH-001054,-1.06029626097
ACH-001061,-0.559703784656
ACH-001067,-0.599727768409
ACH-001075,-0.530264341235
ACH-001096,-0.562181282657
ACH-001128,-1.53972428122
ACH-001134,-0.514712583305
ACH-001151,-0.727036923917
ACH-001163,-0.7858813478769999
ACH-001164,-0.6822218575110001
ACH-001173,-0.7518810750849999
ACH-001183,-0.5135612847150001
ACH-001184,-0.5907500452409999
ACH-001190,-0.454803065867
ACH-001192,-0.797283919435
ACH-001193,-0.855620994246
ACH-001196,-0.609454146517
ACH-001197,-0.7384980439450001
ACH-001205,-0.43632085399
ACH-001211,-1.00899754444
ACH-001212,-0.9260767765250001
ACH-001228,-0.8166100420640001
ACH-001232,-0.7206913176809999
ACH-001239,-0.666651002249
ACH-001274,-0.639171488068
ACH-001275,-0.680653931303
ACH-001277,-0.721957142428
ACH-001278,-0.648414695445
ACH-001280,-0.5421782044
ACH-001283,-0.571833160464
ACH-001289,-0.779058241326
ACH-001295,-0.7184589427079999
ACH-001300,-0.481957466255
ACH-001301,-0.578991252991
ACH-001302,-0.884713860613
ACH-001303,-0.469264942189
ACH-001306,-0.66030809198
ACH-001318,-0.646643523228
ACH-001322,-0.639563909695
ACH-001328,-0.6972317902230001
ACH-001332,-0.805129219422
ACH-001333,-0.615306421505
ACH-001336,-0.6798545932719999
ACH-001340,-0.482116310791
ACH-001346,-0.694456749267
ACH-001353,-0.909897661545
ACH-001354,-0.184720386214
ACH-001367,-0.777716044096
ACH-001368,-0.697971053909
ACH-001374,-0.983531351826
ACH-001375,-0.851437958407
ACH-001377,-0.652017426723
ACH-001380,-0.65410048428
ACH-001391,-0.268635634712
ACH-001407,-0.980170169501
ACH-001408,-0.640054138716
ACH-001413,-0.5210131079079999
ACH-001430,-0.9394781719069999
ACH-001431,-0.818217068746
ACH-001450,-0.686874706804
ACH-001496,-0.76966966142
ACH-001500,-0.687315062437
ACH-001521,-0.7844350905670001
ACH-001523,-0.511663930643
ACH-001532,-0.661223218986
ACH-001536,-0.479519325508
ACH-001550,-1.375990674
ACH-001552,-0.852116114535
ACH-001554,-0.685213290184
ACH-001645,-0.9452697940899999
ACH-001654,-0.720343069832
ACH-001715,-0.7767621535629999
ACH-001735,-0.564507296875
ACH-001736,-0.506523838481
ACH-001737,-0.552011219338
ACH-001740,-0.5621105285920001
ACH-001745,-0.618492474694
ACH-001750,-0.670284958477
ACH-001765,-0.681994726478
ACH-001956,-0.7224173483859999
ACH-001957,-0.658280425778
