,UBE2QL1 (134111)
ACH-000004,0.012183316228700001
ACH-000007,0.241163407841
ACH-000009,0.13189117919999999
ACH-000011,-0.108276971668
ACH-000012,0.0210425075568
ACH-000013,0.051533483899
ACH-000014,0.0845141875467
ACH-000015,-0.0880039203242
ACH-000017,-0.038400322818300005
ACH-000018,-0.0779797703728
ACH-000019,0.189877949012
ACH-000021,0.14697968707800002
ACH-000022,-0.274730637585
ACH-000025,0.141914753805
ACH-000028,0.25209308410799997
ACH-000030,0.130240089417
ACH-000035,0.0523460509311
ACH-000036,-0.0930308709985
ACH-000037,-0.128574702624
ACH-000039,0.17155256953499998
ACH-000040,0.121064716479
ACH-000041,0.128387825238
ACH-000042,-0.026778775159299998
ACH-000045,0.012689839254000001
ACH-000047,-0.06656071467079999
ACH-000052,-0.179157401857
ACH-000053,0.175029519965
ACH-000054,-0.114211205111
ACH-000055,0.234545921921
ACH-000060,-0.11538716185699999
ACH-000067,0.0189514055482
ACH-000070,-0.270319022719
ACH-000075,0.152093464223
ACH-000078,0.0934450872069
ACH-000082,0.04802412137519999
ACH-000085,0.184365326852
ACH-000086,0.0838105889669
ACH-000087,0.130093113257
ACH-000092,0.051012969926000004
ACH-000095,0.08928135034450001
ACH-000097,-0.049193108766
ACH-000098,0.117246512493
ACH-000099,0.0565301511534
ACH-000108,0.05465886354180001
ACH-000113,0.115596954946
ACH-000115,-0.218158141066
ACH-000116,0.00505110254692
ACH-000118,0.029311996341200002
ACH-000120,0.0601423211401
ACH-000123,0.19193887364300002
ACH-000127,-0.254444067567
ACH-000128,-0.0169512257339
ACH-000132,0.026224931523599997
ACH-000133,0.09591123295600001
ACH-000137,0.0108373835665
ACH-000138,0.153546993844
ACH-000142,0.155232656656
ACH-000143,-0.0688313811965
ACH-000146,-0.0392465584627
ACH-000148,-0.00257813666471
ACH-000150,-0.10368207658800001
ACH-000152,0.007001697837779999
ACH-000153,-0.11655148344699999
ACH-000159,-0.00300388497133
ACH-000160,-0.0364872166051
ACH-000163,0.00550384953854
ACH-000167,0.03243227993140001
