,XPC (7508)
ACH-000004,-0.17168635657499998
ACH-000007,-0.48203189481700004
ACH-000009,0.05170701079580001
ACH-000011,-0.144797596409
ACH-000012,-0.0926890527851
ACH-000013,0.0759044911313
ACH-000014,0.352475689577
ACH-000015,0.023295643908500002
ACH-000017,-0.045253128191599996
ACH-000018,-0.09329177736739999
ACH-000019,0.0517663458237
ACH-000021,0.100904914942
ACH-000022,-0.0480099968841
ACH-000025,0.117770454132
ACH-000028,0.0581834477465
ACH-000030,0.0113566213503
ACH-000035,0.17491988612300002
ACH-000036,-0.0787301415087
ACH-000037,0.121925478956
ACH-000039,-0.20185800854000002
ACH-000040,0.0204646984065
ACH-000041,-0.161570988939
ACH-000042,-0.15655774021299998
ACH-000045,0.0660619540924
ACH-000047,0.08783488008120001
ACH-000052,0.452398592983
ACH-000053,0.00508698461981
ACH-000054,-0.0676530279683
ACH-000055,-0.2041479676
ACH-000060,-0.0288004532657
ACH-000067,-0.107976054932
ACH-000070,-0.0601907459064
ACH-000075,-0.038436641986400004
ACH-000078,-0.18056723374400002
ACH-000082,0.043029625093800004
ACH-000085,-0.356214895586
ACH-000086,0.14084288872300002
ACH-000087,-0.0573172659189
ACH-000092,0.042119312685
ACH-000095,-0.0903972761055
ACH-000097,-0.11510829956100001
ACH-000098,-0.0257113095407
ACH-000099,-0.024855648174
ACH-000108,0.278982766214
ACH-000113,0.0942087502813
ACH-000115,-0.113586579201
ACH-000116,-0.0364779519782
ACH-000118,-0.114282915361
ACH-000120,-0.014291698977299998
ACH-000123,0.018174867633599996
ACH-000127,0.0484016956941
ACH-000128,-0.21510259936700002
ACH-000132,-0.07214250524299999
ACH-000133,0.19791797107700002
ACH-000137,0.0285321846363
ACH-000138,0.0901609223829
ACH-000142,-0.185990343697
ACH-000143,-0.164457013783
ACH-000146,-0.14617354224600002
ACH-000148,0.107109911008
ACH-000150,-0.376512667997
ACH-000152,0.011486401913700001
ACH-000153,-0.0369826515391
ACH-000159,-0.0509693724653
ACH-000160,0.0584382711741
ACH-000163,0.053385136847999996
ACH-000167,0.154281545947
ACH-000168,0.154405440142
ACH-000169,0.08489055476710002
ACH-000178,-0.12905130137
ACH-000182,-0.0117005011735
ACH-000183,-0.067027699093
ACH-000188,-0.037072790286599995
ACH-000189,0.120410398748
ACH-000190,0.0243243629135
ACH-000198,0.0223361371686
ACH-000204,-0.015014038277300001
ACH-000206,0.284181952931
ACH-000207,0.120070509694
ACH-000211,0.056107996765
ACH-000215,0.0061897871957700005
ACH-000221,0.0178719163526
ACH-000222,0.16889662558899998
ACH-000223,-0.11468561164100001
ACH-000226,-0.0688537640226
ACH-000227,0.252046300194
ACH-000228,-0.0718668593041
ACH-000231,0.013205534421
ACH-000232,-0.00294012212957
ACH-000233,0.16213132002
ACH-000234,-0.147715903061
ACH-000235,-0.043239636513700004
ACH-000237,0.0806814940395
ACH-000238,-0.00435716530543
ACH-000243,-0.036718941543
ACH-000244,0.19018350430300002
ACH-000246,-0.0794677756318
ACH-000248,0.0532579067292
ACH-000250,-0.0023001013726399997
ACH-000251,0.364587918768
ACH-000253,-0.0970662079821
ACH-000255,-0.123216912842
ACH-000256,-0.18801049185899998
ACH-000257,-0.377274603561
ACH-000258,0.00686584626648
ACH-000259,0.0213598741075
ACH-000260,-0.23437434849199998
ACH-000261,0.13368986014599998
ACH-000262,-0.14059102431
ACH-000263,0.274486964469
ACH-000264,-0.00878380437664
ACH-000265,0.0602015097048
ACH-000266,0.00939187114086
ACH-000272,-0.184486600029
ACH-000273,-0.005325333771529999
ACH-000274,0.0278717240058
ACH-000277,-0.14494485614900002
ACH-000278,0.044908866220500006
ACH-000279,-0.0968951396116
ACH-000280,0.00112269598149
ACH-000281,0.0211911694718
ACH-000288,0.15681126343000001
ACH-000291,0.17657796762699998
ACH-000293,-0.0278016105283
ACH-000294,0.19704396778
ACH-000295,-0.120616827846
ACH-000296,0.140120750356
ACH-000302,-0.096604585057
ACH-000304,-0.43539147887699997
ACH-000307,-0.058669421191499996
ACH-000308,0.006959118131479999
ACH-000310,-0.362907259641
ACH-000311,0.0166061135724
ACH-000312,0.0542062161202
ACH-000315,0.028521208456700003
ACH-000316,-0.157275609629
ACH-000317,0.06451197947369999
ACH-000318,0.30189254055500003
ACH-000319,-0.18246502166099998
ACH-000320,0.354756948206
ACH-000322,0.058517775585500004
ACH-000323,0.075337225452
ACH-000324,0.04274608156359999
ACH-000329,-0.151040159595
ACH-000330,0.041655367403
ACH-000331,0.153973226844
ACH-000332,0.0579651829886
ACH-000334,0.115320736441
ACH-000335,-0.10649605602399999
ACH-000336,-0.181655022009
ACH-000337,-0.146860045084
ACH-000339,0.00183686757021
ACH-000341,-0.20511876207600002
ACH-000348,0.019348914320599996
ACH-000350,-0.056281056709300004
ACH-000352,-0.0297815834043
ACH-000356,0.051036430268400004
ACH-000361,-0.189325618838
ACH-000362,0.0374396393329
ACH-000363,0.23426085786200002
ACH-000364,0.212057913717
ACH-000365,0.166102341598
ACH-000366,0.0554250888062
ACH-000368,-0.104214250841
ACH-000374,-0.022589289196000003
