,PTPRG (5793)
ACH-000415,-0.22880188437100002
ACH-000416,-0.13874703517200002
ACH-000420,-0.354881750263
ACH-000421,-0.18067873833599998
ACH-000424,-0.08139298683469999
ACH-000425,-0.262439086134
ACH-000426,0.07365236172110001
ACH-000427,0.055367964061199995
ACH-000433,-0.42537200879799997
ACH-000436,-0.215182935409
ACH-000444,-0.323131005192
ACH-000445,-0.332316123552
ACH-000448,-0.139630382925
ACH-000450,-0.264229782753
ACH-000452,-0.162390707844
ACH-000454,-0.633683064813
ACH-000458,-0.35353051052400003
ACH-000459,-0.48020111291199996
ACH-000460,-0.249952155239
ACH-000461,-0.29880452783100003
ACH-000463,-0.207630035452
ACH-000464,-0.0631647389735
ACH-000466,-0.11423310487600001
ACH-000467,-0.25846596325599996
ACH-000468,-0.171834922744
ACH-000469,-0.342665020869
ACH-000470,-0.165478993036
ACH-000471,0.047105787358300004
ACH-000472,-0.280207525881
ACH-000473,-0.14489896936799998
ACH-000475,-0.19878996947900002
ACH-000476,-0.203503032601
ACH-000477,-0.402153186616
ACH-000480,-0.155431430935
ACH-000481,-0.296480449248
ACH-000483,-0.18223838944200002
ACH-000484,-0.303245761497
ACH-000485,-0.211019648358
ACH-000486,-0.442282574255
ACH-000487,-0.145632027871
ACH-000488,-0.222249346215
ACH-000490,-0.358405822122
ACH-000491,0.331230937746
ACH-000495,-0.35641233323399996
ACH-000496,-0.040873309679400005
ACH-000499,-0.32610296746
ACH-000500,0.0811375321708
ACH-000502,-0.19647615217
ACH-000503,-0.383321936832
ACH-000505,-0.24039364577199998
ACH-000507,-0.320256583469
ACH-000510,-0.221287966994
ACH-000511,-0.28555687956799997
ACH-000512,-0.28921369242
ACH-000516,-0.13935789902100001
ACH-000517,-0.111482387584
ACH-000518,-0.142324506109
ACH-000520,-0.320006842276
ACH-000521,0.00655184277068
ACH-000522,-0.397520468146
ACH-000524,-0.34480185408200004
ACH-000527,-0.354152503958
ACH-000528,-0.385981874988
ACH-000537,-0.19231148497
ACH-000541,0.0375537051672
ACH-000542,-0.425616809564
ACH-000544,-0.33809267980400004
ACH-000545,-0.21484531472600002
ACH-000547,-0.180796712993
ACH-000548,-0.296165575861
ACH-000549,-0.300795849497
ACH-000550,-0.388289924643
ACH-000552,-0.20573731715100002
ACH-000556,-0.221416596651
ACH-000557,0.0209256292351
ACH-000570,-0.40886274224299995
ACH-000571,-0.20959682987
ACH-000573,-0.25457109406
ACH-000576,-0.147401294509
ACH-000580,-0.257146646722
ACH-000584,-0.32632567882
ACH-000585,-0.08414111868039999
ACH-000588,-0.16172442648600002
ACH-000589,-0.223811720822
ACH-000591,-0.290460730551
ACH-000593,-0.109861581194
ACH-000600,-0.147634668184
ACH-000601,-0.291104478812
ACH-000604,-0.23504931228599998
ACH-000605,-0.22288604181899999
ACH-000606,-0.14930330254899998
ACH-000608,-0.174826993541
ACH-000614,-0.272405525801
ACH-000616,-0.176330959597
ACH-000618,-0.117213745946
ACH-000619,-0.256830132588
ACH-000620,-0.35912567533900003
ACH-000621,-0.21328191973299998
ACH-000622,0.0129891982913
ACH-000623,-0.05714767010959999
ACH-000624,-0.24668396604499998
ACH-000627,-0.434918109783
ACH-000630,-0.301658036475
ACH-000632,-0.08856764956360001
ACH-000633,-0.191814207802
ACH-000637,-0.30336648695
ACH-000638,-0.555215089724
ACH-000646,-0.20021939693399998
ACH-000647,-0.146790821402
ACH-000648,-0.37934073075
ACH-000649,-0.137684316649
ACH-000651,-0.05053344889480001
ACH-000652,-0.267697686854
ACH-000653,-0.19477367514600002
ACH-000657,-0.186149539877
ACH-000658,0.24911556341899999
ACH-000661,-0.410639883891
ACH-000662,-0.24152592469999998
ACH-000663,-0.218491147453
ACH-000665,-0.180173634256
ACH-000671,-0.158120912121
ACH-000673,-0.42896042658399997
ACH-000676,-0.10277528266000001
ACH-000677,-0.31929887183899996
ACH-000681,-0.16927089384100003
ACH-000682,-0.303014734549
ACH-000683,-0.25617783835
ACH-000684,-0.305975472146
ACH-000688,-0.15028490134400002
ACH-000693,-0.21887918165399997
ACH-000694,-0.21731991557100003
ACH-000695,0.06425356361449999
ACH-000696,-0.267605851971
ACH-000697,-0.36070919158799997
ACH-000699,-0.12984793094
ACH-000701,-0.35556982568400003
ACH-000706,-0.22640479004500003
ACH-000711,-0.282624291757
ACH-000713,-0.274395311314
ACH-000714,-0.0019502043604
ACH-000718,-0.34158084369900005
ACH-000720,-0.327455185687
ACH-000721,-0.36766670213200003
ACH-000724,-0.0194403035394
ACH-000725,-0.10270444731799999
ACH-000732,-0.347932139286
ACH-000734,-0.21348929603
ACH-000735,-0.22310191434
ACH-000736,-0.20776674596099998
ACH-000738,-0.28150281690400003
ACH-000746,0.053794933528500004
ACH-000747,-0.0330463627362
ACH-000748,-0.160943490462
ACH-000753,-0.035853940390400005
ACH-000756,-0.359098846413
ACH-000757,-0.11225233295399999
ACH-000758,-0.10769952549
ACH-000760,-0.209916131803
ACH-000763,-0.261897744007
ACH-000764,-0.441159180177
ACH-000765,-0.406190908506
ACH-000766,0.0673202213308
ACH-000767,-0.16866660575999998
ACH-000768,-0.40809224138899997
ACH-000769,-0.26989301767499996
ACH-000770,-0.282944957216
ACH-000771,-0.1180717988
ACH-000773,-0.13060535676100002
ACH-000776,-0.0888267180615
ACH-000777,-0.223663718101
ACH-000778,-0.139754448213
ACH-000781,-0.256325314423
ACH-000782,-0.143460132239
ACH-000783,-0.0264711043475
ACH-000784,-0.316943640896
ACH-000785,-0.277593296304
ACH-000787,-0.0577818000461
ACH-000788,-0.33456701507500003
ACH-000791,-0.247675659067
ACH-000792,-0.374245250888
ACH-000794,-0.115517840899
ACH-000796,-0.29569027630600003
ACH-000799,-0.348972443204
ACH-000800,-0.373155564766
ACH-000802,-0.16308875400999998
ACH-000804,-0.20612954241599998
ACH-000805,-0.153200566988
ACH-000809,-0.15005925860400002
ACH-000810,-0.397746414206
ACH-000811,-0.18806489940499999
ACH-000817,-0.197019215842
ACH-000819,-0.150426521611
ACH-000820,-0.514807166817
ACH-000821,0.176170004455
ACH-000822,-0.412951337664
ACH-000823,-0.297102435755
ACH-000824,-0.05820353695759999
ACH-000827,-0.156128486988
ACH-000829,-0.20151046386100002
ACH-000831,-0.44189659110299995
ACH-000832,-0.136326955102
ACH-000833,-0.130925743853
ACH-000834,-0.265296998666
ACH-000835,-0.14931626725400002
ACH-000836,-0.30353633781
ACH-000837,-0.18603487913400002
ACH-000838,-0.278530294388
ACH-000839,-0.33289246494
ACH-000840,-0.210058819282
ACH-000841,-0.44381700837899996
ACH-000843,-0.163743777993
ACH-000846,-0.41396789303900006
ACH-000847,-0.251498489298
ACH-000848,0.0173487253609
ACH-000849,-0.0218832965463
ACH-000851,-0.47934543167300003
ACH-000855,0.09473041607789999
ACH-000856,-0.398956492973
ACH-000858,-0.226321692791
ACH-000859,-0.07071933580510001
ACH-000861,-0.188347415024
ACH-000862,-0.246536224699
ACH-000865,-0.142064711649
ACH-000866,-0.27117490137899997
ACH-000867,-0.221039106215
ACH-000869,-0.160077224673
ACH-000872,-0.25354189764400004
ACH-000873,-0.314220145944
ACH-000876,-0.169383004637
ACH-000878,-0.303429321004
ACH-000880,-0.34631682764
ACH-000881,-0.139260321205
ACH-000882,-0.223592693596
ACH-000884,-0.20358192616700002
ACH-000885,-0.46983562798
ACH-000887,-0.142906481458
ACH-000888,-0.206793848482
ACH-000889,-0.196649400339
ACH-000890,-0.297665361417
ACH-000896,-0.27069571227899997
ACH-000898,-0.34062345736500005
ACH-000900,-0.292403421024
ACH-000901,-0.18610633694899997
ACH-000905,-0.142412626309
ACH-000906,-0.234701498888
ACH-000907,-0.274651317751
ACH-000910,-0.0577683689233
ACH-000911,-0.304580889032
ACH-000912,-0.35485556803999996
ACH-000913,-0.132753568598
ACH-000915,-0.391796889468
ACH-000916,-0.801674168622
ACH-000917,-0.30257371994000004
ACH-000921,-0.290631909442
ACH-000924,-0.3305998829
ACH-000926,-0.34446927521399995
ACH-000928,-0.374324728251
ACH-000929,-0.0672251376255
ACH-000932,-0.270493208747
ACH-000935,-0.212225305647
ACH-000936,-0.262592712369
ACH-000937,-0.260985022609
ACH-000938,-0.27889235563000003
ACH-000939,-0.25372810085700004
ACH-000941,-0.0952748022782
ACH-000943,-0.29281905053
ACH-000946,-0.44487371611000004
ACH-000947,-0.177558720115
ACH-000948,-0.307923872575
ACH-000950,-0.25980199843699997
ACH-000953,-0.156562260447
ACH-000957,-0.392479842
ACH-000958,-0.141160348268
ACH-000960,-0.24058713475699997
ACH-000963,-0.255800248598
ACH-000968,-0.212368879086
ACH-000969,-0.0210754941902
ACH-000973,-0.212126243265
ACH-000974,-0.263546836246
ACH-000975,-0.18526107249899998
ACH-000976,-0.26643106359499996
ACH-000978,-0.296520925061
ACH-000980,-0.291330224324
ACH-000984,-0.240193306902
ACH-000986,-0.262447571656
ACH-000988,-0.273111927891
ACH-000993,-0.40767646064900004
ACH-000994,-0.275703074225
ACH-000996,-0.32888760688
ACH-001001,-0.145227324433
ACH-001020,-0.139680539997
ACH-001028,-0.211690610735
ACH-001031,-0.27217455711399996
ACH-001038,-0.285469299965
ACH-001048,-0.257541750119
ACH-001050,-0.0227503796423
ACH-001053,0.192823936428
ACH-001054,-0.41540594421599997
ACH-001061,-0.22051831674400002
ACH-001067,-0.20116265269
ACH-001075,-0.321908536963
ACH-001096,0.809630359792
ACH-001128,-0.48211845145300003
ACH-001134,-0.0755936044651
ACH-001151,-0.18950820257599998
ACH-001163,-0.37437774157
ACH-001164,-0.145864514786
ACH-001173,-0.237328867799
ACH-001183,-0.0230696849296
ACH-001184,-0.523261307848
ACH-001190,-0.27186872897799996
ACH-001192,-0.154298905502
ACH-001193,-0.14912399699
ACH-001196,-0.12173517643300001
ACH-001197,-0.0870137666915
ACH-001205,-0.154119786484
ACH-001211,-0.226024787201
ACH-001212,-0.44749653208400003
ACH-001228,-0.246438017727
ACH-001232,-0.258959135604
ACH-001239,-0.18114718566100002
ACH-001274,-0.32591872551600004
ACH-001275,-0.08540601944599999
ACH-001277,-0.45240796453000004
ACH-001278,-0.331801702414
ACH-001280,-0.19667487576200002
ACH-001283,-0.259578394254
ACH-001289,-0.028281022837400003
ACH-001295,-0.2543123736
ACH-001300,-0.08982976256380001
ACH-001301,-0.20918155640799999
ACH-001302,-0.0737630052393
ACH-001303,-0.289375952581
ACH-001306,-0.288024823941
ACH-001318,-0.0295746348346
ACH-001322,-0.37915636130099994
ACH-001328,-0.074851859317
ACH-001332,-0.344354109556
ACH-001333,-0.25620510089299997
ACH-001336,-0.227557984652
ACH-001340,-0.320766139394
ACH-001346,-0.254044811885
ACH-001353,-0.193513695452
ACH-001354,-0.324746733936
ACH-001367,-0.412163485038
ACH-001368,-0.139326727852
ACH-001374,-0.290885749827
ACH-001375,-0.14086046103900002
ACH-001377,-0.12565146232899999
ACH-001380,-0.33078492015
ACH-001391,-0.131643525242
ACH-001407,-0.109537151508
ACH-001408,-0.290691899852
ACH-001413,-0.23766104935899998
ACH-001430,-0.328135073427
ACH-001431,-0.114865039338
ACH-001450,-0.447258720647
ACH-001496,-0.317504934998
ACH-001500,-0.369622649089
ACH-001521,-0.009050553864209998
ACH-001523,-0.256081622648
ACH-001532,0.199229616568
ACH-001536,-0.33383760447599997
ACH-001550,-0.222568380017
ACH-001552,0.07551446195610001
ACH-001554,-0.19544798719700002
ACH-001645,-0.09265928001430002
ACH-001654,-0.0747527250673
ACH-001715,-0.551377291637
ACH-001735,-0.08202442013399999
ACH-001736,-0.342734999443
ACH-001737,0.249888538813
ACH-001740,-0.45882555401600006
ACH-001745,-0.425478233437
ACH-001750,-0.134028528626
ACH-001765,0.0373583876539
ACH-001956,-0.13964424599199998
ACH-001957,-0.177275883385
