,PRPF40A (55660)
ACH-000004,-0.512641749462
ACH-000007,-1.02158089689
ACH-000009,-0.718383917866
ACH-000011,-0.921231210929
ACH-000012,-0.8785831077259999
ACH-000013,-0.985531065552
ACH-000014,-0.5980066985620001
ACH-000015,-0.862564144764
ACH-000017,-1.11439049538
ACH-000018,-1.06454454888
ACH-000019,-1.25050509673
ACH-000021,-0.777913356452
ACH-000022,-0.7074858753290001
ACH-000025,-0.760459156558
ACH-000028,-1.22430198048
ACH-000030,-1.09272641012
ACH-000035,-0.837607347835
ACH-000036,-1.03427703503
ACH-000037,-0.520020137778
ACH-000039,-0.859569450849
ACH-000040,-0.671055393062
ACH-000041,-0.886466636038
ACH-000042,-0.91120119729
ACH-000045,-0.9159298061069999
ACH-000047,-1.21684017119
ACH-000052,-0.6449579772940001
ACH-000053,-0.817221593881
ACH-000054,-1.0324114170299998
ACH-000055,-0.863934362436
ACH-000060,-1.0293799987
ACH-000067,-0.641078481468
ACH-000070,-1.09563466255
ACH-000075,-0.758109546981
ACH-000078,-1.1541225510100002
ACH-000082,-0.896204178651
ACH-000085,-1.17795934127
ACH-000086,-1.02518285028
ACH-000087,-1.04808716034
ACH-000092,-1.01353634889
ACH-000095,-0.8060938878560001
ACH-000097,-1.04159776866
ACH-000098,-0.82380979153
ACH-000099,-1.12936669124
ACH-000108,-1.0715689507200001
ACH-000113,-0.773165604954
ACH-000115,-0.846713438435
ACH-000116,-1.10549730114
ACH-000118,-1.04163334039
ACH-000120,-0.825900118352
ACH-000123,-1.0849135522799997
ACH-000127,-1.2794882599500002
ACH-000128,-0.928108560325
ACH-000132,-0.47855528787900004
ACH-000133,-0.919308178109
ACH-000137,-1.0368377344700002
ACH-000138,-1.1506914420799998
ACH-000142,-0.9488826224979999
ACH-000143,-1.07576795981
ACH-000146,-1.25175477527
ACH-000148,-0.729395617728
ACH-000150,-1.04066627359
ACH-000152,-1.27498626774
ACH-000153,-0.6038954380730001
ACH-000159,-0.884061531198
ACH-000160,-0.8018243592859999
ACH-000163,-1.09209305875
ACH-000167,-1.36665061796
ACH-000168,-0.8301322050550001
ACH-000169,-0.9494943032359999
ACH-000178,-1.02463097495
ACH-000182,-1.2032895433700002
ACH-000183,-0.951882021129
ACH-000188,-1.04626706624
ACH-000189,-0.584616847208
ACH-000190,-0.932568880494
ACH-000198,-0.832978072624
ACH-000204,-1.13890386904
ACH-000206,-0.994758911753
ACH-000207,-1.1321690582500001
ACH-000211,-1.04318729545
ACH-000215,-0.818035379851
ACH-000221,-0.8206437671979999
ACH-000222,-0.924356007418
ACH-000223,-1.15907492247
ACH-000226,-1.0259515239700001
ACH-000227,-0.891321075721
ACH-000228,-0.847788143526
ACH-000231,-1.28678672514
ACH-000232,-0.553291089574
ACH-000233,-0.9235693638160001
ACH-000234,-0.913097053567
ACH-000235,-0.998418243928
ACH-000237,-1.17816463112
ACH-000238,-1.3908450143900002
ACH-000243,-1.05879178134
ACH-000244,-1.07320141311
ACH-000246,-0.9210916441760001
ACH-000248,-1.0303408194900001
ACH-000250,-1.19035800518
ACH-000251,-0.851374984622
ACH-000253,-0.941624959244
ACH-000255,-1.2973096323
ACH-000256,-0.739953331871
ACH-000257,-0.7523812160519999
ACH-000258,-1.5199969501700001
ACH-000259,-1.21213099393
