,NFRKB (4798)
ACH-000004,-0.6104371003760001
ACH-000007,-0.799906481172
ACH-000009,-0.531194047265
ACH-000011,-0.6803677611
ACH-000012,-0.790215359085
ACH-000013,-0.925970343004
ACH-000014,-0.7701772038249999
ACH-000015,-0.8329281927609999
ACH-000017,-1.03462198529
ACH-000018,-0.524739286569
ACH-000019,-0.15672848542
ACH-000021,-0.5896479556600001
ACH-000022,-0.520703432423
ACH-000025,-0.650977982279
ACH-000028,-0.40174510816799996
ACH-000030,-0.542062087083
ACH-000035,-0.842702009959
ACH-000036,-1.04174185326
ACH-000037,-0.584779492537
ACH-000039,-0.826318840751
ACH-000040,-0.687596711327
ACH-000041,-0.475095800814
ACH-000042,-0.135139556301
ACH-000045,-0.878506106743
ACH-000047,-0.222278764661
ACH-000052,-0.6881203989200001
ACH-000053,-0.995489977007
ACH-000054,-0.351589197136
ACH-000055,-0.628425236525
ACH-000060,-0.8388890102009999
ACH-000067,-0.48631524204899995
ACH-000070,-0.49182600392399994
ACH-000075,-0.39144853147200004
ACH-000078,-0.451143939657
ACH-000082,-0.762613846342
ACH-000085,-0.8808352360330001
ACH-000086,-0.5421814619950001
ACH-000087,-0.601189142107
ACH-000092,-0.58645514813
ACH-000095,-0.550445203582
ACH-000097,-0.929552205909
ACH-000098,-0.46490678713399997
ACH-000099,-0.701573685228
ACH-000108,-0.6718128926279999
ACH-000113,-0.572512477305
ACH-000115,-1.1773745823000001
ACH-000116,-0.8342915862360001
ACH-000118,-0.633251749774
ACH-000120,-0.587236341199
ACH-000123,-0.773906729804
ACH-000127,-0.7327784225830001
ACH-000128,-0.505876718098
ACH-000132,-0.6084881855259999
ACH-000133,-0.663766341175
ACH-000137,-0.601930286442
ACH-000138,-0.736170890035
ACH-000142,-0.620825634098
ACH-000143,-0.463561926964
ACH-000146,-0.617732223303
ACH-000148,-0.770349665414
ACH-000150,-0.583737203108
ACH-000152,-0.559747636504
ACH-000153,-0.9546297783050001
ACH-000159,-0.339091392445
ACH-000160,-0.221561859619
ACH-000163,-0.487009775333
ACH-000167,-0.473701620678
ACH-000168,-0.601501733179
ACH-000169,-0.53357896912
ACH-000178,-0.759143288515
ACH-000182,-0.677734180996
ACH-000183,-0.669010468533
ACH-000188,-0.604818638629
ACH-000189,0.121538740464
ACH-000190,-0.19367192871
ACH-000198,-0.857447219252
ACH-000204,-0.998674500326
ACH-000206,-0.57530748596
ACH-000207,-0.323383067553
ACH-000211,-0.7732837358069999
ACH-000215,-0.543189182663
ACH-000221,-0.443586480669
ACH-000222,-0.548332500659
ACH-000223,-0.44881596770300003
ACH-000226,-0.8085389622120001
ACH-000227,-0.639385094419
ACH-000228,-0.641007546689
ACH-000231,-0.552988302811
ACH-000232,-0.34824054947
ACH-000233,-0.7587641829189999
ACH-000234,-0.714073713855
ACH-000235,-0.44572170671899997
ACH-000237,-0.8889952656129999
ACH-000238,-0.738213168755
ACH-000243,-0.70100152238
ACH-000244,-0.8814976773759999
ACH-000246,-0.82531082581
ACH-000248,-0.6412530370489999
ACH-000250,-0.895983561291
ACH-000251,-0.66207417537
ACH-000253,-0.632470754133
ACH-000255,-0.147160327653
ACH-000256,-0.69843405259
ACH-000257,-0.5755146188570001
ACH-000258,-0.5418840392100001
ACH-000259,-0.191319395601
ACH-000260,-0.731756469513
ACH-000261,-0.720004449342
ACH-000262,-0.826726115176
ACH-000263,-0.574062873339
ACH-000264,-1.1274203495000001
ACH-000265,-0.43813794962999997
ACH-000266,-0.0458740941743
ACH-000272,-0.167913299364
ACH-000273,-0.567996006807
ACH-000274,-1.09454473501
ACH-000277,-0.958250496549
ACH-000278,-0.98146529828
ACH-000279,-0.5579175771239999
ACH-000280,-0.637326694655
ACH-000281,-0.961427455221
ACH-000288,-0.537267185604
ACH-000291,-0.703798235254
ACH-000293,-0.8264817484929999
ACH-000294,-0.975940297293
ACH-000295,-1.20700339563
ACH-000296,-0.679957077199
ACH-000302,-0.796322054768
ACH-000304,-0.509691639539
ACH-000307,-0.6866894897820001
ACH-000308,-0.16474870064400002
ACH-000310,-0.339376186099
ACH-000311,-0.8357980185789999
ACH-000312,-0.38814737701800006
ACH-000315,-0.346324372403
ACH-000316,-0.5457638885939999
ACH-000317,-1.11949457083
ACH-000318,-0.8912485501649999
ACH-000319,-0.592313157116
ACH-000320,-0.563913374152
ACH-000322,-0.701117941243
ACH-000323,-0.6950239701980001
ACH-000324,-0.565767117906
ACH-000329,-0.578769993666
ACH-000330,-0.817367185237
ACH-000331,-0.590483618276
ACH-000332,-0.7863219054739999
ACH-000334,-0.552663740947
ACH-000335,-0.615530753359
ACH-000336,-0.22008115187
ACH-000337,-0.946123604582
ACH-000339,-0.539984228923
ACH-000341,-0.44280499995300004
ACH-000348,-0.648973177012
ACH-000350,-0.5135872794740001
ACH-000352,-0.646827860097
ACH-000356,-0.709367134233
ACH-000361,-0.588705375219
ACH-000362,-0.542657187857
ACH-000363,-0.7762520967190001
ACH-000364,-0.638570488588
ACH-000365,-0.778155925002
ACH-000366,-0.664518745208
ACH-000368,-0.5076416870139999
ACH-000374,-0.715559253213
ACH-000375,-0.8246182645929999
ACH-000376,-0.610628732756
ACH-000381,-0.7800880417380001
ACH-000383,-0.609435474928
ACH-000387,-0.5037709934960001
ACH-000389,-0.746976555889
ACH-000390,-0.501206260301
ACH-000393,-0.707174515183
ACH-000395,-0.928695461665
ACH-000397,-0.6763579558589999
ACH-000401,-0.663011100582
ACH-000402,-0.447402887782
ACH-000403,-0.301864686362
ACH-000404,-0.339442494765
ACH-000406,-0.491802051452
ACH-000407,-0.7413167457430001
ACH-000408,-0.508967818101
ACH-000410,-0.704589572674
ACH-000411,-0.698413982457
ACH-000414,-0.797366414146
ACH-000415,-0.7222341874349999
ACH-000416,-0.57208134053
ACH-000420,-0.9441099971760001
ACH-000421,-0.6314671730420001
ACH-000424,-0.749042434884
ACH-000425,-0.656546489301
ACH-000426,-0.827183725785
ACH-000427,-0.596716276296
ACH-000433,-0.624772448311
ACH-000436,-0.792961924419
ACH-000444,-0.702617506131
ACH-000445,-0.8937515134209999
ACH-000448,-0.9239451209649999
ACH-000450,-0.551541982564
ACH-000452,-0.6330748579559999
ACH-000454,-0.214203270716
ACH-000458,-0.44641554316200005
ACH-000459,-0.8569690832960001
ACH-000460,-0.845303097317
ACH-000461,-0.719994669171
ACH-000463,-0.786221933012
ACH-000464,-0.7461225160770001
ACH-000466,-0.171522818034
ACH-000467,-0.658715721274
ACH-000468,-0.7449417164550001
ACH-000469,-0.736268013391
ACH-000470,-0.66315858928
ACH-000471,-0.9819678461679999
ACH-000472,-0.375771412196
ACH-000473,-0.7949485307459999
ACH-000475,-0.494623837421
ACH-000476,-0.48574164353999993
ACH-000477,-0.9498072965119999
ACH-000480,-0.60911036908
ACH-000481,-0.636311133363
ACH-000483,-0.764506433658
ACH-000484,-0.802552724644
ACH-000485,-0.455133467422
ACH-000486,-0.869357237617
ACH-000487,-0.78417886811
ACH-000488,-0.590590618244
ACH-000490,-0.676834965612
ACH-000491,-0.615452308399
ACH-000495,-0.699164951756
ACH-000496,-0.48480415296400003
ACH-000499,-0.7026699371799999
ACH-000500,-0.48911002383999996
ACH-000502,-0.9545664406829999
ACH-000503,-0.597776914952
ACH-000505,-0.8127024192569999
ACH-000507,-0.647409719076
ACH-000510,-0.526433192006
ACH-000511,-0.6338970811519999
ACH-000512,-0.176897981129
ACH-000516,-0.7602213567730001
ACH-000517,-0.551976150605
ACH-000518,-0.72949319477
ACH-000520,-0.83377945388
ACH-000521,-0.34249932338600003
ACH-000522,-0.17026408097800003
ACH-000524,-0.303932043683
ACH-000527,-0.79953441062
ACH-000528,-0.69552388777
ACH-000537,-0.062402358886699996
ACH-000541,-0.543594003367
ACH-000542,-0.464167309163
ACH-000544,-0.6371739679330001
ACH-000545,-0.7903314254420001
ACH-000547,-0.451801684282
ACH-000548,-0.8960784910240001
ACH-000549,-0.522462236241
ACH-000550,-1.07873265395
ACH-000552,-0.557078766673
ACH-000556,-0.5884238617650001
ACH-000557,0.012825261699299999
ACH-000570,-0.759044810837
ACH-000571,-0.9225353461750001
ACH-000573,-0.439978061955
ACH-000576,-0.6836221836030001
ACH-000580,-0.400888166158
ACH-000584,-0.669046851439
ACH-000585,-0.201417845272
ACH-000588,-0.620328635714
ACH-000589,-0.437548696644
ACH-000591,-0.7358417978039999
ACH-000593,-0.675838092218
ACH-000600,-0.736292184315
ACH-000601,-0.848821650186
ACH-000604,-0.573757405924
ACH-000605,-0.562926154922
ACH-000606,-0.716505521244
ACH-000608,-0.435408221574
ACH-000614,-1.17047606687
ACH-000616,-0.9268121872570001
ACH-000618,-0.5299444884350001
ACH-000619,-0.6868664878759999
ACH-000620,-0.680153379803
ACH-000621,-0.866622300421
ACH-000622,-0.370484346859
ACH-000623,-0.507725562081
ACH-000624,-0.7200933603890001
ACH-000627,-0.303002873384
ACH-000630,-0.468281911153
ACH-000632,-1.04912596082
ACH-000633,-0.489116664406
ACH-000637,-0.8008475685959999
ACH-000638,-0.37941173904299996
ACH-000646,-0.211855175276
ACH-000647,-0.682581823859
ACH-000648,-0.9654357336689999
ACH-000649,-0.43848302202
ACH-000651,-0.496389355911
ACH-000652,-0.456983318147
ACH-000653,-0.7373710332950001
ACH-000657,-0.667526267136
ACH-000658,-0.35340840778800003
ACH-000661,-0.7735704916859999
ACH-000662,-0.318860474901
ACH-000663,-1.2659956343899998
ACH-000665,-0.423536395924
ACH-000671,-0.9158065728829999
ACH-000673,-0.773598851163
ACH-000676,-0.868522075809
ACH-000677,-0.843987198218
ACH-000681,-0.722359673407
ACH-000682,-0.5217400952319999
ACH-000683,-0.497295397027
ACH-000684,-0.9251960471289999
ACH-000688,-0.303193619767
ACH-000693,-0.550173057023
ACH-000694,-0.5843630194089999
ACH-000695,-0.589445726075
ACH-000696,-0.725139226895
ACH-000697,-0.239263870343
ACH-000699,-0.548445480077
ACH-000701,-0.7985425076620001
ACH-000706,-0.269662816783
ACH-000711,-0.715819926875
ACH-000713,-0.633707244909
ACH-000714,-1.06245796014
ACH-000718,-0.561263951595
ACH-000720,-0.609449789286
ACH-000721,-0.719450733159
ACH-000724,-0.087084965501
ACH-000725,-0.36047900101400004
ACH-000732,-0.8422060574789999
ACH-000734,-0.41847108520000004
ACH-000735,-0.206362616011
ACH-000736,-0.7235604013339999
ACH-000738,-0.494837342818
ACH-000746,-0.573986912953
ACH-000747,-0.846131513408
ACH-000748,-0.594239075958
ACH-000753,-0.75979872843
ACH-000756,-0.82271765644
ACH-000757,-0.678275304846
ACH-000758,-0.873454922721
ACH-000760,-0.638371949933
ACH-000763,-0.763362480097
ACH-000764,-0.492966182614
ACH-000765,-0.557758017732
ACH-000766,-0.562590499454
ACH-000767,-0.8505733198250001
ACH-000768,-0.602701908949
ACH-000769,-0.931526605291
ACH-000770,-0.636988271341
ACH-000771,-0.42287707535700003
ACH-000773,-0.6976498126180001
ACH-000776,-0.718142917136
ACH-000777,-0.8037697527259999
ACH-000778,-0.253058239904
ACH-000781,-0.21318511116799999
ACH-000782,-0.659147569711
