,NFRKB (4798)
ACH-000783,-0.852700725334
ACH-000784,-0.577083337623
ACH-000785,-0.5106082614280001
ACH-000787,-0.476223850221
ACH-000788,-0.54454668429
ACH-000791,-0.833299560776
ACH-000792,-0.8471860452300001
ACH-000794,-1.0321386866700002
ACH-000796,-0.9083683405320001
ACH-000799,-0.800721607436
ACH-000800,-0.7991636654050001
ACH-000802,-0.617426185439
ACH-000804,-0.890774205299
ACH-000805,-0.43850285338399997
ACH-000809,-0.748366983827
ACH-000810,-0.776887911682
ACH-000811,0.030679601772
ACH-000817,-0.349337493181
ACH-000819,-0.444154189209
ACH-000820,-1.20382843085
ACH-000821,-0.511077519775
ACH-000822,-0.877589653413
ACH-000823,-0.804631369289
ACH-000824,-0.429838602447
ACH-000827,-0.809484832076
ACH-000829,-0.596331011426
ACH-000831,-0.554148200275
ACH-000832,-0.800893892525
ACH-000833,-0.452543891012
ACH-000834,-0.745724192836
ACH-000835,-0.508029089376
ACH-000836,-0.202013412852
ACH-000837,-0.554837088258
ACH-000838,-0.536617353896
ACH-000839,-0.8891784326109999
ACH-000840,-0.7227104573659999
ACH-000841,-0.725828473576
ACH-000843,-0.9056886164899999
ACH-000846,-0.6275301475289999
ACH-000847,-0.785299793547
ACH-000848,-0.53240209395
ACH-000849,-0.174415868275
ACH-000851,-0.8259746118529999
ACH-000855,-0.615115597943
ACH-000856,-0.402765897395
ACH-000858,-0.560426591631
ACH-000859,-0.864514037658
ACH-000861,-0.484773613095
ACH-000862,-0.643629240097
ACH-000865,-0.719366327518
ACH-000866,-0.699068927385
ACH-000867,-0.72211375421
ACH-000869,-0.5046569235930001
ACH-000872,-1.00595879525
ACH-000873,-1.1148996043200001
ACH-000876,-0.168361639147
ACH-000878,-0.683894122225
ACH-000880,-0.886021399594
ACH-000881,-0.5102382218729999
ACH-000882,-0.7205915781159999
ACH-000884,-0.433328481124
ACH-000885,-0.77389958853
ACH-000887,-0.39117949564300003
ACH-000888,-0.673331199054
ACH-000889,-0.539165663781
ACH-000890,-1.13148740342
ACH-000896,-0.9434669290659999
ACH-000898,-1.0686804527399998
ACH-000900,-0.456534689626
ACH-000901,-0.8880173344169999
ACH-000905,-0.566575320268
ACH-000906,-0.44624043426000004
ACH-000907,-0.629589173027
ACH-000910,-0.570150179321
ACH-000911,-0.674909515009
ACH-000912,-0.840463078607
ACH-000913,-1.0832058339700001
ACH-000915,-0.130963148682
ACH-000916,-0.195819448438
ACH-000917,-0.7212388409739999
ACH-000921,-0.708984352565
ACH-000924,-0.189081441787
ACH-000926,-0.7560912170209999
ACH-000928,-0.373976426588
ACH-000929,-0.45533366515100004
ACH-000932,-0.6146293645009999
ACH-000935,-0.504881298339
ACH-000936,-0.15274071131300002
ACH-000937,-0.554204682395
ACH-000938,-0.307711960782
ACH-000939,-0.218121411821
ACH-000941,-0.409106896156
ACH-000943,-0.497609962583
ACH-000946,-0.536105469228
ACH-000947,-0.8507837734289999
ACH-000948,-0.672464145057
ACH-000950,-0.968631380309
ACH-000953,-0.353516366499
ACH-000957,-0.886769929908
ACH-000958,-0.881526116453
ACH-000960,-0.839690543014
ACH-000963,-0.518328415375
ACH-000968,-0.7605419935529999
ACH-000969,-0.470925372512
ACH-000973,-0.433031968998
ACH-000974,-0.8581933697390001
ACH-000975,-0.549710602088
ACH-000976,-0.42003360503200005
ACH-000978,-0.7844880294709999
ACH-000980,-0.6256670174800001
ACH-000984,-0.582750584233
ACH-000986,-0.297601193282
ACH-000988,-0.136844731009
ACH-000993,-0.535990660122
ACH-000994,-0.33483841045699997
ACH-000996,-0.971362925822
ACH-001001,-0.665800275158
ACH-001020,-0.371220666901
ACH-001028,-0.489990410893
ACH-001031,-0.699567266045
ACH-001038,-0.5105360591120001
ACH-001048,-0.419290000427
ACH-001050,-0.807070464833
ACH-001053,-0.431532818257
ACH-001054,-0.463210133345
ACH-001061,-0.487226763199
ACH-001067,-0.717431286659
ACH-001075,-0.675109913178
ACH-001096,-0.48598141276199996
ACH-001128,0.429793575378
ACH-001134,-0.725114244007
ACH-001151,-0.531204111558
ACH-001163,0.0541900912378
ACH-001164,-0.434878602668
ACH-001173,-0.531224943661
ACH-001183,-0.889665081275
ACH-001184,-0.8853812249330001
ACH-001190,-1.0418569599
ACH-001192,-0.9000472909430001
ACH-001193,-0.37623118233499997
ACH-001196,-0.612394616363
ACH-001197,-0.831689382342
ACH-001205,-0.740638284216
ACH-001211,-0.591522458053
ACH-001212,-0.622725943029
ACH-001228,-0.85245078782
ACH-001232,-0.28790625927700003
ACH-001239,-0.631573609832
ACH-001274,-0.25352812703899996
ACH-001275,-0.850888475741
ACH-001277,-0.60587732492
ACH-001278,-0.962064598189
ACH-001280,-0.641744566796
ACH-001283,-0.64974300719
ACH-001289,-0.537893794217
ACH-001295,-0.507865524655
ACH-001300,-0.48862849135200004
ACH-001301,-0.451501147007
ACH-001302,-0.306653436875
ACH-001303,-0.744303403557
ACH-001306,-0.4401338981600001
ACH-001318,-0.598029905164
ACH-001322,-0.682601327249
ACH-001328,-0.57167590423
ACH-001332,-0.408289556744
ACH-001333,-0.311647330462
ACH-001336,-0.8955365292049999
ACH-001340,-0.7933957085860001
ACH-001346,-0.640063922157
ACH-001353,-0.766416312158
ACH-001354,-0.7557046616930001
ACH-001367,-0.792333508644
ACH-001368,-0.638590265309
ACH-001374,-1.09548584282
ACH-001375,-0.6698510705240001
ACH-001377,-0.40350762093099996
ACH-001380,-0.39714765089000004
ACH-001391,-0.621122498443
ACH-001407,-0.378788508169
ACH-001408,-1.11707873305
ACH-001413,-0.713598013654
ACH-001430,-0.519209515022
ACH-001431,-0.520623911111
ACH-001450,-0.875244629968
ACH-001496,-0.5272889863019999
ACH-001500,-0.518820591157
ACH-001521,-0.8281232194410001
ACH-001523,-0.662508280338
ACH-001532,-0.8257999960690001
ACH-001536,-0.554387009547
ACH-001550,-0.161851946537
ACH-001552,-0.836552240212
ACH-001554,-0.8018524137540001
ACH-001645,-0.623455140188
ACH-001654,-0.708835402053
ACH-001715,-0.727657634169
ACH-001735,-0.502842686711
ACH-001736,-0.8124271518009999
ACH-001737,-0.962400208495
ACH-001740,-0.864076589448
ACH-001745,-0.7348433204029999
ACH-001750,-0.561801023443
ACH-001765,-0.6542503208120001
ACH-001956,-0.7554664900329999
ACH-001957,-0.7031668613519999
