,TRMT1L (81627)
ACH-000004,-0.0187721302688
ACH-000007,-0.24894608046500002
ACH-000009,-0.244393406973
ACH-000011,-0.306980892359
ACH-000012,-0.049846246123199996
ACH-000013,-0.06971810577269999
ACH-000014,-0.35467849020400005
ACH-000015,-0.11711257777
ACH-000017,-0.22211158757899999
ACH-000018,-0.38262794161799996
ACH-000019,-0.23486821557100002
ACH-000021,-0.19395271621500002
ACH-000022,-0.318543932586
ACH-000025,-0.29263047532200004
ACH-000028,-0.2677505547
ACH-000030,-0.17735724875999997
ACH-000035,-0.11208380668500001
ACH-000036,-0.29424556898800003
ACH-000037,-0.331851625753
ACH-000039,-0.400983033706
ACH-000040,-0.222593259211
ACH-000041,-0.24802115556600002
ACH-000042,-0.081711139451
ACH-000045,0.061463670361400005
ACH-000047,-0.19434571819200003
ACH-000052,-0.09317514039529999
ACH-000053,-0.20259388611600002
ACH-000054,-0.35112598709700005
ACH-000055,-0.09671808226770001
ACH-000060,-0.119230541416
ACH-000067,-0.132233288069
ACH-000070,-0.245527209305
ACH-000075,-0.35534947645000003
ACH-000078,-0.16844553841200002
ACH-000082,-0.325066394469
ACH-000085,-0.148201306718
ACH-000086,-0.213390445128
ACH-000087,-0.255310498902
ACH-000092,-0.346993657591
ACH-000095,-0.33721195931500003
ACH-000097,-0.338649439389
ACH-000098,-0.246848549841
ACH-000099,-0.0384781322871
ACH-000108,-0.0347617642427
ACH-000113,-0.20277707618299998
ACH-000115,-0.0144882122228
ACH-000116,-0.318621364913
ACH-000118,-0.0573812470904
ACH-000120,0.0033232415602600005
ACH-000123,-0.0515061754941
ACH-000127,-0.0949606003265
ACH-000128,-0.267595340598
ACH-000132,-0.28715473464
ACH-000133,-0.228797663984
ACH-000137,-0.257695770247
ACH-000138,-0.160593828385
ACH-000142,-0.373525487314
ACH-000143,-0.275052760526
ACH-000146,-0.332764851751
ACH-000148,-0.320153446884
ACH-000150,-0.184606682341
ACH-000152,-0.46077684006999997
ACH-000153,-0.13704168171599998
ACH-000159,-0.289293190103
ACH-000160,-0.08367241665939999
ACH-000163,-0.257116921811
ACH-000167,-0.529311123171
ACH-000168,-0.36263916749700004
ACH-000169,-0.11523556772
ACH-000178,-0.0814133307293
ACH-000182,-0.000374332551249
ACH-000183,-0.120158313876
ACH-000188,-0.151140651176
ACH-000189,-0.06914490115039999
ACH-000190,0.16042618017000002
ACH-000198,-0.0420093359283
ACH-000204,-0.332203023275
ACH-000206,-0.109606049983
ACH-000207,-0.189392669179
ACH-000211,-0.29113846712200003
ACH-000215,-0.1935785397
ACH-000221,-0.201467675507
ACH-000222,-0.15346329129
ACH-000223,-0.390027652354
ACH-000226,-0.40006550144599995
ACH-000227,-0.13311860522299998
ACH-000228,-0.166508631267
ACH-000231,-0.12424444295
ACH-000232,-0.135331234177
ACH-000233,-0.222411924419
ACH-000234,-0.437262682776
ACH-000235,-0.251718914956
ACH-000237,-0.272704988011
ACH-000238,-0.164091387639
ACH-000243,-0.295786529099
ACH-000244,-0.27365124158799997
ACH-000246,-0.19842138323199998
ACH-000248,-0.054354131030199995
ACH-000250,-0.240701053881
ACH-000251,-0.104410555402
ACH-000253,-0.540381100862
ACH-000255,-0.295707220118
ACH-000256,-0.532467032358
ACH-000257,0.0870332710331
ACH-000258,-0.721149009919
ACH-000259,-0.0686203636964
ACH-000260,-0.156453738562
ACH-000261,-0.21712369986900001
ACH-000262,0.037068202327699994
ACH-000263,-0.24531111520100002
ACH-000264,-0.33309053294
ACH-000265,-0.051637016032300004
ACH-000266,-0.276207741872
ACH-000272,-0.25904019116099997
ACH-000273,-0.434399586268
ACH-000274,-0.444216961031
ACH-000277,-0.255145974022
ACH-000278,-0.104784752474
ACH-000279,-0.338854043508
ACH-000280,-0.08077634951160001
ACH-000281,-0.160886706099
ACH-000288,-0.298970875051
ACH-000291,-0.13710235912799998
ACH-000293,-0.299895435429
ACH-000294,0.042866334121500003
ACH-000295,-0.147642185376
ACH-000296,-0.1517680608
ACH-000302,-0.0804050372707
ACH-000304,-0.28241441475900003
ACH-000307,-0.0949464621596
ACH-000308,-0.290593540574
ACH-000310,-0.291022138975
ACH-000311,-0.339717964019
ACH-000312,-0.208771876693
ACH-000315,-0.0538673506264
ACH-000316,-0.17760218147
ACH-000317,-0.147317711736
ACH-000318,-0.299557385317
ACH-000319,-0.17392379400199998
ACH-000320,-0.527144710772
ACH-000322,-0.5893883219080001
ACH-000323,-0.251478113992
ACH-000324,-0.275979894662
ACH-000329,-0.286273733657
ACH-000330,-0.29760415713300004
ACH-000331,-0.39023265542400004
ACH-000332,-0.214253906058
ACH-000334,-0.17903933203800002
ACH-000335,-0.266631821341
ACH-000336,-0.465827545577
ACH-000337,-0.263626931657
ACH-000339,-0.192215541448
ACH-000341,-0.26539828798099996
ACH-000348,-0.286207491173
ACH-000350,-0.08494520606360001
ACH-000352,-0.114035124954
ACH-000356,-0.393024021646
ACH-000361,-0.473045101734
ACH-000362,-0.185079267365
ACH-000363,-0.177865659777
ACH-000364,-0.258528817365
ACH-000365,-0.07494599328269999
ACH-000366,-0.171714143658
ACH-000368,-0.194191812229
ACH-000374,0.0632154780551
ACH-000375,0.0901213038191
ACH-000376,-0.300082658451
ACH-000381,-0.12013406997300001
ACH-000383,-0.24814530293
ACH-000387,-0.199654618914
ACH-000389,-0.167448585734
ACH-000390,-0.252232255131
ACH-000393,-0.159757425216
ACH-000395,-0.137320259892
ACH-000397,-0.15800835437799998
ACH-000401,-0.127978587078
ACH-000402,-0.276512617914
ACH-000403,-0.36054142797
ACH-000404,-0.0807668558776
ACH-000406,-0.17414381246599997
ACH-000407,-0.23352379684
ACH-000408,-0.059038034075300005
ACH-000410,-0.402667060338
ACH-000411,-0.32429783259
ACH-000414,-0.287811064284
ACH-000415,-0.430221905646
ACH-000416,-0.150590859919
ACH-000420,-0.21803711428199998
ACH-000421,-0.0610848940926
ACH-000424,-0.314426329245
ACH-000425,-0.305919864607
ACH-000426,-0.248704871404
ACH-000427,-0.371744693509
ACH-000433,-0.19904843691799998
ACH-000436,-0.24172068008499997
ACH-000444,-0.14617184911699999
ACH-000445,-0.0851747978588
ACH-000448,-0.44701804461000005
ACH-000450,-0.17606586767700003
ACH-000452,-0.28698361064399996
ACH-000454,-0.240733837696
ACH-000458,-0.416758327985
ACH-000459,0.0780423901492
ACH-000460,-0.22360652867199998
ACH-000461,-0.131212852976
ACH-000463,-0.281414192005
ACH-000464,-0.373953529334
ACH-000466,-0.0262395158035
ACH-000467,-0.27610928507
ACH-000468,0.0412681599074
ACH-000469,-0.376480874781
ACH-000470,-0.214998593908
ACH-000471,-0.15621278405300001
ACH-000472,-0.297548217733
ACH-000473,-0.0384828376731
ACH-000475,-0.125487148902
ACH-000476,-0.165714822665
ACH-000477,-0.260401510248
ACH-000480,-0.38744754887599997
ACH-000481,-0.33395789207800003
ACH-000483,-0.200196524278
ACH-000484,-0.395572571077
ACH-000485,-0.603737476914
ACH-000486,-0.273089208984
ACH-000487,-0.12268438536399999
ACH-000488,-0.0918022735472
ACH-000490,-0.34749324438100004
ACH-000491,-0.204557864452
ACH-000495,-0.458105000645
ACH-000496,-0.22040259990299998
ACH-000499,0.0111755463136
ACH-000500,-0.259529987236
ACH-000502,-0.18782880996100002
ACH-000503,-0.302292566278
ACH-000505,-0.34901213342200005
ACH-000507,-0.270500807903
ACH-000510,-0.133329306878
ACH-000511,-0.340437429833
ACH-000512,-0.460505334368
ACH-000516,-0.489567237078
ACH-000517,-0.157607352947
ACH-000518,-0.135050116797
ACH-000520,-0.38631211444799995
ACH-000521,-0.211814193915
ACH-000522,-0.196481863831
ACH-000524,-0.19991212803
ACH-000527,-0.186734034425
ACH-000528,-0.25506003292199997
ACH-000537,-0.08883353399530002
ACH-000541,-0.194844394441
ACH-000542,-0.06505873480209999
ACH-000544,-0.296376302425
ACH-000545,-0.378538897817
ACH-000547,-0.341107900084
ACH-000548,-0.417848439435
ACH-000549,-0.332267928695
ACH-000550,-0.19030028376
ACH-000552,-0.376411455086
ACH-000556,-0.262024344582
ACH-000557,-0.26027000696999997
ACH-000570,-0.09910243329
ACH-000571,-0.41555229828199997
ACH-000573,-0.312680091039
ACH-000576,-0.22801087170200002
ACH-000580,-0.524029212818
ACH-000584,-0.21782896829999998
ACH-000585,-0.235632204468
ACH-000588,-0.475001385911
ACH-000589,-0.0303129624999
ACH-000591,0.13185145866800002
ACH-000593,-0.31286348957
ACH-000600,-0.321638684512
ACH-000601,-0.25718817274
ACH-000604,0.303099539593
ACH-000605,-0.0439014566964
ACH-000606,-0.433201852295
ACH-000608,-0.238702534648
ACH-000614,-0.250893573611
ACH-000616,-0.2962147952
ACH-000618,-0.19607830577799998
ACH-000619,-0.33769715376599996
ACH-000620,-0.258287181458
ACH-000621,-0.241668848762
ACH-000622,-0.198264205933
ACH-000623,-0.14652461594
ACH-000624,-0.191790980429
ACH-000627,-0.20117989771400002
ACH-000630,-0.193882037901
ACH-000632,-0.316071680325
ACH-000633,-0.273734612546
ACH-000637,-0.041181932626699995
ACH-000638,-0.17725432043900002
ACH-000646,-0.263713138043
ACH-000647,-0.354947449396
ACH-000648,-0.49849496226
ACH-000649,-0.142493224501
ACH-000651,-0.0826728057434
ACH-000652,-0.00562305861514
ACH-000653,-0.36802720322
ACH-000657,-0.125196773756
ACH-000658,-0.46768513315899995
ACH-000661,-0.30831668819499997
ACH-000662,-0.584746179454
ACH-000663,-0.21989874927499997
ACH-000665,-0.19211195735999997
ACH-000671,-0.10737851408600001
ACH-000673,-0.354944118417
ACH-000676,-0.238662829215
ACH-000677,-0.17257230111299998
ACH-000681,-0.15806901710100002
ACH-000682,-0.203531802313
ACH-000683,-0.423553801868
ACH-000684,-0.252812534711
ACH-000688,-0.210572620086
ACH-000693,-0.157108257418
ACH-000694,-0.110292240326
ACH-000695,-0.134163896394
ACH-000696,-0.262962027857
ACH-000697,-0.296887200335
ACH-000699,-0.19474106533
ACH-000701,-0.287890407211
ACH-000706,-0.21347905234200001
ACH-000711,-0.13438252755000002
ACH-000713,-0.24216696235
ACH-000714,-0.319407192357
ACH-000718,-0.37131697615099996
ACH-000720,-0.182717123959
ACH-000721,-0.163637709326
ACH-000724,-0.0142963852536
ACH-000725,-0.422609369912
ACH-000732,-0.432176694773
ACH-000734,-0.35236646681199996
ACH-000735,-0.373500130415
ACH-000736,-0.347378808996
ACH-000738,-0.060978439912
ACH-000746,-0.14689090021
ACH-000747,-0.16663171474000002
ACH-000748,-0.242473386561
ACH-000753,-0.173516232012
ACH-000756,-0.21885351220600002
ACH-000757,-0.46029720353299997
ACH-000758,-0.24768409876400002
ACH-000760,-0.298433407217
ACH-000763,-0.34558562334299997
ACH-000764,-0.0803872501625
ACH-000765,-0.293253443511
ACH-000766,-0.332452335383
ACH-000767,-0.5304133279659999
ACH-000768,-0.229079557643
ACH-000769,-0.122991626283
ACH-000770,-0.258461947821
ACH-000771,-0.32040064434099996
ACH-000773,-0.25508416770799996
ACH-000776,-0.303013598509
ACH-000777,-0.265277731387
ACH-000778,-0.200456715654
ACH-000781,-0.148060359246
ACH-000782,-0.0326617333742
ACH-000783,-0.316101792863
ACH-000784,-0.224915014641
ACH-000785,-0.282887027225
ACH-000787,-0.0335473477745
ACH-000788,-0.25763131784800003
ACH-000791,-0.223850627462
ACH-000792,-0.25180071066
ACH-000794,-0.13715827897500002
ACH-000796,-0.132889800941
ACH-000799,-0.221971683171
ACH-000800,-0.308542869734
ACH-000802,-0.144814618502
ACH-000804,0.110054842088
ACH-000805,-0.360771218758
ACH-000809,-0.188767015948
ACH-000810,-0.105991962915
ACH-000811,-0.18100957952100002
ACH-000817,-0.248247510473
ACH-000819,-0.109048081345
ACH-000820,-0.23645898147799999
ACH-000821,-0.09841446266689999
ACH-000822,-0.094243904785
ACH-000823,-0.118732857311
ACH-000824,-0.353705782532
ACH-000827,-0.314605544014
ACH-000829,-0.191809956213
ACH-000831,0.0274545243887
ACH-000832,-0.192799273205
ACH-000833,-0.11242814907500001
ACH-000834,-0.252505328552
ACH-000835,-0.189817862751
ACH-000836,-0.309722082015
ACH-000837,-0.22307528205200003
ACH-000838,0.037295424824699996
ACH-000839,-0.300613970618
ACH-000840,-0.106558503968
ACH-000841,-0.394882326787
ACH-000843,-0.316324243073
ACH-000846,-0.348212142042
ACH-000847,-0.273872371362
ACH-000848,-0.11705015823100001
ACH-000849,-0.10806706350400001
ACH-000851,-0.0724369247886
ACH-000855,-0.411772236583
ACH-000856,-0.222686000421
ACH-000858,-0.18374347090399998
ACH-000859,-0.23241861328000002
ACH-000861,-0.23399255697500002
ACH-000862,-0.368258790897
ACH-000865,-0.134865150266
ACH-000866,-0.443674083299
ACH-000867,-0.498433892534
ACH-000869,-0.167914904659
ACH-000872,-0.14599081899
ACH-000873,-0.199342260739
ACH-000876,-0.298538759495
ACH-000878,-0.07800561900769999
ACH-000880,-0.157245315124
ACH-000881,-0.222076772511
ACH-000882,-0.43051708689400003
ACH-000884,-0.286601849334
ACH-000885,-0.117909784219
ACH-000887,-0.241469938092
ACH-000888,-0.169402383511
ACH-000889,-0.23832684313000002
ACH-000890,-0.145188251825
ACH-000896,-0.268102192344
ACH-000898,-0.441112743083
ACH-000900,-0.206328453703
ACH-000901,-0.09794578514419999
ACH-000905,-0.36524788854900003
ACH-000906,-0.197342515112
ACH-000907,-0.07365078244630001
ACH-000910,-0.189661291302
ACH-000911,-0.18779124312800002
ACH-000912,-0.243213677198
ACH-000913,-0.210262445392
ACH-000915,-0.24500690317499998
ACH-000916,0.31770107600999997
ACH-000917,-0.017848214316
ACH-000921,-0.29358406876
ACH-000924,-0.199155129007
ACH-000926,-0.17585912515799998
ACH-000928,-0.221495677595
ACH-000929,0.0142814364133
ACH-000932,-0.221213185419
ACH-000935,-0.0679526895715
ACH-000936,-0.196528921567
ACH-000937,-0.08709432601320001
ACH-000938,-0.124945174804
ACH-000939,-0.240901174227
ACH-000941,-0.0931347952767
ACH-000943,-0.283294934841
ACH-000946,-0.261452166865
ACH-000947,-0.141850290895
ACH-000948,-0.489988348968
ACH-000950,-0.1952617525
ACH-000953,-0.12582062966600002
ACH-000957,-0.179095998629
ACH-000958,-0.299172259719
ACH-000960,-0.223511258011
ACH-000963,-0.342562983851
ACH-000968,-0.150636373935
ACH-000969,-0.49758812820200005
ACH-000973,-0.266431079372
ACH-000974,-0.455393888588
ACH-000975,-0.312926585784
ACH-000976,-0.196516543209
ACH-000978,-0.31917168759500003
ACH-000980,-0.20761622916499997
ACH-000984,-0.526214426546
ACH-000986,-0.242939806639
ACH-000988,-0.318981838257
ACH-000993,-0.43212628450400004
ACH-000994,0.157608094522
ACH-000996,-0.28977692811
ACH-001001,-0.32781784214000004
ACH-001020,-0.128483814101
ACH-001028,-0.23642475886199998
ACH-001031,-0.161936627018
ACH-001038,-0.339618450477
ACH-001048,-0.154489876651
ACH-001050,-0.04256782275780001
ACH-001053,-0.164515471711
ACH-001054,-0.240566328388
ACH-001061,-0.267509210061
ACH-001067,-0.047308882680000004
ACH-001075,-0.222962681185
ACH-001096,-0.27136968397399996
ACH-001128,-0.286025890224
ACH-001134,-0.126150655962
ACH-001151,-0.202222885167
ACH-001163,-0.246884435421
ACH-001164,-0.792518504349
ACH-001173,-0.204115684267
ACH-001183,-0.210385929649
ACH-001184,-0.23395896731
ACH-001190,-0.248623727345
ACH-001192,-0.291430987035
ACH-001193,0.204055376426
ACH-001196,-0.16718045354699998
ACH-001197,-0.20880169176399999
ACH-001205,-0.293496232721
ACH-001211,-0.288252961225
ACH-001212,-0.147332674708
ACH-001228,-0.270799596332
ACH-001232,-0.226661872614
ACH-001239,-0.44629297202299995
ACH-001274,-0.0541549301357
ACH-001275,-0.222156924038
ACH-001277,-0.341377627158
ACH-001278,-0.1471142402
ACH-001280,-0.131571743039
ACH-001283,-0.175803812463
ACH-001289,-0.142326223493
ACH-001295,-0.24516483162799999
ACH-001300,-0.17899573287099999
ACH-001301,0.0029746927026199996
ACH-001302,-0.1898981634
ACH-001303,0.054022172134499995
ACH-001306,-0.35322873561499996
ACH-001318,-0.226731572975
ACH-001322,-0.25500710585
ACH-001328,-0.3658047286300001
ACH-001332,-0.286132155655
ACH-001333,-0.0623182883886
ACH-001336,-0.231789506891
ACH-001340,-0.318939604319
ACH-001346,-0.43491057968999997
ACH-001353,-0.388791783101
ACH-001354,-0.0137854087689
ACH-001367,-0.266792256411
ACH-001368,-0.16435268145600002
ACH-001374,-0.160780919999
ACH-001375,-0.0826819113135
ACH-001377,-0.148162674757
ACH-001380,-0.239664811011
ACH-001391,-0.150350307495
ACH-001407,-0.137013317809
ACH-001408,-0.155152977982
ACH-001413,-0.30028749251
ACH-001430,-0.627776611203
ACH-001431,-0.355346414916
ACH-001450,-0.15702110604299999
ACH-001496,-0.142500300641
ACH-001500,-0.107138325909
ACH-001521,-0.0792275375001
ACH-001523,-0.302500960206
ACH-001532,-0.358619539443
ACH-001536,-0.267908220461
ACH-001550,-0.114959001982
ACH-001552,-0.38688436446
ACH-001554,-0.212438084537
ACH-001645,-0.327491490887
ACH-001654,-0.19385005575300002
ACH-001715,-0.12879522180199998
ACH-001735,-0.09120621870750001
ACH-001736,-0.185576028618
ACH-001737,-0.39659292672799995
ACH-001740,-0.147414317653
ACH-001745,-0.16819318064199998
