,DIDO1 (11083)
ACH-000004,-0.320970333407
ACH-000007,-1.07807431113
ACH-000009,-0.218797736066
ACH-000011,-0.868188369483
ACH-000012,-0.23162818397100002
ACH-000013,-0.41620992251100003
ACH-000014,-0.650996669565
ACH-000015,-0.605578667505
ACH-000017,-0.728890434077
ACH-000018,-0.512592058245
ACH-000019,-0.849533396935
ACH-000021,-0.09381546669530001
ACH-000022,-0.275937044724
ACH-000025,-0.387486089351
ACH-000028,-0.418719434979
ACH-000030,-0.399151993024
ACH-000035,-0.472221861203
ACH-000036,-0.640045056634
ACH-000037,-0.361832361369
ACH-000039,-0.291390300318
ACH-000040,-0.30914799485800004
ACH-000041,-0.348762333943
ACH-000042,-0.561766338737
ACH-000045,-0.796369092579
ACH-000047,-0.704559829952
ACH-000052,-0.8935566230149999
ACH-000053,-0.654612933375
ACH-000054,-0.75475542859
ACH-000055,-0.50028110853
ACH-000060,-0.461094716488
ACH-000067,-0.0296871326161
ACH-000070,-0.956100249465
ACH-000075,-0.556092486823
ACH-000078,-0.26979147843400003
ACH-000082,-0.498962231963
ACH-000085,-0.357661150554
ACH-000086,-0.684351758529
ACH-000087,-0.35856430356799995
ACH-000092,-0.45609275087300005
ACH-000095,-0.5309835302179999
ACH-000097,-0.527385131498
ACH-000098,-0.279995659767
ACH-000099,-0.38027968554499997
ACH-000108,-0.690705577262
ACH-000113,-0.609321511211
ACH-000115,-1.2727036784799999
ACH-000116,-0.506339732924
ACH-000118,-0.410502503682
ACH-000120,-0.769324630116
ACH-000123,-0.506117431157
ACH-000127,-0.226128099049
ACH-000128,-0.7051908991050001
ACH-000132,-0.35227212687
ACH-000133,-0.754523064118
ACH-000137,-0.631899217805
ACH-000138,-0.51209037882
ACH-000142,-0.357200625889
ACH-000143,-0.8594639994679999
ACH-000146,-0.700752977881
ACH-000148,-0.546206460767
ACH-000150,-0.673275415697
ACH-000152,-0.772066026431
ACH-000153,-0.5025715619910001
ACH-000159,-0.588893040573
ACH-000160,0.00102304712263
ACH-000163,-0.638571427472
ACH-000167,0.125053449139
ACH-000168,-0.443703921367
ACH-000169,-0.544284144569
ACH-000178,-0.286009305238
ACH-000182,-0.452960967412
ACH-000183,-0.815844510617
ACH-000188,-0.424950870475
ACH-000189,-0.47885157222099994
ACH-000190,-0.316312939529
ACH-000198,-0.7271947613490001
ACH-000204,-0.260844265897
ACH-000206,-0.9361488491650001
ACH-000207,-0.27710097210499995
ACH-000211,-0.754620607514
ACH-000215,-0.4847141709100001
ACH-000221,-0.40603181068300004
ACH-000222,-0.29993421757800004
ACH-000223,-0.23339238936
ACH-000226,-0.7278449501150001
ACH-000227,-0.151308961461
ACH-000228,-0.09319165670089999
ACH-000231,-0.576808051435
ACH-000232,-0.598686926603
ACH-000233,-0.44835509896799997
ACH-000234,-0.596439233077
ACH-000235,-0.0654740890555
ACH-000237,-0.426352812952
ACH-000238,-0.39669039579000004
ACH-000243,-0.261879761345
ACH-000244,-0.548228515403
ACH-000246,-0.683905816336
ACH-000248,-0.7264106570469999
ACH-000250,-0.485796737003
ACH-000251,-0.0041944153700800004
ACH-000253,-0.38888484891
ACH-000255,-0.6013347449759999
ACH-000256,-0.552502599006
ACH-000257,-0.540260986262
ACH-000258,-0.570525071953
ACH-000259,-0.599990526435
ACH-000260,-0.682121434121
ACH-000261,-0.740110697683
ACH-000262,-0.702665272436
ACH-000263,-0.412675776904
ACH-000264,-0.791232782985
ACH-000265,-0.459637702931
ACH-000266,-0.320329757479
ACH-000272,-0.70758856257
ACH-000273,-0.658452924618
ACH-000274,-0.507141303919
ACH-000277,-0.490396177466
ACH-000278,-0.408013627685
ACH-000279,-0.0712058783312
ACH-000280,-0.695479643086
ACH-000281,-0.228119655189
ACH-000288,-0.564493644798
ACH-000291,-0.452414368562
ACH-000293,-0.41117850510700005
ACH-000294,-0.19109279245900002
ACH-000295,-0.5275522971809999
ACH-000296,-0.541396123107
ACH-000302,-0.690999182685
ACH-000304,-0.9083713847589999
ACH-000307,-0.448226014749
ACH-000308,-0.32858004906
ACH-000310,-0.692608575046
ACH-000311,-0.537444198511
ACH-000312,-0.47335865959600004
ACH-000315,-0.5617849135440001
ACH-000316,-0.479148103108
ACH-000317,-0.43629524838600003
ACH-000318,-0.5324073094690001
ACH-000319,-0.500622766528
ACH-000320,-0.454818228987
ACH-000322,-0.5805144185459999
ACH-000323,-0.494575568097
ACH-000324,-0.646632323731
ACH-000329,-0.288775437802
ACH-000330,-0.509342613845
ACH-000331,-0.40072923426299994
ACH-000332,-0.444299951579
ACH-000334,-0.23381937691799998
ACH-000335,-0.677310052
ACH-000336,-0.509127471366
ACH-000337,-0.38438749211499995
ACH-000339,-0.38486808762100005
ACH-000341,-0.290135886174
ACH-000348,-0.492687178562
ACH-000350,-0.57687880122
ACH-000352,-0.593518429579
ACH-000356,-0.257122972338
ACH-000361,-0.503281506987
ACH-000362,-0.640242163874
ACH-000363,-0.6769269657160001
ACH-000364,-0.564342301213
ACH-000365,-0.516309921519
ACH-000366,-0.57711936022
ACH-000368,-0.6720836266399999
ACH-000374,-0.43074505134999996
ACH-000375,-0.596697972135
ACH-000376,-0.559161828704
ACH-000381,-0.360530404855
ACH-000383,-0.0569743464106
ACH-000387,-0.459984860604
ACH-000389,-0.624078126369
ACH-000390,-0.248835612038
ACH-000393,-0.47032829561399997
ACH-000395,-0.6199636527319999
ACH-000397,-0.6258190834740001
ACH-000401,-0.316493805471
ACH-000402,-0.406553368684
ACH-000403,-0.583287316295
ACH-000404,-0.809427162731
ACH-000406,-0.508563913584
ACH-000407,-0.492761370901
ACH-000408,-0.48741079271399995
ACH-000410,-0.535509305749
ACH-000411,-0.441073852095
ACH-000414,-0.7551373858050001
ACH-000415,-0.228451532501
ACH-000416,-0.44498375723000005
ACH-000420,-0.536728047585
ACH-000421,-0.490709240585
ACH-000424,-0.5636645727449999
ACH-000425,-0.894401434393
ACH-000426,-0.354664948665
ACH-000427,-0.719011795406
ACH-000433,-0.729504015846
ACH-000436,-0.494675219261
ACH-000444,-0.7481007013
ACH-000445,-0.937344364886
ACH-000448,-0.159650831778
ACH-000450,-0.6990115314480001
ACH-000452,-0.48408677417199997
ACH-000454,-0.521772226544
ACH-000458,-0.7677966514419999
ACH-000459,-0.478038384313
ACH-000460,-0.677482099198
ACH-000461,-0.17069347985199998
ACH-000463,-0.402834699223
ACH-000464,-0.694822679517
ACH-000466,-0.120228267822
ACH-000467,-0.552947746399
ACH-000468,-0.518527330071
ACH-000469,-0.753419765493
ACH-000470,-0.24268577407699998
ACH-000471,-0.335382678112
ACH-000472,-0.393711326411
ACH-000473,-0.536829733119
ACH-000475,-0.338541291672
ACH-000476,-0.479756805234
ACH-000477,-0.631679038457
ACH-000480,-0.20688039719999998
ACH-000481,-0.53384876872
ACH-000483,-0.683755030558
ACH-000484,-0.39193031689400004
ACH-000485,-0.481378758194
ACH-000486,-0.588500165561
ACH-000487,-0.571799257705
ACH-000488,-0.453180135057
ACH-000490,-0.539304590554
ACH-000491,-0.319580342104
ACH-000495,-0.539302176406
ACH-000496,-0.248459015738
ACH-000499,-0.445180392795
ACH-000500,0.014569380084
ACH-000502,-0.56050763572
ACH-000503,-0.417526935351
ACH-000505,-0.31988562732
ACH-000507,-0.645010943029
ACH-000510,-0.547920789415
ACH-000511,-0.449902148725
ACH-000512,-0.868153775703
ACH-000516,-0.576630430604
ACH-000517,-0.43244878957500005
ACH-000518,-0.252340711313
ACH-000520,-0.602513233926
ACH-000521,-0.506259910018
ACH-000522,-0.43618351693999996
ACH-000524,-0.449458511109
ACH-000527,-0.9940159457009999
ACH-000528,-0.84544522153
ACH-000537,-0.459990581475
ACH-000541,-0.582608041281
ACH-000542,-0.5030383668039999
ACH-000544,-0.540075637579
ACH-000545,-0.28408955277
ACH-000547,-0.49268740065600003
ACH-000548,-0.7034083291
ACH-000549,-0.17068077529
ACH-000550,-0.45447727097199997
ACH-000552,-0.48991072264799995
ACH-000556,-0.132182962513
ACH-000557,-0.7230117057850001
ACH-000570,-0.54120679967
ACH-000571,-0.48367716446000003
ACH-000573,-0.486888376884
ACH-000576,-0.31069808536800003
ACH-000580,-0.43310178857799997
ACH-000584,-0.40524527132
ACH-000585,-0.30982159626899997
ACH-000588,-0.46827948717100004
ACH-000589,-0.681315837734
ACH-000591,-0.557649247847
ACH-000593,-0.48784903517300005
ACH-000600,-0.60130828463
ACH-000601,-0.583772112438
ACH-000604,-0.5213366580659999
ACH-000605,-0.438842631387
ACH-000606,-0.45935737904299995
ACH-000608,-0.998748364293
ACH-000614,-0.9686704655789999
ACH-000616,-0.36480172641900005
ACH-000618,-0.47598925844400003
ACH-000619,-0.271482288901
ACH-000620,-0.349135170048
ACH-000621,-0.586026085798
ACH-000622,-0.824498497251
ACH-000623,-0.48407053160499997
ACH-000624,-0.442859254374
ACH-000627,-0.423792871168
ACH-000630,-0.369600958604
ACH-000632,-0.936377391068
ACH-000633,-0.322604754269
ACH-000637,-0.6703012662110001
ACH-000638,-0.269784473101
ACH-000646,-0.85150565303
ACH-000647,-0.625148825401
ACH-000648,-0.58460516107
ACH-000649,-0.549085333232
ACH-000651,-0.298859568662
ACH-000652,-0.498162899125
ACH-000653,-0.102017149091
ACH-000657,-0.62541685818
ACH-000658,-0.39285786830499997
ACH-000661,-0.21712500432700002
ACH-000662,-0.35819895608999996
ACH-000663,-0.37186280098700003
ACH-000665,-0.943259888321
ACH-000671,-0.440416774212
ACH-000673,-0.577526343404
ACH-000676,-0.42082476331999996
ACH-000677,-0.7770521071340001
ACH-000681,-0.566285996912
ACH-000682,-0.464626043379
ACH-000683,-0.848733963629
ACH-000684,-0.570836952856
ACH-000688,-0.497357285636
ACH-000693,-0.728177944348
ACH-000694,-0.536593328774
ACH-000695,-0.506165533157
ACH-000696,-0.39659617908399997
ACH-000697,-0.521512103852
ACH-000699,-0.488882697861
ACH-000701,-0.773916348496
ACH-000706,-0.5455208474759999
ACH-000711,-0.365244419749
ACH-000713,-0.112306825394
ACH-000714,-0.460115375303
ACH-000718,-0.231991105223
ACH-000720,-0.574720744951
ACH-000721,-0.36538142472499996
ACH-000724,-0.08684978216060002
ACH-000725,-0.5352545981769999
ACH-000732,-0.44709279929799994
ACH-000734,-0.255327075515
ACH-000735,-0.319225253968
ACH-000736,-0.368736218766
ACH-000738,-0.803277976971
ACH-000746,-0.362460838615
ACH-000747,-0.612311556232
ACH-000748,-0.430473164481
ACH-000753,-0.294685368341
ACH-000756,-0.462266554226
ACH-000757,-0.40759268423
ACH-000758,-0.50528848994
ACH-000760,-0.58288456773
ACH-000763,-0.326628175275
ACH-000764,-0.351531458438
ACH-000765,-0.324941078188
ACH-000766,-0.532181949977
ACH-000767,-0.502837485483
ACH-000768,-0.38570166863899996
ACH-000769,-0.5804336378289999
ACH-000770,-0.47712934915
ACH-000771,-0.462575870949
ACH-000773,-0.567623899141
ACH-000776,-0.535372123661
ACH-000777,-0.581680238452
ACH-000778,-0.542982805469
ACH-000781,-0.667104578824
ACH-000782,-0.738552917142
ACH-000783,-0.155428133002
ACH-000784,-0.771190663185
ACH-000785,-0.47652010582599996
ACH-000787,-0.625790140301
ACH-000788,-0.534566650732
ACH-000791,-0.324466691525
ACH-000792,-0.50862965695
ACH-000794,-0.346333042533
ACH-000796,-0.45667730208499996
ACH-000799,-0.506002909018
ACH-000800,-0.362129568716
ACH-000802,-0.40115882368
ACH-000804,-0.410766777331
ACH-000805,-0.515748584745
ACH-000809,-0.332738133976
ACH-000810,-0.527775109726
ACH-000811,-0.649471825366
ACH-000817,-0.169000939622
ACH-000819,-0.523640755677
ACH-000820,-0.745385361677
ACH-000821,-0.582415277494
ACH-000822,-0.316647006223
ACH-000823,-0.729542087594
ACH-000824,-0.286577022648
ACH-000827,-0.497531895425
ACH-000829,-0.285743881571
ACH-000831,-0.459415808802
ACH-000832,-0.29774110002500004
ACH-000833,-0.08980900470660001
ACH-000834,-0.28200848076699997
ACH-000835,-0.7462724471969999
ACH-000836,-0.0237436735039
ACH-000837,-0.149210246098
ACH-000838,-0.363106648551
ACH-000839,-0.820781021109
ACH-000840,-0.48568490591499996
ACH-000841,-0.44989046431400004
ACH-000843,-0.346062173884
ACH-000846,-0.385653165932
ACH-000847,-0.6791082754180001
ACH-000848,-0.5077331967759999
ACH-000849,-0.31615553870499996
ACH-000851,-0.47967811093
ACH-000855,-0.449463203674
ACH-000856,-0.349335899146
ACH-000858,-0.504483918564
ACH-000859,-0.23230509231999996
ACH-000861,-0.33741261674500006
ACH-000862,-0.808374810825
ACH-000865,-0.481710723517
ACH-000866,-0.475363871652
ACH-000867,-0.244221827041
ACH-000869,-0.929720374516
ACH-000872,-0.566013079946
ACH-000873,-0.47371706594400004
ACH-000876,-0.8024507459260001
ACH-000878,-0.746288289769
ACH-000880,-0.572756435824
ACH-000881,-0.454556157625
ACH-000882,-0.512830711122
ACH-000884,-0.462031902369
ACH-000885,-0.359940585311
ACH-000887,-0.31920595223000003
ACH-000888,-0.168590821539
ACH-000889,-0.379801969787
ACH-000890,-0.485092763342
ACH-000896,-0.22066235653900002
ACH-000898,-0.434579708509
ACH-000900,-0.492946968991
ACH-000901,-0.6063255907549999
ACH-000905,-0.223990818367
ACH-000906,-0.322273317031
ACH-000907,-0.9989808483920001
ACH-000910,-0.343430599119
ACH-000911,-0.133582574143
ACH-000912,-0.469719375177
ACH-000913,-0.386130561229
ACH-000915,-0.600091732545
ACH-000916,-0.7555172130779999
ACH-000917,-0.5095359879370001
ACH-000921,-0.663455583802
ACH-000924,-0.366800561092
ACH-000926,-0.450333066537
ACH-000928,-0.5886785946540001
ACH-000929,-0.573977447582
ACH-000932,-0.634075039384
ACH-000935,-0.381571168904
ACH-000936,-0.34210410896300003
ACH-000937,-0.38839456851099996
ACH-000938,-0.610680169263
ACH-000939,-0.42931156523
ACH-000941,-0.669745650541
ACH-000943,-0.39508870976599997
ACH-000946,-0.6266467986450001
ACH-000947,-0.534918690038
ACH-000948,-0.617695992884
ACH-000950,-0.703287919698
ACH-000953,-0.5300779140640001
ACH-000957,-0.464165787281
ACH-000958,-0.6821369360609999
ACH-000960,-0.7774367192730001
ACH-000963,-0.399823543477
ACH-000968,-0.569296606179
ACH-000969,-0.732367166372
ACH-000973,-0.367302064649
ACH-000974,-0.506767762038
ACH-000975,-0.506960456562
ACH-000976,-0.5139710612439999
ACH-000978,-0.716100582375
ACH-000980,-0.5698986244600001
ACH-000984,-0.696067060882
ACH-000986,-0.7185540815870001
ACH-000988,-1.0557775349299998
ACH-000993,-0.710886587269
ACH-000994,-0.607950470874
ACH-000996,-0.807537047097
ACH-001001,-0.32086712172299997
ACH-001020,-0.20216902116000002
ACH-001028,-0.346767402846
ACH-001031,-0.557025768763
ACH-001038,-0.680257461627
ACH-001048,-0.545452955065
ACH-001050,-0.893515880276
ACH-001053,-0.409169954802
ACH-001054,-0.574725166106
ACH-001061,-0.5971963940839999
ACH-001067,-0.7236865396709999
ACH-001075,-0.482809419244
ACH-001096,-0.586913776052
ACH-001128,0.5040831251100001
ACH-001134,-0.6986870049439999
ACH-001151,-0.388107863344
ACH-001163,-0.49830523228999996
ACH-001164,-0.214903213315
ACH-001173,-0.679810072738
ACH-001183,-0.477914394121
ACH-001184,-0.365244475558
ACH-001190,-0.9893032621960001
ACH-001192,-0.413407781271
ACH-001193,-0.00892947373703
ACH-001196,-0.40826448684
ACH-001197,-0.8561963919140001
ACH-001205,-0.515899516603
ACH-001211,-0.23886164514199998
ACH-001212,-0.6491092062839999
ACH-001228,-0.558018530847
ACH-001232,-0.41093092462499997
ACH-001239,-0.5601098950550001
ACH-001274,-0.517036820877
ACH-001275,-0.514198660864
ACH-001277,-0.358405853533
ACH-001278,-0.958513291302
ACH-001280,-0.501997505219
ACH-001283,-0.565210746759
ACH-001289,-0.743813930059
ACH-001295,-0.43682766759900005
ACH-001300,-0.511526585217
ACH-001301,-0.891022822957
ACH-001302,-0.75270450785
ACH-001303,-0.545547218227
ACH-001306,-0.343881655879
ACH-001318,-0.226528915911
ACH-001322,-0.229569567973
ACH-001328,-0.406136517721
ACH-001332,0.07546616569539999
ACH-001333,-0.529480408039
ACH-001336,-0.212579664798
ACH-001340,-0.390463440916
ACH-001346,-0.343386167841
ACH-001353,-0.732327708826
ACH-001354,-0.331225459327
ACH-001367,-0.555184400477
ACH-001368,-0.354174822613
ACH-001374,-0.458801547456
ACH-001375,-0.290491469164
ACH-001377,-0.43471125723399995
ACH-001380,-0.248108876564
ACH-001391,-0.362276558531
ACH-001407,-0.356609712078
ACH-001408,-0.410688614541
ACH-001413,-0.7068562016809999
ACH-001430,-0.5509763967419999
ACH-001431,-0.599375656183
ACH-001450,-0.7311190939929999
ACH-001496,-0.302983967003
ACH-001500,-0.35690352652699997
ACH-001521,-0.841096972395
ACH-001523,-0.400256629631
ACH-001532,-0.584772558724
ACH-001536,-0.710058396746
ACH-001550,-0.061960976425199994
ACH-001552,-0.592711871109
ACH-001554,-0.657433720766
ACH-001645,-0.704345483577
ACH-001654,-0.36496393537
ACH-001715,-0.924642195607
ACH-001735,-0.527763189967
ACH-001736,-0.606836043888
ACH-001737,-0.43260142336900004
ACH-001740,-0.650817860997
ACH-001745,-0.48105998382
ACH-001750,-0.47182390338799995
ACH-001765,-0.292612917491
ACH-001956,-0.789096663541
ACH-001957,-0.684336546278
