,OR10H2 (26538)
ACH-000004,-0.21306355999
ACH-000007,-0.100151737851
ACH-000009,-0.150941142886
ACH-000011,-0.23328972561900002
ACH-000012,-0.114809086394
ACH-000013,-0.23041911914299998
ACH-000014,-0.16832868874200002
ACH-000015,-0.38600946938600006
ACH-000017,-0.351798604427
ACH-000018,-0.330125843066
ACH-000019,-0.456514462835
ACH-000021,-0.257028737765
ACH-000022,-0.129839617146
ACH-000025,-0.26920725948199997
ACH-000028,-0.172558243217
ACH-000030,-0.303095862999
ACH-000035,-0.241463041832
ACH-000036,-0.36119855084200003
ACH-000037,-0.20016383429200002
ACH-000039,-0.294564184498
ACH-000040,-0.297225449192
ACH-000041,-0.313486447396
ACH-000042,-0.24408763577300002
ACH-000045,-0.14008121227
ACH-000047,-0.0374485384459
ACH-000052,-0.17417938714200001
ACH-000053,-0.31457329882
ACH-000054,-0.374155851822
ACH-000055,-0.236354601134
ACH-000060,-0.06773349661780001
ACH-000067,-0.240381483002
ACH-000070,-0.0827708718849
ACH-000075,-0.0526558448546
ACH-000078,-0.22213541726999997
ACH-000082,-0.166877131829
ACH-000085,-0.29270887909000004
ACH-000086,-0.37920082815
ACH-000087,0.023789237150500003
ACH-000092,-0.26138452920099997
ACH-000095,-0.668998565525
ACH-000097,-0.301402180505
ACH-000098,-0.262405910647
ACH-000099,-0.158818720898
ACH-000108,-0.30396963300700003
ACH-000113,-0.129320340203
ACH-000115,-0.585474238716
ACH-000116,-0.372942303209
ACH-000118,-0.17268307912300002
ACH-000120,-0.0986752608749
ACH-000123,-0.219667501395
ACH-000127,-0.21416745269200002
ACH-000128,-0.49929786118999997
ACH-000132,-0.30083838661699996
ACH-000133,-0.22312763748199999
ACH-000137,-0.0648233679495
ACH-000138,-0.211075135237
ACH-000142,-0.356847585536
ACH-000143,-0.267618238912
ACH-000146,-0.339260479041
ACH-000148,-0.0733991936489
ACH-000150,-0.29201144705800003
ACH-000152,-0.22477808876
ACH-000153,0.255159947304
ACH-000159,-0.330793089696
ACH-000160,-0.2694384367
ACH-000163,-0.496519041079
ACH-000167,-0.253502255168
ACH-000168,-0.018987278374599997
ACH-000169,-0.30865515801800003
ACH-000178,-0.233684563127
ACH-000182,-0.158892647594
ACH-000183,-0.208635417821
ACH-000188,-0.42272129087899996
ACH-000189,-0.18890476326900002
ACH-000190,-0.189263398158
ACH-000198,-0.25243677941799997
ACH-000204,-0.492125003229
ACH-000206,-0.145712448709
ACH-000207,-0.402195516378
ACH-000211,-0.195995553456
ACH-000215,-0.32420272513799997
ACH-000221,-0.257025969776
ACH-000222,-0.11898877443499999
ACH-000223,-0.324184484398
ACH-000226,-0.207012982469
ACH-000227,0.033195350641
ACH-000228,-0.26920937999
ACH-000231,-0.133474048988
ACH-000232,-0.208481235345
ACH-000233,-0.166305808139
ACH-000234,-0.290299562901
ACH-000235,-0.25153646925400003
ACH-000237,-0.392323596136
ACH-000238,-0.14376757204
ACH-000243,-0.305259887126
ACH-000244,-0.285299907335
ACH-000246,-0.114564428961
ACH-000248,-0.357732451945
ACH-000250,-0.314481274455
ACH-000251,-0.391757958691
ACH-000253,-0.5243346620539999
ACH-000255,-0.160612524195
ACH-000256,-0.26045116198699997
ACH-000257,0.014808420574399999
ACH-000258,-0.527894304392
ACH-000259,-0.16571436170999998
ACH-000260,-0.179752974483
ACH-000261,-0.32970752578400003
ACH-000262,-0.148444825346
ACH-000263,-0.5297127004159999
ACH-000264,-0.16794077683699998
ACH-000265,-0.135398749871
ACH-000266,-0.18285760345
ACH-000272,-0.192127893208
ACH-000273,-0.11979269154200001
ACH-000274,-0.263735623768
ACH-000277,-0.21057113009
ACH-000278,-0.354587104858
ACH-000279,-0.160294147726
ACH-000280,-0.269935940564
ACH-000281,-0.138130530449
ACH-000288,-0.203516528591
ACH-000291,-0.15701182953099999
ACH-000293,-0.22721421201699998
ACH-000294,-0.38720458362599997
ACH-000295,-0.333679316593
ACH-000296,-0.136066974909
ACH-000302,-0.380649832984
ACH-000304,-0.33898438978600004
ACH-000307,-0.313358415026
ACH-000308,-0.205527680678
ACH-000310,-0.0420504967948
ACH-000311,-0.26061518053800004
ACH-000312,-0.245683344983
ACH-000315,-0.472329124507
ACH-000316,-0.349646504066
ACH-000317,-0.09772517213439999
ACH-000318,-0.47150853827699996
ACH-000319,-0.243322565058
ACH-000320,-0.0880594090737
ACH-000322,-0.22336802139400003
ACH-000323,-0.182968830524
ACH-000324,-0.164726842437
ACH-000329,-0.303350529781
ACH-000330,0.011610339530200001
ACH-000331,-0.33447496006099997
ACH-000332,-0.293726681182
ACH-000334,-0.42355353162
ACH-000335,-0.0414684737484
ACH-000336,-0.111247080589
ACH-000337,0.443835252764
ACH-000339,-0.20861200759
ACH-000341,-0.28895156988000004
ACH-000348,-0.219492815128
ACH-000350,-0.234975183502
ACH-000352,-0.23566150824999998
ACH-000356,-0.295530204595
ACH-000361,-0.353762843002
ACH-000362,-0.187161339329
ACH-000363,-0.40786823945399997
ACH-000364,-0.46973364023900005
ACH-000365,-0.22068788852600002
ACH-000366,-0.26419282472600003
ACH-000368,-0.285794584506
ACH-000374,-0.313487654799
ACH-000375,-0.0168789783231
ACH-000376,-0.0959434420755
ACH-000381,-0.135795843065
ACH-000383,-0.29909706101100003
ACH-000387,-0.24273031856999996
ACH-000389,-0.462880226385
ACH-000390,-0.319782361364
ACH-000393,-0.353023437301
ACH-000395,-0.324968581338
ACH-000397,-0.0966355685036
ACH-000401,-0.108463961581
ACH-000402,-0.42140768868
ACH-000403,-0.19052816070999998
ACH-000404,-0.19330418234400001
ACH-000406,-0.15403244861600002
ACH-000407,-0.286783625915
ACH-000408,-0.102578903774
ACH-000410,-0.30460511278499997
ACH-000411,-0.23524818481899998
ACH-000414,-0.050689709458
ACH-000415,-0.26390302150600004
ACH-000416,-0.250811098476
ACH-000420,-0.298720378941
ACH-000421,-0.284860361215
ACH-000424,-0.392380157765
ACH-000425,-0.14502208070699998
ACH-000426,-0.46619840181199995
ACH-000427,-0.34306624072499997
ACH-000433,-0.281949943774
ACH-000436,-0.42060153401
ACH-000444,-0.183137764575
ACH-000445,-0.272258402994
ACH-000448,-0.338679829132
ACH-000450,-0.0690889489778
ACH-000452,-0.276679875625
ACH-000454,-0.6255402495369999
ACH-000458,-0.345293901003
ACH-000459,-0.298979863892
ACH-000460,-0.282528239757
ACH-000461,-0.296124876618
ACH-000463,-0.178511606764
ACH-000464,-0.19745560798700001
ACH-000466,-0.366571523541
ACH-000467,-0.125925127027
ACH-000468,-0.24088776664
ACH-000469,-0.311599797618
ACH-000470,-0.36479887998599997
ACH-000471,-0.255569453452
ACH-000472,-0.253777460786
ACH-000473,-0.48561854128
ACH-000475,-0.304146487616
ACH-000476,-0.36918628737899994
ACH-000477,-0.164693235722
ACH-000480,-0.270560967559
ACH-000481,-0.25952171407499997
ACH-000483,-0.232036998007
ACH-000484,0.00519747081202
ACH-000485,-0.22211490626999997
ACH-000486,-0.0739376900242
ACH-000487,-0.193994344175
ACH-000488,-0.128194165241
ACH-000490,-0.275090658665
ACH-000491,-0.279717806394
ACH-000495,-0.13272984802999999
ACH-000496,-0.21595470683200002
ACH-000499,-0.142559897904
ACH-000500,-0.6501545975330001
ACH-000502,-0.190320620026
ACH-000503,-0.310781777126
ACH-000505,-0.30391509313299997
ACH-000507,-0.21688992151500003
ACH-000510,-0.104628466023
ACH-000511,-0.09462695819060002
ACH-000512,-0.283229850341
ACH-000516,-0.16593250749299998
ACH-000517,-0.20505703385899998
ACH-000518,-0.24142082799800002
ACH-000520,-0.20153540502700001
ACH-000521,-0.379625614491
ACH-000522,-0.32202677314
ACH-000524,-0.232699050879
ACH-000527,-0.243146844487
ACH-000528,-0.31590347909899996
ACH-000537,-0.126884343927
ACH-000541,-0.36920202609999997
ACH-000542,-0.208437369525
ACH-000544,-0.0807999706488
ACH-000545,-0.241863340343
ACH-000547,-0.604654526891
ACH-000548,-0.190924967466
ACH-000549,-0.112994496132
ACH-000550,-0.213344620094
ACH-000552,-0.20388377572299998
ACH-000556,-0.324969626329
ACH-000557,-0.130182035253
ACH-000570,-0.132289748836
ACH-000571,-0.30130049666700004
ACH-000573,-0.090716546915
ACH-000576,-0.35639501759000003
ACH-000580,-0.393355117307
ACH-000584,-0.40634470861500005
ACH-000585,-0.311325301239
ACH-000588,-0.239769162356
ACH-000589,-0.24693098036
ACH-000591,-0.326869634432
ACH-000593,-0.258600362995
ACH-000600,-0.27676648517700003
ACH-000601,-0.202166763496
ACH-000604,-0.472783885076
ACH-000605,-0.19686082778099998
ACH-000606,-0.20478149963
ACH-000608,-0.376818754014
ACH-000614,-0.30914858473900003
ACH-000616,-0.14349265919600002
ACH-000618,-0.29721718453
ACH-000619,-0.222104858277
ACH-000620,-0.413651614858
ACH-000621,-0.364252657834
ACH-000622,-0.144877715446
ACH-000623,-0.18756310869399997
ACH-000624,-0.13755624785499998
ACH-000627,-0.278729200549
ACH-000630,-0.212278351595
ACH-000632,-0.224113808639
ACH-000633,-0.421315869877
ACH-000637,-0.156599315262
ACH-000638,-0.13368835228599998
ACH-000646,-0.16984161971700001
ACH-000647,-0.23528201450800001
ACH-000648,-0.287132744519
ACH-000649,-0.320926731041
ACH-000651,-0.109685172744
ACH-000652,-0.45650459922700004
ACH-000653,-0.260043069773
