,THOC7 (80145)
ACH-000004,-1.28999991476
ACH-000007,-1.1506934411299998
ACH-000009,-1.0893054166
ACH-000011,-1.05924981971
ACH-000012,-1.3062185264
ACH-000013,-0.720128662268
ACH-000014,-1.28266069283
ACH-000015,-1.4089844049899998
ACH-000017,-1.23005336475
ACH-000018,-1.3514592876700002
ACH-000019,-1.26970523253
ACH-000021,-1.4007579205399998
ACH-000022,-1.20391284903
ACH-000025,-1.07123931403
ACH-000028,-1.06020289396
ACH-000030,-1.1261444593
ACH-000035,-1.26282589144
ACH-000036,-1.21484304146
ACH-000037,-1.53014155411
ACH-000039,-1.5101365854
ACH-000040,-1.08841596437
ACH-000041,-1.68616300709
ACH-000042,-1.4850035293200001
ACH-000045,-1.357154675
ACH-000047,-1.27824778831
ACH-000052,-1.52377814221
ACH-000053,-1.31222538154
ACH-000054,-1.0680113740100001
ACH-000055,-0.846004327227
ACH-000060,-1.30602772568
ACH-000067,-1.33149135104
ACH-000070,-1.09298694469
ACH-000075,-1.2235681297
ACH-000078,-1.3440359903999999
ACH-000082,-1.26554307186
ACH-000085,-1.28451297521
ACH-000086,-1.0270968786799999
ACH-000087,-1.15547815475
ACH-000092,-1.20988435618
ACH-000095,-1.35076340893
ACH-000097,-1.37012713774
ACH-000098,-1.1348064582600002
ACH-000099,-1.0850617273799998
ACH-000108,-1.4841822776499998
ACH-000113,-1.18858132638
ACH-000115,-1.24005427885
ACH-000116,-1.3422605608899998
ACH-000118,-1.25385351583
ACH-000120,-1.2237146233299998
ACH-000123,-1.1923281680700002
ACH-000127,-1.11532081909
ACH-000128,-1.44614331608
ACH-000132,-1.43968691876
ACH-000133,-1.2531383980700002
ACH-000137,-1.2906316716600001
ACH-000138,-1.36470568503
ACH-000142,-1.20399929013
ACH-000143,-1.16180305312
ACH-000146,-1.40687175949
ACH-000148,-1.0206286549099999
ACH-000150,-1.27049139457
ACH-000152,-1.37157645905
ACH-000153,-1.06033983137
ACH-000159,-1.19152036328
ACH-000160,-1.8036177438999998
ACH-000163,-1.51109758141
