,OR6Y1 (391112)
ACH-000004,0.144247834373
ACH-000007,0.147450457794
ACH-000009,-0.16341957987199998
ACH-000011,0.0528683069087
ACH-000012,0.138480891976
ACH-000013,0.161693541952
ACH-000014,0.22983518460400001
ACH-000015,0.0724095318157
ACH-000017,0.0825475700034
ACH-000018,0.319435740618
ACH-000019,-0.126795330353
ACH-000021,0.143592748522
ACH-000022,0.11884145629899999
ACH-000025,-0.0404108773738
ACH-000028,0.0988360442904
ACH-000030,0.0430784259502
ACH-000035,0.0024726151726700003
ACH-000036,0.0445593311229
ACH-000037,0.056543778085599995
ACH-000039,0.0451678810787
ACH-000040,0.047961018641999996
ACH-000041,0.0976844058745
ACH-000042,0.0597793487084
ACH-000045,0.0353618340563
ACH-000047,0.0889305106115
ACH-000052,0.0569827750802
ACH-000053,-0.0102914505855
ACH-000054,0.0551347509841
ACH-000055,0.0860095157422
ACH-000060,-0.032939691744699996
ACH-000067,0.100182388392
ACH-000070,0.182154925766
ACH-000075,0.07566800241550001
ACH-000078,-0.09513660092739999
ACH-000082,0.09557700309910001
ACH-000085,0.19905979852699998
ACH-000086,-0.0648557963728
ACH-000087,0.211887973736
ACH-000092,0.07910032582210001
ACH-000095,0.138757247636
ACH-000097,0.0762040789133
ACH-000098,-0.00801806348277
ACH-000099,0.175480473728
ACH-000108,0.238848556141
ACH-000113,0.205665466461
ACH-000115,0.164394623186
ACH-000116,0.08713484105739999
ACH-000118,-0.00664102298081
ACH-000120,0.0252011454617
ACH-000123,-0.0515987735571
ACH-000127,0.00030882936983099997
ACH-000128,0.140272088136
ACH-000132,0.052292856097
ACH-000133,0.133636172181
ACH-000137,0.156319833693
ACH-000138,0.12988212143300001
ACH-000142,0.055536680635
ACH-000143,0.161353273794
ACH-000146,0.00344019487444
ACH-000148,-0.0047125015250799995
ACH-000150,0.177937205612
ACH-000152,0.188871633668
ACH-000153,0.0234967576333
ACH-000159,0.07072382482419999
ACH-000160,0.0827093845037
ACH-000163,0.041872544338699996
ACH-000167,-0.0675936898883
ACH-000168,-0.00229710784475
ACH-000169,0.149880690728
ACH-000178,0.156389707764
ACH-000182,0.11454248569099999
ACH-000183,-0.0560120062455
ACH-000188,0.11484525716600001
ACH-000189,0.117834870595
ACH-000190,0.07526680509719999
ACH-000198,0.10808806443800001
ACH-000204,0.0264469537983
ACH-000206,-0.162506496948
ACH-000207,-0.14822028175000002
ACH-000211,0.0768716189491
ACH-000215,0.09373085110510002
ACH-000221,0.0690342185387
ACH-000222,0.07159886080660001
ACH-000223,0.0338285243717
ACH-000226,-0.0428472443432
ACH-000227,-0.0718934086274
ACH-000228,0.13736842433399998
ACH-000231,0.0757686663273
ACH-000232,0.146277500558
ACH-000233,0.18300616187600002
ACH-000234,0.217247177566
ACH-000235,0.0806088525212
ACH-000237,0.0794824457323
ACH-000238,0.068940853902
ACH-000243,0.016139110537
ACH-000244,-0.16802505240600002
ACH-000246,0.181756729111
ACH-000248,-0.245111621065
ACH-000250,0.14793325697999998
ACH-000251,-0.130238919736
ACH-000253,0.12433400898399999
ACH-000255,-0.133112818915
ACH-000256,0.0016694798551900002
ACH-000257,0.113125028242
ACH-000258,-0.010908329986
ACH-000259,0.038254840577300005
ACH-000260,0.0620067176217
ACH-000261,0.0881568835877
ACH-000262,-0.0434752046961
ACH-000263,0.130582771099
ACH-000264,-0.00562360735529
ACH-000265,0.126667201985
ACH-000266,0.024019737022799997
ACH-000272,-0.015420009629500001
ACH-000273,0.0317154406667
ACH-000274,0.146318600376
ACH-000277,0.0785992777777
ACH-000278,0.09542653377730001
ACH-000279,0.0996059696232
ACH-000280,0.158513072814
ACH-000281,0.127548640632
ACH-000288,0.09756652194060002
ACH-000291,0.030714453906
ACH-000293,0.00387507715426
ACH-000294,-0.18381669327999997
ACH-000295,0.057612138036199995
ACH-000296,0.125003368678
ACH-000302,0.0924527164697
ACH-000304,0.07294265112710001
ACH-000307,0.11246156208699999
ACH-000308,0.141785054681
ACH-000310,0.032559446494299996
ACH-000311,0.022940927937
ACH-000312,0.0377806820653
ACH-000315,0.0776637723887
ACH-000316,0.0823440317963
ACH-000317,-0.016563111955799997
ACH-000318,-0.0516971749192
ACH-000319,0.179576611023
ACH-000320,-0.00463373242591
ACH-000322,0.162102451716
ACH-000323,0.14383176200699999
ACH-000324,0.0194612742075
ACH-000329,0.0756792473632
ACH-000330,-0.0163267484001
ACH-000331,-0.037209700438
ACH-000332,0.008787833747350001
ACH-000334,0.177752920873
ACH-000335,-0.056859396643699996
ACH-000336,0.15408074449200002
ACH-000337,-0.119221330006
ACH-000339,0.151915086606
ACH-000341,0.009681011773229999
ACH-000348,0.0471119423291
ACH-000350,0.322525471612
ACH-000352,0.11595381825099998
ACH-000356,0.110672748537
ACH-000361,0.0601093392231
ACH-000362,0.027565484311099998
ACH-000363,0.0161484929849
ACH-000364,0.00470614228324
ACH-000365,0.0500291253634
ACH-000366,0.0874055449777
ACH-000368,0.154750484425
ACH-000374,0.038564801235500004
ACH-000375,0.104969736725
ACH-000376,0.0453377993602
ACH-000381,-0.12262511339299999
ACH-000383,-0.0769550960609
ACH-000387,0.0883161292646
ACH-000389,0.141387628937
ACH-000390,-0.169265917491
ACH-000393,0.153475200006
ACH-000395,0.064869189139
ACH-000397,-0.006420808853409999
ACH-000401,-0.010919319919100001
ACH-000402,-0.0289797322688
ACH-000403,0.0896949024352
ACH-000404,0.12884619808199999
ACH-000406,0.0229959345716
ACH-000407,0.0687946277892
ACH-000408,0.031315697225599994
ACH-000410,-0.00932486575767
ACH-000411,0.226475736441
ACH-000414,0.0285932500268
ACH-000415,0.04826265680919999
ACH-000416,0.026301796551900004
ACH-000420,-0.0455720205855
ACH-000421,0.164871699946
ACH-000424,-0.0489170010377
ACH-000425,0.05395182936430001
ACH-000426,0.168730550841
ACH-000427,0.0302517656935
ACH-000433,-0.010569698056600001
ACH-000436,-0.145826787396
ACH-000444,0.183748757206
ACH-000445,0.09807630352129999
ACH-000448,0.10024947575
ACH-000450,-0.0703913115518
ACH-000452,0.021275340631599998
ACH-000454,0.0663954053204
