,GABPB1 (2553)
ACH-000004,-0.98177232484
ACH-000007,-0.372844908212
ACH-000009,-0.8564914538699999
ACH-000011,-0.780362617539
ACH-000012,-0.554661201977
ACH-000013,-0.265579116055
ACH-000014,-0.604288941535
ACH-000015,-0.441369193393
ACH-000017,-0.5167649609880001
ACH-000018,-0.32426368214400003
ACH-000019,0.18575039153099998
ACH-000021,-0.287110315368
ACH-000022,-0.0344363562749
ACH-000025,-0.784333975712
ACH-000028,-0.133132220287
ACH-000030,-0.719916260369
ACH-000035,-0.706785150162
ACH-000036,-0.7086906614640001
ACH-000037,-0.47377142230400004
ACH-000039,-0.394890212818
ACH-000040,-0.6508920255830001
ACH-000041,-0.0572496042934
ACH-000042,-0.384270667135
ACH-000045,-0.392595473103
ACH-000047,-0.511155529766
ACH-000052,-0.487834285837
ACH-000053,-0.47077288805
ACH-000054,-0.8256486634289999
ACH-000055,-0.524100428178
ACH-000060,-0.225272667483
ACH-000067,-0.5390817393289999
ACH-000070,-0.651237448347
ACH-000075,-0.464931990915
ACH-000078,-0.717457704897
ACH-000082,-0.6139425562690001
ACH-000085,-0.300151577303
ACH-000086,-0.646963605869
ACH-000087,-0.7105245493979999
ACH-000092,-0.528301745182
ACH-000095,-0.644900917008
ACH-000097,-0.35066823855499996
ACH-000098,-0.6239837900890001
ACH-000099,-0.457639427915
ACH-000108,-0.23405482929000002
ACH-000113,-0.596269406614
ACH-000115,-0.659681958841
ACH-000116,-0.687726691146
ACH-000118,-0.518058120462
ACH-000120,-0.582965568217
ACH-000123,-0.47219298737300003
ACH-000127,0.09528238625919999
ACH-000128,-0.291703090743
ACH-000132,-0.652682746271
ACH-000133,-0.425669563495
ACH-000137,-0.232812788607
ACH-000138,-0.291506068761
ACH-000142,-0.5628723292769999
ACH-000143,-0.389105231333
ACH-000146,-0.124857934917
ACH-000148,-0.441095126781
ACH-000150,-0.539999207233
ACH-000152,-0.567492509598
ACH-000153,-1.16073546957
ACH-000159,-0.604021213827
ACH-000160,-0.35259291770400003
ACH-000163,-0.46543788828999993
ACH-000167,-0.557637022154
ACH-000168,-0.279689367896
ACH-000169,-0.5700311342050001
ACH-000178,-0.231676576189
ACH-000182,-0.5751654119240001
ACH-000183,-0.727638108742
ACH-000188,-0.441174221552
ACH-000189,-0.8809974389290001
ACH-000190,-0.9041805766329999
ACH-000198,-0.555916282657
ACH-000204,-0.21328152913400003
ACH-000206,-0.29749092851
ACH-000207,-0.47996193604599996
ACH-000211,-0.34709186121200003
ACH-000215,-0.453134762826
ACH-000221,-0.7405934116640001
ACH-000222,-0.477253794388
ACH-000223,-0.5819735286100001
ACH-000226,-0.639297850863
ACH-000227,-1.21369356573
ACH-000228,-0.252145885187
ACH-000231,-0.6492272422959999
ACH-000232,-0.619618178224
ACH-000233,-0.34408344744400005
ACH-000234,-0.535363285366
ACH-000235,-0.224062688709
ACH-000237,-0.5085730402849999
ACH-000238,-0.416256791272
ACH-000243,-0.0531047392496
ACH-000244,-0.2516670975
ACH-000246,-0.770286613161
ACH-000248,-0.579553947055
ACH-000250,-0.6876516128479999
ACH-000251,-0.574995557211
ACH-000253,-0.47781797772699997
ACH-000255,-0.26824269926100003
ACH-000256,-0.34576846335100003
ACH-000257,-0.826471138565
ACH-000258,-0.699095181119
ACH-000259,-0.646629784896
ACH-000260,-0.7042816620360001
ACH-000261,-0.046835637209
ACH-000262,-0.643352300426
ACH-000263,-0.495949972434
ACH-000264,-0.8779574801100001
ACH-000265,-0.7305310550409999
ACH-000266,-0.40941173318499996
ACH-000272,-0.8522557740119999
ACH-000273,-0.345960242808
ACH-000274,-0.38273300086900003
ACH-000277,-0.231396049272
ACH-000278,-0.327572334058
ACH-000279,-0.619953819519
ACH-000280,-0.279691998846
ACH-000281,-0.651756533987
ACH-000288,-0.567121297602
ACH-000291,-0.5629263817600001
ACH-000293,-0.138955515393
ACH-000294,-0.324674275372
ACH-000295,-0.718209721271
ACH-000296,-0.6955945552789999
ACH-000302,-0.385361342303
ACH-000304,-0.339234614029
ACH-000307,-0.33343379168000004
ACH-000308,-0.278037776479
ACH-000310,-0.5581211933169999
ACH-000311,-0.23034903522
ACH-000312,-0.761107789171
ACH-000315,-0.40855276636200005
ACH-000316,-0.685043547557
ACH-000317,-0.749072461538
ACH-000318,-0.324229179558
ACH-000319,-0.48527863109200003
ACH-000320,-0.178729558658
ACH-000322,-0.259015224137
ACH-000323,-0.722966372499
ACH-000324,-0.557635581149
ACH-000329,-0.335314161492
ACH-000330,-0.429967291465
ACH-000331,-0.741791914733
ACH-000332,-0.42052899686899997
ACH-000334,-0.603153277078
ACH-000335,-0.5665275733199999
ACH-000336,-0.544598010196
ACH-000337,-0.447043555987
ACH-000339,-0.251081505771
ACH-000341,-0.722592868144
ACH-000348,-0.280044369954
ACH-000350,-0.310301388234
ACH-000352,-0.24940530566100003
ACH-000356,-0.288054282126
ACH-000361,-0.267625411682
ACH-000362,-0.39042195470299995
ACH-000363,-0.837062864381
ACH-000364,-0.5293551756939999
ACH-000365,-0.655758663113
ACH-000366,-0.788408773075
ACH-000368,-0.45472611921499995
ACH-000374,0.339209990791
ACH-000375,-0.525210608511
ACH-000376,-0.46748712666000003
ACH-000381,-0.71898559567
ACH-000383,-0.454430232883
ACH-000387,-0.6990472245029999
ACH-000389,-0.49794483166599995
ACH-000390,-0.42894269391500006
ACH-000393,-0.5085904061909999
ACH-000395,-0.41958408244900003
ACH-000397,-0.518314684769
ACH-000401,-0.710322749858
ACH-000402,-0.09288090524329999
ACH-000403,-0.256978139572
ACH-000404,-0.460633659881
ACH-000406,-0.438426294059
ACH-000407,-0.597788717733
ACH-000408,-0.40831936366099997
ACH-000410,-0.35505555473300004
ACH-000411,-0.659561982427
ACH-000414,-0.62196880089
ACH-000415,-0.485107976127
ACH-000416,-0.7879818489079999
ACH-000420,-0.408944467077
ACH-000421,-0.20510770869199998
ACH-000424,-0.42308176546099996
ACH-000425,-0.552623968612
ACH-000426,-0.798577436972
ACH-000427,-0.237331383798
ACH-000433,-0.602291215965
ACH-000436,-0.456852033585
ACH-000444,-0.491895146108
ACH-000445,-0.6878108950059999
ACH-000448,-0.23885087095899998
ACH-000450,-0.63851222798
ACH-000452,-0.528514049067
ACH-000454,-0.516782666979
ACH-000458,-0.513969205409
ACH-000459,-0.64054373527
ACH-000460,-0.634859838332
ACH-000461,-0.501519961015
ACH-000463,-0.43180501618100003
ACH-000464,-0.547618749823
ACH-000466,-0.334535683304
ACH-000467,-0.466421633234
ACH-000468,-0.7755106539509999
ACH-000469,-0.173659247634
ACH-000470,-0.644408094922
ACH-000471,-0.8071655673639999
ACH-000472,-0.343375127821
ACH-000473,0.029913856798499998
ACH-000475,-0.582849200741
ACH-000476,-0.162845433498
ACH-000477,-0.319134159811
ACH-000480,-0.8219434323450001
ACH-000481,-0.871941104056
ACH-000483,-0.453049976417
ACH-000484,-0.5379459713600001
ACH-000485,-0.5106993784430001
ACH-000486,-0.722510849518
ACH-000487,-0.750822390116
ACH-000488,-0.59067507399
ACH-000490,-0.5081955860790001
ACH-000491,-0.36618538461499994
ACH-000495,-0.813459463981
ACH-000496,-0.575099515801
ACH-000499,-0.615827121176
ACH-000500,-0.722044102137
ACH-000502,-0.5863200470669999
ACH-000503,-0.63266612905
ACH-000505,-0.35197479736299997
ACH-000507,-0.617654670093
ACH-000510,-0.561479314438
ACH-000511,-0.596720791436
ACH-000512,-0.522098298082
ACH-000516,0.163492400152
ACH-000517,-0.050249212351900004
ACH-000518,-0.475061324066
ACH-000520,-0.8815194119320001
ACH-000521,-0.489251228584
ACH-000522,-0.153644825932
ACH-000524,-0.467062985538
ACH-000527,-0.49195780651199994
ACH-000528,-0.606739165372
ACH-000537,-0.199225989129
ACH-000541,-0.59439489097
ACH-000542,-0.721564586553
ACH-000544,-0.431780227523
ACH-000545,-0.21056391014400003
ACH-000547,-0.7243634630310001
ACH-000548,-0.6550569992140001
ACH-000549,-0.6151387038830001
ACH-000550,-0.49540268270599996
ACH-000552,-0.092355566466
ACH-000556,-0.011231305418100001
ACH-000557,-0.710005668608
ACH-000570,-0.5633345913310001
ACH-000571,-0.0796981017618
ACH-000573,-0.16995377921399998
ACH-000576,-0.524339779052
ACH-000580,-0.647546655371
ACH-000584,-0.315683423995
ACH-000585,-0.564468707625
ACH-000588,-0.373961595218
ACH-000589,-0.320428452385
ACH-000591,-0.410466005092
ACH-000593,-0.286143521232
ACH-000600,-0.658802443606
ACH-000601,-0.501749967135
ACH-000604,-0.44478076038900005
ACH-000605,-0.344308673139
ACH-000606,-0.42799304877300004
ACH-000608,-0.736937555916
ACH-000614,-0.446308475004
ACH-000616,-0.7151990651610001
ACH-000618,-0.13969724594900002
ACH-000619,-0.366540701707
ACH-000620,-0.550806717294
ACH-000621,-0.510750128515
ACH-000622,-0.432066611755
ACH-000623,-0.715999989275
ACH-000624,-0.739367736047
ACH-000627,-0.44794516758999997
ACH-000630,-0.468122728108
ACH-000632,-0.584233528403
ACH-000633,-0.9904267585009999
ACH-000637,-0.08033377980610001
ACH-000638,-0.647216700669
ACH-000646,-0.61986427317
ACH-000647,-0.503366418718
ACH-000648,-0.14368055632500001
ACH-000649,-0.591608061504
ACH-000651,-0.215864060169
ACH-000652,0.0187325556495
ACH-000653,-0.240204263724
ACH-000657,-0.524583734825
ACH-000658,-0.541621516687
ACH-000661,-0.336097374499
ACH-000662,-0.569797347602
ACH-000663,-0.710324146159
ACH-000665,-0.567694473592
ACH-000671,-0.5073675388710001
ACH-000673,-0.779020428608
ACH-000676,-0.345537789261
ACH-000677,-0.571393224862
ACH-000681,-0.351764282936
ACH-000682,-0.702287328395
ACH-000683,-0.397917021012
ACH-000684,-0.514410248584
ACH-000688,-0.296352045139
ACH-000693,-0.38969304641400004
ACH-000694,-0.47987249185
ACH-000695,-0.716339400415
ACH-000696,-0.609754070711
ACH-000697,-0.73098882705
ACH-000699,-0.43142079136399997
ACH-000701,-0.817385813504
ACH-000706,-0.42867897226199997
ACH-000711,-0.6709080739609999
ACH-000713,-0.246307915648
ACH-000714,-0.524026826251
ACH-000718,-0.705151993942
ACH-000720,-0.6106447429590001
ACH-000721,-0.647013373729
ACH-000724,-0.622471053755
ACH-000725,-0.587504428609
ACH-000732,-0.456903419134
ACH-000734,-0.672664887435
ACH-000735,-0.32471792504299996
ACH-000736,-0.400756922212
ACH-000738,-0.389439657479
ACH-000746,-0.25712263674
ACH-000747,-0.0574550275129
ACH-000748,-0.250130998387
ACH-000753,-0.38510892048699996
ACH-000756,-0.660953999143
ACH-000757,-0.849769119557
ACH-000758,-0.524928974221
ACH-000760,-0.577451906776
ACH-000763,-0.764487488409
ACH-000764,-0.925502457842
ACH-000765,-0.423599256232
ACH-000766,-0.516362328254
ACH-000767,-0.545731704461
ACH-000768,-0.353486348963
ACH-000769,-0.338004366482
ACH-000770,-0.470568633609
ACH-000771,-0.560388431371
ACH-000773,-0.47892877107799997
ACH-000776,-0.732657696506
ACH-000777,-0.501376112715
