,NANOG (79923)
ACH-001340,-0.19561508134199998
ACH-001346,-0.167446888706
ACH-001353,-0.248807741511
ACH-001354,-0.5484886808680001
ACH-001367,-0.201895841862
ACH-001368,-0.26502441769699997
ACH-001374,-0.508384134619
ACH-001375,-0.250464928244
ACH-001377,-0.283251452494
ACH-001380,-0.217683551558
ACH-001391,-0.360870695501
ACH-001407,-0.150954983404
ACH-001408,-0.33343627453499997
ACH-001413,-0.167724614444
ACH-001430,-0.262540736789
ACH-001431,-0.397294401417
ACH-001450,-0.48783414933799996
ACH-001496,-0.0782773280305
ACH-001500,-0.116616107993
ACH-001521,-0.270113215267
ACH-001523,-0.2167435825
ACH-001532,-0.424836428635
ACH-001536,-0.512535105231
ACH-001550,-0.007761258694420001
ACH-001552,-0.580302224793
ACH-001554,-0.14455794452600002
ACH-001645,-0.231357903051
ACH-001654,-0.230464145589
ACH-001715,-0.26797490092500004
ACH-001735,-0.451622873524
ACH-001736,-0.262864210233
ACH-001737,-0.494196915652
ACH-001740,-0.34244067802199996
ACH-001745,-0.30871748653299996
ACH-001750,-0.582911192732
ACH-001765,-0.35054151700900005
ACH-001956,-0.370308988065
ACH-001957,-0.269985145388
