,NANOG (79923)
ACH-000004,-0.18788541450100002
ACH-000007,-0.42195684541699996
ACH-000009,-0.435756218783
ACH-000011,-0.166634875053
ACH-000012,-0.158463712202
ACH-000013,-0.116862958202
ACH-000014,-0.247875114532
ACH-000015,-0.237609388899
ACH-000017,-0.342243016594
ACH-000018,-0.265634097415
ACH-000019,-0.34620746969099997
ACH-000021,-0.228591143909
ACH-000022,-0.371784481185
ACH-000025,-0.306302613532
ACH-000028,-0.212686609761
ACH-000030,-0.232768260183
ACH-000035,-0.27272134339000004
ACH-000036,-0.318114192844
ACH-000037,-0.34696562797799996
ACH-000039,-0.26152620339
ACH-000040,-0.370772543631
ACH-000041,-0.141421636043
ACH-000042,-0.289376874412
ACH-000045,-0.25959112907
ACH-000047,-0.09696900441510001
ACH-000052,-0.539619916066
ACH-000053,-0.280807347087
ACH-000054,-0.19886122218199997
ACH-000055,-0.197523945844
ACH-000060,-0.296735620479
ACH-000067,-0.567755822391
ACH-000070,-0.144772509865
ACH-000075,-0.11277368459100001
ACH-000078,-0.252199719593
ACH-000082,-0.0763299308154
ACH-000085,-0.300134401331
ACH-000086,-0.383321486198
ACH-000087,-0.49054950750200005
ACH-000092,-0.019260605271700003
ACH-000095,-0.325283896837
ACH-000097,-0.32291767082199996
ACH-000098,-0.19940273290600002
ACH-000099,-0.290474526992
ACH-000108,-0.42331165988499997
ACH-000113,-0.261963748303
ACH-000115,-0.26668971375100003
ACH-000116,-0.263707451796
ACH-000118,-0.313636246043
ACH-000120,-0.330099729206
ACH-000123,-0.356804294712
ACH-000127,-0.127367416261
ACH-000128,-0.343221909308
ACH-000132,-0.18693720633299998
ACH-000133,-0.184695108746
ACH-000137,-0.046067855278199996
ACH-000138,-0.384764196841
ACH-000142,-0.43984463205700003
ACH-000143,-0.32243821492400004
ACH-000146,-0.225242917205
ACH-000148,-0.21258835972800003
ACH-000150,-0.46408545526100003
ACH-000152,-0.09694757406139999
ACH-000153,-0.764646906301
ACH-000159,-0.096228437829
ACH-000160,0.0286548011948
ACH-000163,-0.35315640763000006
ACH-000167,0.288994951844
ACH-000168,-0.278066843178
ACH-000169,-0.32276231871800004
ACH-000178,-0.22838064082600001
ACH-000182,-0.10227885195599999
ACH-000183,-0.39199321902500006
ACH-000188,-0.45285831050399994
ACH-000189,-0.06867594078
ACH-000190,0.28015676521
ACH-000198,-0.380101600727
ACH-000204,-0.170697031934
ACH-000206,-0.42928349298699997
ACH-000207,-0.355685987759
ACH-000211,-0.20993630387499998
ACH-000215,-0.231552128508
ACH-000221,-0.43814764120300004
ACH-000222,-0.338382310036
ACH-000223,-0.518648444879
ACH-000226,-0.614956001239
ACH-000227,-0.310818420855
ACH-000228,-0.307333473232
ACH-000231,-0.227040522135
ACH-000232,-0.207521571499
ACH-000233,-0.216384691527
ACH-000234,-0.2466355565
ACH-000235,-0.184091689848
ACH-000237,-0.230072780174
ACH-000238,-0.28625914691
ACH-000243,-0.278103029252
ACH-000244,-0.0702571296654
ACH-000246,-0.19602314502999998
ACH-000248,-0.184686493923
ACH-000250,-0.293065642755
ACH-000251,-0.137942240725
ACH-000253,-0.0879227071902
ACH-000255,-0.444137542933
ACH-000256,-0.36203513457
ACH-000257,-0.502600135809
ACH-000258,-0.14927291584000002
ACH-000259,-0.166593477041
ACH-000260,-0.252961474177
ACH-000261,-0.3014369549
ACH-000262,-0.279908704445
ACH-000263,-0.15873259278100002
ACH-000264,-0.231786093691
ACH-000265,-0.316477167085
ACH-000266,-0.277485203683
ACH-000272,-0.36901523408799997
ACH-000273,-0.28357974410500003
ACH-000274,-0.20230103224100002
ACH-000277,-0.217768644553
ACH-000278,-0.35726571089299997
ACH-000279,-0.255048910108
ACH-000280,-0.337287439015
ACH-000281,-0.165045160217
ACH-000288,-0.40951866136
ACH-000291,-0.328683946233
ACH-000293,-0.0779425431157
ACH-000294,-0.19726148723099998
ACH-000295,-0.18736198823699998
ACH-000296,-0.304981626545
ACH-000302,-0.396499186679
ACH-000304,-0.139074884969
ACH-000307,-0.221687093887
ACH-000308,-0.230261117861
ACH-000310,-0.424099125163
ACH-000311,-0.263594160191
ACH-000312,-0.339401110486
ACH-000315,-0.149995589978
ACH-000316,-0.0505817939376
ACH-000317,-0.153326659811
ACH-000318,-0.388160410744
ACH-000319,-0.274253794344
ACH-000320,-0.354106343777
ACH-000322,-0.0453182763941
ACH-000323,-0.384898274927
ACH-000324,-0.425833042091
ACH-000329,-0.438458493405
ACH-000330,-0.197783041073
ACH-000331,-0.179134776125
ACH-000332,-0.400011188384
ACH-000334,-0.48911659581999994
ACH-000335,-0.535627664669
ACH-000336,-0.74373702463
ACH-000337,-0.34957822890900003
ACH-000339,-0.314477349545
ACH-000341,-0.20791309164500002
ACH-000348,-0.302174385172
ACH-000350,-0.36850180235
ACH-000352,-0.34508768019100006
ACH-000356,-0.034697577847000005
ACH-000361,-0.394233562079
ACH-000362,-0.35099839959299994
ACH-000363,-0.227615041263
ACH-000364,-0.0995371761081
ACH-000365,-0.175165277971
ACH-000366,-0.282054712183
ACH-000368,-0.475473466021
ACH-000374,-0.39253067340099995
ACH-000375,-0.11694774160499999
ACH-000376,-0.418743359412
ACH-000381,-0.540686745791
ACH-000383,-0.260033400413
ACH-000387,-0.247447503599
ACH-000389,-0.19282751780000001
ACH-000390,-0.17352296211399998
ACH-000393,-0.2952620789
ACH-000395,-0.42399814196400004
ACH-000397,-0.15628243805400002
ACH-000401,-0.115719555519
ACH-000402,-0.465335404788
ACH-000403,-0.33881767663199996
ACH-000404,-0.55116145054
ACH-000406,-0.226747297274
ACH-000407,-0.233199999994
ACH-000408,-0.253283047305
ACH-000410,-0.426317355488
ACH-000411,-0.299634364514
ACH-000414,-0.35874603709799996
ACH-000415,-0.134326197235
ACH-000416,-0.124369716421
ACH-000420,-0.34828251828400003
ACH-000421,-0.317336481241
ACH-000424,-0.618086937646
ACH-000425,-0.316211673034
ACH-000426,-0.470349018012
ACH-000427,-0.09273893029539998
ACH-000433,-0.07677497147210001
ACH-000436,-0.156202176661
ACH-000444,-0.046605431061699995
ACH-000445,-0.20790728811599998
ACH-000448,-0.153552215883
ACH-000450,-0.32737906429200003
ACH-000452,-0.228465940423
ACH-000454,-0.18864077802999998
ACH-000458,-0.385933765182
ACH-000459,0.0803753073233
ACH-000460,-0.314032394665
ACH-000461,-0.305760297613
ACH-000463,-0.312731907518
ACH-000464,-0.541528461611
ACH-000466,-0.144708201264
ACH-000467,-0.261299723988
ACH-000468,-0.308650840214
ACH-000469,-0.305172656671
ACH-000470,-0.597880674725
ACH-000471,-0.300149178755
ACH-000472,-0.278362659665
ACH-000473,-0.228574297642
ACH-000475,-0.281883827579
ACH-000476,-0.271611785343
ACH-000477,-0.32031153708099996
ACH-000480,-0.178050949035
ACH-000481,-0.261160624402
ACH-000483,-0.231938434485
ACH-000484,-0.356396294462
ACH-000485,-0.23342498754799998
ACH-000486,-0.173921649242
ACH-000487,-0.28206888762
ACH-000488,-0.34437099440700003
ACH-000490,-0.394636375257
ACH-000491,-0.620802736402
ACH-000495,-0.292669444154
ACH-000496,-0.263731811881
ACH-000499,-0.215841118655
ACH-000500,-0.191174233022
ACH-000502,-0.186396304434
ACH-000503,-0.00979557379829
ACH-000505,-0.29715661748399996
ACH-000507,-0.508905663896
ACH-000510,-0.138451144629
ACH-000511,-0.19739033721700003
ACH-000512,-0.40596383125200003
ACH-000516,-0.234617229212
ACH-000517,-0.263494372405
ACH-000518,-0.19841897272700001
ACH-000520,-0.327404116515
ACH-000521,-0.423925915754
ACH-000522,-0.304720701379
ACH-000524,-0.221383375843
ACH-000527,-0.18665042074299998
ACH-000528,-0.17477457653700001
ACH-000537,0.028133757147499997
ACH-000541,-0.606835353358
ACH-000542,-0.23359363963799998
ACH-000544,-0.14600185509000002
ACH-000545,-0.354492283091
ACH-000547,-0.153980794357
ACH-000548,-0.37810837859800006
ACH-000549,-0.287550261754
ACH-000550,-0.10489279989
ACH-000552,-0.159011251288
ACH-000556,-0.237654870325
ACH-000557,-0.241397394052
ACH-000570,-0.35753525937700004
ACH-000571,-0.27236427631
ACH-000573,-0.191702273326
ACH-000576,-0.23294535632
ACH-000580,-0.37344245330200004
ACH-000584,-0.253830658209
ACH-000585,-0.155500702459
ACH-000588,-0.31288340338000004
ACH-000589,-0.25830961130999996
ACH-000591,-0.452463350043
ACH-000593,-0.346296813843
ACH-000600,-0.174708339529
ACH-000601,-0.19201304232000002
ACH-000604,-0.27997212968699997
ACH-000605,-0.453219151849
ACH-000606,-0.330671464354
ACH-000608,-0.48999487487
ACH-000614,-0.364856071211
ACH-000616,-0.0735459243475
ACH-000618,-0.278170715859
ACH-000619,-0.237367241295
ACH-000620,-0.34343301909199997
ACH-000621,-0.211924938318
ACH-000622,-0.287592381878
ACH-000623,-0.39104063333000005
ACH-000624,-0.31288239688
ACH-000627,-0.191303505945
ACH-000630,-0.36617918254299997
ACH-000632,-0.290638783433
ACH-000633,-0.373361470186
ACH-000637,-0.00858978649645
ACH-000638,-0.212917852532
ACH-000646,-0.19779664422899998
ACH-000647,-0.283912379147
ACH-000648,-0.24346002105099998
ACH-000649,-0.273795888871
ACH-000651,-0.244921009366
ACH-000652,-0.388452053633
ACH-000653,-0.131517661127
ACH-000657,-0.34946099500699995
ACH-000658,-0.202637043862
ACH-000661,-0.31022682915800004
ACH-000662,-0.8096328719879999
ACH-000663,-0.100970690512
ACH-000665,-0.079158110049
ACH-000671,-0.332225457619
ACH-000673,-0.45877072731299995
ACH-000676,-0.14921168476399999
ACH-000677,-0.170670920864
ACH-000681,-0.251912795764
ACH-000682,-0.249732160524
ACH-000683,-0.201827841727
ACH-000684,-0.212062839126
ACH-000688,-0.524131159531
ACH-000693,-0.323162295339
ACH-000694,-0.444362778248
ACH-000695,-0.397412504155
ACH-000696,-0.153478868574
ACH-000697,-0.40065964846100005
ACH-000699,-0.21297401925700002
ACH-000701,-0.44668686505500005
ACH-000706,-0.219408485371
ACH-000711,-0.283044858981
ACH-000713,-0.275396219549
ACH-000714,-0.230643452326
ACH-000718,-0.324840666068
ACH-000720,-0.25398767354699997
ACH-000721,-0.369405795023
ACH-000724,-0.09942177920539999
ACH-000725,-0.484242586076
ACH-000732,-0.136551363506
ACH-000734,-0.17320014893199998
ACH-000735,-0.08531251241910001
ACH-000736,-0.25177815841
ACH-000738,-0.166435951715
ACH-000746,-0.25140237923000003
ACH-000747,-0.25401672229600003
ACH-000748,-0.11858062653
ACH-000753,-0.23350262244000003
ACH-000756,-0.27976506459
ACH-000757,-0.7156332158390001
ACH-000758,-0.317621306689
ACH-000760,-0.268940667731
ACH-000763,-0.21413447371599997
ACH-000764,-0.0826559250035
ACH-000765,-0.6496694262089999
ACH-000766,-0.124751640443
ACH-000767,-0.456752992088
ACH-000768,-0.38316326592
ACH-000769,-0.319274853022
ACH-000770,-0.510920127046
ACH-000771,-0.193558901567
ACH-000773,-0.312751373807
ACH-000776,-0.171398837963
ACH-000777,-0.38624223038000005
ACH-000778,-0.384799095155
ACH-000781,-0.409555734904
ACH-000782,-0.211046920057
ACH-000783,-0.304119951125
ACH-000784,-0.293490967712
ACH-000785,-0.535414878012
ACH-000787,-0.20859912698600003
ACH-000788,-0.301544996899
ACH-000791,-0.316008300273
ACH-000792,-0.20389614941300002
ACH-000794,-0.363604657215
ACH-000796,-0.29877137680599997
ACH-000799,-0.26046810635400003
ACH-000800,-0.271318260722
ACH-000802,-0.25765805155099997
ACH-000804,-0.280327340925
ACH-000805,-0.379550750118
ACH-000809,-0.41488837234399994
ACH-000810,-0.367333991301
ACH-000811,-0.43791133071500005
ACH-000817,-0.253853327877
ACH-000819,-0.299794949966
ACH-000820,-0.137719094531
ACH-000821,-0.545974841039
ACH-000822,-0.386545988922
ACH-000823,-0.13930227529300002
ACH-000824,-0.264488848535
ACH-000827,-0.110281067792
ACH-000829,-0.404080870401
ACH-000831,-0.456419007009
ACH-000832,-0.18404102735
ACH-000833,-0.516579150311
ACH-000834,-0.524573188494
ACH-000835,-0.28996282043099997
ACH-000836,0.256913426459
ACH-000837,-0.152217737659
ACH-000838,-0.21124057356400003
ACH-000839,-0.24645169263099997
ACH-000840,-0.5528303173879999
ACH-000841,-0.185382527426
ACH-000843,-0.308073455106
ACH-000846,-0.5066581288490001
ACH-000847,-0.271937638602
ACH-000848,-0.18459867151599998
ACH-000849,-0.38771662350999997
ACH-000851,-0.519410377422
ACH-000855,-0.295946356176
ACH-000856,-0.295952096381
ACH-000858,-0.198381951045
ACH-000859,-0.20544701287099998
ACH-000861,-0.371785033178
ACH-000862,-0.263110042909
ACH-000865,-0.217386891014
ACH-000866,-0.394953909002
ACH-000867,-0.28205513103700003
ACH-000869,-0.330707322448
ACH-000872,-0.192110256231
ACH-000873,-0.224859222518
ACH-000876,-0.359983928552
ACH-000878,-0.11995214652799999
ACH-000880,-0.35752823526
ACH-000881,-0.15360536541
ACH-000882,-0.31022959954999996
ACH-000884,-0.38404298434600004
ACH-000885,-0.271106083527
ACH-000887,-0.137569462356
ACH-000888,-0.319045237053
ACH-000889,-0.247975587471
ACH-000890,-0.303046379298
ACH-000896,-0.269824576488
ACH-000898,-0.221918338493
ACH-000900,-0.39633117310099997
ACH-000901,-0.35298796543399996
ACH-000905,-0.419566541841
ACH-000906,-0.24071962270999997
ACH-000907,-0.27026541667
ACH-000910,-0.404593525625
ACH-000911,-0.20254250412900002
ACH-000912,-0.26842937112599996
ACH-000913,-0.234760791133
ACH-000915,-0.371392925575
ACH-000916,-0.536597277884
ACH-000917,-0.281995616921
ACH-000921,-0.116438986917
ACH-000924,-0.34319162251199997
ACH-000926,-0.335407700039
ACH-000928,-0.144211083092
ACH-000929,-0.218173754506
ACH-000932,-0.31659083388099996
ACH-000935,-0.20383211150400002
ACH-000936,-0.35284916185099996
ACH-000937,-0.30138308131999997
ACH-000938,-0.118815675299
ACH-000939,0.11409486605699999
ACH-000941,-0.181622811655
ACH-000943,-0.277204755431
ACH-000946,-0.387309118362
ACH-000947,-0.376388949998
ACH-000948,-0.277917584371
ACH-000950,-0.168522071244
ACH-000953,-0.585777524637
ACH-000957,-0.279675828516
ACH-000958,-0.35433815885
ACH-000960,-0.239078581159
ACH-000963,-0.15822327710200002
ACH-000968,-0.239955027823
ACH-000969,-0.36603275969000004
ACH-000973,-0.26430283955
ACH-000974,-0.39080943164000004
ACH-000975,-0.336760484049
ACH-000976,-0.45223327362800003
ACH-000978,-0.122028488712
ACH-000980,-0.16980017834000002
ACH-000984,-0.361618157799
ACH-000986,-0.332915937562
ACH-000988,-0.18739118994800003
ACH-000993,-0.297919907858
ACH-000994,-0.390126789655
ACH-000996,-0.167568547953
ACH-001001,-0.37886061274800004
ACH-001020,0.143956743267
ACH-001028,-0.32676358862599997
ACH-001031,-0.0506602858917
ACH-001038,-0.273844589863
ACH-001048,-0.432828633688
ACH-001050,-0.29413892641999995
ACH-001053,-0.3164093421
ACH-001054,-0.39656918118900003
ACH-001061,-0.15375844302000002
ACH-001067,-0.448678847017
ACH-001075,-0.284484350964
ACH-001096,-0.14084699153400002
ACH-001128,1.06400710806
ACH-001134,-0.236407121551
ACH-001151,-0.115294041939
ACH-001163,-0.37629085111199995
ACH-001164,-0.221056020742
ACH-001173,-0.293964742831
ACH-001183,-0.444882360647
ACH-001184,-0.348617482587
ACH-001190,-0.248402940502
ACH-001192,-0.301532636713
ACH-001193,-0.551607574721
ACH-001196,-0.185592267299
ACH-001197,-0.219998615011
ACH-001205,-0.474669138566
ACH-001211,-0.173254058423
ACH-001212,-0.367868814353
ACH-001228,-0.38637550685000005
ACH-001232,-0.359156323805
ACH-001239,-0.348050525956
ACH-001274,-0.225975385335
ACH-001275,-0.19762665907699997
ACH-001277,-0.196795920307
ACH-001278,0.0520409112957
ACH-001280,-0.252799568749
ACH-001283,-0.43016682058600003
ACH-001289,-0.21092614192200002
ACH-001295,-0.21506141947700003
ACH-001300,-0.292933850607
ACH-001301,-0.23882815645999997
ACH-001302,-0.8307855900560001
ACH-001303,-0.37154083386299996
ACH-001306,-0.448475462523
ACH-001318,-0.214026680672
ACH-001322,-0.335163218699
ACH-001328,-0.364712869123
ACH-001332,-0.532968022607
ACH-001333,-0.22940206752099998
ACH-001336,-0.44847411601899995
