,BIVM (54841)
ACH-000004,0.0729978406083
ACH-000007,-0.45491868661799995
ACH-000009,0.15448233265699998
ACH-000011,0.268554447052
ACH-000012,0.118943939374
ACH-000013,0.064953035788
ACH-000014,-0.00239943403561
ACH-000015,-0.0903801999887
ACH-000017,0.0520902914575
ACH-000018,0.133293314835
ACH-000019,0.218510569551
ACH-000021,0.144997899915
ACH-000022,0.127540483491
ACH-000025,0.168046511979
ACH-000028,0.11953139655600001
ACH-000030,0.0412857477539
ACH-000035,-0.0225788537482
ACH-000036,0.18054380784600002
ACH-000037,-0.052479002635500004
ACH-000039,0.178723103922
ACH-000040,0.0550658429189
ACH-000041,-0.0219699094582
ACH-000042,0.111155956393
ACH-000045,0.137913412829
ACH-000047,0.0784466028001
ACH-000052,0.126934952286
ACH-000053,0.11035566597799999
ACH-000054,-0.0650273434921
ACH-000055,0.317534590992
ACH-000060,0.0733107155538
ACH-000067,0.017423217894400003
ACH-000070,0.0399424592166
ACH-000075,0.164890230975
ACH-000078,-0.09608284076960001
ACH-000082,0.072516063542
ACH-000085,0.20115035395300002
ACH-000086,0.183897648652
ACH-000087,0.311870704537
ACH-000092,0.234003977333
ACH-000095,0.00440262969672
ACH-000097,0.127159897049
ACH-000098,0.0326924042132
ACH-000099,0.09253521436909999
ACH-000108,0.0394514479016
ACH-000113,-0.00917151322618
ACH-000115,0.0822342287908
ACH-000116,0.00252046477433
ACH-000118,0.124573863542
ACH-000120,0.137751789359
ACH-000123,0.0853997292197
ACH-000127,0.138431857459
ACH-000128,0.109185588016
ACH-000132,-0.143955771022
ACH-000133,0.0984287108725
ACH-000137,0.143290243191
ACH-000138,0.06174535550390001
ACH-000142,0.0550608404289
ACH-000143,0.300233298028
ACH-000146,0.155906627701
ACH-000148,0.047227987762599996
ACH-000150,0.13661626794600001
ACH-000152,-0.0666840723173
ACH-000153,0.131653122352
ACH-000159,-0.0209513401719
ACH-000160,0.0725873856691
ACH-000163,0.09169313426339999
ACH-000167,-0.125855799141
ACH-000168,0.270145921087
ACH-000169,0.128186542412
ACH-000178,0.07304905764889999
ACH-000182,0.0162908906983
ACH-000183,-0.08174299715260001
ACH-000188,0.236660155852
ACH-000189,0.06056797259769999
ACH-000190,0.0659594380645
ACH-000198,0.07961997690860001
ACH-000204,0.121466224694
ACH-000206,0.053804455898900004
ACH-000207,-0.0189455705799
ACH-000211,0.13075445746
ACH-000215,0.108169338945
ACH-000221,0.23859632754
ACH-000222,0.0879342624867
ACH-000223,0.0145328553695
ACH-000226,0.17009581815299998
ACH-000227,-0.235854741935
ACH-000228,-0.0692398553282
ACH-000231,0.21067001111900002
ACH-000232,0.0746786087543
ACH-000233,0.041982039202699994
ACH-000234,0.113957774092
ACH-000235,0.08936710480519999
ACH-000237,-0.00838366191787
ACH-000238,0.15265923904200002
ACH-000243,0.0311367550539
ACH-000244,0.29215990614500004
ACH-000246,0.0617371248047
ACH-000248,0.07234286687739999
ACH-000250,0.136383406515
ACH-000251,0.17594378310199998
ACH-000253,0.00598890167528
ACH-000255,0.17649093344900002
ACH-000256,0.061404870671699995
