,GALE (2582)
ACH-000697,-0.397503915778
ACH-000699,-0.420506460476
ACH-000701,-0.0441726893822
ACH-000706,-0.472430995212
ACH-000711,-0.15646504582499998
ACH-000713,-0.36850761940399995
ACH-000714,-0.165454326928
ACH-000718,-0.278887827887
ACH-000720,-0.0852495788714
ACH-000721,-0.264517390806
ACH-000724,-0.0418492392191
ACH-000725,-0.368982371592
ACH-000732,-0.14455500963
ACH-000734,-0.09648902727769999
ACH-000735,-0.49027215513800004
ACH-000736,-0.300975570156
ACH-000738,-0.0808601011875
ACH-000746,-0.235417889465
ACH-000747,-0.298288414249
ACH-000748,-0.12282103995100001
ACH-000753,-0.763551775986
ACH-000756,-0.189048422269
ACH-000757,-0.494231352065
ACH-000758,-0.212717844585
ACH-000760,-0.19704647238499998
ACH-000763,-0.21592287863899998
ACH-000764,-0.260330791661
ACH-000765,-0.285744033602
ACH-000766,-0.237764837503
ACH-000767,0.10391037656999999
ACH-000768,-0.031878972524599994
ACH-000769,-0.29135528724
ACH-000770,-0.249204306124
ACH-000771,-0.101966995474
ACH-000773,0.005502361490119999
ACH-000776,-0.207334397454
ACH-000777,-0.482561174207
ACH-000778,-0.0268193210475
ACH-000781,-0.28827705998500003
ACH-000782,-0.42572976025200004
ACH-000783,-0.25318294601999997
ACH-000784,-0.126746192343
ACH-000785,-0.480074146219
ACH-000787,-0.333744869406
ACH-000788,-0.190343025118
ACH-000791,-0.219885074843
ACH-000792,-0.0068310135933599995
ACH-000794,-0.725917392308
ACH-000796,-0.0292192303883
ACH-000799,-0.10313017511499999
ACH-000800,-0.516507119081
ACH-000802,-0.156950958055
ACH-000804,-0.470446939965
ACH-000805,-0.239744099347
ACH-000809,-0.08693145072419999
ACH-000810,-0.526066501951
ACH-000811,-0.20766139572200001
ACH-000817,-0.5101458831610001
ACH-000819,0.0702973205687
ACH-000820,-0.405965362321
ACH-000821,-0.05698803487430001
ACH-000822,-0.21311655650800002
ACH-000823,0.037213355649599995
ACH-000824,-0.19391299379000002
ACH-000827,-0.095294070981
ACH-000829,-0.8233528271100001
ACH-000831,-0.19373624135499998
ACH-000832,-0.48823105553900004
ACH-000833,-0.08161677110729999
ACH-000834,-0.125195897633
ACH-000835,-0.28641805802299997
ACH-000836,-0.5951911016070001
ACH-000837,-0.358654901707
ACH-000838,-0.515591811763
ACH-000839,-0.113641066245
ACH-000840,0.0693428311145
ACH-000841,-0.415097238224
ACH-000843,-0.370926292683
ACH-000846,0.015650378781
ACH-000847,-0.0013587788611799999
ACH-000848,-0.11413671762
ACH-000849,-0.346448374679
ACH-000851,-0.497248034429
ACH-000855,-0.013956728218
ACH-000856,-0.348837156806
ACH-000858,-0.10694597802200001
ACH-000859,-0.140548407674
ACH-000861,-0.118665219594
ACH-000862,-0.17519702675700002
ACH-000865,-0.011425199109
ACH-000866,-0.20186225976799999
ACH-000867,-0.105803167158
ACH-000869,-0.140679076395
ACH-000872,-0.33840222492
ACH-000873,-0.500211401585
ACH-000876,-0.24704951678800002
ACH-000878,-0.155911829847
ACH-000880,-0.203245226317
ACH-000881,-0.163082854959
ACH-000882,-0.466411327077
ACH-000884,-0.216075154942
ACH-000885,-0.12841255032999999
ACH-000887,-0.227442606527
ACH-000888,-0.464407621496
ACH-000889,-0.233966544371
ACH-000890,-0.22744430098299998
ACH-000896,-0.176097379876
ACH-000898,-0.358267714453
ACH-000900,-0.286077086951
ACH-000901,-0.216552370505
ACH-000905,-0.187125686013
ACH-000906,-0.176436144023
ACH-000907,-0.23623647384500002
ACH-000910,-0.244536054407
ACH-000911,-0.125298093625
ACH-000912,-0.151741563047
ACH-000913,-0.18122417864100002
ACH-000915,0.024268374896599998
ACH-000916,-0.126476666893
ACH-000917,-0.168624409817
ACH-000921,-0.358358588069
ACH-000924,-0.245035766346
ACH-000926,-0.38378065417400004
ACH-000928,-0.551472104528
ACH-000929,-0.33672502828
ACH-000932,-0.326724459644
ACH-000935,-0.248298581291
ACH-000936,-0.437542621909
ACH-000937,-0.9345729166779999
ACH-000938,-0.41399154023100004
ACH-000939,-0.19092450927000001
ACH-000941,-0.19903293397100003
ACH-000943,-0.035539243719599996
ACH-000946,-0.00228730347658
ACH-000947,-0.157800579171
ACH-000948,-0.125428310131
ACH-000950,-0.39859618854999995
ACH-000953,-0.167189740202
ACH-000957,-0.08724054139620001
ACH-000958,0.10079622890900002
ACH-000960,-0.161493582287
ACH-000963,-0.0057689785580000005
ACH-000968,-0.032752372163599996
ACH-000969,-0.13804094549100002
ACH-000973,-0.12470703849999999
ACH-000974,-0.321422649283
ACH-000975,-0.462139507898
ACH-000976,-0.349901583112
ACH-000978,-0.06455621614780001
ACH-000980,-0.0805553902399
ACH-000984,-0.021312663948400003
ACH-000986,-0.414827754735
ACH-000988,-0.178637811982
ACH-000993,-0.184975497201
ACH-000994,-0.150724127691
ACH-000996,-0.132410494933
ACH-001001,-0.0216771307507
ACH-001020,-0.0574822489305
ACH-001028,-0.0814213558683
ACH-001031,-0.118210926644
ACH-001038,-0.10447373192500001
ACH-001048,-0.28246934515
ACH-001050,-0.180379461085
ACH-001053,-0.249929793658
ACH-001054,-0.0331376295403
ACH-001061,-0.161781739348
ACH-001067,-0.06362185410400001
ACH-001075,-0.359273412532
ACH-001096,-0.33964536055399996
ACH-001128,0.150195645131
ACH-001134,-0.38088697685500006
ACH-001151,-0.353135287363
ACH-001163,-0.119467989021
ACH-001164,0.0140391483552
ACH-001173,-0.106376263237
ACH-001183,0.0216524269509
ACH-001184,-0.474227603208
ACH-001190,-0.166499448498
ACH-001192,-0.015039741471899999
ACH-001193,-0.256541014427
ACH-001196,-0.28487466092700003
ACH-001197,-0.18915112975
ACH-001205,-0.201260383788
ACH-001211,-0.31541494963100003
ACH-001212,-0.35726406034599995
ACH-001228,-0.060884612697599996
ACH-001232,-0.0480699419067
ACH-001239,-0.148025128616
ACH-001274,-0.23713127518399998
ACH-001275,-0.179708310718
ACH-001277,0.0445901585647
ACH-001278,-0.221371141614
ACH-001280,-0.106641539322
ACH-001283,0.0291746838513
ACH-001289,-0.0513748049431
ACH-001295,-0.163464087739
ACH-001300,-0.130297315605
ACH-001301,-0.166651858016
ACH-001302,0.216464858557
ACH-001303,0.0414211633933
ACH-001306,-0.248897121262
ACH-001318,-0.0550792152984
ACH-001322,-0.156652957917
ACH-001328,-0.17838489197700003
ACH-001332,-0.48875603697400005
ACH-001333,-0.28367081334800004
ACH-001336,-0.16913881574499998
ACH-001340,-0.319653276531
ACH-001346,-0.0649176541902
ACH-001353,0.025959259452499998
ACH-001354,-0.0675597222271
ACH-001367,0.11481350081599999
ACH-001368,-0.160494455687
ACH-001374,-0.0243747952806
ACH-001375,-0.173762668934
ACH-001377,-0.0321000168485
ACH-001380,-0.28107227111
ACH-001391,-0.18587865831599998
ACH-001407,-0.565237773381
ACH-001408,-0.31810682747900004
ACH-001413,-0.12644956939000002
ACH-001430,0.0843946795721
ACH-001431,0.144341114249
ACH-001450,-0.791458070023
ACH-001496,-0.375236874072
ACH-001500,-0.275947897324
ACH-001521,-0.37049682471900003
ACH-001523,-0.07533660926869999
ACH-001532,-0.23305217264800002
ACH-001536,-0.12965377594799998
ACH-001550,-0.212252168336
ACH-001552,-0.000527101447156
ACH-001554,-0.061864129129999994
ACH-001645,-0.09571227351980001
ACH-001654,-0.0706423909567
ACH-001715,-0.21845743162200001
ACH-001735,-0.48076177439199996
ACH-001736,-0.104833170296
ACH-001737,-0.0815939581175
ACH-001740,-0.5166443408420001
ACH-001745,-0.27660577671500003
ACH-001750,-0.09242518141419999
ACH-001765,-0.20011768583
ACH-001956,-0.0903782536496
ACH-001957,-0.137892624909
