,PGPEP1 (54858)
ACH-000004,-0.38141065261600005
ACH-000007,-0.65486980507
ACH-000009,-0.45427892596600006
ACH-000011,-0.401202593381
ACH-000012,-0.41422601437600004
ACH-000013,-0.354952276969
ACH-000014,-0.454431484322
ACH-000015,-0.361767600837
ACH-000017,-0.455977373329
ACH-000018,-0.5443172251389999
ACH-000019,-0.455526955039
ACH-000021,-0.543966365404
ACH-000022,-0.461781981032
ACH-000025,-0.405768830632
ACH-000028,-0.535688192632
ACH-000030,-0.44698400552699996
ACH-000035,-0.520616686826
ACH-000036,-0.679486814379
ACH-000037,-0.557962460964
ACH-000039,-0.6500583214500001
ACH-000040,-0.515566742332
ACH-000041,-0.515943968947
ACH-000042,-0.5028833464810001
ACH-000045,-0.58788284319
ACH-000047,-0.39310949350100005
ACH-000052,-0.82065155935
ACH-000053,-0.437334559878
ACH-000054,-0.581264020267
ACH-000055,-0.40648483678400005
ACH-000060,-0.540265282397
ACH-000067,-0.36384881948700004
ACH-000070,-0.514830903881
ACH-000075,-0.310740370812
ACH-000078,-0.523889296857
ACH-000082,-0.41526959105800004
ACH-000085,-0.401226226924
ACH-000086,-0.310311739473
ACH-000087,-0.864350639683
ACH-000092,-0.45943740043000003
ACH-000095,-0.39747839956299996
ACH-000097,-0.491836216905
ACH-000098,-0.41825821810999997
ACH-000099,-0.482343726777
ACH-000108,-0.311365954099
ACH-000113,-0.409205972752
ACH-000115,-0.500003355083
ACH-000116,-0.525489426774
ACH-000118,-0.363907661918
ACH-000120,-0.294469720638
ACH-000123,-0.44342917325099995
ACH-000127,-0.466278010828
ACH-000128,-0.38494857269199995
ACH-000132,-0.42247498211199996
ACH-000133,-0.451340516159
ACH-000137,-0.566320776967
ACH-000138,-0.48388401968199996
ACH-000142,-0.308248405583
ACH-000143,-0.238110471952
ACH-000146,-0.354969457565
ACH-000148,-0.20895557188000002
ACH-000150,-0.40551624687700005
ACH-000152,-0.593719527469
ACH-000153,-0.0300126838014
ACH-000159,-0.47366487499399995
ACH-000160,-0.401676569092
ACH-000163,-0.42225582271300005
ACH-000167,-0.475592910672
ACH-000168,-0.546034169607
ACH-000169,-0.515426321747
ACH-000178,-0.586871963937
ACH-000182,-0.429185033052
ACH-000183,-0.32769359357
ACH-000188,-0.584370488985
ACH-000189,-0.632511257876
ACH-000190,-0.09678599828260001
ACH-000198,-0.341062482816
ACH-000204,-0.37334091531999997
ACH-000206,-0.392453849256
ACH-000207,-0.151408795952
ACH-000211,-0.443894408551
ACH-000215,-0.452841106041
ACH-000221,-0.27696963214000003
ACH-000222,-0.49535873177199996
ACH-000223,-0.417203924219
ACH-000226,-0.486683645264
ACH-000227,-0.409916201865
ACH-000228,-0.629309179344
ACH-000231,-0.253244411983
ACH-000232,-0.463517597543
ACH-000233,-0.446925085512
ACH-000234,-0.716906279129
ACH-000235,-0.39385052534299997
ACH-000237,-0.516081019524
ACH-000238,-0.345950533379
ACH-000243,-0.47443937024099997
ACH-000244,-0.726375036734
ACH-000246,-0.55879105575
ACH-000248,-0.627951027342
ACH-000250,-0.416045507574
ACH-000251,-0.6749390708230001
ACH-000253,-0.356300504674
ACH-000255,-0.452224071506
ACH-000256,-0.431947154823
ACH-000257,-0.28795220300999996
ACH-000258,-0.464162598238
ACH-000259,-0.49863901743699995
ACH-000260,-0.483755185236
ACH-000261,-0.5219835713000001
ACH-000262,-0.645088335154
ACH-000263,-0.329001186655
ACH-000264,-0.49359579328000003
ACH-000265,-0.344972644513
ACH-000266,-0.41815292464299997
ACH-000272,-0.323362376624
ACH-000273,-0.357357837671
ACH-000274,-0.49273161904299995
ACH-000277,-0.424167681761
ACH-000278,-0.8581018972
ACH-000279,-0.213922248342
ACH-000280,-0.413567653897
ACH-000281,-0.249754063094
ACH-000288,-0.22186136027800002
ACH-000291,-0.493969375949
ACH-000293,-0.597498621163
ACH-000294,-0.326523129676
ACH-000295,-0.307219899771
ACH-000296,-0.584802645763
ACH-000302,-0.482979930786
ACH-000304,-0.46525518722099996
ACH-000307,-0.348682675395
ACH-000308,-0.321055177827
ACH-000310,-0.464511978582
ACH-000311,-0.325209337099
ACH-000312,-0.331317834761
ACH-000315,-0.533674412873
ACH-000316,-0.279933515608
ACH-000317,-0.369113936139
ACH-000318,-0.459257798525
ACH-000319,-0.388375074419
ACH-000320,-0.571151907191
ACH-000322,-0.314055532096
ACH-000323,-0.272709989016
ACH-000324,-0.42547945125500003
ACH-000329,-0.435702417076
ACH-000330,-0.175232163638
ACH-000331,-0.47211242998400005
ACH-000332,-0.416388270208
ACH-000334,-0.110266343127
ACH-000335,-0.343362682871
ACH-000336,0.08684414816449999
ACH-000337,-0.36548005188
ACH-000339,-0.430960054674
ACH-000341,-0.579980459977
ACH-000348,-0.683515442695
ACH-000350,-0.42912968130999996
ACH-000352,-0.48742954914399994
ACH-000356,-0.319010278214
ACH-000361,-0.39466905936200003
ACH-000362,-0.480965530608
ACH-000363,-0.37708743756700003
ACH-000364,-0.40135387451
ACH-000365,-0.12231980634299999
ACH-000366,-0.550454138515
ACH-000368,-0.0869309973728
ACH-000374,-0.5713399422909999
ACH-000375,-0.414537493791
ACH-000376,-0.27110314376999994
ACH-000381,-0.49515696379699997
ACH-000383,-0.462746424995
ACH-000387,-0.295882353436
ACH-000389,-0.46261158876999997
ACH-000390,-0.433092580038
ACH-000393,-0.546994086752
ACH-000395,-0.366882302864
ACH-000397,-0.49205287659900004
ACH-000401,-0.29092845276
ACH-000402,-0.208587898902
ACH-000403,-0.521310088889
ACH-000404,-0.37375723104999997
ACH-000406,-0.3538524908199999
ACH-000407,-0.294865238474
ACH-000408,-0.582788176862
ACH-000410,-0.540242998646
ACH-000411,-0.570087466971
ACH-000414,-0.477344585977
ACH-000415,-0.56854480748
ACH-000416,-0.49294980131399996
ACH-000420,-0.53830970568
ACH-000421,-0.439723737378
ACH-000424,-0.261273660091
ACH-000425,-0.370715683812
ACH-000426,-0.183228046524
ACH-000427,-0.7353022633220001
ACH-000433,-0.719716446136
ACH-000436,-0.28418044338799997
ACH-000444,-0.545343031852
ACH-000445,-0.255484782018
ACH-000448,-0.56915353249
ACH-000450,-0.193734228043
ACH-000452,-0.477108116104
ACH-000454,-0.671106363758
ACH-000458,-0.518599056828
ACH-000459,-0.489374966589
ACH-000460,-0.330425699301
ACH-000461,-0.548105657355
ACH-000463,-0.19351919279
ACH-000464,-0.136555449662
ACH-000466,-0.386131084623
ACH-000467,-0.718330199415
ACH-000468,-0.510603360071
ACH-000469,-0.278098239841
ACH-000470,-0.499110226528
ACH-000471,-0.44955722183700003
ACH-000472,-0.374525599999
ACH-000473,-0.44273243765299997
ACH-000475,-0.415494395532
ACH-000476,-0.552983180538
ACH-000477,-0.361914898377
ACH-000480,-0.345576025083
ACH-000481,-0.29689254894699996
ACH-000483,-0.343063256638
ACH-000484,-0.148195567226
ACH-000485,-0.384386891882
ACH-000486,-0.311420886045
ACH-000487,-0.36584298918799996
ACH-000488,-0.625145076112
ACH-000490,-0.5341143889609999
ACH-000491,-0.159366333531
ACH-000495,-0.399488015656
ACH-000496,-0.334643782801
ACH-000499,-0.549198027215
ACH-000500,-0.620114320128
ACH-000502,-0.644958684777
ACH-000503,-0.537820387654
ACH-000505,-0.547432282955
ACH-000507,-0.33404390661600003
ACH-000510,-0.332894641326
ACH-000511,-0.37762413256800004
ACH-000512,-0.18202620464000002
ACH-000516,-0.40319466045900004
ACH-000517,-0.496670415142
ACH-000518,-0.305956309383
ACH-000520,-0.7076678943800001
ACH-000521,-0.167698118257
ACH-000522,-0.628298394328
ACH-000524,-0.466681576674
ACH-000527,-0.37205394219099996
ACH-000528,-0.34672604777500005
ACH-000537,-0.238489392041
ACH-000541,-0.398970382614
ACH-000542,-0.269171774186
ACH-000544,-0.590825049418
ACH-000545,-0.580418910958
ACH-000547,-0.7400306078800001
ACH-000548,-0.6062494290739999
ACH-000549,-0.2652222696
ACH-000550,-0.28899692737
ACH-000552,-0.564879970141
ACH-000556,-0.624123371645
ACH-000557,-0.245316291386
ACH-000570,-0.34077980907600003
ACH-000571,-0.30948183125
ACH-000573,-0.222165207689
ACH-000576,-0.749992796365
ACH-000580,-0.122344043832
ACH-000584,-0.300548964835
ACH-000585,-0.597488682168
ACH-000588,-0.506739461147
ACH-000589,-0.598721816806
ACH-000591,-0.218816010248
ACH-000593,-0.323815019554
ACH-000600,-0.36112017457400003
ACH-000601,-0.551747535625
ACH-000604,-0.42757324182499995
ACH-000605,-0.359774680005
ACH-000606,-0.319671858907
ACH-000608,-0.40864624692900003
ACH-000614,-0.301647875234
ACH-000616,-0.310008031015
ACH-000618,-0.379556896953
ACH-000619,-0.7517898504260001
ACH-000620,-0.494045833794
ACH-000621,-0.512135462109
ACH-000622,-0.381393078828
ACH-000623,-0.269710684885
ACH-000624,-0.409181926082
ACH-000627,-0.432181044086
ACH-000630,-0.443627965624
ACH-000632,-0.368589914224
ACH-000633,-0.23563110205200002
ACH-000637,-0.552770592425
ACH-000638,-0.539034207032
ACH-000646,-0.13733577039699998
ACH-000647,-0.284884206476
ACH-000648,-0.681246269075
ACH-000649,-0.38815970487400003
ACH-000651,-0.285620052759
ACH-000652,-0.516008318238
ACH-000653,-0.389581738742
ACH-000657,-0.420056581866
ACH-000658,-0.342277075775
ACH-000661,-0.415163022458
ACH-000662,-0.67959622255
ACH-000663,-0.292381172136
ACH-000665,-0.779682530121
ACH-000671,-0.459318956444
ACH-000673,-0.485704108629
ACH-000676,-0.30928820889
ACH-000677,-0.486524773152
ACH-000681,-0.315870473248
ACH-000682,-0.5366352244820001
ACH-000683,-0.545644300779
ACH-000684,-0.504234329566
ACH-000688,-0.249386653748
ACH-000693,-0.367824933446
ACH-000694,-0.533513044772
ACH-000695,-0.364671377954
ACH-000696,-0.467465012919
ACH-000697,-0.397104975633
ACH-000699,-0.371641269906
ACH-000701,-0.206366092265
ACH-000706,-0.322235327955
ACH-000711,-0.44257594987800003
ACH-000713,-0.53801426294
ACH-000714,-0.37270233115900003
ACH-000718,-0.264543311982
ACH-000720,-0.413766613486
ACH-000721,-0.440450565722
ACH-000724,-0.5686655695530001
ACH-000725,-0.618619506219
ACH-000732,0.0252996820168
ACH-000734,-0.5745951257649999
ACH-000735,-0.43100359019699996
ACH-000736,-0.497166972605
ACH-000738,-0.545633564208
ACH-000746,-0.23017884162500002
ACH-000747,-0.502172113042
ACH-000748,-0.459806151041
ACH-000753,-0.445341932343
ACH-000756,-0.360998990362
ACH-000757,-0.14631587845799998
ACH-000758,-0.447761875063
ACH-000760,-0.247993928171
ACH-000763,-0.415167948768
ACH-000764,-0.223136608849
ACH-000765,-0.43066434718400004
ACH-000766,-0.380456647203
ACH-000767,-0.211497052183
ACH-000768,-0.436172074749
ACH-000769,-0.298000728989
ACH-000770,-0.397876308456
ACH-000771,-0.39196342773000004
ACH-000773,-0.15584038560799998
ACH-000776,-0.604153143614
ACH-000777,-0.41953566196900005
ACH-000778,-0.47176364027400003
ACH-000781,-0.463405743969
ACH-000782,-0.439536581913
ACH-000783,-0.423717015965
ACH-000784,-0.48736279357900003
ACH-000785,-0.471220031511
ACH-000787,-0.44303401349699995
ACH-000788,-0.360755488404
ACH-000791,-0.471599345788
ACH-000792,-0.565687753769
ACH-000794,-0.41904634680799996
ACH-000796,-0.346060455796
ACH-000799,-0.794047766499
ACH-000800,-0.541336134212
ACH-000802,-0.394483794362
ACH-000804,-0.681610853486
ACH-000805,-0.384061195303
ACH-000809,-0.26309098047699997
ACH-000810,-0.5045943233919999
ACH-000811,-0.317497470711
ACH-000817,-0.45966095019599995
ACH-000819,-0.709419462259
ACH-000820,-0.411217379934
ACH-000821,-0.167403410827
ACH-000822,-0.35990027982
ACH-000823,-0.43688366518999994
ACH-000824,-0.34047289305699996
ACH-000827,-0.468125870382
ACH-000829,-0.423376710623
ACH-000831,-0.39340316900399996
ACH-000832,-0.561336644602
ACH-000833,-0.672174039741
ACH-000834,-0.04629992266869999
ACH-000835,-0.355601674249
ACH-000836,-0.510390601001
ACH-000837,-0.497861040757
ACH-000838,-0.102095023846
ACH-000839,-0.515327831215
ACH-000840,-0.35260446369599996
ACH-000841,-0.17899887434099998
ACH-000843,-0.330748631638
ACH-000846,-0.797052028658
ACH-000847,-0.16396050465700002
ACH-000848,-0.540143894754
ACH-000849,-0.504394981079
ACH-000851,-0.648120822024
ACH-000855,-0.655132495336
ACH-000856,-0.306103947567
ACH-000858,-0.491828881544
ACH-000859,-0.485592659471
ACH-000861,-0.506829953468
ACH-000862,-0.38737479562399996
ACH-000865,-0.419384710411
ACH-000866,-0.471144556562
ACH-000867,-0.45813683224600005
ACH-000869,-0.334718667071
ACH-000872,-0.45770816533200004
ACH-000873,-0.289738180623
ACH-000876,-0.49895205713
ACH-000878,-0.331734316907
ACH-000880,-0.37719575288900004
ACH-000881,-0.32633636014899997
ACH-000882,-0.386284010493
ACH-000884,-0.298946025253
ACH-000885,-0.52502267087
ACH-000887,-0.380510170452
ACH-000888,-0.354293885771
ACH-000889,-0.24159809050900002
ACH-000890,-0.241529543943
ACH-000896,-0.365531365855
ACH-000898,-0.311481463232
ACH-000900,-0.56145714376
ACH-000901,-0.417576967162
ACH-000905,-0.284684151115
ACH-000906,-0.24615336068000004
ACH-000907,-0.393688929304
ACH-000910,-0.228164129088
ACH-000911,-0.42351513268200003
ACH-000912,-0.36852218776600004
ACH-000913,-0.208950727217
ACH-000915,-0.5558183531440001
ACH-000916,-0.435304576052
ACH-000917,-0.321154951292
ACH-000921,-0.34517728101899997
ACH-000924,-0.335375372736
ACH-000926,-0.290284718677
ACH-000928,-0.613269974413
ACH-000929,-0.28845464721999997
ACH-000932,-0.4625406416100001
ACH-000935,-0.641318752186
ACH-000936,-0.38157823553000003
ACH-000937,-0.427576608791
ACH-000938,-0.448144171056
ACH-000939,-0.7908488746100001
ACH-000941,-0.439396834151
ACH-000943,-0.47120699782700004
ACH-000946,-0.470475743684
ACH-000947,-0.165010880471
ACH-000948,-0.502170197571
ACH-000950,-0.298364719415
ACH-000953,-0.408881358419
ACH-000957,-0.445180879656
ACH-000958,-0.858515699181
ACH-000960,-0.41780051321500006
ACH-000963,-0.604545274609
ACH-000968,-0.41230844299900005
ACH-000969,-0.251221797626
ACH-000973,-0.316480114009
ACH-000974,-0.539421458203
ACH-000975,-0.496278142165
