,GTF2I (2969)
ACH-000547,-0.364416538064
ACH-000548,-0.39555948031800003
ACH-000549,-0.327605157968
ACH-000550,-0.282824773145
ACH-000552,-0.199822744734
ACH-000556,-0.46610781257
ACH-000557,-0.855271904427
ACH-000570,-0.36602015307499997
ACH-000571,-0.307302256663
ACH-000573,-0.439548537433
ACH-000576,-0.593830054983
ACH-000580,-0.36196374870700004
ACH-000584,-0.561038350115
ACH-000585,-0.22257080047699998
ACH-000588,-0.407334219265
ACH-000589,-0.503629406067
ACH-000591,-0.328072500473
ACH-000593,-0.28884560756
ACH-000600,-0.616801354001
ACH-000601,-0.447929423446
ACH-000604,-0.6888029077879999
ACH-000605,-0.37360825412
ACH-000606,-0.408662650471
ACH-000608,-0.5626006940739999
ACH-000614,-0.0096896278863
ACH-000616,-0.635644605396
ACH-000618,-0.388017261022
ACH-000619,-0.385841386492
ACH-000620,-0.315938601166
ACH-000621,-0.512863861011
ACH-000622,-0.670156233759
ACH-000623,-0.501828009407
ACH-000624,-0.42499993364200006
ACH-000627,-0.144654623039
ACH-000630,-0.315159437913
ACH-000632,-0.438392243595
ACH-000633,-0.322978910267
ACH-000637,-0.34393049291
ACH-000638,-0.493031281699
ACH-000646,-0.265025100396
ACH-000647,-0.38020030775799996
ACH-000648,-0.800821057878
ACH-000649,-0.507341497309
ACH-000651,-0.18487916103100002
ACH-000652,-0.577691131428
ACH-000653,-0.441934724288
ACH-000657,-0.30431103775199997
ACH-000658,-0.428525878207
ACH-000661,-0.42825388114600005
ACH-000662,-0.587634233668
ACH-000663,-0.251607386521
ACH-000665,-0.45728977226000006
ACH-000671,-0.558467485877
ACH-000673,-0.533791055939
ACH-000676,-0.351146517886
ACH-000677,-0.483586520378
ACH-000681,-0.27633611127700003
ACH-000682,-0.45186692896200004
ACH-000683,-0.255623449577
ACH-000684,-0.115759257713
ACH-000688,-0.530861160846
ACH-000693,-0.42047798296800004
ACH-000694,-0.418501540149
ACH-000695,-0.304258157496
ACH-000696,-0.483660856381
ACH-000697,-0.007918559646810002
ACH-000699,-0.485191070599
ACH-000701,-0.49026005974200004
ACH-000706,-0.391680316173
ACH-000711,-0.5875128179110001
ACH-000713,-0.45078937577600003
ACH-000714,-0.46328114460600006
ACH-000718,-0.20251074787
ACH-000720,-0.383332093226
ACH-000721,-0.441456677495
ACH-000724,-0.496634192478
ACH-000725,-0.730548783052
ACH-000732,-0.656040819749
ACH-000734,-0.338133645008
ACH-000735,-0.389951931146
ACH-000736,-0.241960885765
ACH-000738,-0.444230442583
ACH-000746,-0.39246647836099996
ACH-000747,-0.45154761385799996
ACH-000748,-0.23502743981
ACH-000753,-0.159362244661
ACH-000756,-0.258890111719
ACH-000757,-0.29907168484499996
ACH-000758,-0.231238839327
ACH-000760,-0.25722014607500004
ACH-000763,-0.618164800994
ACH-000764,-0.331915593336
ACH-000765,-0.212797542599
ACH-000766,-0.717286915261
ACH-000767,-0.48030180798199995
ACH-000768,-0.313901384049
ACH-000769,-0.45468670602
ACH-000770,-0.55805327106
ACH-000771,-0.649141107571
ACH-000773,-0.117725033479
ACH-000776,-0.199917077439
ACH-000777,-0.326902192907
ACH-000778,-0.469647335805
ACH-000781,-0.37842418264100003
ACH-000782,-0.5496677687579999
ACH-000783,-0.562127476488
ACH-000784,-0.360699388878
ACH-000785,-0.723882385823
ACH-000787,-0.49281997202
ACH-000788,-0.366455166162
ACH-000791,-0.416289018076
ACH-000792,-0.35606351020000004
ACH-000794,-0.218740365774
ACH-000796,-0.361771626614
ACH-000799,-0.573621710063
ACH-000800,-0.46373916096199996
ACH-000802,-0.568885628968
ACH-000804,-0.34339814851800005
ACH-000805,-0.484712150172
ACH-000809,-0.372307034963
ACH-000810,-0.468273810229
ACH-000811,-0.38491122685
ACH-000817,-0.569923332046
ACH-000819,-0.443685607003
ACH-000820,-0.259961040033
ACH-000821,-0.416140780313
ACH-000822,-0.46900091996699994
ACH-000823,-0.412146605173
ACH-000824,-0.25888924661400003
ACH-000827,-0.304543557466
ACH-000829,-0.723271700274
ACH-000831,-0.587660830216
ACH-000832,-0.32114379369
ACH-000833,-0.185282099219
ACH-000834,-0.49139607445699995
ACH-000835,-0.21617544136599998
ACH-000836,-0.484240418905
ACH-000837,-0.400689428228
ACH-000838,-0.54450992317
ACH-000839,-0.09204538276799999
ACH-000840,-0.47383505851700003
ACH-000841,-0.450096611117
ACH-000843,-0.239209281301
ACH-000846,-0.623917454637
ACH-000847,-0.35306473828100005
ACH-000848,-0.317396415267
ACH-000849,-0.503348857826
ACH-000851,-0.52564402173
ACH-000855,-0.39727767181400003
ACH-000856,-0.474324770232
ACH-000858,-0.192443682447
ACH-000859,-0.21010390361900003
ACH-000861,-0.436785243962
ACH-000862,-0.49207010393600004
ACH-000865,-0.40723379819
ACH-000866,-0.5200592622569999
ACH-000867,-0.570353801844
ACH-000869,-0.521039764007
ACH-000872,-0.448956857243
ACH-000873,-0.395477043084
ACH-000876,-0.5070129426650001
ACH-000878,-0.244358857603
ACH-000880,-0.62208729751
ACH-000881,-0.242066184371
ACH-000882,-0.41082824377800004
ACH-000884,-0.324522574656
ACH-000885,-0.48782337414099997
ACH-000887,-0.545465824923
ACH-000888,-0.343768120887
ACH-000889,-0.556357211108
ACH-000890,-0.369867226116
ACH-000896,-0.26811477286999996
ACH-000898,-0.533930277135
ACH-000900,-0.422964162547
ACH-000901,-0.502431455349
ACH-000905,-0.25608508077500003
ACH-000906,-0.250129779119
ACH-000907,-0.344174053008
ACH-000910,-0.405384468725
ACH-000911,-0.412944029035
ACH-000912,-0.464755317861
ACH-000913,-0.414385626896
ACH-000915,-0.214446651777
ACH-000916,-0.191131365132
ACH-000917,-0.334362797351
ACH-000921,-0.300931069564
ACH-000924,-0.28166846373000004
ACH-000926,-0.365311087881
ACH-000928,-0.490583116889
ACH-000929,-0.313097835135
ACH-000932,-0.46305841768
ACH-000935,-0.278991895104
ACH-000936,-0.389948720305
ACH-000937,-0.481062568406
ACH-000938,-0.455053388715
ACH-000939,-0.5800850299360001
ACH-000941,-0.530359876445
ACH-000943,-0.443743170741
ACH-000946,-0.33928614837899995
ACH-000947,-0.535033372755
ACH-000948,-0.44028705553900005
ACH-000950,-0.330979153811
ACH-000953,-0.417712660505
ACH-000957,-0.439544872492
ACH-000958,-0.23385236224199998
ACH-000960,-0.30561044344099997
ACH-000963,-0.34075850758299997
ACH-000968,-0.317016130633
ACH-000969,-0.545125088344
ACH-000973,-0.46897962071599997
ACH-000974,-0.517837755361
ACH-000975,-0.737574130766
ACH-000976,-0.26253036386
ACH-000978,-0.865679637654
ACH-000980,-0.415261228304
ACH-000984,-0.0800539900008
ACH-000986,-0.358701643935
ACH-000988,-0.651170340444
ACH-000993,-0.5200159205120001
ACH-000994,-0.720864737209
ACH-000996,-0.434188520568
ACH-001001,-0.41313039919600003
ACH-001020,-0.297642071297
ACH-001028,-0.134404459342
ACH-001031,-0.426448708276
ACH-001038,-0.33310661896
ACH-001048,-0.39526703191
ACH-001050,-0.33670209642300003
ACH-001053,-0.7454760646359999
ACH-001054,-0.36318498277500005
ACH-001061,-0.30350377826499997
ACH-001067,-0.318174660894
ACH-001075,-0.393680913171
ACH-001096,-0.237655560347
ACH-001128,-0.18436618030699997
ACH-001134,-0.343270487323
ACH-001151,-0.687201196539
ACH-001163,-0.483843605004
ACH-001164,-0.442398775736
ACH-001173,-0.315829609382
ACH-001183,-0.304683904213
ACH-001184,-0.633961569375
ACH-001190,-0.265166828035
ACH-001192,-0.436445569423
ACH-001193,-0.44446637342600004
ACH-001196,-0.680120081948
ACH-001197,-0.36702568068499997
ACH-001205,-0.40332520306999997
ACH-001211,-0.586380593882
ACH-001212,-0.386407001474
ACH-001228,-0.463685361322
ACH-001232,-0.398059206046
ACH-001239,-0.35031915651
ACH-001274,-0.226072529756
ACH-001275,-0.203400746288
ACH-001277,-0.42914720151600005
ACH-001278,-0.267260672847
ACH-001280,-0.606059350175
ACH-001283,-0.36248414728399997
ACH-001289,-0.393383742058
ACH-001295,-0.47896447538500003
ACH-001300,-0.376229030475
ACH-001301,-0.392603758614
ACH-001302,-0.20100799445099998
ACH-001303,-0.315045874954
ACH-001306,-0.25516122669
ACH-001318,-0.36322013457400004
ACH-001322,-0.07853814319180001
ACH-001328,-0.292084090553
ACH-001332,-0.714278044014
ACH-001333,-0.46512603084200005
ACH-001336,-0.490915943952
ACH-001340,-0.368489695903
ACH-001346,-0.375133390146
ACH-001353,-0.494067653991
ACH-001354,-0.39304589371200005
ACH-001367,-0.334036690784
ACH-001368,-0.578186013393
ACH-001374,0.0640738661879
ACH-001375,-0.7954827046259999
ACH-001377,-0.46661801423999993
ACH-001380,-0.247564998431
ACH-001391,-0.213215773734
ACH-001407,-0.335347321848
ACH-001408,-0.425507338159
ACH-001413,-0.25743390876899996
ACH-001430,-0.531858985144
ACH-001431,-0.440106145365
ACH-001450,-0.530271144018
ACH-001496,-0.476265996261
ACH-001500,-0.30109298608
ACH-001521,-0.577925066609
ACH-001523,-0.712183247572
ACH-001532,-0.306008597328
ACH-001536,-0.204230429282
ACH-001550,-0.504316550422
ACH-001552,-0.0178863734595
ACH-001554,-0.42065911299500003
ACH-001645,-0.493591195155
ACH-001654,-0.349447041664
ACH-001715,-0.30990236441
ACH-001735,-0.558213765561
ACH-001736,-0.500713088288
ACH-001737,-0.7226665607260001
ACH-001740,-0.41099339345700003
ACH-001745,-0.39168605348200003
ACH-001750,-0.348535905028
ACH-001765,-0.731807022449
ACH-001956,-0.539007481316
ACH-001957,-0.668603673036
