,PYGB (5834)
ACH-000004,0.19313571193100001
ACH-000007,-0.0058226700020899995
ACH-000009,0.164695188261
ACH-000011,-0.295228167383
ACH-000012,0.08066638233960001
ACH-000013,0.104740153246
ACH-000014,-0.140655448908
ACH-000015,0.0829875675207
ACH-000017,-0.020560638517599997
ACH-000018,-0.065807369941
ACH-000019,-0.09525479531410001
ACH-000021,0.0677222492368
ACH-000022,0.04168229109
ACH-000025,0.169809191186
ACH-000028,-0.142580868272
ACH-000030,0.0694846887818
ACH-000035,-0.255088444852
ACH-000036,0.08999032714060001
ACH-000037,-0.0144549476771
ACH-000039,0.013571933548399999
ACH-000040,0.119789693377
ACH-000041,0.11319726489399999
ACH-000042,-0.029837153539
ACH-000045,0.0168263035088
ACH-000047,-0.009738464536530001
ACH-000052,0.188674267414
ACH-000053,0.042980730132300006
ACH-000054,0.0225521125049
ACH-000055,0.141612204594
ACH-000060,-0.11272925297900001
ACH-000067,-0.0251895525912
ACH-000070,-0.05311047488469999
ACH-000075,0.19529640689199998
ACH-000078,0.116384252841
ACH-000082,-0.0336700398893
ACH-000085,-0.25893755029800003
ACH-000086,0.0009599547433350001
ACH-000087,0.13792443944399999
ACH-000092,0.0518773834296
ACH-000095,-0.011914743725700002
ACH-000097,0.00792084536991
ACH-000098,-0.045004462527
ACH-000099,0.124955817007
ACH-000108,-0.0769548887813
ACH-000113,-0.0517996375879
ACH-000115,-0.19876576001899998
ACH-000116,-0.0276866859157
ACH-000118,-0.0873579014965
ACH-000120,-0.148476566709
ACH-000123,0.104052068429
ACH-000127,0.052137715868699995
ACH-000128,-0.059343182481800004
ACH-000132,0.0462017111605
ACH-000133,0.022695477954500002
ACH-000137,0.0077130290526499995
ACH-000138,0.118202054662
ACH-000142,-0.026709420559
ACH-000143,-0.176188928697
ACH-000146,-0.145255329746
ACH-000148,0.114036718356
ACH-000150,-0.0676900506877
ACH-000152,0.1445022642
ACH-000153,0.175735702262
ACH-000159,0.0735941807978
ACH-000160,-0.0579770700646
ACH-000163,-0.089178139289
ACH-000167,-0.017664821379
ACH-000168,0.0189836589314
ACH-000169,0.014957084073
ACH-000178,0.11874813170999998
ACH-000182,-0.009182935806360001
ACH-000183,-0.0371575487424
ACH-000188,0.0785854808187
