,PYGM (5837)
ACH-000004,-0.122486389321
ACH-000007,-0.517625969088
ACH-000009,-0.00869772683667
ACH-000011,-0.242726414538
ACH-000012,-0.412834223656
ACH-000013,-0.279426731054
ACH-000014,-0.168035932813
ACH-000015,-0.212545973836
ACH-000017,-0.318751852928
ACH-000018,-0.476800235109
ACH-000019,-0.327394423562
ACH-000021,-0.285555254062
ACH-000022,-0.32124104084399996
ACH-000025,-0.35510792819700004
ACH-000028,-0.565621168083
ACH-000030,-0.42558836606
ACH-000035,-0.191911846406
ACH-000036,-0.372891150757
ACH-000037,-0.416256327219
ACH-000039,-0.347895554491
ACH-000040,-0.263615941478
ACH-000041,-0.23516141177400002
ACH-000042,-0.567181630303
ACH-000045,-0.371472019186
ACH-000047,-0.28797320128000004
ACH-000052,-0.283193043724
ACH-000053,-0.38082622695600005
ACH-000054,-0.257892805897
ACH-000055,-0.350921382002
ACH-000060,-0.31589544884599996
ACH-000067,-0.243111344381
ACH-000070,-0.389215815916
ACH-000075,-0.461922795524
ACH-000078,-0.258844030129
ACH-000082,-0.48640613061800003
ACH-000085,-0.285617870012
ACH-000086,-0.47143171747
ACH-000087,-0.17827773883499998
ACH-000092,-0.38920594148800003
ACH-000095,-0.178303492511
ACH-000097,-0.350810606253
ACH-000098,-0.301782197023
ACH-000099,-0.181093062546
ACH-000108,-0.504980067783
ACH-000113,-0.304714798635
ACH-000115,-0.610113448071
ACH-000116,-0.5151549489180001
ACH-000118,-0.489186885789
ACH-000120,-0.49278726963799996
ACH-000123,-0.22759807265999998
ACH-000127,-0.310000720608
ACH-000128,-0.149914930497
ACH-000132,-0.613271352029
ACH-000133,-0.312774264096
ACH-000137,-0.471416668599
ACH-000138,-0.48080274573299997
ACH-000142,-0.437435404839
ACH-000143,-0.382548244181
ACH-000146,-0.237101156408
ACH-000148,-0.199356835539
ACH-000150,-0.5282812652009999
ACH-000152,-0.25599644457
ACH-000153,-0.5599918439239999
ACH-000159,-0.06966162467249999
ACH-000160,-0.5766625402409999
ACH-000163,-0.259005017847
ACH-000167,-0.0598962560097
ACH-000168,-0.28343829088399997
ACH-000169,-0.168949543499
ACH-000178,-0.33047542974
ACH-000182,-0.212768000177
ACH-000183,-0.375130099678
ACH-000188,-0.48751659308
ACH-000189,-0.608680928892
ACH-000190,-0.3343726267
ACH-000198,-0.202145136105
ACH-000204,-0.40402294066100003
ACH-000206,-0.415220094591
ACH-000207,-0.153919822456
ACH-000211,-0.325939297971
ACH-000215,-0.21151658989500002
ACH-000221,-0.378494804052
ACH-000222,-0.314633553895
ACH-000223,-0.0489051351146
ACH-000226,-0.277265989841
ACH-000227,0.0343728427914
ACH-000228,-0.743443838258
ACH-000231,-0.254764828191
ACH-000232,-0.136536992172
ACH-000233,-0.417157417892
ACH-000234,-0.324249882614
ACH-000235,-0.375008696509
ACH-000237,-0.34031791542499995
ACH-000238,-0.460072344284
ACH-000243,-0.318572772426
ACH-000244,-0.42786841316299995
ACH-000246,-0.138985907846
ACH-000248,-0.278009316612
ACH-000250,-0.321197407427
ACH-000251,-0.519640405251
ACH-000253,-0.248113542249
ACH-000255,-0.5579736140980001
ACH-000256,-0.657919471985
ACH-000257,-0.359825985814
ACH-000258,-0.24006058334000002
ACH-000259,-0.439260506839
ACH-000260,-0.36654150369099997
ACH-000261,-0.414749901397
ACH-000262,-0.34384777564400004
ACH-000263,-0.31964083087699996
ACH-000264,-0.218785459052
ACH-000265,-0.316761946626
ACH-000266,-0.42631253598200003
ACH-000272,-0.203379951675
ACH-000273,-0.329616248944
ACH-000274,-0.11528965410700001
ACH-000277,-0.13255403721200001
ACH-000278,-0.285915071872
ACH-000279,-0.310320397744
ACH-000280,-0.28416330289
ACH-000281,-0.330733465148
ACH-000288,-0.300790987399
ACH-000291,-0.09393251362260001
ACH-000293,-0.408246265806
ACH-000294,-0.284923355449
ACH-000295,-0.4458555329
ACH-000296,-0.126532272913
ACH-000302,-0.315542967641
ACH-000304,-0.032911062782999996
ACH-000307,-0.13366195228
ACH-000308,-0.463868856503
ACH-000310,-0.338944766986
ACH-000311,-0.45010239886500003
ACH-000312,-0.35378860168700005
ACH-000315,-0.559571034244
ACH-000316,-0.543571916307
ACH-000317,-0.555176694184
ACH-000318,-0.664538000388
ACH-000319,-0.382035464831
ACH-000320,-0.497032617783
ACH-000322,-0.377922868517
ACH-000323,-0.214583134453
ACH-000324,-0.21443780002300003
ACH-000329,0.11267749951600001
ACH-000330,-0.404258138548
ACH-000331,-0.36369793598899997
ACH-000332,-0.4893300438
ACH-000334,-0.07895258537910001
ACH-000335,-0.19422132227000002
ACH-000336,-0.490815496194
ACH-000337,-0.896344885025
ACH-000339,-0.278812276243
ACH-000341,-0.43686502711400005
ACH-000348,0.0704158009316
ACH-000350,-0.13282624025800002
ACH-000352,-0.516695884431
ACH-000356,-0.679559015985
ACH-000361,-0.25550761467099997
ACH-000362,-0.22581492358000002
ACH-000363,-0.30894231366700003
ACH-000364,-0.39812971248999995
ACH-000365,-0.346048124675
ACH-000366,-0.548837507836
ACH-000368,-0.40992844380000004
ACH-000374,-0.597233563758
ACH-000375,-0.48197959862499995
ACH-000376,-0.614003139124
ACH-000381,-0.311386698342
ACH-000383,-0.445414310522
ACH-000387,-0.08048816303560001
ACH-000389,-0.24800194163800002
ACH-000390,-0.296016880709
ACH-000393,-0.235589533213
ACH-000395,-0.371306562949
ACH-000397,-0.342403794255
ACH-000401,-0.125223673104
ACH-000402,-0.590619121454
ACH-000403,-0.258782404658
ACH-000404,-0.693317219013
ACH-000406,-0.258694226859
ACH-000407,-0.375072644093
ACH-000408,-0.451521517628
ACH-000410,-0.125108896749
ACH-000411,-0.320876338783
ACH-000414,-0.409011234141
ACH-000415,-0.7105079654199999
ACH-000416,-0.177406598061
ACH-000420,-0.264372293428
ACH-000421,-0.33949453079899994
ACH-000424,-0.6656902274409999
ACH-000425,-0.194793182148
ACH-000426,-0.0624086753465
ACH-000427,-0.20357873847199998
ACH-000433,-0.6710944998010001
ACH-000436,-0.08883803981760001
ACH-000444,-0.16959341809599998
ACH-000445,-0.35510798799599996
ACH-000448,-0.362000586829
ACH-000450,-0.255922728845
ACH-000452,-0.33831584929700004
ACH-000454,-0.357652201153
ACH-000458,-0.37513266760700004
ACH-000459,-0.141855003858
ACH-000460,-0.224384922774
ACH-000461,-0.739263073151
ACH-000463,-0.318370894385
ACH-000464,-0.0857710071655
ACH-000466,-0.23696187318700002
ACH-000467,-0.36992055968500004
ACH-000468,-0.6145531838939999
ACH-000469,-0.431208402764
ACH-000470,0.006683089461640001
ACH-000471,-0.223810598408
ACH-000472,-0.32148277004500003
ACH-000473,-0.333694641937
ACH-000475,-0.42286060528499997
ACH-000476,-0.299331026169
ACH-000477,-0.577377501169
ACH-000480,-0.31158486700800003
ACH-000481,-0.281067864866
ACH-000483,0.000743772692084
ACH-000484,-0.206234436866
ACH-000485,-0.21677032338100002
ACH-000486,-0.417175280987
ACH-000487,-0.40213690886799996
ACH-000488,-0.43434367211099995
ACH-000490,-0.255170313885
ACH-000491,-0.300857735438
ACH-000495,-0.259754033005
ACH-000496,-0.495689388881
ACH-000499,-0.378788519893
ACH-000500,-0.6925453775429999
ACH-000502,-0.35697269302100004
ACH-000503,-0.590395195404
ACH-000505,-0.407327420013
ACH-000507,-0.321655875682
ACH-000510,-0.260478452995
ACH-000511,-0.375315474784
ACH-000512,-0.514330788271
ACH-000516,-0.0649570605713
ACH-000517,-0.188480755103
ACH-000518,-0.357628469651
ACH-000520,-0.34895375471100004
ACH-000521,-0.334147769703
ACH-000522,-0.35653697028000003
ACH-000524,-0.33744800617299997
ACH-000527,-0.29098092524999997
ACH-000528,-0.372400598329
ACH-000537,-0.189146529504
ACH-000541,-0.117427074583
ACH-000542,-0.437021155056
ACH-000544,-0.46804697921599997
