,HAX1 (10456)
ACH-000004,-0.23585521367600001
ACH-000007,-0.462431688085
ACH-000009,-0.5520932611580001
ACH-000011,-0.455931209152
ACH-000012,-0.38576223500699997
ACH-000013,-0.36551500244199997
ACH-000014,-0.53455216744
ACH-000015,-0.48566016245899996
ACH-000017,-0.158998993948
ACH-000018,-0.485900577359
ACH-000019,-0.567710645868
ACH-000021,-0.600951904123
ACH-000022,-0.522371275779
ACH-000025,-0.570716941427
ACH-000028,-0.540165579579
ACH-000030,-0.391970087319
ACH-000035,-0.305819467322
ACH-000036,-0.295962667725
ACH-000037,-0.348748284704
ACH-000039,-0.62876598468
ACH-000040,-0.45707755603600003
ACH-000041,-0.41344173767700004
ACH-000042,-0.4505587544100001
ACH-000045,-0.626055266716
ACH-000047,-0.30713602819499997
ACH-000052,-0.49328241682999996
ACH-000053,-0.956404327772
ACH-000054,-0.310429286967
ACH-000055,-0.27570499381499997
ACH-000060,-0.224282642224
ACH-000067,-0.29418707727800003
ACH-000070,-0.31845897658399996
ACH-000075,-0.19561686222199998
ACH-000078,-0.464020583106
ACH-000082,-0.330039996077
ACH-000085,-0.030683793728099998
ACH-000086,-0.7555583489390001
ACH-000087,-0.253782513298
ACH-000092,-0.403751990649
ACH-000095,-0.327136905805
ACH-000097,-0.391458735612
ACH-000098,-0.36761520511999995
ACH-000099,-0.290694755
ACH-000108,-0.438546352205
ACH-000113,-0.72499655076
ACH-000115,-0.430880544353
ACH-000116,-0.421032572532
ACH-000118,-0.576117895647
ACH-000120,-0.528169595347
ACH-000123,-0.9129706451530001
ACH-000127,-0.319610523221
ACH-000128,-0.493735943437
ACH-000132,-0.497306083574
ACH-000133,-0.45775388813999995
ACH-000137,-0.271906456237
ACH-000138,-0.444144484502
ACH-000142,-0.603566240649
ACH-000143,-0.265265195564
ACH-000146,-0.466483076082
ACH-000148,-0.517202165214
ACH-000150,-0.41790071624700004
ACH-000152,-0.233650245641
ACH-000153,-0.7537111859540001
ACH-000159,-0.305437198138
ACH-000160,-0.312901290067
ACH-000163,-0.604074613208
ACH-000167,-0.412673437478
ACH-000168,-0.444531358456
ACH-000169,-0.42244808935199996
ACH-000178,-0.474246740254
ACH-000182,-0.21131640492800002
ACH-000183,-0.365297241381
ACH-000188,-0.37175628846299996
ACH-000189,-0.59836239708
ACH-000190,-0.608840308191
ACH-000198,-0.482749557098
ACH-000204,-0.525411716671
ACH-000206,-0.40865765120499997
ACH-000207,-0.21779378722800002
ACH-000211,-0.363833631341
ACH-000215,-0.39667549490500004
ACH-000221,-0.298392693343
ACH-000222,-0.44138612869800004
ACH-000223,-0.498696521113
ACH-000226,-0.817547774795
ACH-000227,-0.335608040181
ACH-000228,-0.491607339696
ACH-000231,-0.27901418647500004
ACH-000232,-0.47181538821099994
ACH-000233,-0.5303328458950001
ACH-000234,-0.281144779967
ACH-000235,-0.414011550396
ACH-000237,-0.42987395844
ACH-000238,-0.17780825669
ACH-000243,-0.42699762133
ACH-000244,-0.166488157955
ACH-000246,-0.46579200876800003
ACH-000248,-0.296775116156
ACH-000250,-0.35558862890500004
ACH-000251,-0.528611897958
ACH-000253,-0.327643898978
ACH-000255,-0.41102072043399995
ACH-000256,-0.34710499323
ACH-000257,-0.670576735911
ACH-000258,-0.427564203326
ACH-000259,-0.375089187344
ACH-000260,-0.314966411328
ACH-000261,-0.231749457024
ACH-000262,-0.364883432769
ACH-000263,-0.169686901441
ACH-000264,-0.371629395797
ACH-000265,-0.55124763255
ACH-000266,-0.42650638454800005
ACH-000272,-0.562993556993
ACH-000273,-0.631171865109
ACH-000274,-0.38578939286499997
ACH-000277,-0.370842276769
ACH-000278,-0.494002117065
ACH-000279,-0.317204505565
ACH-000280,-0.361791643773
ACH-000281,-0.714790982491
ACH-000288,-0.45707640686800005
ACH-000291,-0.363665912174
ACH-000293,-0.314182728281
ACH-000294,-0.332985379061
ACH-000295,-0.452732769802
ACH-000296,-0.6120240917140001
ACH-000302,-0.30054954315
ACH-000304,-0.32684889958200003
ACH-000307,-0.183076361822
ACH-000308,-0.617723213261
ACH-000310,-0.49275337732
ACH-000311,-0.561684057012
ACH-000312,-0.427609410511
ACH-000315,-0.546706688222
ACH-000316,-0.31546917025
ACH-000317,-0.302959298042
ACH-000318,-0.250029391579
ACH-000319,-0.416475255246
ACH-000320,-0.530198055026
ACH-000322,-0.425443365319
ACH-000323,-0.42532055554799997
ACH-000324,-0.44097669315099997
ACH-000329,-0.49784796888300004
ACH-000330,-0.450345867468
ACH-000331,-0.316571252896
ACH-000332,-0.475712675328
ACH-000334,-0.328470337512
ACH-000335,-0.24078844204
ACH-000336,-0.383681048979
ACH-000337,-0.601001146225
ACH-000339,-0.305724475038
ACH-000341,-0.30412584466
ACH-000348,-0.403450926347
ACH-000350,-0.5029146118550001
ACH-000352,-0.367767054946
ACH-000356,-0.3838885032
ACH-000361,-0.604364715506
ACH-000362,-0.2304909457
ACH-000363,-0.259396202349
ACH-000364,-0.37724359562299997
ACH-000365,-0.412929695466
ACH-000366,-0.35213791350900003
ACH-000368,-0.34993798908600005
ACH-000374,-0.819683668395
ACH-000375,-0.241593327133
ACH-000376,-0.6016731304999999
ACH-000381,-0.727903014609
ACH-000383,-0.380282660043
ACH-000387,-0.39959549809199996
ACH-000389,-0.428170579633
ACH-000390,-0.524554054884
ACH-000393,-0.44392901732
ACH-000395,-0.483628246947
ACH-000397,-0.34580346577
ACH-000401,-0.342368827315
ACH-000402,-0.44442946248599996
ACH-000403,-0.396588506016
ACH-000404,-0.12987029638800002
ACH-000406,-0.420691916592
ACH-000407,-0.35002680941299996
ACH-000408,-0.337856405
ACH-000410,-0.771831783601
ACH-000411,-0.457240838636
ACH-000414,-0.567178252204
ACH-000415,-0.5809746628600001
ACH-000416,-0.42751144271799996
ACH-000420,-0.354002943668
ACH-000421,-0.448058685285
ACH-000424,-0.330297718083
ACH-000425,-0.33083967245900003
ACH-000426,-0.441187648304
ACH-000427,-0.487499706213
ACH-000433,-0.658366530462
ACH-000436,-0.354257767997
ACH-000444,-0.279464837058
ACH-000445,-0.610239273376
ACH-000448,-0.48112311803499996
ACH-000450,-0.52008021779
ACH-000452,-0.390423394337
ACH-000454,-0.539359945254
ACH-000458,-0.43502805685199997
ACH-000459,-0.34909152785400005
ACH-000460,-0.31752783486200004
ACH-000461,-0.17973231788400001
ACH-000463,-0.433522965237
ACH-000464,-0.41270561001999995
ACH-000466,0.0102070690873
ACH-000467,-0.46941493807499995
ACH-000468,-0.450264151373
ACH-000469,-0.231679873292
ACH-000470,-0.448487676804
ACH-000471,-0.193631247359
ACH-000472,-0.376984980087
ACH-000473,-0.117674877304
ACH-000475,-0.496353557789
ACH-000476,-0.278182316459
ACH-000477,-0.262454580212
ACH-000480,-0.616473006275
ACH-000481,-0.42509720562
ACH-000483,-0.461921994668
ACH-000484,-0.43006954496600003
ACH-000485,-0.284182673651
ACH-000486,-0.7268826448989999
ACH-000487,-0.30247597415399996
ACH-000488,-0.7053065506739999
ACH-000490,-0.567848978894
ACH-000491,-0.44274530603999995
ACH-000495,-0.28265493380199996
ACH-000496,-0.491482955238
ACH-000499,-0.44112956502899997
ACH-000500,-1.27640462339
ACH-000502,-0.38797399630400004
ACH-000503,-0.514408444258
ACH-000505,-0.345484771756
ACH-000507,-0.593199076189
ACH-000510,-0.5298824310760001
ACH-000511,-0.402534727086
ACH-000512,-0.292775825935
ACH-000516,-0.354127578939
ACH-000517,-0.409781055036
ACH-000518,-0.563041809987
ACH-000520,-0.297067006497
ACH-000521,-0.46497739130000004
ACH-000522,-0.582333413362
ACH-000524,-0.517375672107
ACH-000527,-0.419173651982
ACH-000528,-0.502007800941
ACH-000537,-0.254613113
ACH-000541,-0.588832115386
ACH-000542,-0.48532251111900004
ACH-000544,-0.473303922161
ACH-000545,-0.43595578896000003
ACH-000547,-0.602537799979
ACH-000548,-0.618671756817
ACH-000549,-0.432203837956
ACH-000550,-0.326184029005
ACH-000552,-0.527488288231
ACH-000556,-0.480170279167
ACH-000557,-0.326147534375
ACH-000570,-0.25527175945999997
ACH-000571,-0.435334426642
ACH-000573,-0.48101435142300003
ACH-000576,-0.19100476867600003
ACH-000580,-0.125477664588
ACH-000584,-0.29429413016399997
ACH-000585,-0.30803778009300004
ACH-000588,-0.654286459258
ACH-000589,-0.437640158288
ACH-000591,-0.0655630890079
ACH-000593,-0.424989494985
ACH-000600,-0.49846282238999995
ACH-000601,-0.484128372831
ACH-000604,-0.39188380988899996
ACH-000605,-0.495653245665
ACH-000606,-0.983964708458
ACH-000608,-0.29244674749
ACH-000614,-0.22827557033799997
ACH-000616,-0.283609798239
ACH-000618,-0.25108792501
ACH-000619,-0.412045892107
ACH-000620,-0.45717424987899996
ACH-000621,-0.318673973398
ACH-000622,-0.351238104141
ACH-000623,-0.409174754209
ACH-000624,-0.373975624077
ACH-000627,-0.706552106172
ACH-000630,-0.540087850876
ACH-000632,-0.147393330787
ACH-000633,-0.459078700192
ACH-000637,-0.30422112329
ACH-000638,-0.560204305664
ACH-000646,-0.413586928062
ACH-000647,-0.549204377832
ACH-000648,-0.610750333028
ACH-000649,-0.38628237105999996
ACH-000651,-0.293160371479
ACH-000652,-0.464857550871
ACH-000653,-0.773942152285
ACH-000657,-0.562639612539
ACH-000658,-0.7371301722210001
ACH-000661,-0.0733209770789
ACH-000662,-0.710569533001
ACH-000663,-0.307219329507
ACH-000665,-0.471737416448
ACH-000671,-0.38212952399899996
ACH-000673,-0.42248163854500004
ACH-000676,-0.499091550096
ACH-000677,-0.471461542724
ACH-000681,-0.510597925775
ACH-000682,-0.414765530938
ACH-000683,-0.891822704653
ACH-000684,-0.28668289002700004
ACH-000688,-0.203235689563
ACH-000693,-0.7222396407170001
ACH-000694,-0.287198262956
ACH-000695,-0.18956776972
ACH-000696,-0.398708454719
ACH-000697,-0.40920830503100003
ACH-000699,-0.469449343777
ACH-000701,-0.551272456898
ACH-000706,-0.5140751159260001
ACH-000711,-0.517551779285
ACH-000713,-0.580079226053
ACH-000714,-0.340977221417
ACH-000718,-0.461765903327
ACH-000720,-0.341559137856
ACH-000721,-0.252999079515
ACH-000724,-0.424978480951
ACH-000725,-0.71871467715
ACH-000732,-0.576855761091
ACH-000734,-0.429228915311
ACH-000735,-0.520852927403
ACH-000736,-0.48277621296400003
ACH-000738,-0.243968882015
ACH-000746,-0.6143385342759999
ACH-000747,-0.822126101179
ACH-000748,-0.27992686114
ACH-000753,-0.540268470343
ACH-000756,-0.507235770609
ACH-000757,-0.61893453002
ACH-000758,-0.41966897533799996
