,CNTNAP1 (8506)
ACH-000004,-0.46632666817699997
ACH-000007,-0.47280655339100003
ACH-000009,-0.339653736936
ACH-000011,-0.22910288860300002
ACH-000012,-0.479536546457
ACH-000013,-0.262868495664
ACH-000014,-0.45098493921599997
ACH-000015,-0.397983281644
ACH-000017,-0.283643960249
ACH-000018,-0.26318197231699997
ACH-000019,-0.332806065274
ACH-000021,-0.198851759338
ACH-000022,-0.36710636373000005
ACH-000025,-0.148877389041
ACH-000028,-0.282940373731
ACH-000030,-0.45132542034199996
ACH-000035,-0.576053976896
ACH-000036,-0.45185949071000003
ACH-000037,-0.221813579782
ACH-000039,-0.537571617991
ACH-000040,-0.431895656056
ACH-000041,-0.28582910838000003
ACH-000042,-0.287617643905
ACH-000045,-0.483932648353
ACH-000047,-0.299048980058
ACH-000052,-0.583531994845
ACH-000053,-0.381344602705
ACH-000054,-0.389509662794
ACH-000055,-0.529786200809
ACH-000060,-0.40752081202600005
ACH-000067,-0.529419522146
ACH-000070,-0.332245426011
ACH-000075,-0.430634110272
ACH-000078,-0.299494614109
ACH-000082,-0.436048143515
ACH-000085,-0.457398217669
ACH-000086,-0.392049636382
ACH-000087,-0.23684741764800002
ACH-000092,-0.380676028744
ACH-000095,-0.502375467982
ACH-000097,-0.348976483931
ACH-000098,-0.327791226914
ACH-000099,-0.373282862077
ACH-000108,-0.300799193366
ACH-000113,-0.325800468325
ACH-000115,-0.25694853763500003
ACH-000116,-0.383781831598
ACH-000118,-0.26957478276700003
ACH-000120,-0.433556984514
ACH-000123,-0.42421734423199997
ACH-000127,-0.228637056855
ACH-000128,-0.412277986615
ACH-000132,-0.432290351917
ACH-000133,-0.349021003018
ACH-000137,-0.163781822949
ACH-000138,-0.436872598188
ACH-000142,-0.46629379794299997
ACH-000143,-0.24402776789099997
ACH-000146,-0.209506379296
ACH-000148,-0.330990350087
ACH-000150,-0.661519565736
ACH-000152,-0.27884346837499996
ACH-000153,-0.545909665499
ACH-000159,-0.198444908589
ACH-000160,-0.31160740039
ACH-000163,-0.311414960234
ACH-000167,-0.29363359324099997
ACH-000168,-0.21158257416600001
ACH-000169,-0.34754542877300004
ACH-000178,-0.276793913723
ACH-000182,-0.33127122113699997
ACH-000183,-0.379022971914
ACH-000188,-0.482381074528
ACH-000189,-0.718218173354
ACH-000190,-0.361104092923
ACH-000198,-0.266617089432
ACH-000204,-0.353961658631
ACH-000206,-0.227288027513
ACH-000207,-0.260668692794
ACH-000211,-0.334649108182
ACH-000215,-0.44821581604099997
ACH-000221,-0.37551700977200003
ACH-000222,-0.13417399159
ACH-000223,-0.282995426878
ACH-000226,-0.38264045171899996
ACH-000227,-0.432318029917
ACH-000228,-0.44030557988200003
ACH-000231,-0.33450338848
ACH-000232,-0.33921590553099995
ACH-000233,-0.25936731194699997
ACH-000234,-0.40993530122599997
ACH-000235,-0.363974281277
ACH-000237,-0.322798744992
ACH-000238,-0.509747658672
ACH-000243,-0.42238451233499996
ACH-000244,-0.148392695712
ACH-000246,-0.279083586216
ACH-000248,-0.262806835656
ACH-000250,-0.478024169935
ACH-000251,-0.428606477037
ACH-000253,-0.203996165443
ACH-000255,-0.5174440078620001
ACH-000256,-0.407260527481
ACH-000257,-0.330166717138
ACH-000258,-0.387672488412
ACH-000259,-0.39190526804700004
ACH-000260,-0.23411300632399998
ACH-000261,-0.24871372081
ACH-000262,-0.15279208727600002
ACH-000263,-0.54131353078
ACH-000264,-0.380480790496
ACH-000265,-0.301966495911
