,PHRF1 (57661)
ACH-000004,-0.20221120202799997
ACH-000007,-0.0933316268696
ACH-000009,-0.10600166607799999
ACH-000011,-0.12943424093800002
ACH-000012,-0.146201318737
ACH-000013,-0.181645454934
ACH-000014,-0.220015105013
ACH-000015,0.10175755271600001
ACH-000017,-0.210018171117
ACH-000018,-0.266803680216
ACH-000019,-0.24082106361699998
ACH-000021,-0.09486529774689999
ACH-000022,-0.20553614494000003
ACH-000025,-0.110363800119
ACH-000028,-0.0524351048393
ACH-000030,-0.174167741816
ACH-000035,-0.117664262556
ACH-000036,-0.35611027954700003
ACH-000037,-0.21896025509300002
ACH-000039,-0.04791315692919999
ACH-000040,-0.0793375873231
ACH-000041,-0.270628602861
ACH-000042,-0.118331330866
ACH-000045,-0.290165191165
ACH-000047,-0.41564293014799997
ACH-000052,0.00840231892382
ACH-000053,-0.0455266346355
ACH-000054,-0.007694778106449999
ACH-000055,-0.26676188985800003
ACH-000060,-0.0285888276565
ACH-000067,-0.293855930122
ACH-000070,-0.020494553845500002
ACH-000075,-0.171889246011
ACH-000078,-0.186114238453
ACH-000082,-0.0376286817661
ACH-000085,-0.212444703249
ACH-000086,-0.08639053827880001
ACH-000087,0.12231455655300001
ACH-000092,-0.006224678716130001
ACH-000095,-0.202681081763
ACH-000097,-0.161481322722
ACH-000098,-0.14428747517100002
ACH-000099,-0.17264375325
ACH-000108,-0.202546687102
ACH-000113,-0.12980744362
ACH-000115,-0.41291782743600003
ACH-000116,-0.06454458896290001
ACH-000118,-0.07572321833119999
ACH-000120,-0.32453099354000003
ACH-000123,-0.0251482070249
ACH-000127,-0.136231733904
ACH-000128,-0.20252202590399998
ACH-000132,-0.14680060025299999
ACH-000133,0.0876285197342
ACH-000137,-0.00946828678118
ACH-000138,-0.279850845004
ACH-000142,-0.0822774120218
ACH-000143,-0.321441150759
ACH-000146,-0.102987961744
ACH-000148,-0.147756297763
ACH-000150,-0.118822221797
ACH-000152,-0.162989559481
ACH-000153,-0.171709374375
ACH-000159,-0.113668338119
ACH-000160,0.238604747193
ACH-000163,-0.319974748972
ACH-000167,0.464148468759
ACH-000168,-0.09962393349099999
ACH-000169,-0.146383281175
ACH-000178,-0.14254830027999998
ACH-000182,-0.0978238770912
ACH-000183,0.0669515507262
ACH-000188,-0.24282462114599998
ACH-000189,-0.0566222607033
ACH-000190,0.266960866262
ACH-000198,-0.09830178231310001
ACH-000204,0.0498845227458
ACH-000206,-0.129145060959
ACH-000207,-0.0737230298815
ACH-000211,-0.19500567853300002
ACH-000215,-0.044149466150900006
ACH-000221,-0.00141602603749
ACH-000222,-0.0936339211908
ACH-000223,-0.0463160907545
ACH-000226,-0.153105261006
ACH-000227,-0.25889785908199997
ACH-000228,-0.024740327486799996
ACH-000231,-0.118229496923
ACH-000232,-0.218694597702
ACH-000233,-0.0630232538783
ACH-000234,-0.18678260387
ACH-000235,-0.150834772259
ACH-000237,-0.0512322902087
ACH-000238,-0.19258125278299998
ACH-000243,-0.046436522269599996
ACH-000244,-0.24408055052400002
ACH-000246,-0.14590178991900002
ACH-000248,-0.056106140669499996
ACH-000250,-0.172495600142
ACH-000251,0.03439010013280001
ACH-000253,-0.0806309065026
ACH-000255,-0.0278605498581
ACH-000256,-0.212901693924
ACH-000257,-0.325943310847
ACH-000258,-0.252320140172
ACH-000259,-0.068808444239
ACH-000260,-0.152233933454
ACH-000261,-0.24123053647700002
ACH-000262,0.0697361330962
ACH-000263,-0.427241659071
ACH-000264,-0.10503740873600001
ACH-000265,-0.0016907707711400002
ACH-000266,-0.09973129268539999
ACH-000272,-0.217429210528
ACH-000273,-0.09920329202150001
ACH-000274,-0.21319430922200003
ACH-000277,-0.216439811575
ACH-000278,-0.122273273031
ACH-000279,-0.0793324818484
ACH-000280,-0.251851901802
