,MR1 (3140)
ACH-000004,0.13841158518
ACH-000007,-0.027466031148900002
ACH-000009,-0.110051452513
ACH-000011,0.0048590489613299995
ACH-000012,0.140386617122
ACH-000013,0.142150091049
ACH-000014,0.021257610518400003
ACH-000015,0.06562931532909999
ACH-000017,0.08724276467389999
ACH-000018,0.000269916543196
ACH-000019,-0.0588246625798
ACH-000021,-0.017387977619
ACH-000022,0.028231470526299998
ACH-000025,-0.0849947446452
ACH-000028,0.0821669363781
ACH-000030,0.19084762422
ACH-000035,0.17012057627
ACH-000036,0.115214572511
ACH-000037,0.19258123215999998
ACH-000039,-0.0018432019181199998
ACH-000040,-0.0027636723253000005
ACH-000041,0.215106738022
ACH-000042,0.19475030301600002
ACH-000045,-0.0230233119991
ACH-000047,0.015992108986299998
ACH-000052,0.101096463421
ACH-000053,0.12276150147399999
ACH-000054,0.159313379109
ACH-000055,0.40420558771399995
ACH-000060,0.148718661535
ACH-000067,0.18952415271200002
ACH-000070,-0.00127837981357
ACH-000075,0.0120549961913
ACH-000078,0.135715334931
ACH-000082,0.0103783452806
ACH-000085,-0.154510822392
ACH-000086,-0.012900351507000002
ACH-000087,0.23284767613200003
ACH-000092,0.108087641442
ACH-000095,-0.312561181466
ACH-000097,0.0457661795243
ACH-000098,-0.0393496790024
ACH-000099,0.062975316231
ACH-000108,0.156502510614
ACH-000113,0.014929311822200001
ACH-000115,0.289761336089
ACH-000116,-0.09367070497369999
ACH-000118,0.136541974533
ACH-000120,0.07917090441239999
ACH-000123,0.151592875806
ACH-000127,-0.06896435680219999
ACH-000128,0.0310025134991
ACH-000132,0.175730845597
ACH-000133,0.151440569182
ACH-000137,-0.12850574056199998
ACH-000138,0.21687458720400002
ACH-000142,0.025909828231900002
ACH-000143,0.22406763456099998
ACH-000146,0.157359481223
ACH-000148,0.0710150061716
ACH-000150,0.11003790785
ACH-000152,0.0835421009427
ACH-000153,-0.131263888993
ACH-000159,0.12045149845999999
ACH-000160,0.183705190156
ACH-000163,0.211193699664
ACH-000167,0.0288257225625
ACH-000168,0.289565604744
ACH-000169,0.109612435753
ACH-000178,0.0890304457907
ACH-000182,-0.0135833142135
ACH-000183,0.12527652668
ACH-000188,0.212633381033
ACH-000189,-0.20692197806899998
ACH-000190,-0.19873031047200002
ACH-000198,0.180128718186
ACH-000204,0.019239699035499998
ACH-000206,-0.014344013506799999
ACH-000207,0.286389080608
ACH-000211,0.0660760017849
ACH-000215,0.056066766492800006
ACH-000221,0.0362450832749
ACH-000222,0.35398012537100004
ACH-000223,0.006688865780270001
ACH-000226,-0.0351726062196
ACH-000227,0.05642023765930001
ACH-000228,0.233885276125
ACH-000231,0.0479303290781
ACH-000232,0.164801643302
ACH-000233,0.0869484052318
ACH-000234,0.08072870747239999
ACH-000235,0.028976729942400005
ACH-000237,0.143831091115
ACH-000238,0.11554619590500001
ACH-000243,0.068651162674
ACH-000244,-0.123311339662
ACH-000246,0.05065856267609999
ACH-000248,-0.060240560151199996
ACH-000250,0.18966635177900001
ACH-000251,0.294907202377
ACH-000253,0.21443555074200002
ACH-000255,0.0774753851164
ACH-000256,0.080237144015
ACH-000257,0.0852540624205
ACH-000258,-0.0836448223648
ACH-000259,0.181125505981
ACH-000260,0.13123221369899998
ACH-000261,0.127909116107
ACH-000262,0.130900517246
ACH-000263,0.59853904719
ACH-000264,-0.132162244591
ACH-000265,0.25155471620000003
ACH-000266,0.0340064443613
ACH-000272,0.0748604345831
ACH-000273,0.11598043379
ACH-000274,0.153924067264
ACH-000277,-0.00790623224117
ACH-000278,0.217104189838
ACH-000279,0.013846111825600001
ACH-000280,0.0716837836109
ACH-000281,0.14788992341600002
ACH-000288,-0.08966269554610001
ACH-000291,0.11687171321499999
ACH-000293,0.354052987473
ACH-000294,0.0442942291661
ACH-000295,0.268066006822
ACH-000296,0.214587337368
ACH-000302,0.11345359432499999
ACH-000304,0.262324398892
ACH-000307,0.258565061785
ACH-000308,0.0358161577624
ACH-000310,-0.155634913509
ACH-000311,0.0031333298991399997
ACH-000312,0.11222046692099999
ACH-000315,0.23454931155499997
ACH-000316,-0.0551467052592
ACH-000317,0.139419145876
ACH-000318,0.0360546492529
ACH-000319,0.07470225572110001
ACH-000320,0.0309038055718
ACH-000322,0.148986761339
ACH-000323,0.08266341394719999
