,SYF2 (25949)
ACH-000511,-1.2332780009200002
ACH-000512,-0.9455160570360001
ACH-000516,-1.28257394595
ACH-000517,-1.3873887882299998
ACH-000518,-0.95914916719
ACH-000520,-0.940869063556
ACH-000521,-0.898827722674
ACH-000522,-1.11268226623
ACH-000524,-1.20640096739
ACH-000527,-1.13174695232
ACH-000528,-1.15717517518
ACH-000537,-0.836949723894
ACH-000541,-1.0153419190700002
ACH-000542,-1.14165870466
ACH-000544,-1.1461153668600002
ACH-000545,-1.2333834104999999
ACH-000547,-0.671869134214
ACH-000548,-1.30040993731
ACH-000549,-1.1770031649
ACH-000550,-0.849553912126
ACH-000552,-1.05556138053
ACH-000556,-1.2065826260899999
ACH-000557,-0.9535574625859999
ACH-000570,-1.07696995381
ACH-000571,-0.910671088891
ACH-000573,-1.45229323039
ACH-000576,-1.09203779884
ACH-000580,-1.25998022806
ACH-000584,-1.00680254658
ACH-000585,-1.12815501588
ACH-000588,-0.993246531469
ACH-000589,-1.1059766216299998
ACH-000591,-1.0570312908
ACH-000593,-1.1706470682999999
ACH-000600,-1.39574650229
ACH-000601,-1.1973933569700002
ACH-000604,-1.3477751045200002
ACH-000605,-1.3270232702299998
ACH-000606,-0.95330345794
ACH-000608,-1.36862818367
ACH-000614,-0.9648348340940001
ACH-000616,-1.07225498793
ACH-000618,-1.15925239139
ACH-000619,-1.22611012763
ACH-000620,-1.21822691809
ACH-000621,-1.12519600407
ACH-000622,-0.8953284196969999
ACH-000623,-1.0997565958600002
ACH-000624,-1.12299352001
ACH-000627,-1.16119074697
ACH-000630,-1.2762190198899999
ACH-000632,-1.12365838503
ACH-000633,-1.30075813684
ACH-000637,-1.26913333409
ACH-000638,-1.06913597076
ACH-000646,-1.12770583179
ACH-000647,-1.19879847769
ACH-000648,-1.2164026211299999
ACH-000649,-1.01274716342
ACH-000651,-1.04172363211
ACH-000652,-1.1249360522399998
ACH-000653,-1.0707757870799999
ACH-000657,-1.15854774614
ACH-000658,-1.1080662292899999
ACH-000661,-1.16014832065
ACH-000662,-0.9906332437540001
ACH-000663,-1.02054701809
ACH-000665,-1.01706207332
ACH-000671,-0.850973286293
ACH-000673,-1.11168967879
ACH-000676,-1.18286869862
ACH-000677,-0.763968312111
ACH-000681,-1.02891655037
ACH-000682,-1.023321614
ACH-000683,-1.1878873643799999
ACH-000684,-1.03095208458
ACH-000688,-1.21624041354
ACH-000693,-1.1364512066299999
ACH-000694,-1.00494919059
ACH-000695,-1.04761433412
ACH-000696,-1.1085988764799999
ACH-000697,-0.855120232888
ACH-000699,-1.5884893188299998
ACH-000701,-1.3948751014899998
ACH-000706,-1.15318207584
ACH-000711,-1.18225416714
ACH-000713,-1.1586697047799999
ACH-000714,-0.877528271471
ACH-000718,-1.12037223437
ACH-000720,-1.11785789035
ACH-000721,-0.9226184359090001
ACH-000724,-1.19612594582
ACH-000725,-0.962149877597
ACH-000732,-1.21806584655
ACH-000734,-1.2011237993500001
ACH-000735,-1.1947120678799998
ACH-000736,-1.07275025699
ACH-000738,-1.04315346721
ACH-000746,-1.1093273347700001
ACH-000747,-0.978332541995
ACH-000748,-0.988413699292
ACH-000753,-1.00379522609
ACH-000756,-1.06574911428
ACH-000757,-0.927228138122
ACH-000758,-0.957451299629
ACH-000760,-1.22904594293
ACH-000763,-1.21930668531
ACH-000764,-1.1127136336399999
ACH-000765,-0.954830413418
ACH-000766,-1.28492217063
ACH-000767,-1.09266371066
ACH-000768,-1.23022314892
ACH-000769,-1.04702868297
ACH-000770,-1.1844123061399998
ACH-000771,-1.12920280936
ACH-000773,-1.00525187465
ACH-000776,-0.9591577990250001
ACH-000777,-1.0413969667899998
ACH-000778,-1.54525682025
ACH-000781,-1.02949041677
ACH-000782,-1.28411354627
ACH-000783,-1.26869549562
ACH-000784,-1.06275672598
ACH-000785,-0.985162948344
ACH-000787,-1.2554976747
ACH-000788,-1.1472477152399998
ACH-000791,-1.2118084170899999
ACH-000792,-0.880580155923
ACH-000794,-1.20636362118
ACH-000796,-1.27380160603
ACH-000799,-1.2388558248700001
ACH-000800,-1.11481782752
ACH-000802,-1.19706357909
ACH-000804,-1.1635958903
ACH-000805,-1.06358433735
ACH-000809,-1.11930184153
ACH-000810,-1.37988341287
ACH-000811,-0.907697453055
ACH-000817,-1.0159665936700002
ACH-000819,-1.03830142795
ACH-000820,-0.958324807194
ACH-000821,-0.908348558976
ACH-000822,-1.1822298171899999
ACH-000823,-1.0658637301
ACH-000824,-0.799822922513
ACH-000827,-1.1117514075200001
ACH-000829,-1.2701321293899999
ACH-000831,-1.19430630222
ACH-000832,-1.20899541517
ACH-000833,-1.2239855995
ACH-000834,-1.4257925779
ACH-000835,-1.10313056619
ACH-000836,-1.20099218703
ACH-000837,-1.06143623237
ACH-000838,-1.06501243945
ACH-000839,-1.08329419636
ACH-000840,-1.11928298295
ACH-000841,-0.856486083676
ACH-000843,-0.903910878354
ACH-000846,-1.4403135751499998
ACH-000847,-1.3041047843
ACH-000848,-1.13126231553
ACH-000849,-0.9987400886310001
ACH-000851,-1.09703042862
ACH-000855,-1.39639612394
ACH-000856,-1.08082043493
ACH-000858,-1.06567896963
ACH-000859,-1.52650804884
ACH-000861,-1.14793685877
ACH-000862,-1.0899431874799999
ACH-000865,-1.15905476316
ACH-000866,-1.18970681584
ACH-000867,-1.21116039545
ACH-000869,-1.1544415850299998
ACH-000872,-1.4093090140200002
ACH-000873,-0.605334315543
ACH-000876,-0.814570971967
ACH-000878,-0.9838164101540001
ACH-000880,-1.01814918543
ACH-000881,-1.0630658043799999
ACH-000882,-0.9779203752700001
ACH-000884,-1.17516282358
ACH-000885,-1.0345410186200001
ACH-000887,-1.11344232861
ACH-000888,-1.11192544282
ACH-000889,-0.9570674126369999
ACH-000890,-0.911376891057
ACH-000896,-1.2831619186399998
ACH-000898,-1.0555806115100002
ACH-000900,-1.15703120143
ACH-000901,-1.09654062717
ACH-000905,-1.10520443496
ACH-000906,-1.11884879138
ACH-000907,-1.29448584813
ACH-000910,-1.25767543952
ACH-000911,-1.1306571813600002
ACH-000912,-1.0139699397600002
ACH-000913,-1.1173199762000001
ACH-000915,-1.1746814899299998
ACH-000916,-0.872410053405
ACH-000917,-1.24259705098
ACH-000921,-1.15967863668
ACH-000924,-1.2351049063400001
ACH-000926,-1.1533748977200002
ACH-000928,-1.26122751636
ACH-000929,-1.59940004701
ACH-000932,-1.1299107825399999
ACH-000935,-1.4440967654799999
ACH-000936,-0.8529718936220001
ACH-000937,-1.1546952879
ACH-000938,-1.2223936370200001
ACH-000939,-1.4974762223
ACH-000941,-1.17772048184
ACH-000943,-1.2977254338200002
ACH-000946,-1.18751366867
ACH-000947,-1.1282633583700001
ACH-000948,-1.0607649382200002
ACH-000950,-0.835527211057
ACH-000953,-1.054603513
ACH-000957,-1.159914006
ACH-000958,-1.58542010982
ACH-000960,-1.1490610241099999
ACH-000963,-0.773094202939
ACH-000968,-1.01859934798
ACH-000969,-1.2411374850399999
ACH-000973,-1.20463406765
ACH-000974,-1.2363177673399999
ACH-000975,-1.3789995761000002
ACH-000976,-1.35497860304
ACH-000978,-1.36805133143
ACH-000980,-1.0185925725
ACH-000984,-1.27694296381
ACH-000986,-1.05386530494
ACH-000988,-1.38448862274
ACH-000993,-1.13449621413
ACH-000994,-1.1687309657
ACH-000996,-1.18688888311
ACH-001001,-0.994058533778
ACH-001020,-1.01940658366
ACH-001028,-1.02391440556
ACH-001031,-1.1438691890000001
ACH-001038,-1.05484957058
ACH-001048,-0.904787750789
ACH-001050,-1.10330818134
ACH-001053,-1.08142901715
ACH-001054,-1.1120937021500001
ACH-001061,-1.25067945774
ACH-001067,-1.01235520331
ACH-001075,-1.3899525033700002
ACH-001096,-1.2525091148899998
ACH-001128,-1.4505664020200002
ACH-001134,-0.944357249134
ACH-001151,-1.0628525012799999
ACH-001163,-1.11215014565
ACH-001164,-1.2992302216
ACH-001173,-0.946612752781
ACH-001183,-0.9409323307490001
ACH-001184,-1.14124464734
ACH-001190,-1.22545673052
ACH-001192,-0.949851764868
ACH-001193,-0.8740784653020001
ACH-001196,-1.17026288725
ACH-001197,-1.17715289462
ACH-001205,-1.21368657707
ACH-001211,-1.29629005361
ACH-001212,-0.846153067455
ACH-001228,-1.2358821077600002
ACH-001232,-1.18427433413
ACH-001239,-1.17460251574
ACH-001274,-1.21041972223
ACH-001275,-0.950198474898
ACH-001277,-1.3759370280399998
ACH-001278,-0.8020112375339999
ACH-001280,-1.16121544125
ACH-001283,-0.946683073081
ACH-001289,-0.967567228709
ACH-001295,-1.08679108963
ACH-001300,-1.07802262075
ACH-001301,-1.15476433174
ACH-001302,-0.9799045258210001
ACH-001303,-1.1267259759100001
ACH-001306,-1.30525536638
ACH-001318,-1.22071685189
ACH-001322,-0.9564990548610001
ACH-001328,-1.20038553175
ACH-001332,-1.06769310674
ACH-001333,-0.7123859443070001
ACH-001336,-1.3092502397399999
ACH-001340,-1.26656547975
ACH-001346,-0.8662961864669999
ACH-001353,-1.37861218218
ACH-001354,-1.10134291153
ACH-001367,-1.33641444739
ACH-001368,-0.961454707662
ACH-001374,-1.40533971011
ACH-001375,-0.88995818347
ACH-001377,-1.2473808981299999
ACH-001380,-1.2433989516700001
ACH-001391,-1.08517573525
ACH-001407,-0.798403072682
ACH-001408,-1.1132350948
ACH-001413,-1.19543264201
ACH-001430,-1.0233941750700002
ACH-001431,-0.950313849013
ACH-001450,-1.13460572593
ACH-001496,-1.00607882461
ACH-001500,-0.9329384230940001
ACH-001521,-0.8389294246879999
ACH-001523,-1.0887654841299998
ACH-001532,-1.23561503165
ACH-001536,-1.1852262252799999
ACH-001550,-1.22047856154
ACH-001552,-1.3494683645299999
ACH-001554,-1.1661060188099999
ACH-001645,-1.32398377696
ACH-001654,-1.33631940125
ACH-001715,-1.0188398237799998
ACH-001735,-1.1088493743999999
ACH-001736,-1.13788667404
ACH-001737,-0.7760964923170001
ACH-001740,-1.0090096221
ACH-001745,-0.924755594356
ACH-001750,-1.20392346152
ACH-001765,-1.07731742258
ACH-001956,-1.21797533754
ACH-001957,-0.948587577921
